step,train_loss,val_loss
0,5.533832,5.533896
1000,2.241627,2.187718
2000,1.896140,1.869785
3000,1.724816,1.709131
4000,1.623302,1.641045
5000,1.582110,1.592627
6000,1.573056,1.560505
7000,1.533424,1.540738
8000,1.524125,1.520723
9000,1.514282,1.505600
10000,1.485874,1.489896
11000,1.479100,1.476201
12000,1.460886,1.468776
13000,1.460983,1.459566
14000,1.429924,1.446198
15000,1.457158,1.441294
16000,1.443091,1.430536
17000,1.429222,1.423413
