step,train_loss,val_loss
0,5.617095,5.621771
1000,1.865416,1.838416
2000,1.752508,1.750201
3000,1.693609,1.684155
4000,1.640267,1.644858
5000,1.628837,1.621329
6000,1.601775,1.603255
