step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,tau_L0,tau_L1,tau_L2,tau_L3,tau_L4,tau_L5
500,7.148769,2.041889,19.751207,19.639420,19.646332,19.660238,19.664469,19.657612,1.007924,1.002218,1.002571,1.003280,1.003496,1.003146,19.709581,19.636642,19.637850,19.656694,19.667786,19.662748,0.49065852,0.49736351,0.49683318,0.49696919,0.49644357,0.49675086
1000,5.947085,1.775461,19.794750,19.648693,19.681616,19.757580,19.804096,19.780840,1.010144,1.002690,1.004369,1.008242,1.010614,1.009428,19.624439,19.678324,19.661547,19.678963,19.749357,19.758684,0.47246832,0.48683104,0.47956061,0.47822937,0.47552571,0.48458174
1500,5.400357,1.621969,19.653919,19.610830,19.717680,19.857763,19.974913,19.919399,1.002953,1.000753,1.006199,1.013340,1.019311,1.016484,19.391592,19.674122,19.595118,19.613411,19.735180,19.856136,0.44875342,0.46225566,0.44599432,0.44375345,0.44663045,0.47716126
2000,5.023698,1.520182,19.309881,19.514475,19.700108,19.864235,20.031824,19.966446,0.985392,0.995827,1.005287,1.013651,1.022189,1.018870,18.997000,19.643566,19.434572,19.470985,19.666290,20.023867,0.42380339,0.43397513,0.41272107,0.41880074,0.45214248,0.49758622
2500,4.774156,1.448177,18.951729,19.412214,19.635183,19.793993,19.981094,19.979506,0.967107,0.990595,1.001958,1.010051,1.019582,1.019522,18.530809,19.598259,19.251799,19.312408,19.587433,20.378187,0.39605680,0.41058236,0.39799893,0.42099485,0.47933581,0.53994930
3000,4.566286,1.387916,18.609390,19.301683,19.547510,19.695076,19.886080,19.983620,0.949629,0.984939,0.997468,1.004984,1.014711,1.019717,18.027287,19.535833,19.070208,19.154568,19.490688,20.834568,0.37173444,0.40085435,0.40056378,0.43646905,0.51078027,0.59457266
3500,4.420053,1.348145,18.295965,19.193422,19.468506,19.600969,19.799461,19.983212,0.933626,0.979398,0.993417,1.000164,1.010271,1.019683,17.540592,19.477707,18.898493,19.005081,19.415371,21.147209,0.34777331,0.39666364,0.40311471,0.44651568,0.53395849,0.65313530
4000,4.333540,1.319968,18.007572,19.082302,19.378990,19.514584,19.714485,19.979761,0.918899,0.973712,0.988830,0.995738,1.005916,1.019494,17.087461,19.419367,18.737133,18.879913,19.358919,21.380054,0.32616100,0.39344141,0.40919757,0.45697397,0.54802310,0.70416933
4500,4.253280,1.298811,17.742897,18.969122,19.291998,19.423714,19.630054,19.969212,0.905383,0.967918,0.984374,0.991084,1.001591,1.018942,16.671574,19.362429,18.583260,18.764982,19.313623,21.568682,0.30857646,0.39203507,0.41628405,0.46518964,0.56005049,0.74140948
5000,4.202663,1.280739,17.516550,18.872837,19.212608,19.341291,19.548660,19.954670,0.893824,0.962991,0.980302,0.986862,0.997421,1.018186,16.289143,19.309006,18.439714,18.676674,19.281767,21.737955,0.29237589,0.38937905,0.41716596,0.46654937,0.56554723,0.76995403
5500,4.162976,1.265600,17.308941,18.774828,19.128860,19.262651,19.471796,19.941324,0.883217,0.957973,0.976010,0.982832,0.993483,1.017493,15.949433,19.256092,18.314680,18.606981,19.254663,21.888897,0.27818605,0.38684288,0.42044219,0.47149318,0.57104737,0.79031193
6000,4.101527,1.253091,17.137432,18.692759,19.057570,19.188240,19.399010,19.924665,0.874458,0.953768,0.972358,0.979020,0.989757,1.016630,15.640970,19.207022,18.196644,18.560190,19.239092,22.020193,0.26388845,0.38511550,0.41913545,0.47172305,0.56981993,0.79971278
6500,4.068291,1.242749,16.980835,18.617985,18.988758,19.120226,19.330893,19.905945,0.866459,0.949934,0.968836,0.975536,0.986266,1.015660,15.375672,19.160902,18.094711,18.536037,19.225859,22.141670,0.25286165,0.38295582,0.41976565,0.47258314,0.57030642,0.80414677
7000,4.022088,1.232900,16.844303,18.547909,18.932440,19.059977,19.279617,19.890791,0.859483,0.946348,0.965944,0.972449,0.983637,1.014873,15.145146,19.122742,18.003822,18.525507,19.220266,22.247387,0.24246150,0.38059270,0.41799796,0.47246817,0.56911176,0.80370718
7500,3.990071,1.224112,16.740259,18.490219,18.880604,19.006273,19.231388,19.879694,0.854167,0.943390,0.963285,0.969699,0.981164,1.014294,14.952506,19.084894,17.922022,18.528936,19.219227,22.348700,0.23351195,0.37624228,0.41539246,0.46853629,0.56147951,0.79736620
8000,3.951608,1.216644,16.664539,18.443306,18.840237,18.968691,19.188019,19.875519,0.850297,0.940984,0.961214,0.967771,0.978942,1.014067,14.788594,19.051115,17.855019,18.540792,19.220579,22.438194,0.22463195,0.37060463,0.41050026,0.46338186,0.55861700,0.79175413
8500,3.917940,1.209499,16.599163,18.404848,18.805731,18.936768,19.162334,19.875702,0.846957,0.939009,0.959441,0.966131,0.977621,1.014066,14.655025,19.018265,17.798901,18.555683,19.227703,22.516846,0.21820775,0.36430535,0.40519702,0.45569113,0.55164051,0.77964866
9000,3.905455,1.203100,16.554810,18.377247,18.785515,18.912605,19.140398,19.876232,0.844685,0.937594,0.958400,0.964894,0.976495,1.014085,14.542474,18.991035,17.753489,18.570570,19.234547,22.593355,0.21299867,0.35915497,0.39904600,0.44862896,0.54398942,0.76943952
9500,3.864072,1.196923,16.529551,18.359369,18.772663,18.895216,19.124018,19.882761,0.843395,0.936675,0.957737,0.964000,0.975651,1.014410,14.455110,18.967527,17.715839,18.586771,19.241924,22.665255,0.20608974,0.35278684,0.39234447,0.44230750,0.53533351,0.75832552
10000,3.846072,1.191959,16.519121,18.346121,18.758936,18.884987,19.111513,19.888908,0.842858,0.935990,0.957028,0.963472,0.975012,1.014716,14.385571,18.944565,17.684315,18.599457,19.254860,22.730095,0.19983658,0.34593171,0.38620126,0.43552497,0.52817065,0.74895978
10500,3.853249,1.187032,16.512724,18.339096,18.756666,18.878109,19.105812,19.897852,0.842530,0.935630,0.956904,0.963117,0.974717,1.015166,14.332045,18.924301,17.658743,18.614729,19.268011,22.790079,0.19414097,0.33914015,0.37860802,0.42952761,0.51945090,0.74077958
11000,3.792887,1.182697,16.517216,18.339611,18.753830,18.876589,19.101997,19.905514,0.842758,0.935650,0.956754,0.963034,0.974523,1.015552,14.295520,18.907331,17.638243,18.629978,19.281458,22.843958,0.18956403,0.33210412,0.37257060,0.42308503,0.51359278,0.73504633
11500,3.781278,1.179004,16.530941,18.343298,18.754845,18.877394,19.099669,19.912283,0.843459,0.935833,0.956803,0.963073,0.974402,1.015894,14.266883,18.892883,17.626007,18.642136,19.296494,22.892900,0.18507349,0.32624394,0.36728457,0.41739309,0.50656122,0.72567469
12000,3.772811,1.175475,16.543873,18.345434,18.756285,18.875893,19.098377,19.917013,0.844117,0.935941,0.956875,0.962995,0.974332,1.016130,14.248240,18.881695,17.616554,18.657738,19.312077,22.934580,0.18063927,0.32108906,0.36237025,0.41163570,0.49995801,0.71911162
12500,3.748225,1.172369,16.558750,18.348257,18.759003,18.878527,19.097984,19.923563,0.844878,0.936083,0.957012,0.963127,0.974311,1.016461,14.235750,18.872160,17.609594,18.670650,19.323591,22.971485,0.17690799,0.31654820,0.35725743,0.40725109,0.49443570,0.71147072
13000,3.731239,1.169578,16.579967,18.355919,18.762972,18.878241,19.101524,19.928846,0.845960,0.936472,0.957212,0.963111,0.974490,1.016729,14.227861,18.864588,17.601791,18.684309,19.336010,23.001656,0.17336456,0.31182384,0.35350260,0.40311104,0.48989052,0.70339704
13500,3.725280,1.167338,16.600323,18.360065,18.767431,18.884342,19.103470,19.934734,0.846999,0.936683,0.957437,0.963421,0.974587,1.017028,14.226572,18.856855,17.600883,18.695877,19.345709,23.028793,0.17025487,0.30789363,0.34932250,0.39847219,0.48517308,0.69672477
14000,3.704175,1.164985,16.617901,18.366743,18.770893,18.888163,19.107475,19.940302,0.847894,0.937023,0.957613,0.963616,0.974791,1.017310,14.225424,18.850904,17.598991,18.705591,19.355616,23.052519,0.16740385,0.30446044,0.34622458,0.39423048,0.48038912,0.69003904
14500,3.686434,1.163750,16.635881,18.373034,18.776005,18.893583,19.113091,19.947729,0.848813,0.937343,0.957874,0.963892,0.975076,1.017689,14.225170,18.845716,17.597597,18.716156,19.364199,23.073292,0.16478422,0.30132732,0.34308884,0.39060891,0.47593769,0.68363380
15000,3.688987,1.162141,16.653402,18.377615,18.783529,18.897474,19.117466,19.953197,0.849706,0.937575,0.958256,0.964089,0.975299,1.017966,14.226690,18.841297,17.598204,18.722527,19.372122,23.092100,0.16248411,0.29826349,0.33977193,0.38684484,0.47204173,0.67779970
15500,3.678365,1.161143,16.671381,18.384897,18.788746,18.902067,19.120558,19.959040,0.850623,0.937947,0.958521,0.964323,0.975456,1.018263,14.227654,18.837955,17.597811,18.730522,19.379820,23.110205,0.16031142,0.29533082,0.33668748,0.38370034,0.46825501,0.67328590
16000,3.672161,1.160637,16.688969,18.391043,18.793701,18.907036,19.125536,19.963373,0.851520,0.938260,0.958773,0.964577,0.975712,1.018483,14.231088,18.834347,17.598331,18.739080,19.386980,23.128279,0.15825333,0.29243276,0.33372742,0.38039777,0.46457884,0.66888571
