step,train_loss,val_loss,val_loss_hard
0,5.549497,5.548768,5.548768
1000,2.864619,2.809196,2.809196
2000,2.583041,2.566984,2.566984
3000,2.424911,2.400023,2.400023
4000,2.309124,2.302315,2.302315
5000,2.240209,2.228792,2.228792
6000,2.164776,2.166053,2.166053
7000,2.125311,2.114313,2.114313
8000,2.094195,2.087347,2.087347
9000,2.049725,2.053621,2.053621
10000,2.033677,2.031149,2.031149
11000,2.014066,2.008876,2.008876
12000,2.002602,2.003084,2.003084
13000,1.981221,1.978221,1.978221
14000,1.975709,1.973146,1.973146
15000,1.966667,1.955045,1.955045
16000,1.963842,1.945617,1.945617
17000,1.943567,1.939714,1.939714
18000,1.933406,1.928859,1.928859
19000,1.940258,1.924245,1.924245
20000,1.911377,1.911359,1.911359
21000,1.906863,1.906665,1.906665
22000,1.908244,1.899788,1.899788
23000,1.892564,1.893291,1.893291
24000,1.891299,1.885537,1.885537
25000,1.886458,1.881848,1.881848
26000,1.880423,1.880971,1.880971
27000,1.869031,1.870347,1.870347
28000,1.861941,1.862597,1.862597
29000,1.868001,1.861004,1.861004
30000,1.856606,1.859668,1.859668
31000,1.852690,1.856375,1.856375
32000,1.836405,1.847430,1.847430
33000,1.842862,1.840861,1.840861
34000,1.841599,1.839521,1.839521
35000,1.834616,1.834661,1.834661
36000,1.833625,1.832811,1.832811
37000,1.829748,1.829956,1.829956
38000,1.826121,1.825753,1.825753
39000,1.823386,1.824293,1.824293
40000,1.819407,1.820286,1.820286
41000,1.821478,1.816874,1.816874
42000,1.810109,1.819441,1.819441
43000,1.812856,1.814469,1.814469
44000,1.816246,1.812400,1.812400
45000,1.810704,1.810312,1.810312
46000,1.808630,1.807918,1.807918
47000,1.810678,1.807927,1.807927
48000,1.804465,1.807307,1.807307
49000,1.816324,1.805931,1.805931
