step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498056,0.497980,0.498791,0.498795,0.498983,0.498946,0.498097,0.497982,0.499207,0.499136,0.498965,0.498948,0.498958,0.498925,0.502447,0.502296,0.499669,0.499331,0.499564,0.499602,0.499176,0.499144,0.502689,0.502616,0.499851,0.499703,0.500525,0.500505,0.499887,0.499876,0.502784,0.502741,0.500013,0.500034,0.499468,0.499403,0.498877,0.498864,0.502642,0.502487,0.499997,0.499875,0.501601,0.501628,0.501033,0.501019,0.502766,0.502804
400,0.488049,0.487951,0.502138,0.502341,0.493664,0.493287,0.489157,0.489151,0.494095,0.493852,0.496629,0.496534,0.496126,0.496057,0.506548,0.505833,0.501015,0.500707,0.497013,0.496601,0.493602,0.493140,0.512379,0.512050,0.499548,0.499179,0.498839,0.497524,0.494277,0.494169,0.512879,0.512407,0.500137,0.500030,0.501660,0.498607,0.495686,0.495714,0.512181,0.511632,0.500119,0.499861,0.503609,0.499740,0.496678,0.496638,0.512608,0.512122
600,0.472388,0.472288,0.508434,0.508998,0.487517,0.486545,0.476926,0.477120,0.486220,0.484947,0.491556,0.491616,0.491801,0.491204,0.508522,0.506965,0.505107,0.504369,0.499239,0.498194,0.489737,0.486314,0.527273,0.527842,0.498599,0.497761,0.498362,0.492361,0.483306,0.482437,0.529798,0.527139,0.497561,0.497506,0.506511,0.490258,0.487310,0.487401,0.528587,0.525247,0.498591,0.498487,0.506542,0.488714,0.486020,0.485679,0.528656,0.525856
800,0.451935,0.451748,0.513369,0.514362,0.482322,0.480802,0.460888,0.461197,0.476423,0.472340,0.485561,0.486151,0.487849,0.486468,0.507333,0.504912,0.508794,0.507547,0.504486,0.503159,0.490340,0.483969,0.545054,0.547719,0.497655,0.496800,0.502116,0.491276,0.475436,0.473230,0.549968,0.543644,0.495723,0.495614,0.512696,0.476452,0.476271,0.475582,0.546352,0.541661,0.498158,0.497880,0.512502,0.474478,0.474116,0.473158,0.545210,0.540596
1000,0.426653,0.426400,0.512336,0.513755,0.473805,0.471361,0.441666,0.441925,0.472498,0.461397,0.478963,0.480217,0.483235,0.480537,0.502895,0.499587,0.506617,0.504379,0.505125,0.503701,0.490245,0.482844,0.559884,0.559748,0.497525,0.496460,0.509821,0.493107,0.473798,0.464145,0.569197,0.562482,0.494192,0.494564,0.519162,0.468062,0.472284,0.466917,0.560228,0.548449,0.497278,0.497091,0.517839,0.464010,0.468470,0.464509,0.557658,0.546435
1200,0.403555,0.403198,0.508923,0.510673,0.461148,0.457496,0.421042,0.421112,0.471952,0.445857,0.471937,0.473626,0.477977,0.474303,0.497558,0.493147,0.506860,0.504164,0.505332,0.504054,0.491024,0.481941,0.573655,0.567104,0.495680,0.494764,0.516953,0.494808,0.474889,0.453924,0.589294,0.579238,0.493932,0.494363,0.523861,0.460868,0.472190,0.456538,0.571352,0.552482,0.495684,0.495509,0.521946,0.454200,0.467431,0.455187,0.566235,0.549391
1400,0.382838,0.382224,0.500589,0.502560,0.446140,0.441280,0.401765,0.401535,0.478405,0.432959,0.466145,0.468053,0.473511,0.468615,0.491098,0.485632,0.507517,0.504275,0.505807,0.504529,0.491972,0.481394,0.588290,0.573836,0.492524,0.491463,0.527230,0.494769,0.479689,0.446656,0.610887,0.591192,0.494695,0.494980,0.531419,0.451891,0.476193,0.449717,0.581511,0.555349,0.494384,0.494270,0.527147,0.444021,0.470924,0.445670,0.573658,0.551335
1600,0.364439,0.363429,0.489613,0.491689,0.430740,0.424497,0.383526,0.382887,0.489308,0.422447,0.459408,0.461529,0.466696,0.460405,0.483398,0.476812,0.507472,0.503908,0.506892,0.505666,0.493670,0.481386,0.601680,0.580714,0.491906,0.490927,0.535199,0.495072,0.483416,0.443216,0.626828,0.598116,0.495564,0.495420,0.537964,0.442665,0.480764,0.444823,0.589371,0.557777,0.492907,0.492690,0.535991,0.436153,0.476732,0.440542,0.579027,0.552911
1800,0.349502,0.347748,0.475242,0.477371,0.414834,0.407286,0.367033,0.365638,0.503599,0.411903,0.452738,0.455111,0.459515,0.452003,0.476013,0.468281,0.508636,0.504516,0.506144,0.504926,0.494237,0.480686,0.611714,0.586275,0.493910,0.492817,0.546753,0.496682,0.490101,0.442052,0.639109,0.602182,0.495663,0.495739,0.546677,0.436684,0.484847,0.442458,0.596034,0.559566,0.491393,0.490766,0.545038,0.428341,0.481827,0.437378,0.583748,0.554085
