step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
2000,0.336707,0.333974,0.463798,0.466047,0.399830,0.390458,0.351698,0.349346,0.521444,0.403041,0.445772,0.448088,0.452553,0.443002,0.468424,0.459609,0.508801,0.504135,0.504757,0.503624,0.494359,0.479713,0.620876,0.592195,0.494330,0.493179,0.557398,0.497835,0.496838,0.440102,0.647888,0.605250,0.496135,0.496123,0.556047,0.430907,0.490868,0.441130,0.601854,0.561224,0.489658,0.489508,0.553786,0.421562,0.488446,0.436640,0.587948,0.555210
2200,0.325973,0.321936,0.450921,0.453195,0.385781,0.374189,0.337945,0.334137,0.541306,0.395952,0.438994,0.441111,0.446299,0.435095,0.460949,0.451011,0.508701,0.503428,0.503534,0.502423,0.494557,0.478677,0.632481,0.598115,0.494791,0.493702,0.568716,0.498792,0.505240,0.439214,0.655192,0.607734,0.494691,0.494548,0.567199,0.426453,0.497725,0.440656,0.606597,0.562605,0.492525,0.493189,0.561783,0.416954,0.494730,0.436097,0.591447,0.556117
2400,0.316866,0.311241,0.439266,0.441569,0.374924,0.359438,0.325927,0.320229,0.561899,0.391222,0.433251,0.434992,0.442906,0.428815,0.453770,0.442766,0.508759,0.503321,0.503522,0.502440,0.494939,0.478010,0.641319,0.603317,0.495949,0.494615,0.580250,0.499372,0.512487,0.439234,0.661746,0.609955,0.493786,0.493426,0.575798,0.420422,0.505263,0.441385,0.610527,0.563731,0.494276,0.494635,0.570902,0.409961,0.502867,0.435543,0.594489,0.556929
2600,0.310208,0.302639,0.426867,0.429219,0.367245,0.346031,0.315647,0.307459,0.585575,0.386618,0.426006,0.427611,0.437406,0.420449,0.446226,0.433960,0.507081,0.501719,0.502363,0.501287,0.494752,0.476810,0.649556,0.610260,0.496988,0.495504,0.593253,0.499398,0.519987,0.439106,0.667183,0.611912,0.495017,0.494365,0.587451,0.415076,0.514628,0.441941,0.614177,0.564819,0.493549,0.494613,0.581600,0.404718,0.509899,0.435159,0.597271,0.557706
2800,0.304693,0.295196,0.414258,0.416638,0.364420,0.335158,0.307604,0.296020,0.608308,0.381802,0.419743,0.420852,0.433067,0.412814,0.439633,0.426246,0.506981,0.501135,0.500713,0.499763,0.494285,0.475492,0.656660,0.616103,0.497661,0.496234,0.602540,0.497992,0.525751,0.438910,0.672054,0.613774,0.496195,0.495933,0.596705,0.408799,0.522695,0.441585,0.617562,0.565932,0.495414,0.496840,0.595847,0.399310,0.516775,0.435589,0.600030,0.558560
3000,0.301108,0.289683,0.403404,0.405834,0.365009,0.325165,0.302135,0.285677,0.631535,0.376886,0.414124,0.414871,0.429563,0.406240,0.433484,0.418850,0.506248,0.499678,0.499085,0.498210,0.493027,0.473425,0.662530,0.621221,0.497835,0.496289,0.615744,0.497429,0.532150,0.439006,0.675732,0.615071,0.498079,0.498049,0.607496,0.405081,0.529337,0.441030,0.620475,0.566739,0.497361,0.498518,0.608659,0.393845,0.525443,0.435214,0.602295,0.559122
3200,0.298394,0.284971,0.391415,0.393848,0.368836,0.317083,0.299558,0.276781,0.655149,0.373032,0.409106,0.409218,0.425944,0.399129,0.427908,0.411988,0.506313,0.498949,0.497330,0.496599,0.491826,0.471265,0.666701,0.626653,0.497752,0.496138,0.629252,0.497623,0.537501,0.438813,0.678908,0.616213,0.498067,0.497622,0.618382,0.401128,0.536248,0.439850,0.623203,0.567545,0.497686,0.498947,0.618943,0.389295,0.533386,0.435401,0.604451,0.559700
3400,0.296574,0.281114,0.380343,0.382802,0.374430,0.310456,0.299040,0.269127,0.679285,0.370092,0.404357,0.403616,0.424188,0.393834,0.422838,0.405708,0.505757,0.498090,0.495492,0.494857,0.490317,0.468992,0.668947,0.630755,0.495588,0.494095,0.643322,0.498149,0.545820,0.439277,0.681915,0.617421,0.495753,0.495490,0.627888,0.397066,0.543017,0.439618,0.625907,0.568477,0.498264,0.500103,0.628587,0.385390,0.539419,0.434824,0.606565,0.560378
3600,0.294528,0.277128,0.370013,0.372496,0.383092,0.304157,0.301544,0.262493,0.701650,0.366872,0.401162,0.399018,0.424772,0.389419,0.417910,0.399155,0.505572,0.497350,0.493356,0.492823,0.487526,0.466085,0.670573,0.633191,0.496117,0.494719,0.656975,0.499253,0.552108,0.438586,0.684754,0.618437,0.495589,0.495250,0.637638,0.394190,0.549364,0.439584,0.628357,0.569183,0.498893,0.500100,0.639001,0.383281,0.544796,0.434665,0.608283,0.560836
3800,0.293640,0.274456,0.360504,0.363031,0.391425,0.299465,0.306253,0.256824,0.723757,0.364639,0.398154,0.394910,0.423934,0.384801,0.413846,0.393557,0.505157,0.496595,0.492071,0.491585,0.485245,0.462656,0.671848,0.635191,0.497807,0.496164,0.668803,0.500205,0.559107,0.436885,0.687251,0.619377,0.498816,0.498377,0.646234,0.390947,0.556180,0.439680,0.630576,0.569869,0.498512,0.499350,0.646673,0.380913,0.549265,0.434058,0.609949,0.561301
4000,0.292478,0.271626,0.351603,0.354132,0.399657,0.295262,0.311912,0.252877,0.743887,0.361524,0.395494,0.391095,0.422077,0.379626,0.409797,0.387979,0.503984,0.495179,0.490057,0.489694,0.481933,0.458726,0.672341,0.635872,0.499630,0.497985,0.678020,0.501156,0.566298,0.436966,0.689254,0.620159,0.498108,0.497433,0.655252,0.387990,0.561664,0.439206,0.632378,0.570440,0.495781,0.496588,0.655231,0.377991,0.554474,0.433987,0.611435,0.561738
4200,0.292197,0.269626,0.343594,0.346139,0.407952,0.292115,0.317906,0.249603,0.763176,0.357707,0.392981,0.387447,0.422706,0.375880,0.406620,0.383355,0.503792,0.494597,0.488219,0.487959,0.479336,0.455075,0.672566,0.636289,0.499479,0.497727,0.686237,0.502499,0.570204,0.436391,0.690924,0.620815,0.499637,0.498342,0.665473,0.384493,0.567364,0.438614,0.633905,0.570934,0.495713,0.496190,0.664703,0.374928,0.561217,0.433346,0.612640,0.562091
4400,0.291660,0.267651,0.335721,0.338282,0.416261,0.288993,0.324175,0.247120,0.783376,0.355418,0.391244,0.384698,0.422899,0.372316,0.403598,0.378860,0.502752,0.493388,0.486543,0.486306,0.476227,0.451399,0.671437,0.635217,0.500305,0.498693,0.695796,0.504568,0.576011,0.436547,0.692481,0.621427,0.501000,0.498982,0.673470,0.381421,0.572819,0.437534,0.635428,0.571412,0.494911,0.494640,0.675793,0.372181,0.567679,0.432653,0.613759,0.562408
4600,0.291615,0.265991,0.328427,0.330989,0.424483,0.286573,0.330370,0.245246,0.801170,0.352724,0.389514,0.381784,0.423351,0.368893,0.400988,0.374736,0.501936,0.492153,0.483279,0.483213,0.472339,0.446506,0.669057,0.632168,0.499289,0.497793,0.704257,0.505450,0.580645,0.435884,0.693764,0.621861,0.501658,0.499342,0.679088,0.378128,0.577807,0.436592,0.636587,0.571704,0.496854,0.495808,0.685675,0.370059,0.572142,0.432142,0.614630,0.562571
4800,0.291310,0.264514,0.321802,0.324363,0.431825,0.284112,0.336787,0.243966,0.819170,0.350944,0.388619,0.379624,0.424335,0.366408,0.398858,0.371171,0.501987,0.491805,0.480590,0.480650,0.468385,0.441283,0.666520,0.628451,0.499076,0.497486,0.711103,0.506776,0.584632,0.435099,0.695063,0.622422,0.502072,0.499792,0.685756,0.375786,0.581380,0.435479,0.637737,0.572134,0.499437,0.497665,0.694784,0.368412,0.576639,0.431603,0.615561,0.562887
5000,0.291349,0.263403,0.315564,0.318104,0.438896,0.281567,0.343230,0.243355,0.834994,0.349167,0.388358,0.377758,0.425823,0.363884,0.397121,0.367826,0.501267,0.490816,0.477875,0.478072,0.465197,0.436898,0.664077,0.624732,0.498264,0.496622,0.716324,0.507987,0.588219,0.434676,0.696098,0.622832,0.502302,0.499391,0.691340,0.373567,0.585645,0.434887,0.638697,0.572446,0.500980,0.498429,0.701734,0.366868,0.579489,0.430796,0.616287,0.563101
5200,0.291027,0.262046,0.309989,0.312516,0.445056,0.279374,0.349220,0.243019,0.849362,0.347492,0.387118,0.375333,0.426917,0.361509,0.395606,0.364773,0.501628,0.490816,0.476193,0.476542,0.463622,0.433907,0.662140,0.621329,0.497965,0.496423,0.722502,0.509810,0.591319,0.433748,0.696955,0.623122,0.503331,0.500311,0.695719,0.371329,0.588758,0.433916,0.639450,0.572651,0.502323,0.499331,0.707680,0.365386,0.582646,0.429891,0.616882,0.563221
