step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498819,0.498893,0.497959,0.497943,0.497907,0.497900,0.498563,0.498483,0.497954,0.497951,0.497984,0.497974,0.498926,0.498926,0.497967,0.497964,0.497998,0.497988,0.498928,0.498995,0.497945,0.497949,0.498797,0.498747,0.498822,0.499009,0.497939,0.497930,0.498264,0.498241,0.499209,0.499317,0.497895,0.497893,0.498147,0.498128
400,0.496252,0.497323,0.494067,0.494235,0.494380,0.494339,0.497165,0.496057,0.494735,0.494796,0.495567,0.495508,0.496776,0.496532,0.494255,0.494199,0.495834,0.495772,0.496935,0.497271,0.495386,0.495482,0.496367,0.496237,0.496316,0.496659,0.494773,0.494914,0.496176,0.496128,0.497070,0.497523,0.495318,0.495355,0.495844,0.495781
600,0.491515,0.494703,0.489315,0.490307,0.488070,0.488012,0.496885,0.492722,0.489529,0.489704,0.493259,0.493129,0.494679,0.491360,0.490000,0.489623,0.494431,0.494247,0.494256,0.492429,0.491901,0.492039,0.493848,0.493676,0.495757,0.495781,0.491529,0.491617,0.495528,0.495391,0.496635,0.496904,0.493925,0.493803,0.495442,0.495333
800,0.483913,0.489958,0.481500,0.484270,0.476608,0.476564,0.499370,0.484919,0.479069,0.479065,0.484437,0.484581,0.495265,0.485727,0.481788,0.480667,0.490108,0.490078,0.496107,0.485439,0.482398,0.482369,0.484971,0.485076,0.495546,0.494454,0.487135,0.486798,0.494100,0.493764,0.496463,0.496240,0.492828,0.491855,0.495275,0.495075
1000,0.472865,0.481966,0.469662,0.475314,0.462004,0.461839,0.504765,0.476464,0.466215,0.465348,0.473062,0.473406,0.498409,0.478628,0.471618,0.468771,0.485638,0.486052,0.503459,0.477919,0.469703,0.469097,0.474373,0.475286,0.495269,0.493536,0.482901,0.481713,0.493382,0.493050,0.496859,0.495530,0.493102,0.489730,0.495158,0.494852
1200,0.459737,0.471504,0.455099,0.464157,0.444999,0.444563,0.513561,0.468228,0.453767,0.450204,0.460340,0.460723,0.506355,0.472434,0.461398,0.454529,0.480129,0.481300,0.516209,0.469936,0.455816,0.452947,0.461807,0.463427,0.494310,0.491757,0.478260,0.475599,0.492797,0.492461,0.498130,0.494805,0.494160,0.487847,0.495014,0.494595
1400,0.445904,0.459553,0.438548,0.452272,0.425623,0.424571,0.525878,0.460327,0.445845,0.434306,0.445894,0.445765,0.517977,0.465905,0.455789,0.438142,0.473033,0.475043,0.533884,0.462246,0.447056,0.435544,0.447452,0.449376,0.493530,0.489259,0.474921,0.470022,0.492030,0.491672,0.500895,0.494100,0.496055,0.486208,0.494807,0.494190
1600,0.431753,0.446136,0.421229,0.440054,0.404918,0.402752,0.542222,0.453142,0.450487,0.419912,0.431121,0.428667,0.534738,0.460172,0.463625,0.421614,0.463573,0.465852,0.556947,0.455219,0.455510,0.419180,0.429795,0.430429,0.495388,0.486223,0.473702,0.464878,0.491038,0.490637,0.504556,0.493438,0.498231,0.484710,0.494595,0.493753
1800,0.419175,0.432874,0.405150,0.429425,0.385188,0.380746,0.561180,0.446366,0.467523,0.411472,0.418731,0.410870,0.554624,0.455053,0.483556,0.405853,0.453848,0.455748,0.582364,0.448753,0.476534,0.408644,0.415129,0.411679,0.500445,0.482596,0.474084,0.458958,0.489428,0.488901,0.509282,0.492796,0.500874,0.482938,0.494328,0.493149
