step,train_loss,val_loss
0,5.571931,5.580126
1000,2.245956,2.150189
2000,1.882572,1.872270
3000,1.719763,1.708607
4000,1.633416,1.636664
5000,1.618456,1.609424
6000,1.592503,1.590172
7000,1.583726,1.572254
8000,1.563374,1.563967
9000,1.553804,1.548630
10000,1.534729,1.538379
11000,1.528735,1.529224
12000,1.521231,1.518494
13000,1.517440,1.508097
14000,1.484679,1.501308
15000,1.504383,1.493600
16000,1.482744,1.486410
17000,1.474495,1.479248
18000,1.473148,1.474054
19000,1.464440,1.467979
20000,1.463892,1.461803
21000,1.453549,1.459144
22000,1.452011,1.454605
23000,1.449514,1.451388
24000,1.450230,1.449545
