step,train_loss,val_loss,val_loss_hard
0,5.549070,5.549061,5.549049
1000,3.066068,2.992028,3.000702
2000,2.643024,2.620888,2.637351
3000,2.463540,2.445460,2.461440
4000,2.307796,2.287008,2.312658
5000,2.132156,2.113809,2.149306
6000,2.000254,1.991792,2.037159
7000,1.925065,1.914837,1.966363
8000,1.868021,1.860525,1.913039
9000,1.834188,1.827110,1.895145
10000,1.801128,1.792409,1.850336
11000,1.768797,1.762516,1.822363
12000,1.746804,1.739844,1.797254
13000,1.729815,1.723794,1.783359
14000,1.715066,1.706974,1.765512
15000,1.698534,1.696722,1.756345
16000,1.686254,1.688241,1.750070
17000,1.676357,1.675973,1.726537
18000,1.675389,1.672143,1.734823
19000,1.665294,1.664460,1.738081
20000,1.656738,1.658530,1.712787
21000,1.647392,1.651599,1.711690
22000,1.646780,1.647762,1.706486
23000,1.638971,1.642605,1.695529
24000,1.631196,1.636945,1.695499
25000,1.628139,1.630868,1.689220
26000,1.625732,1.629516,1.696884
27000,1.622838,1.620347,1.683197
28000,1.622466,1.620550,1.677737
29000,1.613020,1.614411,1.678509
30000,1.614210,1.610658,1.669520
31000,1.606637,1.607904,1.669857
32000,1.606545,1.604549,1.672045
33000,1.603313,1.606452,1.672426
34000,1.600699,1.598821,1.665349
35000,1.603629,1.595648,1.662982
36000,1.594718,1.592989,1.657711
37000,1.590434,1.593274,1.654260
38000,1.588700,1.587609,1.647188
39000,1.587172,1.585967,1.652769
40000,1.582893,1.583222,1.645133
41000,1.582636,1.580198,1.642182
42000,1.580533,1.577240,1.646586
43000,1.578269,1.575655,1.636173
44000,1.575037,1.571626,1.637931
45000,1.567238,1.570505,1.636462
46000,1.570183,1.569434,1.628534
47000,1.566780,1.567226,1.631541
48000,1.565094,1.566991,1.626995
49000,1.563160,1.560962,1.618723
50000,1.559993,1.561238,1.608651
51000,1.558135,1.558519,1.618590
52000,1.552098,1.557077,1.610537
53000,1.556483,1.555648,1.612959
54000,1.554548,1.551292,1.611075
55000,1.551531,1.549936,1.604429
56000,1.550506,1.549179,1.610322
57000,1.550191,1.546113,1.608988
58000,1.542812,1.544167,1.610071
59000,1.544244,1.543915,1.602994
60000,1.541434,1.539980,1.597839
61000,1.542603,1.539672,1.588958
62000,1.543229,1.535876,1.594572
63000,1.539232,1.533878,1.591153
64000,1.534271,1.531350,1.590442
65000,1.530600,1.531336,1.584136
66000,1.530060,1.530836,1.585971
67000,1.529566,1.526734,1.585125
68000,1.523880,1.525122,1.584825
69000,1.521252,1.525657,1.576787
70000,1.525067,1.524113,1.576767
71000,1.518793,1.520771,1.572815
72000,1.522801,1.521488,1.574548
73000,1.517597,1.518701,1.566373
74000,1.517690,1.518457,1.572119
75000,1.516815,1.516161,1.570416
76000,1.519387,1.514885,1.568693
77000,1.514357,1.513219,1.568289
78000,1.512416,1.515365,1.557259
79000,1.517173,1.510563,1.561454
80000,1.507914,1.509663,1.561681
81000,1.515053,1.508372,1.570688
82000,1.509322,1.509225,1.563020
83000,1.513187,1.508084,1.556867
84000,1.507612,1.507328,1.559187
85000,1.508857,1.507626,1.551891
86000,1.504650,1.504290,1.557448
87000,1.507471,1.505650,1.546207
88000,1.502291,1.501923,1.558824
89000,1.502745,1.501644,1.552999
90000,1.502300,1.501728,1.552529
91000,1.501287,1.500771,1.547934
92000,1.500254,1.501017,1.553649
93000,1.499548,1.499991,1.548431
94000,1.499027,1.499558,1.556588
95000,1.499466,1.499413,1.548117
96000,1.496905,1.497977,1.545767
97000,1.499151,1.497496,1.547000
98000,1.500764,1.498155,1.546954
99000,1.498360,1.498094,1.546527
