step,train_loss,val_loss,val_loss_hard
0,5.548676,5.549009,5.549009
1000,2.937327,2.837287,2.837287
2000,2.519910,2.503789,2.503789
3000,2.405749,2.388505,2.388505
4000,2.316262,2.301370,2.301370
5000,2.239163,2.230173,2.230173
6000,2.174662,2.166990,2.166990
7000,2.109774,2.100142,2.100142
8000,2.045471,2.037068,2.037068
9000,1.979702,1.973869,1.973869
10000,1.920950,1.910749,1.910749
11000,1.867527,1.859952,1.859952
12000,1.829977,1.825792,1.825792
13000,1.805088,1.797312,1.797312
14000,1.781603,1.777525,1.777525
15000,1.765793,1.757465,1.757465
16000,1.748836,1.744384,1.744384
17000,1.734008,1.732438,1.732438
18000,1.722472,1.722665,1.722665
19000,1.716680,1.714312,1.714312
20000,1.711098,1.706412,1.706412
21000,1.704218,1.700453,1.700453
22000,1.695316,1.693844,1.693844
23000,1.689137,1.686114,1.686114
24000,1.680910,1.680675,1.680675
25000,1.676675,1.674297,1.674297
26000,1.672838,1.669719,1.669719
27000,1.663899,1.666508,1.666508
28000,1.661856,1.663620,1.663620
29000,1.656129,1.658199,1.658199
30000,1.655925,1.652392,1.652392
31000,1.647165,1.651378,1.651378
32000,1.649881,1.645588,1.645588
33000,1.642443,1.644454,1.644454
34000,1.638311,1.639429,1.639429
35000,1.637319,1.638733,1.638733
36000,1.636154,1.633492,1.633492
37000,1.630462,1.629981,1.629981
38000,1.628635,1.627666,1.627666
39000,1.625784,1.626135,1.626135
40000,1.623487,1.625939,1.625939
41000,1.624255,1.617302,1.617302
42000,1.614595,1.620058,1.620058
43000,1.618692,1.618060,1.618060
