step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497790,0.497715,0.498942,0.498952,0.499019,0.498968,0.498114,0.498020,0.499212,0.498739,0.500378,0.500437,0.500047,0.500017,0.502351,0.502277,0.499286,0.499296,0.501818,0.501916,0.501983,0.501989,0.502746,0.502826,0.499873,0.499742,0.500468,0.500531,0.499482,0.499468,0.502763,0.502658,0.500192,0.500183,0.500990,0.501043,0.500122,0.500113,0.502799,0.502766,0.499689,0.499451,0.501286,0.501412,0.501845,0.501847,0.502590,0.502672
400,0.487651,0.487567,0.503024,0.503279,0.493070,0.492566,0.488899,0.488924,0.495045,0.494465,0.496890,0.496779,0.496306,0.496006,0.506591,0.505957,0.500238,0.500425,0.503025,0.502930,0.502817,0.502545,0.513603,0.513279,0.500998,0.501044,0.501364,0.500481,0.495894,0.495898,0.512517,0.511990,0.500197,0.500195,0.502233,0.500349,0.497531,0.497553,0.512486,0.511542,0.499196,0.499078,0.503571,0.504477,0.508396,0.508421,0.513231,0.513189
600,0.472171,0.472079,0.510681,0.511296,0.487154,0.486119,0.476847,0.477222,0.487542,0.486101,0.492837,0.492817,0.493791,0.492793,0.509898,0.508404,0.505028,0.504657,0.503654,0.502748,0.499812,0.496531,0.528207,0.528395,0.498588,0.498668,0.506812,0.501586,0.486614,0.486504,0.528719,0.526984,0.498418,0.498223,0.504662,0.490204,0.486746,0.486680,0.529458,0.523584,0.497878,0.498135,0.508864,0.497435,0.502131,0.501829,0.527979,0.527454
800,0.452029,0.451831,0.517070,0.518102,0.482845,0.481431,0.460793,0.461369,0.475901,0.471140,0.488086,0.488660,0.491039,0.489316,0.508524,0.506205,0.509699,0.508762,0.505326,0.504029,0.500646,0.495447,0.539608,0.541759,0.495853,0.496091,0.512558,0.505603,0.481137,0.479484,0.542694,0.541161,0.496960,0.496411,0.507010,0.483249,0.479376,0.478964,0.541276,0.534507,0.495490,0.495649,0.511554,0.489613,0.495702,0.494222,0.540018,0.539144
1000,0.427385,0.427055,0.519090,0.520596,0.474965,0.472888,0.441137,0.441759,0.467646,0.455188,0.483644,0.484785,0.488806,0.485081,0.505736,0.502127,0.511463,0.510232,0.506824,0.505129,0.501522,0.494792,0.551609,0.553838,0.494970,0.495405,0.518541,0.508301,0.479000,0.471626,0.560053,0.556295,0.494734,0.494289,0.513216,0.477299,0.472862,0.471918,0.549585,0.538340,0.493978,0.494451,0.516327,0.482447,0.493733,0.489156,0.552645,0.549509
1200,0.404343,0.403905,0.516068,0.517940,0.464170,0.460937,0.420807,0.421336,0.463902,0.439240,0.476565,0.478494,0.485294,0.480230,0.501053,0.496220,0.513330,0.511865,0.507357,0.505543,0.502894,0.495028,0.564006,0.565130,0.493709,0.494412,0.522270,0.511279,0.482326,0.466747,0.573912,0.572784,0.494365,0.493892,0.518996,0.480666,0.477016,0.470806,0.553070,0.540263,0.496142,0.496830,0.521778,0.482611,0.498654,0.488931,0.561119,0.556280
1400,0.383401,0.382743,0.508851,0.511004,0.452149,0.447847,0.401130,0.401491,0.471497,0.425566,0.469115,0.471498,0.480734,0.474696,0.492915,0.487197,0.513583,0.512082,0.507946,0.506134,0.503972,0.495031,0.576810,0.577898,0.492899,0.493571,0.528655,0.514776,0.484613,0.464044,0.591730,0.588333,0.491852,0.491500,0.528515,0.473298,0.476139,0.461858,0.558632,0.542099,0.497193,0.497930,0.528891,0.472056,0.503031,0.481946,0.575655,0.563923
1600,0.365527,0.364410,0.498176,0.500468,0.437807,0.432117,0.381918,0.381964,0.483481,0.414475,0.461636,0.464402,0.475913,0.468874,0.485419,0.479008,0.512589,0.511312,0.506620,0.504830,0.504689,0.494090,0.589414,0.587095,0.491222,0.492220,0.539333,0.521417,0.488122,0.461271,0.613759,0.602687,0.492566,0.492489,0.536949,0.463045,0.478499,0.452269,0.563536,0.543739,0.494825,0.495966,0.534909,0.461374,0.508647,0.474486,0.594529,0.569590
1800,0.350403,0.348538,0.485997,0.488457,0.423321,0.415753,0.364656,0.364133,0.499066,0.403654,0.454560,0.457720,0.471097,0.462492,0.476571,0.469411,0.513397,0.511390,0.506833,0.505019,0.505085,0.493095,0.600065,0.592803,0.491884,0.493196,0.548388,0.527186,0.491609,0.460099,0.630416,0.609607,0.490344,0.490358,0.546812,0.453933,0.483344,0.449047,0.567306,0.545151,0.494648,0.495521,0.541694,0.450823,0.515665,0.469318,0.610784,0.573420
