step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497989,0.498401,0.498711,0.498728,0.499157,0.498904,0.498844,0.498303,0.500117,0.499376,0.497944,0.497936,0.499559,0.499322,0.499620,0.498838,0.499324,0.498898,0.498796,0.498819,0.500346,0.500221,0.500275,0.499383,0.499229,0.499046,0.499417,0.499437,0.500711,0.500680,0.500987,0.500130,0.500259,0.499770,0.498804,0.498769,0.500072,0.499996,0.501378,0.500639,0.499363,0.499238,0.499360,0.499387,0.500196,0.500147,0.501782,0.501309
400,0.491808,0.494394,0.489729,0.490109,0.491172,0.490608,0.496179,0.493527,0.502853,0.498919,0.490701,0.490477,0.495958,0.494461,0.497902,0.494093,0.499453,0.496213,0.491116,0.491076,0.498872,0.497535,0.501059,0.495948,0.497713,0.495820,0.494609,0.494833,0.505462,0.504634,0.504737,0.499217,0.501791,0.499360,0.494251,0.494038,0.502659,0.501848,0.507372,0.502630,0.498656,0.498180,0.496310,0.496366,0.503214,0.502896,0.510196,0.507012
600,0.481975,0.489876,0.473772,0.474855,0.479443,0.477369,0.493896,0.487168,0.508594,0.497453,0.477455,0.476602,0.492444,0.486109,0.497283,0.487432,0.500883,0.490354,0.477090,0.476853,0.494504,0.489804,0.502042,0.488570,0.494652,0.488692,0.482356,0.482817,0.513844,0.509689,0.512514,0.496384,0.501078,0.495583,0.484599,0.484192,0.508078,0.504146,0.518326,0.504983,0.495336,0.493594,0.487624,0.487489,0.511863,0.509802,0.523259,0.512934
800,0.467569,0.482682,0.452208,0.453806,0.473850,0.463912,0.493533,0.478307,0.516735,0.495604,0.460719,0.458520,0.499798,0.477462,0.500945,0.477699,0.505340,0.482399,0.458432,0.457389,0.489116,0.475982,0.509218,0.478318,0.492159,0.479048,0.466125,0.466434,0.526581,0.514686,0.526864,0.492036,0.501061,0.490194,0.470987,0.470260,0.518342,0.508055,0.534571,0.506433,0.491774,0.487721,0.476611,0.476420,0.527777,0.521632,0.542894,0.520098
1000,0.452483,0.474291,0.429575,0.431379,0.485916,0.457396,0.497992,0.469326,0.525649,0.493072,0.444803,0.439908,0.518516,0.473399,0.511907,0.468919,0.513975,0.474355,0.439281,0.436444,0.491580,0.462586,0.521685,0.467065,0.490899,0.468469,0.449221,0.449225,0.539446,0.514679,0.543929,0.485792,0.502648,0.484408,0.455065,0.454397,0.534340,0.513843,0.555467,0.507404,0.484645,0.478872,0.462749,0.462856,0.544378,0.530562,0.562875,0.522208
1200,0.439426,0.466072,0.408226,0.409824,0.506574,0.459013,0.503665,0.460486,0.536013,0.491513,0.433152,0.423860,0.542617,0.473818,0.525769,0.461003,0.524492,0.468631,0.424132,0.418199,0.502159,0.450486,0.537526,0.456511,0.495104,0.460460,0.433391,0.432489,0.553520,0.512537,0.561130,0.477689,0.506125,0.480398,0.440965,0.439927,0.550691,0.518453,0.574384,0.504938,0.480096,0.471489,0.451248,0.451397,0.559131,0.536621,0.580003,0.519157
1400,0.428801,0.458856,0.389836,0.390579,0.531706,0.464561,0.509708,0.451926,0.548985,0.490259,0.426021,0.409840,0.570525,0.477534,0.540673,0.454680,0.536053,0.462797,0.411489,0.400263,0.516833,0.438966,0.552976,0.447195,0.500654,0.452354,0.418644,0.416441,0.568050,0.508550,0.577500,0.468524,0.507234,0.474159,0.426482,0.424571,0.566602,0.521152,0.590911,0.498546,0.475643,0.464280,0.439862,0.439852,0.573052,0.539856,0.594478,0.511587
1600,0.418721,0.450964,0.374083,0.373068,0.558963,0.472104,0.516117,0.442460,0.558007,0.487368,0.423046,0.398476,0.601451,0.484557,0.554418,0.446633,0.547931,0.456729,0.403213,0.385112,0.537354,0.430895,0.568768,0.437376,0.509788,0.446318,0.406243,0.401318,0.582043,0.503173,0.593182,0.458945,0.509800,0.468424,0.412699,0.409581,0.582078,0.522447,0.606049,0.489741,0.472517,0.457441,0.430340,0.430051,0.584191,0.540808,0.605437,0.501890
1800,0.410732,0.443864,0.360747,0.356805,0.587531,0.480429,0.524353,0.434176,0.565223,0.483252,0.421886,0.387736,0.632981,0.490696,0.570051,0.439694,0.559119,0.451606,0.398269,0.371051,0.560263,0.425481,0.584576,0.427650,0.519268,0.441306,0.395560,0.387543,0.594902,0.495622,0.607708,0.449522,0.511960,0.462356,0.399958,0.395467,0.597099,0.521809,0.617270,0.479409,0.469984,0.450980,0.420195,0.419626,0.594287,0.538043,0.612719,0.490158
2000,0.404622,0.437805,0.351128,0.342621,0.616635,0.488748,0.530179,0.424266,0.575088,0.481389,0.423389,0.379365,0.665816,0.497583,0.582894,0.432965,0.570429,0.446678,0.396469,0.357431,0.585541,0.420715,0.598730,0.417946,0.530143,0.436302,0.386068,0.374234,0.608093,0.489506,0.619764,0.439142,0.514997,0.456795,0.387753,0.381615,0.606826,0.518677,0.626070,0.469119,0.469143,0.445861,0.410756,0.410039,0.601920,0.534112,0.618574,0.478515
2200,0.399811,0.432244,0.344311,0.329846,0.646578,0.495931,0.534630,0.414064,0.585183,0.479911,0.427616,0.371846,0.699807,0.505266,0.595367,0.425979,0.582884,0.442242,0.398077,0.345711,0.613221,0.418067,0.614646,0.409083,0.540958,0.431789,0.378242,0.361855,0.623419,0.481490,0.633243,0.429690,0.519171,0.452346,0.376764,0.368326,0.619845,0.516391,0.635507,0.458852,0.469502,0.440932,0.402867,0.401578,0.606293,0.528364,0.623937,0.466961
2400,0.396593,0.427542,0.341900,0.319044,0.677043,0.504076,0.540416,0.404811,0.593176,0.477862,0.433273,0.365016,0.734160,0.511860,0.605935,0.418393,0.594020,0.437888,0.403316,0.335901,0.640227,0.415880,0.629320,0.399668,0.552351,0.427303,0.372670,0.351088,0.640484,0.475129,0.645287,0.419941,0.523808,0.448119,0.366860,0.356141,0.631208,0.511059,0.642503,0.447275,0.468477,0.435150,0.393035,0.391115,0.608403,0.520010,0.626825,0.454250
2600,0.393319,0.422619,0.343199,0.310014,0.707336,0.511304,0.547057,0.396856,0.601504,0.475383,0.439234,0.359417,0.768626,0.516868,0.617389,0.412289,0.602175,0.432025,0.409526,0.327496,0.669040,0.413902,0.641239,0.391019,0.562366,0.422609,0.368396,0.341136,0.657780,0.468215,0.655586,0.410859,0.527384,0.443014,0.359500,0.345729,0.645647,0.507481,0.648896,0.436315,0.469761,0.431227,0.386126,0.383091,0.613030,0.513143,0.631175,0.442373
2800,0.392217,0.418622,0.346731,0.302419,0.736560,0.515649,0.552946,0.388328,0.608603,0.472911,0.446213,0.354975,0.804859,0.523897,0.626959,0.404669,0.612823,0.427767,0.419213,0.320874,0.699238,0.414160,0.653138,0.383136,0.571656,0.418219,0.366638,0.332392,0.674037,0.460657,0.665882,0.401459,0.531571,0.438940,0.353502,0.336299,0.659202,0.504006,0.655560,0.426263,0.470138,0.427209,0.378397,0.374759,0.616865,0.505082,0.635577,0.431216
3000,0.391033,0.414837,0.350960,0.295749,0.766065,0.519746,0.556647,0.379525,0.614865,0.469981,0.453798,0.351747,0.840815,0.529360,0.634401,0.396867,0.622207,0.422955,0.426893,0.314832,0.728819,0.413321,0.665521,0.375151,0.580723,0.413391,0.366950,0.324671,0.690509,0.453940,0.675856,0.393085,0.536237,0.435408,0.348032,0.327052,0.673424,0.501641,0.663482,0.417165,0.471549,0.423993,0.371616,0.367109,0.618665,0.496867,0.640434,0.420975
