step,train_loss,val_loss,val_loss_hard
0,5.548317,5.548301,5.548301
1000,3.658362,3.511665,3.511665
2000,2.777473,2.724789,2.724790
3000,2.506199,2.491342,2.491341
4000,2.385384,2.371174,2.371177
5000,2.295841,2.288928,2.288923
6000,2.221272,2.215148,2.215160
7000,2.173179,2.167948,2.167931
8000,2.132500,2.129262,2.129216
9000,2.102180,2.100544,2.100555
10000,2.068789,2.067331,2.067336
11000,2.046542,2.044853,2.044844
12000,2.027714,2.020230,2.020175
13000,2.004667,2.005022,2.005013
14000,1.990595,1.987139,1.987107
15000,1.973737,1.968223,1.968178
