step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,lut_tv,lut_tv_L0,lut_tv_L1,lut_tv_L2,lut_tv_L3,lut_tv_L4,lut_tv_L5
500,7.035974,2.003242,19.650112,19.606421,19.606968,19.605394,19.603025,19.604635,1.002763,1.000535,1.000562,1.000482,1.000362,1.000443,19.697723,19.682930,19.662535,19.655886,19.658121,19.649200,2.25368402e-04,5.01176924e-04,1.92977328e-04,1.64636251e-04,1.60759504e-04,1.58135561e-04,1.74524845e-04
1000,5.878588,1.756109,19.700027,19.628830,19.627531,19.622065,19.620790,19.619452,1.005308,1.001675,1.001607,1.001328,1.001263,1.001195,19.570921,19.707401,19.679163,19.697390,19.720858,19.709379,9.28238112e-04,1.22255192e-03,8.42880807e-04,8.32889229e-04,8.42599431e-04,8.93533695e-04,9.34973592e-04
1500,5.377720,1.618334,19.723986,19.647585,19.646202,19.634882,19.631464,19.623756,1.006525,1.002622,1.002548,1.001972,1.001796,1.001405,19.240225,19.694736,19.610277,19.648842,19.734047,19.769581,2.26265471e-03,2.63348594e-03,2.01561186e-03,2.08985573e-03,2.17785640e-03,2.32751737e-03,2.33160099e-03
2000,5.040181,1.525874,19.715693,19.648638,19.649914,19.633230,19.625002,19.609930,1.006093,1.002658,1.002714,1.001867,1.001446,1.000684,18.745516,19.675209,19.450338,19.536409,19.743193,19.870056,3.81024131e-03,4.26679617e-03,3.35948658e-03,3.54151847e-03,3.75256175e-03,4.01938986e-03,3.92169505e-03
2500,4.824262,1.463956,19.700338,19.642511,19.643059,19.624365,19.615772,19.590540,1.005299,1.002325,1.002339,1.001393,1.000950,0.999678,18.229696,19.641399,19.269686,19.410324,19.815044,20.066446,4.90199775e-03,5.30683156e-03,4.30071587e-03,4.57280129e-03,4.90267016e-03,5.25805913e-03,5.07090846e-03
3000,4.644185,1.411484,19.686796,19.634211,19.636187,19.616146,19.606298,19.568127,1.004600,1.001881,1.001962,1.000950,1.000443,0.998510,17.689091,19.578836,19.086220,19.277452,20.057062,20.374598,5.69949253e-03,5.94928768e-03,5.02263987e-03,5.35286125e-03,5.77138970e-03,6.16994128e-03,5.93083538e-03
3500,4.494182,1.369184,19.671591,19.624802,19.630350,19.607325,19.598618,19.547770,1.003813,1.001377,1.001637,1.000478,1.000021,0.997443,17.166634,19.506042,18.891621,19.150059,20.319267,20.622574,6.26849647e-03,6.24373509e-03,5.57262450e-03,5.95100783e-03,6.39987690e-03,6.85887691e-03,6.58485759e-03
4000,4.401786,1.340139,19.657934,19.618597,19.626528,19.601273,19.590963,19.524260,1.003102,1.001037,1.001413,1.000145,0.999608,0.996211,16.685539,19.430239,18.706284,19.030731,20.518581,20.803173,6.65387542e-03,6.27658516e-03,5.96355600e-03,6.40673470e-03,6.83226855e-03,7.36393919e-03,7.08016893e-03
4500,4.318990,1.318625,19.647034,19.613707,19.624458,19.597412,19.584080,19.502628,1.002534,1.000764,1.001281,0.999922,0.999237,0.995077,16.241699,19.354342,18.529024,18.915651,20.662273,20.946224,6.90860573e-03,6.15868438e-03,6.23550173e-03,6.72947243e-03,7.15254014e-03,7.72873778e-03,7.44669791e-03
5000,4.266640,1.301258,19.638523,19.608282,19.621384,19.593067,19.579279,19.482399,1.002090,1.000465,1.001096,0.999678,0.998969,0.994017,15.847228,19.279068,18.366165,18.818277,20.770958,21.072491,7.06161271e-03,5.96193224e-03,6.41296990e-03,6.96869660e-03,7.35345995e-03,7.97904283e-03,7.69357476e-03
