step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,lut_tv,lut_tv_L0,lut_tv_L1,lut_tv_L2,lut_tv_L3,lut_tv_L4,lut_tv_L5
5500,4.227231,1.285822,19.633564,19.604883,19.620838,19.588686,19.573120,19.458872,1.001825,1.000269,1.001041,0.999436,0.998638,0.992782,15.491864,19.203463,18.219744,18.728146,20.858065,21.182966,7.14043962e-03,5.74242929e-03,6.51559513e-03,7.11823255e-03,7.47175654e-03,8.12939182e-03,7.86523242e-03
6000,4.166281,1.272970,19.628830,19.601753,19.619356,19.584213,19.568584,19.436287,1.001570,1.000091,1.000938,0.999190,0.998381,0.991593,15.173042,19.131554,18.088861,18.654009,20.925644,21.282007,7.15971521e-03,5.48686692e-03,6.55006804e-03,7.20663322e-03,7.52557442e-03,8.21626931e-03,7.97287934e-03
6500,4.133538,1.262717,19.625883,19.601084,19.617659,19.581404,19.564659,19.415991,1.001401,1.000037,1.000831,0.999029,0.998161,0.990526,14.896885,19.064186,17.984476,18.587465,20.986017,21.373415,7.12736680e-03,5.25179040e-03,6.54300209e-03,7.22223287e-03,7.50997150e-03,8.22559837e-03,8.01160559e-03
7000,4.089276,1.252792,19.625469,19.599939,19.616335,19.577419,19.560106,19.397058,1.001367,0.999957,1.000742,0.998811,0.997917,0.989530,14.662302,19.001822,17.889473,18.533615,21.030687,21.460472,7.06832476e-03,5.02560148e-03,6.51051756e-03,7.21650850e-03,7.45613966e-03,8.19642376e-03,8.00475758e-03
7500,4.060755,1.243908,19.626377,19.597349,19.615088,19.574255,19.556232,19.379253,1.001399,0.999814,1.000658,0.998636,0.997709,0.988596,14.457124,18.943029,17.814978,18.488129,21.075140,21.536898,6.97837328e-03,4.81396075e-03,6.43572444e-03,7.16075394e-03,7.36921281e-03,8.12445208e-03,7.96613563e-03
8000,4.024750,1.237263,19.629650,19.597332,19.614914,19.571974,19.552773,19.363804,1.001558,0.999802,1.000634,0.998506,0.997518,0.987780,14.287704,18.889639,17.752235,18.449394,21.119484,21.605883,6.86837453e-03,4.62554209e-03,6.34660432e-03,7.07433932e-03,7.26136519e-03,8.01444426e-03,7.88795203e-03
8500,3.994357,1.229592,19.633919,19.597296,19.614948,19.569107,19.549633,19.347696,1.001773,0.999789,1.000619,0.998348,0.997341,0.986935,14.146537,18.840427,17.703882,18.422493,21.154753,21.670229,6.74260842e-03,4.44489671e-03,6.23940723e-03,6.96766889e-03,7.13627553e-03,7.88207166e-03,7.78533053e-03
9000,3.984598,1.223096,19.638557,19.598515,19.613926,19.566545,19.547602,19.335306,1.002004,0.999841,1.000557,0.998205,0.997230,0.986282,14.025123,18.797459,17.668350,18.401545,21.186079,21.728958,6.60506869e-03,4.27884795e-03,6.11950830e-03,6.84778299e-03,6.98981527e-03,7.73163652e-03,7.66282110e-03
9500,3.944005,1.216847,19.644077,19.597904,19.612953,19.564573,19.545519,19.323189,1.002279,0.999803,1.000497,0.998095,0.997114,0.985644,13.930763,18.759384,17.639887,18.385151,21.217554,21.786270,6.46231114e-03,4.12762864e-03,5.99358790e-03,6.71558641e-03,6.83776615e-03,7.57232821e-03,7.52696954e-03
10000,3.926679,1.210656,19.649771,19.598978,19.613529,19.562721,19.544315,19.311647,1.002567,0.999852,1.000520,0.997995,0.997047,0.985034,13.850966,18.721796,17.620623,18.374994,21.248663,21.837446,6.31679812e-03,3.98742687e-03,5.86451218e-03,6.58136280e-03,6.68114796e-03,7.40280608e-03,7.38353282e-03
10500,3.932856,1.204834,19.656687,19.600555,19.613327,19.562052,19.542772,19.303774,1.002916,0.999926,1.000504,0.997953,0.996965,0.984619,13.795936,18.690218,17.604544,18.364935,21.277023,21.882313,6.17317739e-03,3.86418356e-03,5.73410280e-03,6.43871818e-03,6.52600685e-03,7.23587116e-03,7.24018179e-03
11000,3.872926,1.199930,19.663183,19.602316,19.613689,19.562252,19.541136,19.295702,1.003246,1.000012,1.000514,0.997962,0.996874,0.984194,13.757198,18.663151,17.593630,18.358850,21.300989,21.922211,6.03079357e-03,3.74531071e-03,5.60463034e-03,6.30070874e-03,6.37595728e-03,7.06775254e-03,7.09040184e-03
11500,3.858962,1.196012,19.669933,19.604452,19.614420,19.561525,19.540686,19.290365,1.003589,1.000119,1.000544,0.997924,0.996850,0.983912,13.726177,18.639292,17.586924,18.355074,21.325861,21.957760,5.89720354e-03,3.64476815e-03,5.48260286e-03,6.16912683e-03,6.23195851e-03,6.90862723e-03,6.94613764e-03
12000,3.849365,1.191562,19.676729,19.606623,19.615881,19.562012,19.540449,19.284069,1.003934,1.000226,1.000614,0.997946,0.996836,0.983578,13.704837,18.618008,17.582783,18.353127,21.347370,21.988558,5.77106439e-03,3.55457445e-03,5.37095685e-03,6.04417780e-03,6.09397655e-03,6.75689615e-03,6.80580456e-03
12500,3.822211,1.188103,19.683235,19.608612,19.616524,19.561897,19.540676,19.280100,1.004265,1.000327,1.000644,0.997937,0.996848,0.983369,13.690745,18.600248,17.577883,18.351360,21.365105,22.013937,5.65719954e-03,3.47757014e-03,5.26763592e-03,5.93034970e-03,5.96949924e-03,6.62010070e-03,6.67804154e-03
13000,3.803956,1.184855,19.689215,19.610783,19.617926,19.562393,19.541445,19.276661,1.004572,1.000437,1.000714,0.997960,0.996885,0.983188,13.678489,18.585024,17.574638,18.350653,21.381218,22.035448,5.55566943e-03,3.41169978e-03,5.17527759e-03,5.82838804e-03,5.85873192e-03,6.49668137e-03,6.56323787e-03
13500,3.796024,1.182335,19.695303,19.612221,19.619293,19.562738,19.541788,19.274296,1.004883,1.000510,1.000783,0.997976,0.996900,0.983062,13.672521,18.571201,17.572912,18.352379,21.396549,22.054831,5.46670053e-03,3.35813640e-03,5.09584695e-03,5.73823415e-03,5.75948087e-03,6.38724770e-03,6.46125712e-03
14000,3.772246,1.179370,19.700790,19.614046,19.620821,19.563690,19.542625,19.273050,1.005162,1.000603,1.000859,0.998023,0.996941,0.982996,13.668757,18.559460,17.571848,18.352470,21.408239,22.071470,5.38879338e-03,3.31354467e-03,5.02428273e-03,5.65854693e-03,5.67266252e-03,6.29225746e-03,6.37146598e-03
14500,3.753146,1.177962,19.705963,19.616262,19.622133,19.564808,19.543840,19.271606,1.005424,1.000715,1.000926,0.998079,0.997002,0.982919,13.666113,18.549397,17.571697,18.352873,21.418859,22.086115,5.32319385e-03,3.27904220e-03,4.96478658e-03,5.59100509e-03,5.59995603e-03,6.21056324e-03,6.29380997e-03
15000,3.753480,1.175838,19.711073,19.618210,19.623678,19.565838,19.544895,19.270832,1.005685,1.000814,1.001005,0.998131,0.997056,0.982876,13.664885,18.540241,17.570889,18.353687,21.429607,22.098711,5.26697080e-03,3.25261150e-03,4.91393218e-03,5.53301163e-03,5.53611713e-03,6.13843091e-03,6.22772146e-03
15500,3.739366,1.174798,19.716455,19.620304,19.625183,19.566694,19.546021,19.270466,1.005959,1.000921,1.001081,0.998175,0.997112,0.982854,13.664618,18.532534,17.571579,18.354588,21.439587,22.111958,5.21887641e-03,3.23340087e-03,4.87122545e-03,5.48176095e-03,5.48104104e-03,6.07542181e-03,6.17040833e-03
16000,3.730432,1.174482,19.721519,19.622057,19.626705,19.568197,19.547291,19.269775,1.006216,1.001010,1.001158,0.998251,0.997177,0.982816,13.666018,18.524393,17.570482,18.355392,21.449699,22.124104,5.17703022e-03,3.21920938e-03,4.83373832e-03,5.43790124e-03,5.43249818e-03,6.01884909e-03,6.11998513e-03
