step,train_loss,qreg_loss,lambda,val_loss,val_loss_snapped
0,5.554342,0.362825,0.000000,5.555691,5.555948
1000,2.175935,0.465491,0.000000,2.124126,2.176774
2000,1.928626,0.490194,0.000000,1.910842,1.916384
3000,1.843612,0.497176,0.000000,1.831774,1.836918
4000,1.799760,0.498730,0.000000,1.784928,1.788283
5000,1.769570,0.499165,0.000000,1.765921,1.768924
6000,1.742373,0.499405,0.000000,1.737379,1.735587
7000,1.715517,0.499518,0.000000,1.714240,1.715417
8000,1.691051,0.499566,0.000000,1.694389,1.692797
9000,1.680112,0.499649,0.000000,1.672529,1.673138
10000,1.675204,0.499700,0.000000,1.674097,1.674614
11000,1.661470,0.499736,0.000000,1.662036,1.662686
12000,1.660356,0.499769,0.000000,1.656457,1.657405
13000,1.657868,0.499839,0.000000,1.659175,1.658996
