step,train_loss,val_bpb
200,9.303773,2.459721
400,7.943999,2.374816
600,7.747776,2.361688
800,7.618822,2.315919
1000,7.444576,2.255226
1200,7.293594,2.205867
1400,7.165022,2.174277
1600,7.052741,2.147474
1800,6.990071,2.128869
2000,6.938917,2.115329
2200,6.882291,2.099715
2400,6.835913,2.087353
2600,6.815263,2.073578
2800,6.773942,2.066864
3000,6.744303,2.056668
3200,6.716217,2.047314
3400,6.671833,2.041382
3600,6.668796,2.036684
3800,6.645790,2.029488
4000,6.614193,2.022828
4200,6.611330,2.019515
