step,train_loss,val_loss
0,5.541568,5.531705
1000,2.318039,2.276101
2000,1.943609,1.924145
3000,1.825125,1.819772
4000,1.734755,1.732284
5000,1.706354,1.690541
6000,1.672559,1.665891
7000,1.645838,1.642576
8000,1.626823,1.625569
9000,1.616023,1.611606
10000,1.588409,1.597883
11000,1.573732,1.581393
12000,1.570141,1.570177
13000,1.563880,1.559694
14000,1.552968,1.549800
15000,1.541487,1.540518
16000,1.528615,1.532032
17000,1.533918,1.526862
18000,1.516009,1.516154
19000,1.518332,1.512162
20000,1.509154,1.507876
21000,1.516892,1.501958
22000,1.508724,1.499881
23000,1.493535,1.495031
24000,1.491820,1.493517
