step,train_loss,qreg_loss,lambda,val_loss,val_loss_snapped
0,5.783809,0.362953,0.000000,5.767931,
1000,2.154430,0.443860,0.000000,2.126528,
2000,2.008296,0.484360,0.000000,1.994230,
3000,1.945269,0.494881,0.000000,1.939050,
4000,1.911211,0.498296,0.000000,1.895302,
5000,1.873589,0.499372,0.000000,1.871063,
6000,1.821565,0.499688,0.000000,1.816818,
7000,1.803768,0.499716,0.000000,1.786546,
8000,1.767810,0.500132,0.000000,1.775839,
9000,1.751288,0.500065,0.000000,1.753481,
10000,1.729852,0.499997,0.000000,1.728041,
11000,1.718164,0.499970,0.000000,1.726924,
12000,1.710919,0.500015,0.000000,1.703420,
13000,1.691924,0.499993,0.000000,1.690209,
14000,1.680198,0.499980,0.000000,1.688298,
15000,1.678824,0.499982,0.000000,1.671833,
16000,1.666345,0.500001,0.000000,1.662114,
17000,1.654962,0.499966,0.000000,1.658268,
18000,1.646309,0.500092,0.000000,1.648312,
19000,1.636651,0.500028,0.000000,1.641818,
20000,1.632438,0.500055,0.000000,1.629205,
21000,1.629131,0.500022,0.000000,1.627166,
22000,1.624934,0.500066,0.000000,1.627614,
23000,1.609644,0.499946,0.000000,1.613698,
24000,1.614268,0.499974,0.000000,1.612100,
25000,1.603191,0.499981,0.000000,1.601396,
26000,1.593316,0.499913,0.000000,1.602189,
27000,1.593942,0.500033,0.000000,1.594409,
28000,1.578182,0.500057,0.000000,1.591575,
29000,1.585686,0.500000,0.000000,1.586641,
30000,1.585758,0.500044,0.000000,1.581338,
31000,1.578446,0.500074,0.000000,1.577408,
32000,1.578643,0.499978,0.000000,1.573283,
33000,1.557987,0.500031,0.000000,1.572364,
34000,1.559688,0.500029,0.000000,1.566221,
35000,1.560585,0.499921,0.000000,1.563223,
36000,1.557326,0.500000,0.000000,1.558519,
37000,1.548638,0.499862,0.000000,1.559753,
38000,1.556734,0.500038,0.000000,1.552192,
39000,1.551392,0.499973,0.000000,1.550527,
40000,1.542304,0.499928,0.000000,1.545880,
41000,1.535596,0.499924,0.000000,1.543877,
42000,1.540946,0.500167,0.000000,1.540682,
43000,1.536769,0.499885,0.000000,1.540199,
44000,1.534118,0.499969,0.000000,1.539438,
45000,1.535389,0.500119,0.000000,1.536540,
46000,1.534139,0.499906,0.000000,1.534757,
47000,1.534132,0.500207,0.000000,1.532836,
48000,1.519659,0.499981,0.000000,1.531703,
49000,1.529425,0.500162,0.000000,1.532190,
