step,train_loss,val_bpb
200,8.844917,2.405839
400,7.705522,2.290950
600,7.367409,2.217259
800,7.158614,2.163002
1000,6.990458,2.111235
1200,6.867128,2.078530
1400,6.763838,2.055935
1600,6.670912,2.035494
1800,6.623884,2.019518
2000,6.579372,2.010049
2200,6.534250,1.998286
2400,6.502346,1.986918
2600,6.481756,1.978086
2800,6.447028,1.968802
3000,6.416908,1.958396
3200,6.394604,1.951285
3400,6.354490,1.946892
3600,6.356763,1.941785
3800,6.329811,1.934381
4000,6.298230,1.930100
4200,6.297132,1.924627
4400,6.286896,1.920738
4600,6.270913,1.915750
4800,6.274717,1.912375
5000,6.253518,1.906720
5200,6.219831,1.904538
5400,6.202779,1.901617
5600,6.215799,1.899102
5800,6.198441,1.896912
6000,6.191545,1.893636
6200,6.177670,1.891511
6400,6.171116,1.889640
6600,6.176111,1.886425
6800,6.162991,1.885508
7000,6.161887,1.885419
