step,train_loss,val_loss
0,5.604569,5.591080
1000,2.078785,2.016293
2000,1.825350,1.797342
3000,1.672209,1.665940
4000,1.608204,1.607291
5000,1.580420,1.580956
6000,1.555529,1.558324
7000,1.551238,1.542602
8000,1.527275,1.527022
9000,1.518276,1.507788
10000,1.500450,1.493762
11000,1.485673,1.478719
12000,1.473390,1.474187
13000,1.451193,1.453574
14000,1.442443,1.444251
15000,1.432862,1.434915
16000,1.422779,1.422820
17000,1.421123,1.414630
18000,1.406700,1.406794
19000,1.406024,1.401695
20000,1.394471,1.396456
21000,1.389953,1.391946
22000,1.390205,1.386394
23000,1.373298,1.382843
24000,1.380968,1.380929
