step,train_loss,val_loss,val_loss_hard
0,5.550494,5.550183,5.550183
1000,3.098116,3.023559,3.023559
2000,2.593448,2.565606,2.565606
3000,2.432056,2.422884,2.422884
4000,2.321012,2.306713,2.306713
5000,2.230163,2.222745,2.222745
6000,2.168512,2.156462,2.156462
7000,2.118883,2.112168,2.112168
8000,2.086038,2.078188,2.078188
9000,2.062486,2.054096,2.054096
10000,2.028882,2.030016,2.030016
11000,2.016072,2.008645,2.008645
12000,1.992517,1.993581,1.993581
13000,1.980911,1.971305,1.971305
14000,1.969505,1.963513,1.963513
15000,1.953056,1.953377,1.953377
16000,1.943842,1.941264,1.941264
17000,1.934488,1.929857,1.929857
18000,1.923849,1.923691,1.923691
19000,1.918816,1.913216,1.913216
20000,1.911212,1.907577,1.907577
21000,1.904477,1.898391,1.898391
22000,1.896398,1.893717,1.893717
23000,1.892662,1.888613,1.888613
24000,1.890930,1.885076,1.885076
25000,1.881823,1.883076,1.883076
26000,1.880309,1.874280,1.874280
27000,1.871701,1.870617,1.870617
28000,1.868077,1.865615,1.865615
29000,1.865312,1.861891,1.861891
30000,1.868637,1.857676,1.857676
31000,1.854401,1.859504,1.859504
32000,1.859503,1.855869,1.855869
33000,1.854632,1.853030,1.853030
34000,1.851258,1.848465,1.848465
35000,1.849006,1.845124,1.845124
36000,1.848780,1.844721,1.844721
37000,1.848614,1.842471,1.842471
38000,1.843688,1.841835,1.841835
39000,1.845834,1.840149,1.840149
40000,1.838037,1.840332,1.840332
41000,1.836945,1.836674,1.836674
42000,1.837085,1.836493,1.836493
43000,1.837049,1.836239,1.836239
44000,1.829510,1.833359,1.833359
45000,1.832497,1.829855,1.829855
46000,1.833550,1.831071,1.831071
47000,1.836659,1.827987,1.827987
48000,1.829889,1.829487,1.829487
49000,1.831922,1.826112,1.826112
