step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497607,0.497678,0.496490,0.496493,0.496341,0.496274,0.497719,0.497477,0.497206,0.497224,0.498002,0.498009,0.497734,0.497477,0.497607,0.497627,0.499139,0.499146,0.498170,0.497993,0.497835,0.497886,0.498910,0.498960,0.497939,0.497890,0.498006,0.498002,0.499739,0.499728,0.497678,0.497520,0.498089,0.498109,0.499871,0.499870
400,0.493302,0.494714,0.491311,0.491385,0.486983,0.486912,0.505349,0.501215,0.493075,0.493523,0.493839,0.493508,0.503483,0.499467,0.496430,0.496642,0.500442,0.499633,0.504938,0.501073,0.495404,0.495711,0.497618,0.497324,0.502010,0.499291,0.497064,0.497168,0.499557,0.499302,0.499606,0.497769,0.497549,0.497620,0.499832,0.499718
600,0.484765,0.488952,0.484546,0.485058,0.473347,0.473959,0.522405,0.514552,0.485025,0.485900,0.482198,0.481414,0.518378,0.508514,0.493740,0.494442,0.502874,0.499288,0.521386,0.513172,0.491093,0.491121,0.495404,0.495041,0.516102,0.507535,0.494585,0.494817,0.498800,0.498192,0.504961,0.499753,0.497109,0.497164,0.499990,0.499732
800,0.474797,0.481591,0.476460,0.477897,0.457330,0.459005,0.547175,0.533819,0.473611,0.473559,0.464558,0.463109,0.540682,0.521999,0.488228,0.489448,0.508428,0.499404,0.546323,0.532714,0.485135,0.483234,0.490206,0.490545,0.539307,0.523432,0.490315,0.490040,0.496703,0.495985,0.516752,0.504588,0.496797,0.496565,0.500332,0.499870
1000,0.467119,0.474462,0.467350,0.470028,0.444118,0.446418,0.576549,0.555653,0.465684,0.462062,0.445505,0.442905,0.567922,0.539134,0.480842,0.481852,0.517550,0.500613,0.576297,0.556708,0.479518,0.471538,0.480498,0.482096,0.568691,0.544599,0.484876,0.482266,0.492948,0.492378,0.535235,0.512505,0.497056,0.495994,0.500755,0.499973
1200,0.464459,0.470400,0.458969,0.462860,0.432953,0.434962,0.605749,0.574913,0.465376,0.454393,0.430173,0.424889,0.595657,0.554296,0.474571,0.473260,0.525092,0.500636,0.605790,0.577007,0.481448,0.461144,0.469151,0.471418,0.598700,0.563738,0.481166,0.473037,0.487769,0.487397,0.554589,0.520844,0.498141,0.495579,0.501157,0.500014
1400,0.463433,0.467278,0.451762,0.456866,0.425703,0.426047,0.635124,0.592199,0.469970,0.449135,0.419928,0.409529,0.623143,0.565862,0.471071,0.465907,0.533889,0.501181,0.636715,0.596651,0.491167,0.455731,0.459604,0.460057,0.631250,0.584205,0.482590,0.465012,0.481871,0.481298,0.576329,0.530430,0.500257,0.495458,0.501482,0.499877
1600,0.465123,0.465807,0.445793,0.451784,0.421327,0.417876,0.662411,0.604755,0.482101,0.448803,0.418205,0.397896,0.651331,0.577349,0.470504,0.458850,0.542820,0.500653,0.668500,0.614689,0.506232,0.452863,0.453261,0.449172,0.665092,0.602640,0.490068,0.457386,0.476040,0.474038,0.600495,0.542039,0.504025,0.495513,0.501569,0.499428
1800,0.466877,0.464734,0.440458,0.447230,0.420049,0.411513,0.689737,0.616141,0.496510,0.450231,0.424810,0.391868,0.676521,0.584754,0.473744,0.452792,0.551438,0.499589,0.699816,0.630928,0.526421,0.454501,0.452222,0.441238,0.699562,0.616691,0.500000,0.451494,0.471689,0.467235,0.624147,0.552682,0.508856,0.495883,0.501488,0.498840
2000,0.471187,0.464717,0.436234,0.443383,0.421579,0.405795,0.715644,0.624514,0.513107,0.453743,0.436301,0.388802,0.703087,0.591816,0.480780,0.448026,0.561953,0.499311,0.730763,0.642684,0.547531,0.458333,0.455364,0.433559,0.732971,0.627218,0.516348,0.449059,0.469777,0.460617,0.648838,0.563684,0.514680,0.496465,0.501059,0.497940
2200,0.473607,0.463132,0.431599,0.439090,0.424032,0.400623,0.740236,0.631232,0.530807,0.458739,0.452690,0.390218,0.728997,0.597610,0.490174,0.444312,0.572058,0.498990,0.761851,0.654835,0.570756,0.464601,0.463282,0.429299,0.767300,0.636503,0.536094,0.448531,0.469564,0.453858,0.674425,0.574937,0.522073,0.497517,0.500626,0.496903
2400,0.476891,0.462678,0.427677,0.435238,0.429054,0.396580,0.762836,0.636365,0.549679,0.464260,0.468688,0.391876,0.754621,0.601706,0.503515,0.442674,0.583676,0.499519,0.790717,0.662264,0.594796,0.471291,0.473350,0.426376,0.802067,0.642580,0.556436,0.450346,0.472600,0.448507,0.699027,0.584066,0.530861,0.498913,0.500032,0.495702
2600,0.480847,0.462416,0.424502,0.431927,0.435257,0.392830,0.781910,0.639202,0.568619,0.470215,0.486347,0.395174,0.778577,0.603501,0.517603,0.440460,0.592851,0.497688,0.817520,0.667170,0.619639,0.478927,0.487773,0.426281,0.836484,0.646755,0.579044,0.453978,0.477317,0.444184,0.723662,0.592865,0.539599,0.500361,0.499316,0.494456
2800,0.483938,0.462040,0.421374,0.428769,0.442692,0.390154,0.800036,0.641124,0.588093,0.476733,0.504747,0.398970,0.801441,0.604416,0.533452,0.440559,0.605983,0.498702,0.844100,0.672719,0.644780,0.486833,0.503908,0.427885,0.870874,0.646664,0.601738,0.457948,0.484475,0.440348,0.748671,0.601441,0.550239,0.502164,0.498409,0.492859
3000,0.486816,0.460972,0.419079,0.426183,0.450375,0.387121,0.818354,0.642597,0.607167,0.482263,0.523161,0.402646,0.823442,0.605502,0.550378,0.440920,0.616983,0.497882,0.869241,0.675317,0.669318,0.493892,0.519742,0.429049,0.904628,0.646342,0.623792,0.462412,0.492149,0.437311,0.773446,0.609211,0.561624,0.504359,0.497727,0.491375
3200,0.488813,0.460274,0.416902,0.423684,0.457288,0.384157,0.834426,0.642918,0.626990,0.488225,0.540696,0.405695,0.844098,0.604002,0.567736,0.441460,0.628649,0.496681,0.893962,0.677428,0.693099,0.500345,0.535523,0.431138,0.936850,0.644392,0.646061,0.467016,0.502126,0.435263,0.798393,0.615910,0.575087,0.507114,0.497095,0.489653
