seed,update,env_steps,ep_ret,ep_ret_max,alpha,qloss,aloss
0,420,3440640,66.4154336734694,461.4930725097656,0.6087809205055237,1.1038328409194946,-26.750980377197266
0,440,3604480,82.34012903792134,509.7596740722656,0.594498872756958,1.222853183746338,-28.349037170410156
0,460,3768320,95.72929745199409,515.4979248046875,0.5805129408836365,1.788451910018921,-29.639741897583008
0,480,3932160,120.6318954839939,481.0569763183594,0.5668242573738098,1.4886547327041626,-31.019235610961914
0,500,4096000,140.57744670542635,501.9429016113281,0.5534257292747498,2.2717204093933105,-32.43962860107422
0,520,4259840,165.8098622001845,470.8302917480469,0.5403230786323547,2.5244715213775635,-33.6561279296875
0,540,4423680,199.14103618421052,563.52587890625,0.5275056958198547,2.6428475379943848,-35.3465576171875
0,560,4587520,205.79590015377855,525.697265625,0.5149810910224915,4.235808372497559,-36.695533752441406
0,580,4751360,229.68995444045174,618.579833984375,0.5027474164962769,3.640636682510376,-37.97727966308594
0,600,4915200,264.08156828703704,576.1555786132812,0.49080324172973633,4.292019844055176,-39.269264221191406
0,620,5079040,296.8590218926554,572.771484375,0.47914451360702515,1.784835696220398,-40.90953826904297
0,640,5242880,319.5935295846395,666.1129760742188,0.4677734971046448,2.6443352699279785,-42.079830169677734
0,660,5406720,344.890243902439,648.9622802734375,0.4566771686077118,2.3778724670410156,-43.26393127441406
0,680,5570560,355.19894403945113,671.8994750976562,0.44585347175598145,1.8950306177139282,-44.19059753417969
0,700,5734400,357.9499503968254,653.0811157226562,0.43529295921325684,1.2572879791259766,-45.36865997314453
0,720,5898240,369.37489951768487,698.7437133789062,0.42498600482940674,1.5292942523956299,-46.402008056640625
0,740,6062080,378.24714147286824,776.0930786132812,0.4149320721626282,1.5977776050567627,-47.277008056640625
0,760,6225920,373.40953351449275,664.9082641601562,0.40511587262153625,1.8152892589569092,-47.953369140625
0,780,6389760,395.9376597103918,726.8585815429688,0.39553675055503845,1.1605136394500732,-48.84039306640625
0,800,6553600,388.1849702380952,725.2384643554688,0.3861894905567169,1.0898072719573975,-49.66511917114258
0,820,6717440,396.06731204710144,749.6688842773438,0.377066433429718,0.9242937564849854,-50.443607330322266
0,840,6881280,398.4294373822976,804.9923706054688,0.36816760897636414,0.9474973678588867,-51.386085510253906
0,860,7045120,406.65535563973066,774.5855102539062,0.35948237776756287,1.116203784942627,-52.00017547607422
0,880,7208960,396.74345187393527,759.6888427734375,0.35101035237312317,0.9215172529220581,-52.73406982421875
0,900,7372800,410.56965290806755,823.7337646484375,0.34273967146873474,0.9359474778175354,-53.58451843261719
0,920,7536640,412.2962559429477,806.4529418945312,0.33466923236846924,0.9485266208648682,-54.23059844970703
0,940,7700480,411.83042049248746,826.077392578125,0.32679298520088196,1.025413990020752,-55.039878845214844
0,960,7864320,402.7947233606557,838.2295532226562,0.31910914182662964,2.1997146606445312,-55.749114990234375
0,980,8028160,414.95690126970226,880.1775512695312,0.31160902976989746,0.9300879240036011,-56.250457763671875
0,1000,8192000,411.34320853960395,871.1327514648438,0.30428847670555115,0.974164605140686,-56.73746871948242
0,1020,8355840,424.2754078483245,869.822509765625,0.2971404790878296,0.9664970636367798,-57.38098907470703
0,1040,8519680,417.39129537953795,944.0634765625,0.29016581177711487,0.9994410276412964,-58.05943298339844
0,1060,8683520,411.50843942901236,1038.4566650390625,0.2833554148674011,1.0057709217071533,-58.771461486816406
0,1080,8847360,417.62618570826305,975.006591796875,0.27670663595199585,2.359466075897217,-59.820556640625
0,1100,9011200,415.4331140350877,983.720703125,0.2702130079269409,1.114271640777588,-60.07558059692383
0,1120,9175040,412.9505489214176,962.8234252929688,0.2638750970363617,1.0407803058624268,-60.909912109375
0,1140,9338880,416.59081594634876,966.9017333984375,0.2576879858970642,1.0787630081176758,-61.53960418701172
0,1160,9502720,424.4615727532097,1046.0985107421875,0.251653790473938,1.0718798637390137,-62.508094787597656
0,1180,9666560,426.7977773556231,1022.03759765625,0.24576519429683685,1.2517788410186768,-63.26899719238281
0,1200,9830400,430.0310600303951,1089.85595703125,0.24001812934875488,1.2444581985473633,-64.09423828125
0,1220,9994240,423.2142731741573,1110.6795654296875,0.23441094160079956,1.1755841970443726,-64.7412109375
0,1240,10158080,436.5408807544757,1088.8756103515625,0.22893913090229034,1.2331585884094238,-66.10641479492188
0,1260,10321920,440.754691475827,1072.1982421875,0.22360146045684814,1.3508343696594238,-66.7340316772461
0,1280,10485760,435.4145440251572,1087.261474609375,0.21839430928230286,1.4393813610076904,-67.40115356445312
0,1300,10649600,435.8694665153235,1111.08154296875,0.21331633627414703,1.5018436908721924,-68.77792358398438
0,1320,10813440,439.77148901425176,1087.623291015625,0.20836427807807922,1.6173168420791626,-68.95002746582031
0,1340,10977280,439.29188368055554,1162.095458984375,0.2035297304391861,1.8228774070739746,-69.13273620605469
0,1360,11141120,427.17940064794817,1106.4173583984375,0.1988150030374527,2.1972804069519043,-70.29304504394531
0,1380,11304960,418.8274004161712,1096.088623046875,0.19422683119773865,2.5309364795684814,-70.86257934570312
0,1400,11468800,406.5040083135392,1126.741943359375,0.18976177275180817,3.6507866382598877,-71.49263000488281
0,1420,11632640,401.53656462585036,1118.895263671875,0.1854168176651001,3.233158826828003,-71.92920684814453
0,1440,11796480,390.625510620915,1138.8243408203125,0.18119660019874573,4.497587203979492,-72.81143951416016
0,1460,11960320,375.3046524663677,1138.668212890625,0.17708025872707367,5.6018595695495605,-73.73658752441406
0,1480,12124160,370.7802734375,995.3662719726562,0.17307595908641815,6.182647228240967,-74.2171630859375
0,1500,12288000,369.3483273678414,1102.3570556640625,0.16917182505130768,7.129648208618164,-75.10720825195312
0,1520,12451840,365.0449499486653,942.0814819335938,0.1653626561164856,5.209836006164551,-76.46766662597656
0,1540,12615680,357.2717252803262,662.5301513671875,0.16165557503700256,5.233431816101074,-76.43053436279297
0,1560,12779520,353.17240338164254,541.2965698242188,0.15803909301757812,4.976053237915039,-76.97610473632812
0,1580,12943360,352.31197423764456,517.092529296875,0.1545102447271347,4.4902849197387695,-77.54529571533203
0,1600,13107200,353.8514631885593,924.55810546875,0.15106122195720673,3.0142440795898438,-78.19852447509766
0,1620,13271040,351.79293774801585,576.415771484375,0.14769387245178223,2.3619418144226074,-78.79934692382812
0,1640,13434880,352.9731668437832,595.3951416015625,0.1443999856710434,2.787259101867676,-78.5100326538086
0,1660,13598720,353.4089206437292,502.63763427734375,0.1411561518907547,1.438835620880127,-78.74385833740234
0,1680,13762560,352.89238773274917,464.92742919921875,0.1379699558019638,1.3874917030334473,-79.03765869140625
0,1700,13926400,353.9872282608696,508.5382385253906,0.1348506510257721,1.8784059286117554,-79.38929748535156
0,1720,14090240,355.31023391812863,494.8873291015625,0.1318122148513794,2.6130571365356445,-80.09766387939453
0,1740,14254080,361.53297413793103,498.1112976074219,0.12887783348560333,3.2187981605529785,-80.69371795654297
0,1760,14417920,351.71959005376345,539.984619140625,0.12604986131191254,6.062172889709473,-81.23870849609375
0,1780,14581760,347.67150330396476,514.4752197265625,0.12332025170326233,6.929337501525879,-81.55670928955078
0,1800,14745600,348.40871634168985,509.66748046875,0.12067916989326477,7.669332981109619,-82.46497344970703
0,1820,14909440,344.12361316568047,546.359130859375,0.11808603256940842,5.823776721954346,-82.7532958984375
0,1840,15073280,339.32783018867923,515.5047607421875,0.11557052284479141,6.53590202331543,-82.91912841796875
0,1860,15237120,339.00014108352144,500.4327087402344,0.11311043053865433,5.603440284729004,-83.4736557006836
0,1880,15400960,338.4460414379802,498.8353271484375,0.11070513725280762,6.8347697257995605,-84.27876281738281
0,1900,15564800,329.1196111111111,464.80877685546875,0.10837578773498535,5.270220756530762,-85.26089477539062
0,1920,15728640,324.4268033596838,447.1381530761719,0.10612192004919052,5.4181809425354,-85.48532104492188
0,1940,15892480,313.9847389181067,445.24676513671875,0.10394229739904404,5.008062839508057,-85.11859130859375
0,1960,16056320,303.1337401055409,443.1410827636719,0.10181856155395508,5.260373115539551,-85.28429412841797
0,1980,16220160,301.6080480360934,485.4108581542969,0.09975648671388626,4.543332576751709,-85.290283203125
0,2000,16384000,296.8665358481724,505.2952880859375,0.09774751216173172,5.2905120849609375,-84.71814727783203
0,2020,16547840,289.3833549481245,470.2600402832031,0.09580664336681366,5.471620559692383,-84.92375183105469
0,2040,16711680,293.7201019503546,451.8417053222656,0.09392713010311127,5.5303144454956055,-85.11849975585938
0,2060,16875520,296.7458438552189,475.86444091796875,0.09210328012704849,4.939169883728027,-85.20960998535156
0,2080,17039360,300.87625116387335,489.6152038574219,0.09032237529754639,6.261931419372559,-85.50816345214844
0,2100,17203200,314.51873232799244,551.0092163085938,0.08857641369104385,6.706620693206787,-85.41173553466797
0,2120,17367040,308.7216393626571,516.4170532226562,0.08686753362417221,6.427974700927734,-84.48799133300781
0,2140,17530880,296.2247146118722,549.5855102539062,0.08519086986780167,6.114266395568848,-83.35623168945312
0,2160,17694720,291.13302123091603,535.0554809570312,0.08356081694364548,6.840105056762695,-83.96929931640625
0,2180,17858560,278.3831279114907,506.8323059082031,0.08196904510259628,8.160701751708984,-83.2597885131836
0,2200,18022400,287.8402698863636,481.6843566894531,0.0804092139005661,6.6024394035339355,-82.89730834960938
0,2220,18186240,297.8535391566265,514.7923583984375,0.07887163013219833,6.667533874511719,-83.11965942382812
0,2240,18350080,288.8210310665362,492.809814453125,0.07735076546669006,6.229336738586426,-84.5392074584961
0,2260,18513920,297.52504280821915,481.7915344238281,0.07585617899894714,5.6839470863342285,-84.8997802734375
0,2280,18677760,297.41555912007334,477.9744567871094,0.07438840717077255,8.048067092895508,-87.05136108398438
0,2300,18841600,289.21472032450896,514.3672485351562,0.07293741405010223,5.948123931884766,-88.39930725097656
0,2320,19005440,304.78956606813995,508.6982727050781,0.07155454903841019,6.538861274719238,-88.9920654296875
0,2340,19169280,298.00654069767444,517.6339721679688,0.07023082673549652,7.261221885681152,-89.63004302978516
0,2360,19333120,207.61452383567664,492.2738342285156,0.06895586103200912,7.4782609939575195,-87.92556762695312
0,2380,19496960,259.3923467630854,481.6026306152344,0.06775092333555222,9.284445762634277,-87.08575439453125
0,2400,19660800,300.56739662676824,521.3872680664062,0.0665903389453888,7.773295879364014,-87.12095642089844
0,2420,19824640,285.07541725852275,496.48541259765625,0.06550527364015579,7.59654426574707,-88.39473724365234
0,2440,19988480,285.16840277777777,527.457275390625,0.06444088369607925,8.364587783813477,-91.03436279296875
0,2460,20152320,290.1320406626506,570.3824462890625,0.06341379880905151,10.051067352294922,-95.40316009521484
0,2480,20316160,277.5971425573587,552.2943725585938,0.06245297193527222,9.456134796142578,-99.28900146484375
0,2500,20480000,312.93168525571275,561.2496337890625,0.06158597767353058,10.500223159790039,-102.42045593261719
0,2520,20643840,374.0285130718954,602.2963256835938,0.0607556477189064,11.802389144897461,-102.58653259277344
0,2540,20807680,392.0001675603217,774.151123046875,0.059986796230077744,9.354591369628906,-103.98468017578125
0,2560,20971520,339.60468371670703,584.4071044921875,0.059301991015672684,10.301509857177734,-102.41149139404297
0,2580,21135360,265.6383889616056,613.837646484375,0.05871870741248131,10.809320449829102,-101.42774200439453
0,2600,21299200,254.95801020408163,492.5139465332031,0.058293238282203674,15.917783737182617,-100.61554718017578
0,2620,21463040,287.81389043381535,531.6596069335938,0.05799176171422005,12.421399116516113,-100.07747650146484
0,2640,21626880,362.30321652719664,638.1674194335938,0.057791393250226974,17.131263732910156,-98.84465026855469
0,2660,21790720,409.2933129370629,609.8356323242188,0.05770110338926315,15.983860969543457,-97.65737915039062
0,2680,21954560,442.3841256366723,608.2516479492188,0.05767340213060379,20.019344329833984,-96.66706848144531
0,2700,22118400,324.794952552356,597.2769165039062,0.05769462510943413,12.60767936706543,-96.57555389404297
0,2720,22282240,273.0857202780441,549.1189575195312,0.05773945525288582,12.312381744384766,-96.09230041503906
0,2740,22446080,264.97139778325123,540.5360107421875,0.057756032794713974,12.413087844848633,-94.7345962524414
0,2760,22609920,280.28508446947245,562.8421630859375,0.057744674384593964,13.733233451843262,-95.67304992675781
0,2780,22773760,329.4686080835604,612.2230224609375,0.0577489398419857,14.035642623901367,-96.95801544189453
0,2800,22937600,374.36291518386713,519.31689453125,0.05781590938568115,15.642236709594727,-97.01322937011719
0,2820,23101440,343.32172247446084,534.2960815429688,0.057895347476005554,13.086610794067383,-96.61247253417969
0,2840,23265280,265.96930490654205,529.2579956054688,0.05789414793252945,14.398153305053711,-97.45610046386719
0,2860,23429120,256.285468386346,573.5368041992188,0.05781024321913719,11.83204174041748,-98.59983825683594
0,2880,23592960,287.8604147931655,555.8531494140625,0.05763255059719086,11.108743667602539,-98.14527130126953
0,2900,23756800,318.1114256678281,534.3422241210938,0.05732855945825577,10.869783401489258,-98.16960144042969
0,2920,23920640,312.98923011713936,559.4012451171875,0.05693072825670242,13.054658889770508,-100.48213195800781
0,2940,24084480,297.18285510114333,569.685546875,0.05658332258462906,12.235613822937012,-103.18541717529297
0,2960,24248320,283.85428842782,580.7855834960938,0.05646011233329773,11.488950729370117,-104.45584106445312
0,2980,24412160,279.3962440063932,618.1627807617188,0.056486666202545166,14.408992767333984,-107.75659942626953
0,3000,24576000,318.03770881895883,647.1748657226562,0.05651778355240822,13.347349166870117,-110.04871368408203
0,3020,24739840,285.8817913385827,651.062255859375,0.05669271573424339,12.543524742126465,-110.98162078857422
0,3040,24903680,244.80026007265522,636.640625,0.05696533992886543,13.898383140563965,-110.02407836914062
0,3060,25067520,223.66838960546283,553.5714111328125,0.05722327530384064,12.370746612548828,-107.60189056396484
0,3080,25231360,103.84734414423886,500.9679260253906,0.05739545077085495,20.075244903564453,-107.4190673828125
0,3100,25395200,62.069084783710714,505.0764465332031,0.05742759257555008,35.80194854736328,-106.20074462890625
0,3120,25559040,75.52077355332376,555.9818725585938,0.05757824331521988,32.29603576660156,-105.1773452758789
0,3140,25722880,79.53884559700221,572.9176025390625,0.05793042108416557,35.521324157714844,-101.0809555053711
0,3160,25886720,37.26243488756194,567.4811401367188,0.058731235563755035,38.37113952636719,-98.26924133300781
0,3180,26050560,22.958457736199577,586.35546875,0.05977360159158707,29.268692016601562,-93.23490142822266
0,3200,26214400,4.67144344058829,601.4451293945312,0.06115296855568886,33.412025451660156,-87.36672973632812
0,3220,26378240,-0.8065292380290531,518.4561767578125,0.06276457756757736,31.31092071533203,-83.76368713378906
0,3240,26542080,21.57537059294872,236.25466918945312,0.0646233856678009,22.728715896606445,-85.49104309082031
0,3260,26705920,128.15565220976254,321.970947265625,0.06648401916027069,20.09185791015625,-95.43867492675781
0,3280,26869760,234.89635953608249,348.34869384765625,0.06786985695362091,18.88888931274414,-103.28973388671875
0,3300,27033600,254.06220620979713,472.6901550292969,0.06892112642526627,16.356033325195312,-109.73037719726562
0,3320,27197440,272.99938048036597,539.2433471679688,0.06950481981039047,13.513521194458008,-114.87264251708984
0,3340,27361280,282.02098880597015,458.8179016113281,0.0695229023694992,9.600055694580078,-121.27958679199219
0,3360,27525120,257.12841685649204,482.16455078125,0.06878616660833359,9.075093269348145,-127.91095733642578
0,3380,27688960,275.45837440851733,532.4727172851562,0.06760796159505844,7.972952365875244,-127.62179565429688
0,3400,27852800,293.57753436426117,446.69244384765625,0.06670960783958435,7.946913242340088,-126.17991638183594
0,3420,28016640,319.85022496538994,504.1580810546875,0.0658785030245781,8.633755683898926,-128.8629150390625
0,3440,28180480,313.5001245516142,494.3046569824219,0.06484415382146835,9.1184663772583,-133.99966430664062
0,3460,28344320,320.4254359037328,435.7649841308594,0.06388361752033234,9.82463264465332,-136.35440063476562
0,3480,28508160,275.5068982712766,442.5306701660156,0.06319023668766022,15.690285682678223,-136.5257568359375
0,3500,28672000,258.5330987937967,433.7091979980469,0.06330325454473495,23.535724639892578,-134.97616577148438
0,3520,28835840,264.8619852369852,408.3984069824219,0.0640098825097084,25.95564842224121,-135.0369873046875
0,3540,28999680,281.57557108399544,449.0607604980469,0.06505467742681503,24.95358657836914,-134.39151000976562
0,3560,29163520,301.7334467821782,425.4786682128906,0.06606891006231308,38.786746978759766,-131.73046875
0,3580,29327360,280.36734250992066,437.1803283691406,0.06715326011180878,25.653396606445312,-129.79803466796875
0,3600,29491200,260.4086061507937,440.7437744140625,0.06827398389577866,25.224485397338867,-124.9974136352539
0,3620,29655040,246.1019943019943,433.18292236328125,0.06909824162721634,15.530508995056152,-119.44855499267578
0,3640,29818880,231.84251740139212,468.8063049316406,0.06959252059459686,15.170101165771484,-114.02388000488281
0,3660,29982720,239.21329710144929,380.3888854980469,0.06991295516490936,12.345735549926758,-112.51660919189453
0,3680,30146560,254.6122244488978,467.7061767578125,0.06998392939567566,11.270198822021484,-114.8158187866211
0,3700,30310400,261.95078417602997,507.2207336425781,0.07015252113342285,10.742353439331055,-115.03180694580078
0,3720,30474240,228.02572143271462,518.7373657226562,0.07004699856042862,10.281002044677734,-116.69816589355469
0,3740,30638080,249.2665260196906,478.8262634277344,0.0691974088549614,11.040185928344727,-120.43235778808594
0,3760,30801920,271.28586381665934,629.7300415039062,0.0681040957570076,12.524206161499023,-122.99075317382812
0,3780,30965760,291.0237905369484,473.1941223144531,0.06673850864171982,12.260734558105469,-129.69728088378906
0,3800,31129600,320.3527445652174,497.5362854003906,0.06508196145296097,13.443231582641602,-135.08204650878906
0,3820,31293440,324.5786127895267,554.53125,0.06334269791841507,14.278736114501953,-139.4906463623047
0,3840,31457280,325.95153272576636,588.0344848632812,0.062185559421777725,16.910276412963867,-142.76611328125
0,3860,31621120,317.9603263577479,643.43603515625,0.062344253063201904,20.93181610107422,-144.72247314453125
0,3880,31784960,335.2705338809035,663.5350952148438,0.06367522478103638,21.965707778930664,-147.6412353515625
0,3900,31948800,338.30639146090533,577.3294677734375,0.06548566371202469,22.433795928955078,-147.8544921875
0,3920,32112640,290.34249725425593,551.4979858398438,0.06741409748792648,23.2108154296875,-143.8249969482422
0,3940,32276480,234.58787299398193,475.2752380371094,0.06956660747528076,22.97386360168457,-140.1584930419922
0,3960,32440320,232.48477564102564,496.4154052734375,0.07155715674161911,19.35931396484375,-138.13433837890625
0,3980,32604160,247.13076612903225,409.7633972167969,0.07262454926967621,15.429673194885254,-138.76644897460938
0,4000,32768000,255.34839661774092,358.0085754394531,0.07270337641239166,11.22751522064209,-141.7732391357422
0,4020,32931840,274.3267273869347,447.1292419433594,0.07223955541849136,11.253517150878906,-145.5772247314453
0,4040,33095680,288.4256674757282,457.6047058105469,0.07158949226140976,10.020236015319824,-147.58029174804688
0,4060,33259520,291.38273538344725,462.67852783203125,0.07073631882667542,13.718645095825195,-148.90960693359375
0,4080,33423360,257.00855024213075,466.6920471191406,0.06977086514234543,12.75959587097168,-152.05470275878906
0,4100,33587200,236.39729315122725,483.6665954589844,0.06878149509429932,13.075252532958984,-156.37890625
0,4120,33751040,253.2721690498155,363.5392150878906,0.06809625029563904,15.252243041992188,-162.1289520263672
0,4140,33914880,276.11683362369337,402.4279479980469,0.06856115162372589,18.161649703979492,-162.66339111328125
0,4160,34078720,303.87215634075505,431.4506530761719,0.070510633289814,17.667034149169922,-157.10960388183594
0,4180,34242560,331.5622942232864,452.36383056640625,0.0731467455625534,16.177684783935547,-154.6171875
0,4200,34406400,321.3082155742634,464.4180908203125,0.07600431889295578,12.699954986572266,-158.56301879882812
0,4220,34570240,274.356271043771,467.3758850097656,0.07865134626626968,11.988643646240234,-160.73696899414062
0,4240,34734080,258.41639571290943,387.16943359375,0.08102267235517502,14.702033996582031,-156.7042999267578
0,4260,34897920,272.2038891476479,358.52716064453125,0.0832633227109909,15.86679458618164,-149.3272247314453
0,4280,35061760,276.68004210676565,376.60150146484375,0.08457842469215393,11.819497108459473,-150.802978515625
0,4300,35225600,282.27299154334037,398.5704345703125,0.08446444571018219,9.509384155273438,-158.88043212890625
0,4320,35389440,301.6783656881313,404.8925476074219,0.08321967720985413,9.566463470458984,-164.28358459472656
0,4340,35553280,317.98144363166955,420.3291320800781,0.08153112977743149,10.007062911987305,-163.91073608398438
0,4360,35717120,342.53154002320184,496.9557800292969,0.08041407912969589,12.66038703918457,-163.2996368408203
0,4380,35880960,352.13126893301916,555.8363037109375,0.08084927499294281,15.686931610107422,-162.21363830566406
0,4400,36044800,372.82369679973607,569.5621337890625,0.08255843818187714,20.024633407592773,-165.14389038085938
0,4420,36208640,380.84333745874585,579.7630004882812,0.0846104547381401,19.12196922302246,-168.3150177001953
0,4440,36372480,327.17876571566734,575.8916625976562,0.08678078651428223,18.484994888305664,-165.78602600097656
0,4460,36536320,316.4418778473804,493.81390380859375,0.08918146044015884,22.341033935546875,-162.1337432861328
0,4480,36700160,301.7502696289905,512.303466796875,0.09150490909814835,28.671985626220703,-154.8341064453125
0,4500,36864000,310.2158105022831,484.5869445800781,0.09211043268442154,18.968442916870117,-155.96572875976562
0,4520,37027840,306.65835856401384,515.8855590820312,0.09106343239545822,15.185982704162598,-162.51864624023438
0,4540,37191680,271.7962679856115,563.7363891601562,0.08964871615171432,18.60239028930664,-162.000244140625
0,4560,37355520,255.77405879864637,526.9219970703125,0.0886169970035553,19.700176239013672,-157.57693481445312
0,4580,37519360,243.19522849462365,557.2772827148438,0.08805832266807556,21.136075973510742,-150.1240997314453
0,4600,37683200,255.79741317451206,549.9514770507812,0.0863443911075592,13.73768424987793,-161.341064453125
0,4620,37847040,233.10452844311376,507.40435791015625,0.08371155709028244,15.647867202758789,-169.2251739501953
0,4640,38010880,216.8437892341494,567.3450927734375,0.08178890496492386,17.910572052001953,-166.84507751464844
0,4660,38174720,232.51623912391238,398.1945495605469,0.08170217275619507,15.583608627319336,-159.30270385742188
0,4680,38338560,252.84119092185307,391.8685607910156,0.08247235417366028,12.512065887451172,-160.88101196289062
0,4700,38502400,248.98999881291547,359.9437255859375,0.0822698324918747,10.089727401733398,-170.63803100585938
0,4720,38666240,214.02818109820487,360.30584716796875,0.08174381405115128,10.630844116210938,-170.145751953125
0,4740,38830080,213.3578905700211,349.366455078125,0.08199566602706909,11.989316940307617,-162.49008178710938
0,4760,38993920,227.35687913516068,389.7561950683594,0.08266854286193848,11.379783630371094,-164.37969970703125
0,4780,39157760,210.25203480677607,392.44140625,0.08263701945543289,20.828697204589844,-173.2591552734375
0,4800,39321600,184.6771940181031,404.6632385253906,0.0832846462726593,58.149871826171875,-174.1558837890625
0,4820,39485440,201.05272132516703,414.7512512207031,0.0851079598069191,83.04723358154297,-177.4483184814453
0,4840,39649280,239.67725622406638,529.5435791015625,0.08806117624044418,121.96033477783203,-182.84620666503906
0,4860,39813120,244.2546356088561,550.20654296875,0.09027651697397232,110.88746643066406,-190.60809326171875
0,4880,39976960,250.3484623015873,539.6121826171875,0.09195218980312347,117.44622802734375,-194.68296813964844
0,4900,40140800,265.7556137724551,459.17059326171875,0.09335816651582718,146.15792846679688,-195.2316131591797
0,4920,40304640,274.53016109785204,572.099365234375,0.09450472891330719,94.22486877441406,-195.93853759765625
0,4940,40468480,251.09254653401797,576.2201538085938,0.09404207766056061,58.36015319824219,-195.09243774414062
0,4960,40632320,220.93203609701072,589.8492431640625,0.09275820106267929,38.32174301147461,-193.4117431640625
0,4980,40796160,184.06727455485353,281.51287841796875,0.09180774539709091,47.069183349609375,-187.362060546875
0,5000,40960000,153.11233134305212,292.01837158203125,0.09204501658678055,123.24915313720703,-185.20059204101562
0,5020,41123840,128.44650451030927,286.03717041015625,0.09344040602445602,105.08646392822266,-187.70693969726562
0,5040,41287680,176.47433972158657,303.4640197753906,0.09420216828584671,110.89445495605469,-192.43145751953125
0,5060,41451520,196.1757643884892,246.4898681640625,0.09439048171043396,181.56495666503906,-196.03720092773438
0,5080,41615360,198.80460019267824,305.76873779296875,0.09547664225101471,161.65652465820312,-192.63941955566406
0,5100,41779200,139.38801608986034,328.4910888671875,0.0982285887002945,172.79742431640625,-191.93531799316406
0,5120,41943040,91.61567069741282,460.741455078125,0.10130657255649567,254.7486572265625,-188.76666259765625
0,5140,42106880,68.65204215565164,568.4214477539062,0.10594803839921951,213.59332275390625,-179.51168823242188
0,5160,42270720,25.093175847730787,640.0868530273438,0.11332442611455917,195.85557556152344,-167.95184326171875
0,5180,42434560,121.87972541161179,635.4974365234375,0.12159504741430283,211.49337768554688,-159.3872833251953
0,5200,42598400,267.8274105367793,390.8185729980469,0.12890438735485077,168.60562133789062,-157.10745239257812
0,5220,42762240,228.16500865051904,447.59039306640625,0.13481350243091583,161.06980895996094,-156.69952392578125
0,5240,42926080,168.29989108579088,519.624755859375,0.13971073925495148,87.8663101196289,-158.41539001464844
0,5260,43089920,263.79433981788077,475.8229675292969,0.14386969804763794,56.28766632080078,-165.0895233154297
0,5280,43253760,257.01156019372695,679.0211791992188,0.14707361161708832,39.235748291015625,-167.90652465820312
0,5300,43417600,238.28161404939422,568.0455322265625,0.14915943145751953,31.21037483215332,-171.79432678222656
0,5320,43581440,223.31770833333334,510.2235107421875,0.1494830697774887,38.11016845703125,-175.74673461914062
0,5340,43745280,276.69521517553795,555.9472045898438,0.1482730358839035,37.99600601196289,-180.69842529296875
0,5360,43909120,280.3161823248408,644.7020263671875,0.14560416340827942,55.71485137939453,-188.31454467773438
0,5380,44072960,292.01189309408926,789.8509521484375,0.1424468606710434,44.96832275390625,-193.3194122314453
0,5400,44236800,300.36719475394614,761.5317993164062,0.13938286900520325,73.30003356933594,-197.31365966796875
0,5420,44400640,343.6043890074707,785.1140747070312,0.1372358649969101,56.7493896484375,-200.7335205078125
0,5440,44564480,407.5818023255814,766.3015747070312,0.1355663388967514,84.4795913696289,-202.15902709960938
0,5460,44728320,412.2162958115183,857.7389526367188,0.13401739299297333,90.52802276611328,-198.49612426757812
