step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,read_out_lut.T_soft,read_out_lut.T_sel
2000,0.445897,0.457577,0.400903,0.378156,0.551754,0.417408,0.575712,0.510536,0.467596,0.408656,0.714060,0.577306,0.581665,0.500898,0.414444,0.375231,0.676373,0.524291,0.581112,0.505130,0.420955,0.397806,0.727850,0.662239,0.571108,0.497084,0.422008,0.370025,0.711961,0.591187,0.544450,0.482397,0.427444,0.422908,0.757368,0.723313,0.608706,0.482055
2200,0.444831,0.456303,0.405396,0.374513,0.578363,0.420142,0.587004,0.513320,0.480755,0.408245,0.749931,0.588720,0.592618,0.500177,0.420220,0.369382,0.710332,0.534952,0.592819,0.505413,0.420838,0.389441,0.761235,0.680531,0.587162,0.499352,0.432179,0.362972,0.737887,0.587530,0.557807,0.483917,0.420930,0.413184,0.789719,0.742802,0.630540,0.482217
2400,0.442828,0.454193,0.409682,0.370222,0.605418,0.423426,0.594493,0.513679,0.494504,0.408458,0.785182,0.598230,0.604105,0.499951,0.425971,0.364629,0.744185,0.543352,0.603859,0.506652,0.425204,0.383846,0.792578,0.694752,0.604344,0.501639,0.444235,0.357950,0.767474,0.585526,0.570705,0.485617,0.415464,0.404291,0.816749,0.754977,0.652355,0.481624
2600,0.441677,0.452530,0.416391,0.368180,0.633464,0.426744,0.602003,0.514294,0.506681,0.408140,0.820769,0.607097,0.615882,0.499513,0.436055,0.362823,0.778848,0.552913,0.614600,0.505393,0.430082,0.378452,0.822480,0.706475,0.622349,0.504064,0.457766,0.354377,0.795040,0.581009,0.582867,0.486629,0.410601,0.395281,0.840841,0.763631,0.672601,0.481191
2800,0.441053,0.451500,0.423315,0.366761,0.659775,0.428440,0.611051,0.515711,0.520364,0.409403,0.855634,0.613020,0.626761,0.498875,0.446159,0.361756,0.813646,0.560317,0.625548,0.506331,0.436739,0.374858,0.852522,0.717304,0.639996,0.507355,0.473081,0.354070,0.823288,0.577394,0.597688,0.488961,0.409086,0.388048,0.863324,0.770245,0.693087,0.480480
3000,0.440624,0.450528,0.430468,0.365651,0.686290,0.430892,0.616877,0.515902,0.534446,0.410912,0.891832,0.620332,0.640052,0.499903,0.457824,0.361364,0.848253,0.566180,0.637604,0.507242,0.445613,0.372039,0.882983,0.726923,0.657759,0.511096,0.489513,0.354322,0.849752,0.571258,0.612227,0.491125,0.406657,0.379867,0.882725,0.772889,0.713818,0.479568
3200,0.438968,0.448224,0.436863,0.364404,0.711384,0.431459,0.623148,0.515724,0.549053,0.413585,0.925926,0.625578,0.652067,0.500620,0.469245,0.361716,0.882626,0.572168,0.647971,0.507100,0.453416,0.369779,0.910226,0.734347,0.674340,0.513374,0.505578,0.355300,0.877456,0.567290,0.627654,0.493714,0.407679,0.373869,0.900592,0.774043,0.736198,0.478400
3400,0.438041,0.446706,0.444956,0.364101,0.736189,0.432815,0.631823,0.517953,0.562350,0.415424,0.959357,0.629361,0.664938,0.501736,0.479409,0.361906,0.915104,0.573614,0.657891,0.507010,0.464074,0.368746,0.935929,0.739613,0.692730,0.517136,0.521888,0.357097,0.905104,0.561972,0.643894,0.497111,0.410028,0.368288,0.916601,0.774003,0.757770,0.476746
3600,0.438588,0.446804,0.450715,0.363323,0.759434,0.433580,0.637336,0.517622,0.575245,0.417698,0.992418,0.632790,0.676648,0.501894,0.491976,0.363714,0.947122,0.573972,0.668759,0.507572,0.473996,0.367684,0.961564,0.744497,0.711210,0.520320,0.536729,0.358080,0.931337,0.557076,0.659127,0.499750,0.411220,0.363351,0.929279,0.771334,0.778208,0.474962
3800,0.437538,0.445263,0.456329,0.362990,0.782529,0.433726,0.644393,0.518951,0.589011,0.420785,1.024585,0.636742,0.688652,0.503088,0.503099,0.364457,0.979070,0.575506,0.678344,0.508342,0.483328,0.367146,0.984847,0.748686,0.729668,0.523763,0.552499,0.359936,0.955473,0.551145,0.674708,0.503143,0.415083,0.359487,0.940459,0.767430,0.798311,0.473240
4000,0.437000,0.444368,0.461153,0.361774,0.802532,0.433430,0.650451,0.519472,0.601047,0.422494,1.055940,0.637547,0.699816,0.503589,0.514504,0.365830,1.007683,0.574345,0.688591,0.509486,0.494170,0.367543,1.005762,0.750813,0.747027,0.526719,0.568636,0.363070,0.980331,0.548091,0.689341,0.505080,0.420522,0.356463,0.950472,0.763731,0.818429,0.471607
4200,0.436874,0.443656,0.466543,0.361530,0.821379,0.433103,0.655517,0.519846,0.613308,0.425568,1.085036,0.638923,0.710388,0.504205,0.524776,0.367386,1.034287,0.573009,0.697622,0.509577,0.504855,0.368178,1.026033,0.753357,0.763557,0.529605,0.583845,0.365408,1.003451,0.541191,0.703929,0.507568,0.425944,0.354444,0.958414,0.759891,0.837751,0.469784
4400,0.436600,0.443094,0.470629,0.360888,0.839945,0.433640,0.660494,0.520691,0.624013,0.427781,1.112942,0.640798,0.721302,0.505151,0.534752,0.367697,1.058680,0.569328,0.706149,0.509176,0.515745,0.369030,1.043716,0.754339,0.780553,0.532116,0.598756,0.368083,1.024171,0.534643,0.717893,0.510258,0.432148,0.353259,0.965457,0.754902,0.856650,0.467755
4600,0.436615,0.442800,0.473933,0.360409,0.855476,0.432773,0.665343,0.520905,0.635977,0.431428,1.139140,0.642284,0.733074,0.506881,0.544808,0.369387,1.083293,0.566469,0.714156,0.509806,0.525711,0.369949,1.060930,0.755104,0.798129,0.536014,0.613708,0.371499,1.044774,0.530041,0.731687,0.512530,0.438204,0.352164,0.971483,0.749833,0.875012,0.465994
4800,0.435427,0.441410,0.476749,0.359855,0.868680,0.431544,0.668942,0.521254,0.646424,0.434238,1.162912,0.643329,0.742811,0.507765,0.553179,0.369949,1.105132,0.562730,0.721665,0.510524,0.534174,0.370560,1.076167,0.756032,0.813998,0.539304,0.627701,0.374776,1.063232,0.525554,0.743781,0.514712,0.444239,0.351560,0.976694,0.745137,0.892309,0.464561
