step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,read_out_lut.T_soft,read_out_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497462,0.497694,0.497977,0.498032,0.499232,0.499146,0.498924,0.498279,0.498586,0.498594,0.500621,0.500455,0.499147,0.498345,0.497875,0.497860,0.500092,0.499952,0.499369,0.498734,0.499139,0.499143,0.501026,0.500909,0.499575,0.499098,0.499055,0.499050,0.501055,0.500942,0.499252,0.498842,0.499393,0.499393,0.501100,0.501064,0.499085,0.498784
400,0.491037,0.492462,0.487580,0.487808,0.489648,0.489398,0.501729,0.498014,0.493154,0.492970,0.501525,0.499714,0.502663,0.499353,0.490002,0.489858,0.497807,0.496468,0.502386,0.499181,0.493670,0.493578,0.504219,0.502790,0.501998,0.499906,0.494243,0.494055,0.505991,0.504644,0.499705,0.497884,0.496838,0.496810,0.508517,0.507744,0.498072,0.495956
600,0.482253,0.486075,0.471685,0.472335,0.475283,0.474397,0.506267,0.497938,0.481423,0.480752,0.505223,0.496310,0.507902,0.500092,0.476524,0.475884,0.496918,0.490191,0.507256,0.499597,0.484169,0.483761,0.515156,0.510044,0.504793,0.499343,0.483065,0.482371,0.518670,0.514085,0.499662,0.494876,0.489850,0.489869,0.525550,0.523570,0.497760,0.491366
800,0.472244,0.478724,0.451722,0.452743,0.457716,0.454565,0.514685,0.498970,0.466279,0.464171,0.523725,0.499156,0.516280,0.500483,0.459148,0.457582,0.505974,0.483577,0.516643,0.500713,0.470696,0.469966,0.536792,0.526382,0.508957,0.498034,0.465754,0.464067,0.541614,0.532292,0.501531,0.491108,0.478686,0.478874,0.552325,0.549208,0.501778,0.485876
1000,0.463302,0.472009,0.432008,0.433017,0.449034,0.435815,0.524318,0.500768,0.453815,0.447934,0.551904,0.511882,0.527048,0.501429,0.441301,0.438154,0.527002,0.482847,0.526153,0.500783,0.456294,0.454285,0.566168,0.550119,0.515856,0.496389,0.446696,0.443215,0.569938,0.553237,0.504190,0.487669,0.468377,0.468719,0.584715,0.580122,0.513269,0.483170
1200,0.458469,0.468616,0.416463,0.416421,0.458674,0.422652,0.535172,0.503244,0.447984,0.435273,0.581700,0.525492,0.537659,0.501546,0.428745,0.422597,0.552996,0.487694,0.536866,0.502100,0.444709,0.440913,0.595767,0.572225,0.523351,0.494800,0.431227,0.423846,0.598924,0.571823,0.509279,0.485183,0.459824,0.460130,0.618509,0.611543,0.529252,0.482132
1400,0.454233,0.465392,0.407609,0.404386,0.478137,0.416889,0.546560,0.505882,0.446357,0.424808,0.612827,0.539711,0.548037,0.501339,0.418217,0.407186,0.581705,0.494762,0.547831,0.503365,0.435158,0.428557,0.628292,0.597376,0.533075,0.493707,0.421209,0.407216,0.627264,0.583408,0.514893,0.483130,0.450373,0.450602,0.652816,0.641832,0.547343,0.481832
1600,0.450035,0.461822,0.401576,0.393630,0.501603,0.413555,0.555031,0.505895,0.449524,0.416779,0.645257,0.552511,0.560368,0.502448,0.414260,0.395859,0.612496,0.505773,0.559955,0.503937,0.428677,0.417407,0.661383,0.621696,0.544916,0.494329,0.416149,0.392962,0.657364,0.591811,0.523370,0.482274,0.442132,0.441416,0.687945,0.671485,0.567618,0.482144
1800,0.447549,0.459376,0.399101,0.384455,0.525793,0.414578,0.564579,0.507751,0.456792,0.411392,0.678951,0.565453,0.569190,0.500067,0.413293,0.384886,0.644466,0.516941,0.569990,0.504523,0.423346,0.406952,0.693976,0.642068,0.556634,0.495446,0.416430,0.379731,0.684443,0.592025,0.533068,0.482192,0.432661,0.430752,0.723167,0.699098,0.588329,0.482442
