step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498080,0.497973,0.498711,0.498734,0.498027,0.497927,0.499010,0.498903,0.500091,0.500136,0.501815,0.501512,0.499603,0.499639,0.499362,0.499649,0.502756,0.502763,0.500020,0.499893,0.499470,0.499798,0.502766,0.502791,0.499993,0.500003,0.499705,0.500050,0.502760,0.502754,0.500133,0.500074,0.500797,0.501040,0.502484,0.502383
400,0.490054,0.489573,0.495935,0.495823,0.489339,0.489194,0.497288,0.496452,0.496676,0.496752,0.504547,0.503566,0.499110,0.499076,0.494604,0.495390,0.513269,0.513154,0.501212,0.500462,0.492830,0.493506,0.512929,0.513025,0.500842,0.500884,0.499914,0.501170,0.512715,0.512666,0.500617,0.500791,0.503086,0.503534,0.511947,0.511433
600,0.476936,0.476222,0.488726,0.487517,0.476034,0.476125,0.492210,0.489965,0.492773,0.492592,0.504326,0.502601,0.499333,0.499773,0.504908,0.505192,0.529317,0.529116,0.499629,0.498786,0.497844,0.498149,0.528481,0.527862,0.502971,0.502849,0.512087,0.512399,0.527952,0.528432,0.501779,0.501897,0.514312,0.510732,0.526227,0.525873
800,0.459725,0.458733,0.469617,0.467543,0.458893,0.459261,0.487345,0.479580,0.486259,0.486062,0.498429,0.496104,0.502447,0.502653,0.515519,0.515161,0.545264,0.547487,0.502132,0.501155,0.504953,0.497606,0.545365,0.541602,0.502070,0.501585,0.510500,0.508579,0.543751,0.543217,0.500319,0.500500,0.508075,0.498262,0.538395,0.535515
1000,0.444085,0.442624,0.446870,0.444235,0.438471,0.438912,0.486043,0.469494,0.478171,0.477609,0.486884,0.483380,0.504594,0.504251,0.522838,0.521287,0.559157,0.564142,0.504772,0.504514,0.509692,0.492326,0.563685,0.552964,0.503591,0.502434,0.504562,0.502149,0.552903,0.547358,0.499857,0.500176,0.501340,0.489952,0.545382,0.538760
1200,0.426439,0.424460,0.426046,0.422834,0.419293,0.419574,0.487822,0.458001,0.471681,0.470641,0.475103,0.470554,0.505895,0.505642,0.526588,0.524062,0.570461,0.577456,0.505563,0.504964,0.512226,0.485018,0.581949,0.562461,0.506434,0.505468,0.497253,0.493309,0.560624,0.549416,0.502399,0.502620,0.491893,0.478475,0.552694,0.540652
