step,lambda,train_ce,imitation_mse,reg_mse,mse_b0,mse_b1,mse_b2,mse_b3,mse_b4,mse_b5,dense_bpb,swapin_bpb
200,0.01250,9.195637,0.001975,0.001975,0.000270,0.000273,0.000305,0.000326,0.000407,0.000394,2.578404,2.630091
400,0.02500,7.505123,0.000801,0.000801,0.000081,0.000089,0.000109,0.000133,0.000195,0.000194,2.129846,2.175463
600,0.03750,6.638067,0.001008,0.001008,0.000110,0.000103,0.000121,0.000136,0.000209,0.000328,1.972840,2.022408
800,0.05000,6.219947,0.001516,0.001516,0.000178,0.000141,0.000170,0.000184,0.000278,0.000564,1.874854,1.919319
1000,0.06250,5.914241,0.002221,0.002221,0.000261,0.000202,0.000251,0.000268,0.000399,0.000840,1.795048,1.836801
1200,0.07500,5.667338,0.003235,0.003235,0.000376,0.000308,0.000377,0.000402,0.000584,0.001188,1.729624,1.772655
1400,0.08750,5.460107,0.004717,0.004717,0.000539,0.000478,0.000576,0.000604,0.000859,0.001661,1.670793,1.717672
1600,0.10000,5.271731,0.006862,0.006862,0.000768,0.000717,0.000887,0.000899,0.001260,0.002332,1.610634,1.662907
1800,0.11250,5.051442,0.009416,0.009416,0.001011,0.000972,0.001273,0.001263,0.001762,0.003134,1.549990,1.607864
2000,0.12500,4.874567,0.011968,0.011968,0.001215,0.001194,0.001658,0.001652,0.002309,0.003940,1.502592,1.564822
2200,0.13750,4.740918,0.014627,0.014627,0.001415,0.001423,0.002064,0.002064,0.002884,0.004778,1.469571,1.534329
2400,0.15000,4.639542,0.017401,0.017401,0.001628,0.001641,0.002491,0.002511,0.003495,0.005635,1.440662,1.508193
2600,0.16250,4.547846,0.020403,0.020403,0.001849,0.001881,0.002958,0.002995,0.004194,0.006526,1.416340,1.489165
2800,0.17500,4.479476,0.023366,0.023366,0.002040,0.002106,0.003423,0.003494,0.004876,0.007428,1.399070,1.475394
3000,0.18750,4.425821,0.026189,0.026189,0.002222,0.002312,0.003878,0.003982,0.005538,0.008257,1.381385,1.460816
3200,0.20000,4.388470,0.029029,0.029029,0.002410,0.002539,0.004351,0.004485,0.006193,0.009051,1.366540,1.451239
3400,0.21250,4.337313,0.031751,0.031751,0.002575,0.002725,0.004786,0.004965,0.006823,0.009877,1.355781,1.442596
3600,0.22500,4.294146,0.034519,0.034519,0.002756,0.002959,0.005236,0.005441,0.007479,0.010649,1.344239,1.432783
3800,0.23750,4.278805,0.036825,0.036825,0.002888,0.003134,0.005608,0.005885,0.008044,0.011266,1.334808,1.424982
4000,0.25000,4.244757,0.038965,0.038965,0.003028,0.003303,0.005960,0.006278,0.008526,0.011871,1.327398,1.421220
4200,0.26250,4.206007,0.041114,0.041114,0.003152,0.003464,0.006315,0.006688,0.009040,0.012455,1.318062,1.414630
4400,0.27500,4.184583,0.042989,0.042989,0.003277,0.003653,0.006621,0.007040,0.009472,0.012926,1.311499,1.412246
4600,0.28750,4.172690,0.044596,0.044596,0.003390,0.003776,0.006905,0.007356,0.009853,0.013317,1.304257,1.408587
4800,0.30000,4.145830,0.045944,0.045944,0.003465,0.003906,0.007120,0.007609,0.010188,0.013655,1.298727,1.402874
5000,0.31250,4.132750,0.047072,0.047072,0.003508,0.003974,0.007335,0.007822,0.010461,0.013972,1.292801,1.399417
5200,0.32500,4.122067,0.048012,0.048012,0.003576,0.004057,0.007441,0.008017,0.010698,0.014223,1.286887,1.394757
