step,lambda,train_ce,imitation_mse,reg_mse,mse_b0,mse_b1,mse_b2,mse_b3,mse_b4,mse_b5,dense_bpb,swapin_bpb
5400,0.33750,4.122966,0.048734,0.048734,0.003648,0.004144,0.007590,0.008167,0.010848,0.014337,1.282738,1.391205
5600,0.35000,4.082108,0.049294,0.049294,0.003649,0.004208,0.007672,0.008311,0.010977,0.014477,1.277982,1.392989
5800,0.36250,4.058603,0.049669,0.049669,0.003677,0.004251,0.007735,0.008417,0.011073,0.014515,1.273659,1.387682
6000,0.37500,4.047300,0.050063,0.050063,0.003700,0.004303,0.007831,0.008488,0.011139,0.014602,1.269940,1.384350
6200,0.38750,4.036011,0.049774,0.049774,0.003677,0.004284,0.007771,0.008448,0.011094,0.014499,1.266369,1.382920
6400,0.40000,4.019444,0.049812,0.049812,0.003668,0.004300,0.007782,0.008490,0.011094,0.014478,1.261789,1.381063
6600,0.41250,4.006575,0.049607,0.049607,0.003665,0.004306,0.007787,0.008421,0.011024,0.014403,1.258630,1.380671
6800,0.42500,4.008164,0.049234,0.049234,0.003642,0.004295,0.007697,0.008390,0.010955,0.014255,1.255518,1.378268
7000,0.43750,3.979985,0.048852,0.048852,0.003609,0.004255,0.007640,0.008351,0.010879,0.014117,1.252197,1.375645
7200,0.45000,3.955957,0.048355,0.048355,0.003558,0.004224,0.007574,0.008265,0.010757,0.013977,1.249789,1.373520
7400,0.46250,3.959573,0.048005,0.048005,0.003550,0.004221,0.007508,0.008205,0.010659,0.013861,1.245898,1.374249
7600,0.47500,3.942777,0.047381,0.047381,0.003495,0.004166,0.007413,0.008105,0.010543,0.013659,1.243712,1.373184
7800,0.48750,3.925788,0.046814,0.046814,0.003439,0.004124,0.007327,0.008025,0.010390,0.013509,1.240679,1.370339
8000,0.50000,3.918229,0.046328,0.046328,0.003401,0.004092,0.007260,0.007937,0.010273,0.013366,1.238597,1.370494
8200,0.51250,3.915666,0.045733,0.045733,0.003352,0.004032,0.007173,0.007844,0.010149,0.013183,1.235357,1.369105
8400,0.52500,3.903234,0.044992,0.044992,0.003286,0.003994,0.007021,0.007727,0.009984,0.012980,1.231905,1.367587
8600,0.53750,3.888787,0.044236,0.044236,0.003215,0.003926,0.006918,0.007590,0.009787,0.012801,1.230960,1.366526
8800,0.55000,3.878077,0.043609,0.043609,0.003171,0.003876,0.006815,0.007477,0.009637,0.012632,1.228350,1.368908
9000,0.56250,3.884504,0.042861,0.042861,0.003098,0.003817,0.006691,0.007349,0.009502,0.012405,1.226256,1.365174
9200,0.57500,3.868642,0.041983,0.041983,0.003025,0.003742,0.006539,0.007200,0.009298,0.012179,1.224754,1.366314
9400,0.58750,3.852786,0.041338,0.041338,0.002966,0.003694,0.006446,0.007085,0.009137,0.012010,1.222290,1.364218
9600,0.60000,3.849881,0.040547,0.040547,0.002911,0.003618,0.006330,0.006927,0.008964,0.011796,1.221149,1.364433
9800,0.61250,3.854374,0.039805,0.039805,0.002859,0.003544,0.006209,0.006822,0.008803,0.011567,1.217115,1.361372
10000,0.62500,3.832926,0.039032,0.039032,0.002788,0.003498,0.006071,0.006686,0.008638,0.011350,1.215557,1.362152
10200,0.63750,3.829321,0.038326,0.038326,0.002720,0.003425,0.005973,0.006547,0.008476,0.011184,1.213942,1.364018
10400,0.65000,3.841951,0.037526,0.037526,0.002667,0.003351,0.005823,0.006411,0.008301,0.010973,1.212862,1.361857
10600,0.66250,3.845125,0.036771,0.036771,0.002611,0.003294,0.005711,0.006263,0.008143,0.010749,1.210087,1.362805
10800,0.67500,3.812171,0.036068,0.036068,0.002539,0.003228,0.005596,0.006158,0.007969,0.010578,1.208768,1.362128
11000,0.68750,3.787891,0.035369,0.035369,0.002482,0.003170,0.005477,0.006056,0.007829,0.010354,1.206637,1.361812
11200,0.70000,3.794016,0.034798,0.034798,0.002443,0.003134,0.005394,0.005943,0.007687,0.010197,1.205506,1.360879
11400,0.71250,3.793866,0.034046,0.034046,0.002384,0.003065,0.005272,0.005819,0.007531,0.009975,1.203910,1.359106
11600,0.72500,3.780461,0.033402,0.033402,0.002324,0.003000,0.005176,0.005702,0.007379,0.009820,1.202389,1.358950
11800,0.73750,3.777679,0.032730,0.032730,0.002270,0.002948,0.005095,0.005573,0.007217,0.009628,1.201306,1.358716
12000,0.75000,3.773774,0.032054,0.032054,0.002224,0.002879,0.004970,0.005466,0.007073,0.009443,1.199548,1.358786
12200,0.76250,3.757576,0.031506,0.031506,0.002183,0.002827,0.004869,0.005378,0.006944,0.009304,1.198936,1.359589
12400,0.77500,3.749538,0.030828,0.030828,0.002125,0.002769,0.004778,0.005258,0.006797,0.009101,1.197300,1.359698
12600,0.78750,3.746545,0.030267,0.030267,0.002081,0.002713,0.004676,0.005154,0.006681,0.008963,1.195586,1.358245
12800,0.80000,3.739318,0.029654,0.029654,0.002032,0.002659,0.004575,0.005053,0.006554,0.008782,1.194559,1.359104
13000,0.81250,3.735863,0.029050,0.029050,0.001988,0.002604,0.004488,0.004943,0.006421,0.008608,1.193742,1.357203
13200,0.82500,3.726748,0.028562,0.028562,0.001945,0.002558,0.004413,0.004856,0.006306,0.008484,1.192748,1.357389
13400,0.83750,3.731922,0.028076,0.028076,0.001906,0.002504,0.004334,0.004766,0.006209,0.008356,1.191405,1.358412
13600,0.85000,3.723675,0.027544,0.027544,0.001869,0.002468,0.004236,0.004685,0.006094,0.008192,1.190993,1.356591
13800,0.86250,3.713905,0.027098,0.027098,0.001831,0.002422,0.004167,0.004603,0.005989,0.008087,1.189524,1.358164
14000,0.87500,3.713464,0.026690,0.026690,0.001798,0.002391,0.004099,0.004532,0.005889,0.007981,1.188447,1.359204
14200,0.88750,3.717422,0.026274,0.026274,0.001766,0.002350,0.004044,0.004459,0.005803,0.007852,1.187832,1.357365
14400,0.90000,3.707287,0.025835,0.025835,0.001731,0.002314,0.003964,0.004384,0.005706,0.007737,1.187697,1.357667
14600,0.91250,3.695934,0.025418,0.025418,0.001696,0.002271,0.003914,0.004309,0.005602,0.007625,1.186914,1.358222
14800,0.92500,3.698618,0.025053,0.025053,0.001672,0.002243,0.003842,0.004230,0.005535,0.007531,1.186557,1.359069
15000,0.93750,3.703792,0.024677,0.024677,0.001648,0.002200,0.003789,0.004174,0.005454,0.007411,1.185671,1.357982
15200,0.95000,3.690405,0.024313,0.024313,0.001620,0.002177,0.003732,0.004114,0.005373,0.007297,1.185206,1.358344
15400,0.96250,3.699809,0.024055,0.024055,0.001603,0.002152,0.003700,0.004057,0.005301,0.007242,1.184809,1.359376
15600,0.97500,3.723790,0.023703,0.023703,0.001582,0.002111,0.003637,0.003994,0.005229,0.007149,1.184405,1.359061
15800,0.98750,3.710793,0.023417,0.023417,0.001560,0.002091,0.003588,0.003936,0.005172,0.007069,1.184097,1.359465
16000,1.00000,3.689665,0.023175,0.023175,0.001540,0.002071,0.003554,0.003900,0.005119,0.006992,1.183906,1.359456
