step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498361,0.498310,0.499197,0.499197,0.499216,0.499151,0.498540,0.498476,0.500101,0.500187,0.498701,0.498800,0.499528,0.499499,0.500228,0.500213,0.500312,0.500147,0.499084,0.499184,0.499241,0.499054,0.500211,0.500120,0.499709,0.499750,0.498720,0.498934,0.499278,0.499062,0.500245,0.500169,0.500033,0.500038,0.499405,0.499643,0.499634,0.499376,0.500277,0.500208,0.500041,0.500034,0.498680,0.498863,0.499127,0.498949,0.500235,0.500151
400,0.488764,0.488614,0.501409,0.501549,0.497789,0.497579,0.488315,0.488235,0.498772,0.498918,0.495929,0.496636,0.498896,0.500317,0.509773,0.509569,0.501253,0.500579,0.500206,0.500230,0.501543,0.501132,0.509102,0.508328,0.498785,0.499389,0.497304,0.498171,0.501922,0.502648,0.509546,0.509344,0.499799,0.499756,0.499533,0.500049,0.500493,0.500293,0.509152,0.508506,0.500847,0.500310,0.498618,0.499548,0.501673,0.501838,0.509437,0.508844
600,0.473137,0.472979,0.513683,0.514249,0.493999,0.493832,0.472657,0.472622,0.496173,0.496575,0.494375,0.495464,0.502532,0.502514,0.517557,0.516088,0.504352,0.503620,0.507067,0.506973,0.508359,0.504911,0.524692,0.522151,0.499429,0.500519,0.503341,0.502497,0.508050,0.506179,0.525541,0.524393,0.498115,0.498553,0.505026,0.504457,0.504949,0.502835,0.524872,0.523265,0.502116,0.501452,0.503380,0.502882,0.505040,0.503294,0.525009,0.523571
800,0.453812,0.453608,0.532179,0.533286,0.488003,0.488260,0.452152,0.452267,0.492569,0.492743,0.490489,0.492216,0.505441,0.503625,0.521784,0.518174,0.506683,0.506078,0.509602,0.510102,0.511461,0.506228,0.547748,0.537379,0.496080,0.498668,0.515580,0.507862,0.520558,0.510705,0.550028,0.543216,0.496745,0.497430,0.514382,0.507023,0.513468,0.504610,0.548161,0.541686,0.501662,0.501047,0.514571,0.498608,0.512385,0.501998,0.548724,0.543275
1000,0.431146,0.430852,0.551581,0.553212,0.477713,0.478401,0.430916,0.431230,0.487607,0.486649,0.485192,0.487729,0.507711,0.503742,0.524303,0.518579,0.506933,0.506618,0.511434,0.511946,0.514884,0.507267,0.570948,0.548203,0.496381,0.499155,0.531675,0.514976,0.538263,0.521769,0.578509,0.559879,0.493752,0.495373,0.528509,0.504819,0.526716,0.509444,0.576465,0.558477,0.500623,0.500930,0.528593,0.493060,0.528004,0.506710,0.576625,0.560979
1200,0.407038,0.406668,0.567912,0.569956,0.465226,0.465759,0.410425,0.411015,0.482830,0.479373,0.478901,0.482448,0.508724,0.502600,0.525725,0.518133,0.505562,0.505555,0.511531,0.511946,0.517896,0.507755,0.590529,0.556882,0.495048,0.498615,0.547792,0.520611,0.556239,0.532857,0.607458,0.573707,0.490822,0.493445,0.540839,0.499462,0.539915,0.516047,0.605630,0.574006,0.498022,0.498739,0.540895,0.486548,0.543067,0.513348,0.604762,0.575473
1400,0.384897,0.384416,0.584848,0.587213,0.451850,0.451561,0.391293,0.392058,0.478184,0.471444,0.472937,0.477391,0.508033,0.499868,0.525116,0.516154,0.506044,0.505821,0.512786,0.513126,0.521561,0.508545,0.612670,0.565095,0.494501,0.497791,0.563624,0.521796,0.571320,0.541967,0.637197,0.587861,0.487070,0.490362,0.555662,0.492227,0.557194,0.524857,0.633977,0.588813,0.499936,0.499271,0.553891,0.479873,0.559043,0.520898,0.630543,0.588311
1600,0.364701,0.364019,0.600738,0.603247,0.438104,0.436182,0.373102,0.373814,0.475798,0.463273,0.466129,0.471509,0.505779,0.495704,0.523925,0.513666,0.507625,0.507482,0.513007,0.513774,0.525631,0.509446,0.633415,0.571839,0.494182,0.498206,0.576407,0.521529,0.583864,0.549283,0.665912,0.601777,0.485950,0.489113,0.570156,0.483171,0.574757,0.533506,0.664649,0.611553,0.501023,0.501038,0.565627,0.471512,0.571204,0.526192,0.658960,0.605981
1800,0.346437,0.345407,0.611179,0.613803,0.425984,0.421400,0.356936,0.357389,0.474317,0.454813,0.458887,0.465107,0.502480,0.490127,0.520408,0.508979,0.507306,0.507008,0.512379,0.513274,0.528202,0.509557,0.647545,0.576865,0.494368,0.498289,0.593074,0.520286,0.596906,0.555554,0.695005,0.619432,0.487196,0.491430,0.581370,0.476830,0.589915,0.541364,0.690080,0.626889,0.504007,0.504020,0.574212,0.463116,0.582061,0.530258,0.677158,0.617679
