step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
2000,0.330883,0.329188,0.623025,0.625716,0.415152,0.407139,0.341918,0.341871,0.475399,0.446390,0.451290,0.458305,0.499537,0.484409,0.517113,0.504525,0.508032,0.507544,0.512560,0.513854,0.530775,0.509602,0.660485,0.581321,0.493562,0.497591,0.605116,0.519159,0.612621,0.562589,0.720482,0.634677,0.486147,0.490212,0.590917,0.471425,0.603259,0.546710,0.712017,0.636585,0.501675,0.502158,0.584892,0.456585,0.591008,0.533492,0.691549,0.626258
2200,0.317762,0.314987,0.630547,0.633259,0.407156,0.394797,0.328270,0.327465,0.477621,0.436589,0.444069,0.451937,0.495946,0.478528,0.512892,0.499503,0.507773,0.507067,0.511470,0.512736,0.533143,0.509296,0.670139,0.584586,0.493475,0.497885,0.618810,0.519087,0.627139,0.568745,0.735740,0.642541,0.486794,0.490829,0.602487,0.465030,0.619485,0.553310,0.729750,0.645124,0.499512,0.500214,0.595871,0.450714,0.597983,0.534689,0.700040,0.631844
2400,0.308027,0.303596,0.639015,0.641717,0.400562,0.382703,0.316513,0.314394,0.481923,0.429689,0.437585,0.446151,0.494237,0.474023,0.508393,0.494170,0.507406,0.506477,0.511006,0.512422,0.534477,0.508595,0.677801,0.587303,0.494309,0.498058,0.627930,0.519670,0.637805,0.572520,0.747098,0.648233,0.488385,0.492692,0.613202,0.459870,0.636491,0.561257,0.739273,0.649131,0.498447,0.498836,0.608718,0.448236,0.600202,0.534741,0.703878,0.634383
2600,0.300761,0.294432,0.646008,0.648625,0.396500,0.371429,0.305918,0.301936,0.489555,0.423336,0.430877,0.439931,0.492030,0.468900,0.503084,0.487844,0.508074,0.506876,0.511293,0.512640,0.537248,0.508824,0.686901,0.590383,0.492876,0.496809,0.638197,0.519137,0.648853,0.575935,0.757179,0.653549,0.489721,0.493447,0.625129,0.452550,0.652498,0.568031,0.744985,0.651489,0.498848,0.499034,0.619238,0.446461,0.601670,0.534651,0.706967,0.636449
2800,0.294726,0.286198,0.652503,0.655066,0.395130,0.361221,0.297017,0.290577,0.498382,0.416970,0.424338,0.433959,0.491152,0.464977,0.498411,0.482245,0.505799,0.504375,0.510146,0.511593,0.537592,0.508314,0.696309,0.593830,0.493519,0.498261,0.651180,0.518583,0.660324,0.578682,0.766997,0.658916,0.490231,0.494502,0.635469,0.446714,0.668915,0.574603,0.749646,0.653426,0.498914,0.499216,0.628664,0.444582,0.602769,0.534398,0.709981,0.638492
3000,0.290021,0.279376,0.659378,0.661872,0.397086,0.353614,0.289977,0.280422,0.507783,0.411892,0.418691,0.428781,0.490692,0.461563,0.493355,0.476457,0.503773,0.502148,0.509100,0.510599,0.538292,0.507644,0.707004,0.597641,0.492744,0.497534,0.662026,0.517216,0.669539,0.580536,0.777748,0.665279,0.492163,0.495414,0.645112,0.441430,0.685177,0.579938,0.753254,0.654902,0.498924,0.498881,0.635054,0.442920,0.603740,0.534230,0.712414,0.640163
3200,0.286635,0.273787,0.665507,0.667939,0.400078,0.346846,0.285193,0.271631,0.519761,0.408139,0.413669,0.424026,0.490167,0.457853,0.488761,0.471155,0.502697,0.500776,0.508340,0.509864,0.537743,0.506689,0.717057,0.601403,0.492590,0.497974,0.668171,0.516501,0.675964,0.581579,0.785866,0.670251,0.492373,0.494760,0.651224,0.435342,0.699865,0.586686,0.756265,0.656134,0.498768,0.499026,0.642086,0.441658,0.604645,0.534186,0.714216,0.641418
3400,0.284627,0.269430,0.669991,0.672328,0.405714,0.340465,0.283498,0.264005,0.532136,0.403424,0.408392,0.418995,0.490088,0.454076,0.483722,0.465322,0.501657,0.499560,0.506909,0.508630,0.537693,0.505999,0.724654,0.604304,0.492835,0.498330,0.676263,0.515163,0.679696,0.581827,0.793774,0.675245,0.492348,0.495385,0.655875,0.430794,0.711818,0.590880,0.759009,0.657319,0.497599,0.498108,0.647897,0.440641,0.605159,0.534033,0.715795,0.642563
3600,0.283502,0.266227,0.674536,0.676728,0.412032,0.334995,0.283876,0.257100,0.544162,0.399665,0.404123,0.414698,0.491164,0.450969,0.478877,0.459697,0.500580,0.498236,0.505294,0.507143,0.536598,0.505109,0.732705,0.607778,0.491830,0.497413,0.681252,0.514147,0.681775,0.581306,0.800082,0.679267,0.493523,0.496604,0.657075,0.427584,0.724361,0.594796,0.761452,0.658316,0.496485,0.497196,0.652874,0.439674,0.605993,0.534077,0.717066,0.643466
3800,0.281960,0.262818,0.678725,0.680867,0.418872,0.330454,0.285652,0.251328,0.555965,0.395891,0.399653,0.410155,0.491565,0.447770,0.474437,0.454563,0.499278,0.496524,0.504172,0.506090,0.536340,0.504352,0.738594,0.610159,0.492674,0.498201,0.682668,0.512081,0.681764,0.579601,0.806339,0.683516,0.492729,0.495621,0.656659,0.424380,0.736073,0.598263,0.763450,0.659221,0.496994,0.496880,0.656247,0.438723,0.606514,0.533965,0.718262,0.644358
4000,0.280847,0.259856,0.681940,0.684039,0.426139,0.326774,0.288845,0.246717,0.568193,0.392951,0.395969,0.406623,0.492069,0.445164,0.469932,0.449387,0.498071,0.495087,0.502577,0.504575,0.535732,0.503471,0.743054,0.612229,0.491726,0.497120,0.683347,0.511016,0.681355,0.578601,0.810222,0.686138,0.493915,0.496863,0.656610,0.422636,0.746585,0.601864,0.765103,0.659936,0.497491,0.498079,0.659644,0.437881,0.607087,0.533943,0.719262,0.645103
4200,0.280566,0.257790,0.683839,0.685875,0.432766,0.323239,0.292681,0.242860,0.579110,0.390447,0.392446,0.403146,0.492454,0.442461,0.465882,0.444795,0.496772,0.493542,0.501284,0.503352,0.534741,0.502556,0.747696,0.614180,0.490446,0.496388,0.683753,0.510240,0.681095,0.578016,0.812745,0.687827,0.494902,0.497505,0.656535,0.421286,0.755565,0.604153,0.766500,0.660520,0.495458,0.495288,0.663685,0.437188,0.607653,0.533960,0.720082,0.645714
4400,0.279936,0.255604,0.686458,0.688464,0.441077,0.320381,0.297993,0.239991,0.590424,0.387754,0.389609,0.400038,0.493710,0.440179,0.461900,0.440112,0.496267,0.492574,0.499563,0.501703,0.532580,0.501269,0.750890,0.616028,0.492101,0.498132,0.684056,0.509770,0.680734,0.577407,0.814996,0.689336,0.495808,0.497701,0.655584,0.419291,0.764958,0.605718,0.767856,0.661077,0.496069,0.496401,0.666087,0.436563,0.608257,0.533981,0.720867,0.646296
4600,0.279905,0.254138,0.688317,0.690214,0.448682,0.318074,0.303080,0.237059,0.602347,0.386168,0.387223,0.397404,0.494846,0.437812,0.458133,0.435883,0.496160,0.492116,0.498211,0.500474,0.531310,0.500462,0.755520,0.618483,0.493248,0.499316,0.684479,0.509203,0.680411,0.576793,0.817443,0.690974,0.495741,0.497355,0.652935,0.416392,0.773451,0.607793,0.769106,0.661559,0.497411,0.497539,0.668444,0.436148,0.608998,0.534082,0.721575,0.646807
4800,0.279432,0.252487,0.689996,0.691805,0.454984,0.315567,0.307584,0.234975,0.613376,0.384146,0.385084,0.394970,0.495836,0.435737,0.455087,0.432407,0.495414,0.491187,0.496684,0.499015,0.529372,0.499163,0.758868,0.620774,0.493339,0.499653,0.684262,0.508621,0.679970,0.576210,0.819390,0.692305,0.496459,0.497935,0.650557,0.413970,0.779954,0.608854,0.770173,0.662028,0.497602,0.497894,0.670502,0.435546,0.609483,0.534082,0.722266,0.647332
5000,0.279336,0.251243,0.691786,0.693564,0.460842,0.313243,0.312108,0.233333,0.623436,0.381351,0.382743,0.392286,0.497059,0.434443,0.452019,0.428958,0.494833,0.490369,0.495039,0.497474,0.526596,0.497507,0.761977,0.622701,0.493058,0.499778,0.683926,0.508077,0.679554,0.575750,0.821000,0.693406,0.495208,0.498234,0.649124,0.412012,0.785699,0.609929,0.771166,0.662468,0.497823,0.497525,0.672991,0.435160,0.609982,0.534092,0.722902,0.647825
5200,0.278993,0.249969,0.692438,0.694208,0.466897,0.311246,0.316584,0.232242,0.633667,0.379523,0.380883,0.390216,0.497624,0.432935,0.449018,0.425636,0.494209,0.489561,0.493615,0.496108,0.523732,0.495465,0.762031,0.622911,0.492538,0.499262,0.683501,0.507654,0.679167,0.575381,0.822187,0.694233,0.494970,0.497823,0.648431,0.411131,0.789632,0.610660,0.772035,0.662905,0.498682,0.498264,0.674473,0.434747,0.610253,0.534017,0.723483,0.648295
5400,0.278753,0.248814,0.694739,0.696494,0.472419,0.309452,0.321070,0.231426,0.642891,0.378478,0.379667,0.388648,0.498547,0.431413,0.446103,0.422323,0.493406,0.488603,0.491994,0.494523,0.521688,0.494031,0.762100,0.623120,0.492999,0.499750,0.683347,0.507491,0.679053,0.575185,0.823019,0.694779,0.493605,0.497441,0.647416,0.409953,0.793644,0.611502,0.772565,0.663105,0.498866,0.497952,0.675663,0.434537,0.610684,0.534084,0.723776,0.648516
5600,0.278777,0.248038,0.695574,0.697339,0.476944,0.307694,0.325293,0.231026,0.650844,0.377088,0.378617,0.387219,0.499589,0.430210,0.443535,0.419440,0.492965,0.488003,0.490729,0.493339,0.518911,0.491966,0.760951,0.622387,0.492997,0.499557,0.682997,0.507171,0.678768,0.574875,0.824034,0.695481,0.493879,0.498116,0.646679,0.409153,0.796976,0.612068,0.773147,0.663387,0.499323,0.498332,0.676626,0.434158,0.610928,0.534060,0.724147,0.648814
5800,0.278600,0.247124,0.696174,0.697910,0.481065,0.306572,0.328818,0.230476,0.658155,0.376092,0.377800,0.386041,0.500330,0.429174,0.441527,0.417161,0.492981,0.487765,0.489534,0.492177,0.516641,0.490018,0.760561,0.622220,0.493279,0.499899,0.683003,0.507099,0.678585,0.574692,0.824820,0.696009,0.493419,0.497882,0.646295,0.408631,0.799447,0.612546,0.773579,0.663555,0.499433,0.498037,0.678142,0.433912,0.611269,0.534132,0.724394,0.649006
6000,0.278514,0.246353,0.696017,0.697730,0.484807,0.305229,0.332330,0.230121,0.664918,0.375330,0.377242,0.385113,0.501236,0.428379,0.439562,0.414956,0.492417,0.486993,0.488352,0.491059,0.514008,0.487891,0.758842,0.620871,0.493934,0.500678,0.682880,0.506948,0.678388,0.574488,0.825478,0.696473,0.493532,0.497676,0.645882,0.408018,0.802114,0.613349,0.774025,0.663772,0.499915,0.498094,0.678971,0.433647,0.611503,0.534137,0.724654,0.649220
6200,0.278280,0.245576,0.696413,0.698102,0.488315,0.303947,0.335447,0.229813,0.670905,0.374558,0.376615,0.384132,0.501836,0.427409,0.437771,0.412939,0.492166,0.486525,0.487375,0.490142,0.512735,0.486543,0.757204,0.619638,0.494524,0.501368,0.682850,0.506893,0.678231,0.574332,0.825973,0.696819,0.493526,0.497982,0.645017,0.407280,0.804236,0.613918,0.774340,0.663909,0.499397,0.497627,0.679582,0.433389,0.611769,0.534168,0.724833,0.649366
6400,0.278030,0.244840,0.696907,0.698579,0.491984,0.302793,0.338635,0.229757,0.676846,0.373862,0.376524,0.383636,0.502871,0.426620,0.436058,0.410989,0.491843,0.486103,0.486308,0.489103,0.511185,0.485108,0.754979,0.617743,0.494732,0.501661,0.682808,0.506816,0.678131,0.574210,0.826401,0.697109,0.494123,0.498872,0.644292,0.406614,0.805843,0.614061,0.774598,0.664029,0.498902,0.497765,0.679967,0.433245,0.611970,0.534181,0.724984,0.649490
6600,0.277866,0.244286,0.697230,0.698884,0.495129,0.301985,0.341295,0.229678,0.681851,0.373152,0.376218,0.383003,0.503601,0.425949,0.434338,0.409077,0.491684,0.485810,0.485525,0.488347,0.509727,0.483561,0.753123,0.615854,0.494468,0.501378,0.682696,0.506710,0.678018,0.574067,0.826805,0.697396,0.494471,0.499199,0.643727,0.406143,0.806856,0.614035,0.774805,0.664129,0.499326,0.497974,0.680164,0.433068,0.612125,0.534189,0.725111,0.649593
6800,0.277875,0.243938,0.697473,0.699113,0.497520,0.301052,0.343955,0.229769,0.686187,0.372754,0.376215,0.382621,0.504584,0.425307,0.432875,0.407443,0.491612,0.485582,0.484726,0.487590,0.509063,0.482602,0.751067,0.613717,0.494479,0.501450,0.682724,0.506707,0.677967,0.573998,0.827072,0.697574,0.495075,0.499519,0.643395,0.405801,0.808133,0.614161,0.774942,0.664177,0.498718,0.497871,0.680463,0.433002,0.612301,0.534229,0.725172,0.649641
7000,0.277586,0.243376,0.697566,0.699207,0.499745,0.300154,0.346343,0.229899,0.689955,0.372076,0.376138,0.382202,0.505257,0.424671,0.431349,0.405743,0.491550,0.485375,0.483883,0.486835,0.508137,0.481491,0.748971,0.611507,0.493985,0.501072,0.682587,0.506575,0.677869,0.573886,0.827383,0.697795,0.495231,0.499614,0.642927,0.405376,0.809300,0.614213,0.775104,0.664259,0.498728,0.498127,0.680540,0.432875,0.612431,0.534226,0.725267,0.649719
7200,0.277576,0.243062,0.698073,0.699705,0.501821,0.299524,0.348449,0.230046,0.693684,0.371735,0.376196,0.381878,0.505791,0.424086,0.430198,0.404415,0.491639,0.485326,0.483338,0.486334,0.507621,0.480738,0.747301,0.609743,0.493875,0.501057,0.682674,0.506617,0.677885,0.573884,0.827509,0.697867,0.495092,0.499536,0.642723,0.405155,0.810141,0.614184,0.775141,0.664243,0.498690,0.497988,0.680763,0.432802,0.612585,0.534282,0.725259,0.649707
7400,0.277631,0.242857,0.697785,0.699408,0.503664,0.298928,0.350246,0.230054,0.696782,0.371165,0.376248,0.381606,0.506447,0.423565,0.428994,0.403050,0.491488,0.485065,0.482915,0.485923,0.507217,0.480155,0.745576,0.607987,0.493636,0.500832,0.682505,0.506462,0.677721,0.573723,0.827862,0.698133,0.495201,0.499377,0.641921,0.404576,0.810936,0.613987,0.775379,0.664400,0.498499,0.498081,0.680750,0.432623,0.612603,0.534211,0.725429,0.649854
7600,0.277601,0.242584,0.697950,0.699570,0.505387,0.298210,0.352179,0.230330,0.700103,0.370968,0.376318,0.381405,0.506902,0.423010,0.427784,0.401682,0.491351,0.484801,0.482337,0.485382,0.506594,0.479323,0.743839,0.606132,0.493389,0.500617,0.682507,0.506407,0.677679,0.573668,0.828035,0.698252,0.495161,0.499296,0.641281,0.404104,0.811587,0.613707,0.775464,0.664438,0.498140,0.497800,0.680772,0.432495,0.612716,0.534217,0.725476,0.649891
7800,0.277535,0.242291,0.698318,0.699937,0.507024,0.297715,0.353883,0.230484,0.702774,0.370446,0.376347,0.381160,0.507404,0.422628,0.426856,0.400620,0.491143,0.484515,0.481734,0.484800,0.506462,0.478878,0.742227,0.604401,0.493434,0.500722,0.682555,0.506422,0.677657,0.573628,0.828164,0.698339,0.494806,0.499052,0.641046,0.403907,0.812230,0.613639,0.775506,0.664443,0.497958,0.497764,0.680917,0.432467,0.612862,0.534251,0.725485,0.649898
8000,0.277491,0.242047,0.698277,0.699885,0.508497,0.297170,0.355655,0.230711,0.705666,0.370094,0.376439,0.380993,0.508020,0.422166,0.425914,0.399491,0.491090,0.484318,0.481200,0.484316,0.506105,0.478193,0.740639,0.602787,0.493460,0.500739,0.682575,0.506428,0.677649,0.573600,0.828286,0.698420,0.494758,0.498879,0.640552,0.403553,0.812663,0.613388,0.775560,0.664459,0.497857,0.497695,0.681008,0.432416,0.612975,0.534268,0.725507,0.649914
