step,train_loss,val_loss,val_loss_hard
0,5.549316,5.549202,5.549202
1000,3.278274,3.202083,3.202083
2000,2.781037,2.742210,2.742210
3000,2.543102,2.528976,2.528976
4000,2.438371,2.426817,2.426817
5000,2.360839,2.355350,2.355350
6000,2.294972,2.289156,2.289156
7000,2.239604,2.232526,2.232526
8000,2.185750,2.178532,2.178532
9000,2.137758,2.130739,2.130739
10000,2.094436,2.087249,2.087249
11000,2.054317,2.051151,2.051151
12000,2.029171,2.021711,2.021711
13000,2.002234,1.995988,1.995988
14000,1.979877,1.976195,1.976195
15000,1.961959,1.954601,1.954601
16000,1.940688,1.941119,1.941119
17000,1.924864,1.923348,1.923348
18000,1.914767,1.907650,1.907650
19000,1.899336,1.898211,1.898211
20000,1.888873,1.885590,1.885590
21000,1.878630,1.874604,1.874604
22000,1.868762,1.865203,1.865203
23000,1.863250,1.857472,1.857472
24000,1.854375,1.852110,1.852110
25000,1.852588,1.846387,1.846387
26000,1.836458,1.835004,1.835004
27000,1.835980,1.830722,1.830722
28000,1.826060,1.819500,1.819500
29000,1.825413,1.821424,1.821424
30000,1.812405,1.815321,1.815321
31000,1.813620,1.810506,1.810506
32000,1.807522,1.808747,1.808747
33000,1.804846,1.801877,1.801877
34000,1.802571,1.799028,1.799028
35000,1.792680,1.796810,1.796810
36000,1.795235,1.791518,1.791518
37000,1.799407,1.791445,1.791445
38000,1.788508,1.785979,1.785979
39000,1.785901,1.784216,1.784216
40000,1.782118,1.783411,1.783411
41000,1.778855,1.783566,1.783566
42000,1.778315,1.780875,1.780875
43000,1.779583,1.777975,1.777975
44000,1.780382,1.775832,1.775832
45000,1.774654,1.772846,1.772846
46000,1.775834,1.774773,1.774773
47000,1.769855,1.772002,1.772002
48000,1.774068,1.773933,1.773933
49000,1.768852,1.768475,1.768475
