#{"t_start": 1786026031.3473415, "env_id": "Walker2d-v5"}
r,l,t
3959.198214,1000,1729.497858
3958.109944,1000,1736.804952
3884.531509,1000,1744.048832
3928.601433,1000,1751.245242
3855.151507,1000,1758.453498
3939.720056,1000,1765.726933
3908.653078,1000,1779.778734
3847.96335,1000,1787.000059
2127.266471,585,1791.25107
2639.648686,709,1796.431408
3954.386711,1000,1803.843236
3848.478145,1000,1811.185086
3904.414153,1000,1818.463194
4026.279908,1000,1825.820062
4029.513925,1000,1833.184464
3879.887074,1000,1840.525053
3790.001574,1000,1847.819312
3924.005269,1000,1855.114115
3282.626321,852,1861.331948
3779.504447,1000,1868.647018
4096.365472,1000,1875.886541
2837.148658,735,1881.216029
2542.034602,683,1886.184966
3847.509306,1000,1893.503627
3938.59981,1000,1900.769429
3935.482474,1000,1908.137641
3926.90265,1000,1915.415946
3946.188846,1000,1922.791303
112.300855,74,1923.337573
3942.914338,1000,1930.760988
3976.207578,1000,1938.140899
3131.469973,792,1943.970309
3841.191778,953,1950.848348
4117.158304,1000,1958.113093
3846.698267,1000,1972.218447
3910.487984,1000,1979.515637
3845.911735,952,1986.594823
4107.064311,1000,1993.945235
4036.313273,1000,2001.167387
4021.065622,1000,2008.357028
3920.676248,1000,2015.60458
3779.082972,966,2022.593631
2402.174137,620,2027.046488
4206.806061,1000,2034.284458
3873.403737,1000,2041.517565
3585.501897,882,2047.887415
3844.541013,1000,2055.043521
4212.921507,1000,2062.257303
2428.057281,637,2066.821168
3961.536791,1000,2074.026943
129.51181,82,2074.626235
3674.17282,1000,2081.9044
3964.836355,1000,2089.181237
2320.519637,624,2093.675814
257.661311,222,2095.300958
995.684423,292,2097.422978
3837.6949,1000,2104.710917
4018.334452,1000,2112.016096
2830.095506,699,2117.086241
3451.952362,849,2123.249245
4078.82626,1000,2130.54804
3866.307716,1000,2137.85389
3290.5015,828,2143.89515
3786.76269,1000,2157.598715
3571.692964,885,2164.053475
185.730393,97,2164.760648
3901.147644,1000,2172.076354
4161.871453,1000,2179.355684
134.036295,86,2179.978854
3046.991967,883,2186.40382
183.952966,106,2187.174913
3639.158749,1000,2194.470711
3899.949653,1000,2201.776553
3938.830705,1000,2209.091394
202.658975,106,2209.862299
4004.050499,1000,2217.100444
190.833731,109,2217.889662
4123.619738,1000,2225.179291
164.39393,95,2225.86856
143.980934,98,2226.584327
4161.98403,1000,2233.928297
211.633814,100,2234.655718
106.481926,75,2235.197814
3947.505349,1000,2242.467024
3907.420253,1000,2249.703982
4182.511298,1000,2257.00933
2343.897505,611,2261.447731
3929.342329,1000,2268.667248
4105.00543,1000,2275.841679
4076.147404,1000,2283.044446
4163.866465,1000,2290.313175
3892.304556,1000,2297.554724
4138.304315,1000,2304.808043
131.661444,79,2305.373468
4139.642406,1000,2312.591798
91.276462,88,2313.232148
4181.107224,1000,2320.502666
2765.503005,710,2325.72366
116.54478,76,2326.279588
4056.933,1000,2333.590979
4064.496958,1000,2343.180824
4138.629231,1000,2350.443892
4132.736224,1000,2357.708556
4069.972582,1000,2364.933127
4000.692361,1000,2372.171827
3764.288623,980,2379.328892
2641.414572,690,2384.374454
3920.197078,1000,2391.681104
4023.479551,1000,2398.964582
4041.311047,1000,2406.240106
3935.340672,1000,2413.5127
4096.393962,1000,2420.822125
4056.634778,1000,2428.097498
3937.684729,1000,2435.354549
4076.390132,1000,2442.588415
152.203888,90,2443.241299
4146.365785,1000,2450.565668
4150.658613,1000,2457.917511
4091.079961,1000,2465.196957
117.261225,74,2465.738165
3925.425216,1000,2473.103475
109.957495,80,2473.68179
151.05582,94,2474.359963
3962.787749,1000,2481.696387
125.800882,77,2482.253837
223.779126,113,2483.073184
119.603002,73,2483.59909
121.311099,75,2484.14696
4157.660702,1000,2491.392429
4118.018571,1000,2498.716064
114.413495,78,2499.285497
4011.749291,1000,2506.649926
4156.068048,1000,2514.288428
4058.077822,1000,2521.848912
2831.921509,710,2532.704756
120.039985,76,2533.278532
3550.014061,1000,2540.826525
4039.128379,1000,2548.06669
121.065734,81,2548.648677
4007.927131,1000,2555.845836
2990.038068,770,2561.387037
4030.472832,958,2568.293365
2478.155013,620,2572.776613
127.879222,79,2573.349766
4184.644134,995,2580.497477
339.238207,139,2581.493179
117.490369,68,2581.983621
4097.427187,1000,2589.200905
3908.603423,1000,2596.42707
4072.506429,1000,2603.68811
108.084222,76,2604.234724
205.148548,116,2605.068374
105.058133,65,2605.533626
3994.444921,1000,2612.718091
3944.595779,1000,2619.969953
2019.425908,552,2624.008856
151.755693,85,2624.629731
144.680712,85,2625.248008
158.305962,106,2626.027707
4050.453043,1000,2633.360508
4094.137417,1000,2640.64494
132.731243,83,2641.252116
3844.217617,1000,2648.537215
4010.879386,1000,2655.831316
3948.685205,1000,2663.146399
4036.758982,1000,2670.444165
3818.928093,1000,2677.755052
3831.539707,1000,2685.083599
4139.815341,1000,2692.464319
4010.669645,1000,2699.855485
4153.322442,1000,2707.176117
3849.542807,1000,2721.188324
4055.610554,1000,2728.545212
120.794013,87,2729.18462
4108.778653,1000,2736.523555
4168.417083,1000,2743.82539
4068.284358,1000,2751.133037
106.653057,92,2751.805002
3915.959347,1000,2759.1131
102.470806,82,2759.708728
3999.185936,1000,2766.986183
2853.871936,737,2772.321583
143.811151,83,2772.922538
88.453542,74,2773.459074
4078.102293,1000,2780.87993
149.61658,95,2781.60983
135.152841,91,2782.309456
148.741613,87,2782.980964
4072.458377,1000,2790.673604
148.115903,86,2791.327459
82.806739,77,2791.890479
4188.729024,1000,2799.25858
3967.06066,1000,2806.564659
4216.9919,1000,2813.916919
3429.094242,857,2820.225712
2734.53323,700,2825.33861
18.951801,26,2825.528797
113.494678,79,2826.101297
3092.638614,780,2831.759469
4060.474533,1000,2838.918271
3764.536734,1000,2846.129318
4109.130427,1000,2853.383852
4154.32694,1000,2860.60237
51.650154,53,2860.985692
3946.133895,1000,2868.260768
4178.740247,1000,2875.560097
3925.798607,1000,2882.940175
4045.287855,1000,2890.299743
4203.357894,1000,2897.562176
4152.870592,1000,2911.690182
4166.322089,1000,2918.932708
4092.813622,1000,2926.129097
3856.829592,1000,2933.370297
4173.897476,1000,2940.61409
3968.518329,1000,2947.905928
4088.372866,1000,2955.131218
4153.700607,1000,2962.350714
4014.600274,1000,2969.544451
4127.438838,1000,2976.79392
2586.367023,665,2981.602218
4105.275113,1000,2988.805673
3873.656727,1000,2995.985132
4223.440682,1000,3003.248724
4118.886766,1000,3010.47692
4145.787538,1000,3017.727201
4226.258629,1000,3024.96741
3963.20733,1000,3032.232014
4085.02672,1000,3039.526443
4002.806708,1000,3046.776693
4174.009282,1000,3054.028897
4186.706962,1000,3061.29909
4182.716465,1000,3068.571484
4192.027808,1000,3075.822397
4167.960886,1000,3083.136018
4039.460982,1000,3094.157348
4140.120048,1000,3101.470691
106.13349,75,3102.01783
4215.622298,1000,3109.315084
3888.647774,1000,3116.587896
199.398355,99,3117.311412
3924.866002,952,3124.255381
118.378698,83,3124.863415
3999.927968,1000,3132.24611
103.134238,66,3132.728636
4087.215724,1000,3140.044305
295.842403,119,3140.917445
2280.690784,574,3145.131729
3945.330761,1000,3152.429246
273.256855,116,3153.271606
4087.411314,1000,3160.547619
112.981398,89,3161.195033
4346.938121,1000,3168.415247
4354.859508,1000,3175.69366
129.620147,80,3176.278389
4321.249257,1000,3183.596861
4211.789748,1000,3190.923348
4353.922063,1000,3198.171979
1707.064825,449,3201.41465
4295.985149,1000,3208.728533
4280.256524,1000,3215.972661
4223.304904,1000,3223.204348
4206.825803,1000,3230.534508
2684.961105,673,3235.359994
4169.552613,1000,3242.607444
3650.934669,1000,3249.904052
307.20676,125,3250.817158
3031.295165,737,3256.157563
4217.17827,1000,3263.333235
148.178556,87,3263.950748
4270.350545,1000,3271.118677
118.066481,77,3271.673358
4167.061546,1000,3285.903934
4329.718156,1000,3293.128654
134.008869,77,3293.679778
13.130674,28,3293.877921
4254.94583,1000,3301.043975
4330.80055,1000,3308.502469
3276.410191,805,3314.697328
4280.522706,1000,3322.353892
4326.80469,1000,3330.008675
139.842904,89,3330.691599
4271.321108,1000,3338.342263
4298.311922,1000,3345.553489
4130.139781,1000,3352.911183
4241.440383,1000,3360.42712
4427.350887,1000,3368.078269
4316.312991,1000,3375.761749
4103.713724,1000,3383.366083
4303.051933,1000,3390.652519
4400.832789,1000,3398.244366
4321.328203,1000,3405.672136
4213.950477,1000,3412.981889
4203.200354,1000,3420.288596
3829.711545,897,3426.888906
4209.484855,1000,3434.159977
2378.937137,587,3438.410038
4417.41153,1000,3445.620638
4328.604509,1000,3452.850401
4366.022415,1000,3460.071342
4285.290391,1000,3473.729044
3316.273092,797,3479.498408
4034.608807,1000,3486.785375
123.904884,71,3487.307499
4319.898544,1000,3494.652778
2305.559012,582,3498.925088
4123.810332,1000,3506.233653
4292.879974,1000,3513.520319
4309.148945,1000,3520.841429
4334.848157,1000,3528.181362
4332.872363,1000,3535.426882
2799.724231,695,3540.428682
221.715888,103,3541.174501
4344.673911,1000,3548.459269
4370.699483,1000,3555.718381
4328.885813,1000,3563.032021
4365.437069,1000,3570.306129
4110.113135,1000,3577.579159
4182.547121,1000,3584.915811
172.529214,115,3585.742501
4182.368914,1000,3593.00035
4223.597235,1000,3600.228043
4505.16024,1000,3607.50424
4153.010925,1000,3614.835277
187.614374,105,3615.60163
4410.968203,1000,3622.978032
323.216505,126,3623.899345
4093.033849,1000,3631.208775
4372.609467,1000,3638.43154
4314.902801,1000,3645.740764
4217.067476,1000,3653.068786
4188.832116,1000,3664.41064
4369.462598,1000,3671.686503
4251.872059,1000,3678.97875
4360.670405,1000,3686.318087
4200.16605,1000,3693.598088
4430.931617,1000,3701.037058
4302.174198,1000,3708.763125
174.287859,80,3709.385938
4362.885994,1000,3716.78603
4114.312096,1000,3724.038075
4227.438355,1000,3731.28941
221.323923,102,3732.033367
4422.593268,1000,3739.28922
4466.343405,1000,3746.635605
4381.175964,1000,3753.90983
4275.795856,1000,3761.177959
4270.259701,1000,3768.488554
4237.919247,1000,3775.802551
4318.077723,1000,3783.114083
4387.041872,1000,3790.336614
4340.288874,1000,3797.594704
4294.626101,1000,3804.878634
4327.298932,1000,3812.412111
4443.365082,1000,3819.63623
4410.279118,1000,3826.892213
4184.469765,1000,3834.266318
2820.488935,716,3839.481055
4287.008042,1000,3853.584131
4358.291798,1000,3860.858053
4246.100654,1000,3868.18666
4429.866708,1000,3875.487245
4393.071647,1000,3882.813186
4318.709451,1000,3890.03276
4226.583739,1000,3897.263804
4421.828897,1000,3904.639181
4399.701708,1000,3911.961289
4343.354216,1000,3919.20276
4308.874476,1000,3926.554609
4363.63498,1000,3933.933059
4469.165203,1000,3941.282927
4231.991799,1000,3948.668942
4006.033781,940,3955.500617
3873.777887,915,3962.174667
4342.728958,1000,3969.435579
4342.857179,1000,3976.671494
124.051432,73,3977.204843
4363.176383,1000,3984.550648
4335.558244,1000,3992.042159
4205.363729,1000,3999.448545
4536.766928,1000,4006.801331
4291.718905,1000,4014.059429
4287.63212,1000,4021.287164
4436.040436,1000,4028.57528
4368.956724,1000,4040.963415
4338.10768,1000,4048.17223
4301.077152,1000,4055.485885
-3.655623,98,4056.199074
106.777943,68,4056.69129
4354.460994,1000,4063.916717
4307.593228,1000,4071.232807
4221.168197,1000,4078.623741
4372.136057,1000,4086.032011
1977.320251,514,4089.781384
4461.272365,1000,4097.110899
4453.889815,1000,4104.43171
4454.638537,1000,4111.682988
4325.210768,1000,4118.959446
4033.875092,1000,4126.208048
174.545716,106,4126.975202
4317.674947,1000,4134.175761
4479.476443,1000,4141.385144
4340.734962,1000,4148.628815
4306.436265,1000,4155.844786
4439.597253,1000,4163.042565
4370.236496,1000,4170.349743
4391.451275,1000,4177.612816
4491.54102,1000,4184.860036
4330.225976,1000,4192.149504
4340.773102,1000,4199.391492
4403.769711,1000,4206.639642
4281.477424,1000,4213.938286
4304.625093,1000,4228.256201
4288.061696,1000,4235.598194
4304.771975,1000,4242.887059
4217.573694,1000,4250.15469
4439.87036,1000,4257.489459
4372.337785,1000,4264.812881
4375.902882,1000,4272.055556
3562.239114,814,4277.953722
4388.218923,1000,4285.172028
4313.059421,1000,4292.423017
4271.613326,1000,4299.774106
4296.621105,1000,4307.208952
4228.43727,1000,4314.624833
4224.724864,1000,4322.03457
4180.372674,1000,4329.429666
4371.361948,1000,4336.798091
4199.386381,1000,4344.236267
120.704633,69,4344.765659
4380.89444,1000,4352.18042
4364.356238,1000,4359.485556
4264.829692,1000,4366.804097
88.937299,71,4367.323884
4338.105655,1000,4374.617101
4447.171349,1000,4381.896702
4448.597331,1000,4389.199576
4476.937739,1000,4396.550665
4488.004705,1000,4403.900345
4398.26582,1000,4416.287062
4233.44216,1000,4423.596485
4281.249057,1000,4430.914085
4258.92878,1000,4438.173061
4140.440579,1000,4445.438666
4349.468428,1000,4452.704375
4241.170509,1000,4460.053712
4389.042205,1000,4467.309556
4370.13732,1000,4474.556394
4433.831588,1000,4481.868176
4391.837639,1000,4489.253484
2312.487361,572,4493.465712
4284.529846,1000,4500.789161
4309.183503,1000,4508.134817
4336.965807,1000,4515.480822
4251.590103,1000,4522.830376
4315.296103,1000,4530.173439
4336.506004,1000,4537.496028
4345.082738,1000,4544.815728
4452.166586,1000,4552.136523
4477.301144,1000,4559.421285
4300.809014,1000,4566.708072
4366.22975,1000,4573.988458
4304.249323,1000,4581.35972
4226.761963,1000,4588.711557
4205.338544,1000,4596.001989
4161.00854,1000,4610.35595
4445.306158,1000,4617.889455
4359.696534,1000,4625.203164
4352.624164,1000,4632.500409
4365.109883,1000,4639.795222
4373.477691,1000,4647.098274
4504.357976,1000,4654.410984
4105.782395,1000,4661.730033
4393.665413,1000,4669.065418
4368.447685,1000,4676.560832
4134.084567,1000,4683.948936
4258.429288,1000,4691.285801
4293.28669,1000,4698.562104
4393.067166,1000,4706.105798
4307.049109,1000,4713.484354
4491.907358,1000,4720.833951
4333.528816,1000,4728.203341
121.831618,69,4728.715253
108.18392,64,4729.185862
318.716601,120,4730.066589
4425.953347,1000,4737.430607
4342.186241,1000,4744.772133
4373.71444,1000,4752.11522
4388.002843,1000,4759.445329
4420.08422,1000,4766.75066
4409.891669,1000,4774.094146
4325.747223,1000,4781.389385
4307.062214,1000,4795.752295
4380.622508,1000,4803.058507
4388.876135,1000,4810.372102
118.433719,78,4810.968029
4429.557301,1000,4818.589366
4343.849457,1000,4826.124375
4231.586842,1000,4833.443917
4312.028482,1000,4840.812346
4289.859499,1000,4848.188137
113.576989,72,4848.718424
4419.133407,1000,4856.046058
4337.696107,1000,4863.397384
4357.993107,1000,4870.683526
4323.632629,1000,4877.953234
4364.68649,1000,4885.234504
4415.307774,1000,4892.490283
4540.978822,1000,4899.761134
4357.03311,1000,4906.994294
116.789511,77,4907.56018
4285.50403,1000,4914.783575
128.84633,85,4915.396182
4319.488982,1000,4922.650994
4270.643087,1000,4930.092459
4423.062961,1000,4937.710757
4362.366547,1000,4944.944325
4387.7293,1000,4952.190125
4395.248866,1000,4959.459618
4529.431823,1000,4966.712464
4426.418729,1000,4973.962026
4159.186969,1000,4988.209457
4203.64085,1000,4995.48739
4362.323338,1000,5002.774904
4296.323568,1000,5010.045797
4355.801298,1000,5017.321586
4382.223949,1000,5024.541134
4341.68704,1000,5031.739633
4351.748821,1000,5038.947415
4332.994903,1000,5046.270942
4253.99684,1000,5053.847139
4294.816367,1000,5061.409933
4464.340817,1000,5069.002391
4376.745453,1000,5076.55093
4439.419794,1000,5083.863276
4329.054393,1000,5091.14196
4346.070628,1000,5098.414143
4259.684218,1000,5105.691093
4294.736047,1000,5113.063058
4278.972119,1000,5120.374704
4396.805766,1000,5127.690774
4383.160827,1000,5135.220575
4375.02824,1000,5142.839051
4504.656479,1000,5150.454666
4298.797309,1000,5157.884302
4364.108179,1000,5165.160656
4429.512462,1000,5179.277001
4294.544134,1000,5186.667056
4436.225533,1000,5193.929611
4354.007658,1000,5201.222309
4448.52176,1000,5208.560271
4354.103944,1000,5215.896465
4290.093006,1000,5223.229362
4348.111953,1000,5230.595526
4378.642552,1000,5237.991324
4220.781028,1000,5245.312573
4490.450547,1000,5252.584261
111.241653,71,5253.10185
4441.632427,1000,5260.382573
4365.017882,1000,5267.74258
4458.123652,1000,5275.020681
4402.460211,1000,5282.358001
4508.753686,1000,5289.636646
152.242427,84,5290.251499
4328.855792,1000,5297.602272
4435.269001,1000,5304.931715
4442.608657,1000,5312.198585
172.908428,91,5312.8601
4400.49213,1000,5320.183883
4236.519091,1000,5327.505572
4415.570402,1000,5334.795977
134.088804,83,5335.402248
299.541327,126,5336.317475
163.679731,96,5337.017427
129.044537,78,5337.589758
124.339658,80,5338.17543
125.791077,76,5338.730267
4201.882493,1000,5346.06802
4364.698343,1000,5353.446089
122.011354,75,5353.998765
4514.152779,1000,5367.289399
4400.080304,1000,5374.577634
331.721884,140,5375.606158
4469.395537,1000,5383.005659
4330.99086,1000,5390.464376
124.364183,78,5391.040859
4138.686483,1000,5398.370772
164.164862,89,5399.016399
4304.933886,1000,5406.320284
178.732528,91,5406.987994
186.475263,95,5407.688644
169.863043,90,5408.338429
129.810719,81,5408.926455
197.306022,103,5409.680739
4173.029979,1000,5417.033219
126.237933,74,5417.588212
140.259129,81,5418.187843
143.038978,80,5418.78095
130.404131,84,5419.403172
4346.529589,1000,5426.757092
4267.090849,1000,5434.025363
4305.858485,1000,5441.349747
4304.964841,1000,5448.715617
4378.094119,1000,5456.065723
4457.445586,1000,5463.423517
4323.274647,1000,5470.805151
4335.561504,1000,5478.186517
124.959098,77,5478.758591
4378.940535,1000,5486.15319
105.688887,71,5486.677861
4524.191741,1000,5493.986146
4529.512291,1000,5501.249666
106.100873,65,5501.718434
124.02769,74,5502.253054
4409.060418,1000,5509.564656
4447.236017,1000,5516.911902
4420.231085,1000,5524.177889
4390.885228,1000,5531.454698
4464.063063,1000,5538.744556
4388.07917,1000,5546.069858
4425.708907,1000,5560.369629
4037.249579,1000,5567.63103
4336.461788,1000,5574.912456
4416.107911,1000,5582.228297
4281.242696,1000,5589.499477
2649.022697,643,5594.207096
4350.096116,1000,5601.442091
4445.622075,1000,5608.701051
4462.427251,1000,5615.906569
4409.721225,1000,5623.105508
4491.525041,1000,5630.396962
4281.122051,1000,5637.788009
4380.43499,1000,5645.101448
4436.044181,1000,5652.424003
4595.383744,1000,5659.73111
4313.541344,1000,5667.029281
4247.063967,1000,5674.28514
4445.015731,1000,5681.4953
4175.007111,1000,5688.725241
4442.610097,1000,5696.084476
3012.980304,722,5701.626672
4301.365663,1000,5709.145418
4566.079927,1000,5716.407487
4279.002794,1000,5723.699632
4333.54117,1000,5731.035223
4253.610592,1000,5745.168367
4153.557678,1000,5752.41629
4398.218144,1000,5759.674169
4433.927082,1000,5767.04371
4476.716446,1000,5774.410687
4432.250283,1000,5781.803344
4495.968948,1000,5789.151356
4419.288059,1000,5796.54697
123.901504,71,5797.075447
4443.32021,1000,5804.468155
4292.971954,1000,5811.862271
4334.082589,1000,5819.168718
4237.617546,1000,5826.548081
4397.215696,1000,5833.818315
4366.231453,1000,5840.995319
4206.910415,1000,5848.218793
4406.626311,1000,5855.535552
4405.164887,1000,5862.887146
4102.013425,1000,5870.19216
495.610554,175,5871.46751
4452.813992,1000,5878.765449
4376.137345,1000,5886.077796
4314.071351,1000,5893.396142
4383.145288,1000,5900.747837
4444.723221,1000,5908.121257
4405.131064,1000,5915.41999
4501.666138,1000,5922.697769
4471.522599,1000,5936.819397
4376.046175,1000,5944.053996
4418.902714,1000,5951.290943
4461.703491,1000,5958.532343
4504.421573,1000,5965.837238
4472.731659,1000,5973.207085
4532.75915,1000,5980.575434
4448.077934,1000,5987.889775
4491.390312,1000,5995.223406
4419.909049,1000,6002.557341
4265.595092,1000,6009.902081
4360.135147,1000,6017.211921
4460.845304,1000,6024.493979
4212.120039,1000,6031.729817
4381.456566,1000,6039.002046
4432.816595,1000,6046.302936
4379.728476,1000,6053.957429
4072.799647,1000,6061.257799
4549.938615,1000,6068.516104
4357.99359,1000,6075.758214
4486.150845,1000,6083.040592
4414.553367,1000,6090.393331
4197.847075,1000,6097.800785
2409.842241,615,6102.359711
4235.689759,1000,6109.730123
4248.07047,1000,6117.085755
4545.879174,1000,6131.600992
4367.345055,1000,6139.000027
4443.778389,1000,6146.356087
4496.393999,1000,6153.700444
4313.792476,1000,6160.996028
4273.675211,1000,6168.248991
4435.811956,1000,6175.547924
4385.064598,1000,6182.840631
4463.103325,1000,6190.212117
4440.243471,1000,6197.564806
4412.018361,1000,6204.793489
4372.810305,1000,6212.081352
4439.814547,1000,6219.458542
4378.770091,1000,6226.779808
4405.725542,1000,6234.059939
4238.128989,1000,6241.330575
4425.348061,1000,6248.643564
4402.516603,1000,6255.971083
4427.945811,1000,6263.331686
4375.006595,1000,6270.670921
4151.847526,1000,6278.006799
4399.830323,1000,6285.297278
4361.625485,1000,6292.568083
4220.045046,1000,6299.80382
4192.992346,1000,6307.039222
4399.615348,1000,6321.225269
4494.470291,1000,6328.586067
4413.697197,1000,6335.952332
4306.337094,1000,6343.299464
4400.157523,1000,6350.723824
4437.55001,1000,6358.091944
4439.709059,1000,6365.377332
4177.771623,1000,6372.691249
4203.164948,1000,6380.05222
4067.077966,1000,6387.394536
4555.192622,1000,6394.68327
4332.539552,1000,6401.987016
4464.498759,1000,6409.373685
4446.695393,1000,6416.737497
4274.061604,1000,6424.116009
4513.159776,1000,6431.463436
4488.145585,1000,6438.802756
4519.093746,1000,6446.110216
4399.543842,1000,6453.377318
4321.336984,1000,6460.637032
4475.942681,1000,6467.912596
4478.321632,1000,6475.26425
4329.76906,1000,6482.620531
4416.659571,1000,6489.862395
4494.378492,1000,6497.096712
4500.929987,1000,6511.441713
4493.593601,1000,6518.734402
4522.351296,1000,6526.047492
4438.799933,1000,6533.394327
4361.303954,1000,6540.64301
4200.46484,1000,6547.865066
4365.46037,1000,6555.053863
4300.187998,1000,6562.279836
4279.018907,1000,6569.538098
4473.196271,1000,6576.763285
4546.347519,1000,6583.953737
4564.185908,1000,6591.331257
4560.418961,1000,6598.669177
2956.056398,689,6603.679699
4316.001295,1000,6610.971456
4262.880859,1000,6618.179834
4543.145076,1000,6625.404953
4540.520513,1000,6632.639482
4392.034529,1000,6639.844921
4483.377674,1000,6647.06735
4411.023096,1000,6654.38475
4389.731697,1000,6661.790248
4443.718826,1000,6669.193891
4353.143667,1000,6676.430594
4547.198552,1000,6683.699215
4489.080026,1000,6697.922287
4435.83646,1000,6705.136109
4479.888319,1000,6712.410474
4491.586304,1000,6719.755817
4414.835844,1000,6726.989033
4445.57099,1000,6734.20893
4339.966423,1000,6741.430532
4519.542229,1000,6748.68577
4483.744409,1000,6755.91568
4412.208239,1000,6763.133471
4288.784357,1000,6770.360423
4391.440014,1000,6777.618418
4511.486999,1000,6784.89991
4446.303394,1000,6792.143063
4119.222481,1000,6799.384028
4411.771065,1000,6806.624162
4393.310063,1000,6813.877715
4407.151313,1000,6821.130551
126.263739,69,6821.626323
4551.112727,1000,6828.82277
4280.657028,1000,6836.013553
4551.95147,1000,6843.229803
4538.571218,1000,6850.449847
4422.356675,1000,6857.633053
4336.203903,1000,6864.852148
4411.698757,1000,6872.053251
4498.374987,1000,6886.282325
4576.289922,1000,6893.479937
4462.586656,1000,6900.647626
4528.488144,1000,6907.877261
4482.472095,1000,6915.086328
4378.562485,1000,6922.275601
4518.027731,1000,6929.489596
4500.069212,1000,6936.702185
4437.513838,1000,6943.953669
4524.846297,1000,6951.178823
4497.302946,1000,6958.393727
4420.687552,1000,6965.59913
4427.006556,1000,6972.814067
4376.971263,1000,6980.014217
4473.66816,1000,6987.283119
4446.74103,1000,6994.593013
4382.050185,1000,7001.889046
4396.642699,1000,7009.217939
4565.764285,1000,7016.493288
4419.881729,1000,7023.73414
4514.528406,1000,7031.078304
4530.163623,1000,7038.377708
2256.613072,546,7042.313525
4439.671625,1000,7049.530533
4358.824574,1000,7057.053647
4528.103939,1000,7071.467494
4347.339286,1000,7078.647848
4406.967313,1000,7085.916758
4555.516768,1000,7093.200738
4533.379816,1000,7100.483358
4434.60981,1000,7107.749818
4463.630706,1000,7115.024366
4452.468664,1000,7122.31974
4506.464831,1000,7129.545738
4448.270774,1000,7136.758057
4527.936643,1000,7143.972849
113.468864,72,7144.494088
4427.966014,1000,7151.72272
4629.41393,1000,7158.961793
4500.002962,1000,7166.155289
4438.683919,1000,7173.368929
4338.385261,1000,7180.580015
4386.716916,1000,7187.8372
4235.904566,1000,7195.071048
102.223824,69,7195.567717
4226.231943,1000,7202.747701
4521.935943,1000,7209.977374
4244.342418,1000,7217.2369
4299.817788,1000,7224.472879
86.250226,83,7225.065153
4415.169797,1000,7232.248349
4471.892986,1000,7239.450019
4452.801151,1000,7246.676344
4013.412899,1000,7260.791255
4466.908659,1000,7268.333015
4439.357003,1000,7275.815989
4553.764727,1000,7283.510676
4482.088583,1000,7291.071891
4329.318066,1000,7298.268726
4520.116073,1000,7305.28876
95.30123,73,7305.803172
4425.533496,1000,7312.888202
4441.144755,1000,7319.892035
4454.438347,1000,7326.910622
4494.750552,1000,7333.962954
4447.659459,1000,7341.054068
4513.049439,1000,7348.236607
4505.298035,1000,7355.488346
4364.743097,1000,7362.620911
4453.295568,1000,7369.816389
4471.507095,1000,7377.012299
4566.002735,1000,7384.219706
4444.250872,1000,7391.463476
4453.405566,1000,7398.587629
4570.154903,1000,7405.790261
4378.562319,1000,7413.021104
4547.625975,1000,7420.179616
4493.039999,1000,7427.327152
4587.024316,1000,7434.542367
