step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,tau_L0,tau_L1,tau_L2,tau_L3,tau_L4,tau_L5
500,8.160866,2.326256,19.700081,19.667419,19.661015,19.659895,19.656633,19.656597,1.005315,1.003648,1.003321,1.003264,1.003097,1.003096,19.679243,19.630846,19.631266,19.630465,19.619251,19.612503,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
1000,6.536106,1.943996,19.821495,19.704895,19.720936,19.739027,19.723103,19.732437,1.011510,1.005559,1.006378,1.007300,1.006487,1.006964,19.695272,19.679022,19.696615,19.706003,19.698929,19.682947,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
1500,5.954299,1.794027,19.894590,19.739307,19.813070,19.844429,19.840374,19.840714,1.015239,1.007313,1.011075,1.012673,1.012467,1.012485,19.656321,19.694107,19.723190,19.751003,19.761660,19.751856,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
2000,5.581520,1.687512,19.919275,19.780336,19.934530,20.003469,20.013613,19.976728,1.016497,1.009402,1.017265,1.020779,1.021296,1.019414,19.565538,19.690569,19.723537,19.766329,19.795753,19.812246,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
2500,5.282110,1.601319,19.873262,19.822536,20.059744,20.163389,20.191011,20.092718,1.014147,1.011548,1.023639,1.028923,1.030332,1.025319,19.407488,19.672577,19.697113,19.754894,19.813503,19.890171,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
3000,5.046825,1.531409,19.730892,19.851387,20.153683,20.284151,20.321239,20.175604,1.006880,1.013009,1.028412,1.035064,1.036959,1.029535,19.184460,19.640516,19.642586,19.714518,19.814930,19.997768,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
3500,4.853524,1.477260,19.498442,19.840708,20.193787,20.329945,20.364582,20.221102,0.995014,1.012451,1.030435,1.037374,1.039151,1.031846,18.886179,19.596937,19.557093,19.641870,19.806906,20.190880,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
4000,4.689599,1.422194,19.162613,19.775473,20.150717,20.287443,20.289370,20.228041,0.977869,1.009109,1.028214,1.035181,1.035296,1.032189,18.486284,19.536694,19.436333,19.531116,19.787092,20.588348,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
4500,4.532254,1.379832,18.701334,19.651440,20.045303,20.174522,20.171019,20.200941,0.954317,1.002764,1.022808,1.029389,1.029237,1.030794,17.987612,19.471331,19.295017,19.403023,19.745075,20.932312,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
5000,4.428639,1.347874,18.151682,19.482225,19.877153,20.005733,20.017019,20.132694,0.926247,0.994109,1.014194,1.020747,1.021355,1.027298,17.411886,19.403526,19.130625,19.266766,19.701115,21.210659,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
5500,4.350471,1.321008,17.623882,19.290945,19.697077,19.819180,19.847092,20.061680,0.899283,0.984318,1.004974,1.011200,1.012660,1.023661,16.849997,19.335997,18.977299,19.147131,19.667038,21.435270,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
6000,4.262172,1.300246,17.132658,19.106501,19.520042,19.636122,19.679300,19.985098,0.874179,0.974878,0.995913,1.001825,1.004074,1.019733,16.290701,19.269156,18.831625,19.031824,19.642263,21.636742,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
6500,4.212685,1.285201,16.667591,18.925280,19.332466,19.449791,19.501371,19.914907,0.850407,0.965604,0.986310,0.992285,0.994971,1.016126,15.757722,19.210165,18.700052,18.922789,19.622984,21.813915,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
7000,4.159380,1.271284,16.234621,18.744753,19.151644,19.276602,19.338526,19.840921,0.828262,0.956356,0.977048,0.983418,0.986633,1.012320,15.242110,19.156853,18.576948,18.820299,19.605602,21.978914,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
7500,4.122885,1.260607,15.813151,18.570414,18.974506,19.090460,19.172686,19.772554,0.806694,0.947418,0.967974,0.973884,0.978149,1.008798,14.756347,19.105724,18.458759,18.726984,19.599514,22.137209,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
8000,4.083333,1.251901,15.413053,18.399698,18.796488,18.914194,19.007771,19.703629,0.786210,0.938668,0.958856,0.964859,0.969716,1.005244,14.288404,19.057905,18.352451,18.643930,19.592829,22.281816,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
8500,4.051256,1.242760,15.047265,18.222996,18.624527,18.745888,18.859003,19.641356,0.767465,0.929618,0.950052,0.956230,0.962090,1.002028,13.850959,19.012142,18.250391,18.565346,19.593771,22.416239,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
9000,4.039719,1.236072,14.676101,18.061420,18.459812,18.588301,18.709429,19.573622,0.748427,0.921330,0.941614,0.948151,0.954440,0.998533,13.437201,18.973207,18.153807,18.490604,19.598837,22.538212,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
9500,3.998560,1.229578,14.339959,17.905209,18.302412,18.428684,18.565868,19.513411,0.731178,0.913307,0.933543,0.939978,0.947084,0.995420,13.047079,18.936449,18.066133,18.415775,19.601669,22.661379,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
10000,3.981244,1.224548,13.999393,17.748308,18.146326,18.279560,18.431190,19.454525,0.713684,0.905264,0.925536,0.932328,0.940193,0.992366,12.682998,18.901726,17.977715,18.352688,19.606661,22.776989,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
10500,3.990142,1.218978,13.674359,17.603933,18.001938,18.143929,18.302256,19.399132,0.696982,0.897842,0.918122,0.925376,0.933594,0.989495,12.346376,18.866640,17.900446,18.287636,19.614355,22.884029,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
11000,3.932831,1.214822,13.372396,17.462662,17.864857,18.009020,18.184834,19.344069,0.681433,0.890599,0.911084,0.918452,0.927585,0.986638,12.047688,18.836174,17.824085,18.232866,19.619190,22.994617,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
11500,3.923047,1.211610,13.085033,17.329330,17.735640,17.879848,18.059050,19.287361,0.666634,0.883752,0.904462,0.911827,0.921135,0.983690,11.771230,18.808981,17.756798,18.182289,19.632545,23.101870,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
12000,3.918677,1.207421,12.808163,17.201498,17.602495,17.747301,17.947239,19.236248,0.652375,0.877176,0.897633,0.905023,0.915407,0.981027,11.530376,18.779448,17.692951,18.133539,19.645666,23.202971,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
12500,3.896132,1.204202,12.529718,17.082081,17.483974,17.631184,17.832651,19.187384,0.638026,0.871040,0.891553,0.899052,0.909535,0.978484,11.315027,18.757120,17.640491,18.096001,19.657555,23.305801,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
13000,3.881069,1.201177,12.273053,16.959600,17.370640,17.515402,17.730331,19.140600,0.624758,0.864745,0.885724,0.893110,0.904296,0.976049,11.118222,18.731077,17.586069,18.056686,19.674446,23.402981,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
13500,3.878823,1.198213,12.029151,16.847479,17.265062,17.413242,17.637264,19.089647,0.612173,0.858962,0.880286,0.887867,0.899517,0.973401,10.945168,18.711689,17.535410,18.022354,19.691862,23.494465,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
14000,3.857710,1.195289,11.796582,16.740707,17.154263,17.309919,17.535770,19.043777,0.600148,0.853476,0.874597,0.882558,0.894321,0.971009,10.804800,18.683924,17.493383,17.995478,19.712969,23.588058,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
14500,3.840426,1.194041,11.575775,16.637117,17.052769,17.211016,17.442881,18.996651,0.588729,0.848119,0.869381,0.877472,0.889549,0.968547,10.679800,18.671406,17.451145,17.965969,19.735773,23.679319,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
15000,3.841002,1.190330,11.366562,16.541059,16.961199,17.122570,17.362625,18.951361,0.577879,0.843177,0.864672,0.872931,0.885429,0.966190,10.564255,18.653906,17.418463,17.940622,19.753162,23.756876,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
15500,3.827022,1.188318,11.166543,16.448179,16.869318,17.030615,17.281204,18.908258,0.567516,0.838395,0.859940,0.868200,0.881259,0.963935,10.480429,18.634876,17.378958,17.921459,19.772989,23.845888,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
16000,3.816768,1.186172,10.988300,16.359364,16.784597,16.945217,17.193554,18.862343,0.558278,0.833814,0.855573,0.863812,0.876768,0.961545,10.396466,18.620434,17.345240,17.899097,19.798052,23.932234,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
16500,3.807545,1.183854,10.820703,16.281376,16.705126,16.868984,17.119980,18.822540,0.549587,0.829792,0.851486,0.859896,0.872999,0.959459,10.331634,18.607731,17.326385,17.876637,19.824366,24.010509,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
17000,3.794972,1.182985,10.658448,16.200619,16.629921,16.794008,17.047493,18.788170,0.541164,0.825643,0.847614,0.856030,0.869270,0.957659,10.282355,18.595406,17.301666,17.864870,19.842476,24.088585,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
17500,3.775864,1.181184,10.499275,16.135101,16.559546,16.716536,16.986670,18.749445,0.532910,0.822248,0.843993,0.852038,0.866147,0.955625,10.237963,18.586241,17.286453,17.849525,19.872831,24.168739,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
18000,3.769883,1.179063,10.360557,16.063911,16.501400,16.645330,16.920044,18.714333,0.525695,0.818580,0.840995,0.848377,0.862727,0.953791,10.202808,18.577869,17.269245,17.839390,19.898552,24.248283,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
18500,3.761408,1.176999,10.227661,16.004652,16.436405,16.587238,16.861837,18.686766,0.518751,0.815506,0.837638,0.845373,0.859740,0.952339,10.169744,18.572783,17.260672,17.829618,19.920855,24.322029,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
19000,3.754306,1.175892,10.103489,15.938021,16.380247,16.524931,16.810257,18.655272,0.512325,0.812066,0.834743,0.842185,0.857083,0.950690,10.149152,18.567348,17.245987,17.819466,19.949600,24.391582,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
19500,3.757973,1.174040,9.995759,15.884292,16.324751,16.470339,16.750988,18.626593,0.506739,0.809288,0.831880,0.839375,0.854042,0.949181,10.138416,18.563047,17.240126,17.820049,19.983673,24.462578,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
20000,3.744078,1.172131,9.888654,15.830999,16.276026,16.418303,16.704838,18.597296,0.501185,0.806517,0.829363,0.836687,0.851662,0.947642,10.121353,18.565207,17.234705,17.817478,20.002148,24.531246,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
20500,3.738904,1.171222,9.785664,15.786167,16.223083,16.368425,16.659866,18.574755,0.495812,0.804188,0.826627,0.834113,0.849348,0.946451,10.117917,18.563467,17.231518,17.812496,20.036198,24.602001,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
21000,3.744845,1.169546,9.684612,15.737886,16.174463,16.324659,16.612976,18.548651,0.490586,0.801694,0.824124,0.831873,0.846938,0.945076,10.110785,18.561720,17.227055,17.809629,20.064388,24.673195,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
21500,3.716203,1.167773,9.606531,15.697959,16.150164,16.283943,16.578888,18.525324,0.486531,0.799628,0.822857,0.829770,0.845181,0.943845,10.112196,18.562508,17.220928,17.808542,20.089890,24.733200,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
22000,3.721039,1.167138,9.528881,15.664801,16.101444,16.240881,16.533022,18.502897,0.482514,0.797899,0.820345,0.827554,0.842829,0.942654,10.126370,18.563364,17.224253,17.815033,20.121037,24.798292,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
22500,3.705762,1.165438,9.461484,15.634137,16.065834,16.213051,16.505226,18.481998,0.479008,0.796304,0.818505,0.826116,0.841395,0.941545,10.131890,18.568222,17.228142,17.814127,20.148108,24.863501,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
23000,3.697746,1.164234,9.389708,15.599798,16.041189,16.173334,16.475748,18.468590,0.475300,0.794527,0.817228,0.824067,0.839882,0.940843,10.144095,18.571562,17.230806,17.818930,20.180271,24.923908,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
23500,3.685645,1.163575,9.332652,15.572848,16.015621,16.140057,16.445511,18.455448,0.472295,0.793123,0.815902,0.822340,0.838330,0.940138,10.153474,18.576624,17.235388,17.823057,20.211433,24.983280,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
24000,3.675099,1.162041,9.282179,15.548203,15.989649,16.111708,16.425638,18.439470,0.469681,0.791839,0.814559,0.820878,0.837303,0.939291,10.163027,18.583155,17.242519,17.832899,20.238739,25.042164,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
24500,3.682239,1.160491,9.237142,15.522104,15.965278,16.090387,16.399502,18.424685,0.467378,0.790478,0.813295,0.819774,0.835953,0.938499,10.177188,18.588987,17.250317,17.843378,20.271559,25.097717,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
25000,3.660441,1.158830,9.194597,15.508433,15.939021,16.064243,16.377254,18.411673,0.465179,0.789745,0.811932,0.818435,0.834806,0.937821,10.193858,18.598440,17.261858,17.851397,20.301104,25.157278,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
25500,3.658687,1.158194,9.160363,15.485006,15.923432,16.047041,16.359564,18.402508,0.463416,0.788534,0.811118,0.817535,0.833884,0.937329,10.210132,18.608938,17.271225,17.864405,20.330334,25.212185,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
26000,3.674924,1.157156,9.122738,15.473735,15.902745,16.032228,16.342617,18.393337,0.461475,0.787939,0.810045,0.816766,0.833010,0.936833,10.226143,18.613615,17.281113,17.870678,20.359711,25.265823,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
26500,3.643116,1.156792,9.099054,15.466364,15.892605,16.014477,16.330166,18.386482,0.460264,0.787548,0.809515,0.815856,0.832373,0.936456,10.246858,18.621061,17.290323,17.885580,20.386717,25.316330,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
27000,3.637298,1.154924,9.075879,15.456473,15.878329,16.000565,16.316059,18.379416,0.459068,0.787009,0.808766,0.815129,0.831636,0.936067,10.268680,18.631157,17.302603,17.896185,20.417461,25.366003,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
27500,3.649016,1.154034,9.053189,15.449880,15.871386,15.990525,16.302439,18.370140,0.457910,0.786658,0.808391,0.814608,0.830934,0.935568,10.291203,18.639370,17.316610,17.910986,20.446148,25.417376,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
28000,3.628191,1.153421,9.034485,15.443615,15.865575,15.975250,16.298531,18.370186,0.456938,0.786319,0.808084,0.813812,0.830728,0.935550,10.311956,18.647806,17.330263,17.924229,20.476395,25.466757,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
28500,3.617078,1.152367,9.022721,15.433292,15.863036,15.963573,16.294464,18.365967,0.456347,0.785782,0.807943,0.813205,0.830514,0.935322,10.332898,18.658667,17.342424,17.936005,20.507193,25.513363,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
29000,3.622331,1.151308,9.010569,15.434349,15.859324,15.961162,16.291285,18.365000,0.455721,0.785812,0.807747,0.813069,0.830348,0.935254,10.353601,18.667143,17.360073,17.953173,20.535036,25.556890,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
29500,3.607622,1.150138,8.999987,15.431962,15.850231,15.955449,16.282099,18.363853,0.455178,0.785681,0.807270,0.812777,0.829876,0.935184,10.374655,18.677698,17.376833,17.967909,20.565269,25.602280,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
30000,3.595072,1.149514,8.995984,15.433161,15.851515,15.948709,16.280804,18.361197,0.454998,0.785711,0.807317,0.812418,0.829796,0.935034,10.402121,18.690397,17.390465,17.984138,20.592461,25.647703,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
30500,3.602474,1.147676,8.991528,15.436699,15.848669,15.950231,16.279837,18.361748,0.454779,0.785880,0.807176,0.812486,0.829734,0.935052,10.424233,18.702599,17.407433,18.000319,20.619095,25.686388,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
31000,3.588544,1.147605,8.996770,15.438316,15.849812,15.949261,16.282032,18.362123,0.455072,0.785944,0.807222,0.812426,0.829849,0.935056,10.446769,18.711376,17.419411,18.020557,20.647581,25.729349,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
31500,3.588120,1.146123,8.993304,15.440881,15.849397,15.950927,16.281963,18.362251,0.454906,0.786075,0.807195,0.812511,0.829833,0.935051,10.469650,18.720171,17.435543,18.034079,20.673273,25.772667,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
32000,3.584829,1.145463,9.003487,15.444551,15.852553,15.951982,16.285374,18.362623,0.455430,0.786254,0.807347,0.812557,0.830006,0.935057,10.493302,18.731274,17.453318,18.049623,20.699549,25.809021,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
