step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498426,0.498568,0.498209,0.498260,0.499626,0.499353,0.498411,0.498102,0.501366,0.500350,0.498962,0.498900,0.500830,0.500725,0.499863,0.499511,0.502359,0.501692,0.498087,0.498024,0.499728,0.499610,0.500215,0.499842,0.501302,0.500589,0.498999,0.498958,0.500231,0.500205,0.500593,0.500284,0.500725,0.499986,0.499282,0.499294,0.500273,0.500265,0.501026,0.500789,0.500329,0.499868,0.499320,0.499284,0.499796,0.499796,0.500828,0.500583
400,0.498271,0.499374,0.489101,0.489404,0.490707,0.490001,0.500076,0.497767,0.511222,0.508484,0.494098,0.493673,0.503671,0.502162,0.504991,0.502737,0.512511,0.510963,0.493944,0.493050,0.498873,0.498025,0.504697,0.502646,0.509402,0.507046,0.495748,0.495341,0.501615,0.501236,0.506348,0.504629,0.505096,0.502882,0.498259,0.498234,0.501959,0.501712,0.507733,0.506522,0.503611,0.502429,0.499033,0.498905,0.500440,0.500322,0.506814,0.505732
600,0.499721,0.502817,0.474513,0.475632,0.475234,0.474143,0.501570,0.497185,0.526838,0.520118,0.485624,0.483725,0.509936,0.505290,0.510742,0.504940,0.530065,0.526605,0.486706,0.483259,0.497182,0.494517,0.509154,0.503914,0.524893,0.518288,0.488009,0.486652,0.501666,0.499773,0.512673,0.507978,0.513944,0.508886,0.494778,0.494794,0.508136,0.506760,0.515988,0.512568,0.509517,0.507265,0.497877,0.497647,0.502889,0.502098,0.513982,0.511279
800,0.505496,0.510771,0.454733,0.456893,0.456834,0.454368,0.505029,0.497231,0.550287,0.537076,0.472694,0.467902,0.522103,0.510985,0.517923,0.507269,0.554698,0.546795,0.477115,0.469901,0.494637,0.488146,0.514770,0.504094,0.547571,0.533737,0.475139,0.472320,0.500884,0.495600,0.519142,0.509933,0.524576,0.515436,0.488680,0.488528,0.519979,0.516229,0.526093,0.518754,0.520688,0.514547,0.494689,0.494401,0.509379,0.507247,0.522974,0.517673
1000,0.509761,0.517023,0.434524,0.437671,0.445151,0.437485,0.512629,0.500045,0.573934,0.551447,0.460466,0.451281,0.536329,0.516835,0.526602,0.510196,0.583558,0.568924,0.470727,0.455641,0.496693,0.483222,0.522765,0.504682,0.574259,0.549428,0.463322,0.457342,0.499585,0.489019,0.527902,0.511761,0.539943,0.524108,0.481667,0.481335,0.535831,0.527464,0.537125,0.524208,0.535431,0.523141,0.491901,0.491284,0.519681,0.514484,0.531676,0.523193
1200,0.515190,0.523816,0.417996,0.421916,0.446750,0.427856,0.522621,0.504908,0.597248,0.563185,0.455034,0.438312,0.554868,0.524463,0.537480,0.514573,0.612730,0.589463,0.470899,0.444079,0.503807,0.480271,0.534469,0.507846,0.601439,0.563351,0.454767,0.443581,0.498224,0.481174,0.538656,0.514706,0.556336,0.532564,0.474271,0.473616,0.550690,0.536933,0.549604,0.529897,0.549033,0.530526,0.487450,0.486637,0.527625,0.519550,0.540026,0.527945
1400,0.519742,0.529314,0.405456,0.409036,0.459147,0.424767,0.535399,0.512179,0.618551,0.572286,0.455669,0.429023,0.576097,0.533102,0.551329,0.521146,0.641933,0.606504,0.474646,0.434586,0.515137,0.479495,0.547736,0.511926,0.628987,0.575144,0.448624,0.430885,0.497504,0.471950,0.550053,0.517949,0.571747,0.539005,0.468030,0.467084,0.565686,0.544758,0.561637,0.534762,0.562227,0.536675,0.482729,0.481782,0.535903,0.523784,0.548685,0.532179
1600,0.522622,0.533275,0.395964,0.397893,0.475082,0.425492,0.550149,0.520853,0.639273,0.580306,0.459701,0.422129,0.599926,0.544522,0.566564,0.528876,0.667833,0.618527,0.483153,0.427404,0.529243,0.479716,0.563776,0.518387,0.656492,0.582903,0.446387,0.420640,0.497238,0.461857,0.562950,0.521995,0.586236,0.543529,0.461286,0.459684,0.580178,0.552088,0.574161,0.539528,0.576500,0.542830,0.478271,0.477201,0.542800,0.527015,0.557660,0.536157
1800,0.524509,0.535738,0.391427,0.390189,0.494619,0.430881,0.567664,0.532034,0.656694,0.584328,0.464309,0.415925,0.624594,0.554917,0.581306,0.536135,0.692864,0.627537,0.492349,0.421846,0.545945,0.481479,0.577293,0.523257,0.680946,0.587382,0.446067,0.412609,0.498840,0.452909,0.574930,0.525150,0.600751,0.548292,0.454637,0.452281,0.591695,0.555376,0.585703,0.543085,0.588354,0.546252,0.474054,0.472777,0.551629,0.531504,0.564987,0.539034
