step,train_loss,val_bpb
200,8.604050,2.359492
400,7.614848,2.249216
600,7.026394,2.083592
800,6.739671,2.030669
1000,6.594030,1.998254
1200,6.501912,1.972142
1400,6.427322,1.954825
1600,6.351333,1.935543
1800,6.317916,1.925103
2000,6.274851,1.915512
2200,6.223962,1.905765
2400,6.193603,1.892213
2600,6.158785,1.875852
2800,6.112845,1.864560
3000,6.074762,1.853990
3200,6.043425,1.843351
3400,5.998052,1.835782
3600,5.994858,1.832728
3800,5.961690,1.825060
4000,5.919034,1.816892
4200,5.919513,1.811732
4400,5.906319,1.804293
4600,5.880677,1.801848
4800,5.879421,1.794583
5000,5.848541,1.788258
