step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498651,0.498786,0.499215,0.499220,0.499636,0.499546,0.499091,0.498960,0.499087,0.498841,0.498980,0.499019,0.499910,0.499882,0.499816,0.499626,0.499217,0.498848,0.499318,0.499330,0.499891,0.499871,0.500071,0.499902,0.499334,0.499054,0.499154,0.499150,0.499796,0.499775,0.500201,0.500033,0.499419,0.499089,0.499155,0.499144,0.499791,0.499782,0.500149,0.499979,0.499399,0.499217,0.499204,0.499200,0.499840,0.499835,0.500156,0.499989
400,0.494879,0.495589,0.495336,0.495546,0.495659,0.495277,0.500685,0.499194,0.496847,0.495728,0.495868,0.495977,0.499843,0.498985,0.503669,0.502685,0.498197,0.496948,0.496883,0.496873,0.498723,0.498161,0.503493,0.502502,0.497635,0.496734,0.496645,0.496581,0.498741,0.498446,0.502876,0.501968,0.498578,0.497640,0.496723,0.496716,0.499031,0.498830,0.502748,0.501739,0.497185,0.497062,0.497140,0.497262,0.499628,0.499562,0.502468,0.501708
600,0.488368,0.490034,0.488312,0.488948,0.488163,0.487550,0.500692,0.498775,0.493043,0.490860,0.491048,0.490725,0.499536,0.497740,0.505321,0.503746,0.494649,0.491965,0.490990,0.490855,0.494144,0.492709,0.504272,0.502591,0.493166,0.491326,0.492667,0.491768,0.497267,0.496456,0.503569,0.502201,0.496063,0.494234,0.491704,0.491300,0.496899,0.496277,0.503867,0.502208,0.492694,0.492229,0.493233,0.493749,0.498990,0.498595,0.503379,0.502256
800,0.479256,0.482262,0.478488,0.479731,0.478932,0.477418,0.499968,0.497645,0.488472,0.483916,0.483588,0.482562,0.499461,0.495536,0.505883,0.503494,0.492022,0.486473,0.482172,0.481442,0.485872,0.483481,0.504208,0.501448,0.486818,0.482543,0.485626,0.484057,0.492706,0.490813,0.503962,0.501664,0.493524,0.489713,0.484188,0.483135,0.491353,0.490083,0.504765,0.501766,0.487063,0.484812,0.487107,0.487232,0.497243,0.495988,0.504408,0.502296
1000,0.467787,0.472487,0.465770,0.467832,0.467689,0.464581,0.498930,0.495970,0.484825,0.475935,0.473892,0.472119,0.498950,0.488558,0.506086,0.502558,0.491894,0.481031,0.472079,0.469204,0.474553,0.470756,0.503963,0.499621,0.482952,0.472348,0.474796,0.473256,0.485608,0.481911,0.504199,0.500467,0.490990,0.484287,0.473595,0.472187,0.482072,0.479842,0.505735,0.500612,0.484493,0.476500,0.479620,0.477443,0.492828,0.489972,0.505893,0.501709
1200,0.454569,0.460869,0.450953,0.454022,0.457097,0.451646,0.497683,0.493800,0.483672,0.467067,0.463626,0.460640,0.501222,0.481876,0.506285,0.501254,0.494900,0.476484,0.465055,0.455959,0.462239,0.455623,0.503905,0.497479,0.482290,0.461339,0.462426,0.460493,0.477413,0.471051,0.504449,0.498810,0.490651,0.478206,0.460982,0.458999,0.470553,0.466781,0.506821,0.498848,0.482730,0.466727,0.470180,0.466173,0.486260,0.481513,0.507799,0.500351
1400,0.439514,0.447307,0.434426,0.438512,0.451810,0.440448,0.496428,0.491327,0.486504,0.457865,0.453967,0.448981,0.506302,0.477648,0.506688,0.499792,0.500839,0.472504,0.466926,0.443959,0.453432,0.440106,0.504164,0.495182,0.487342,0.450880,0.450834,0.446914,0.469700,0.458986,0.504789,0.496731,0.492143,0.472415,0.449076,0.445793,0.457614,0.451435,0.508067,0.496613,0.481175,0.456657,0.458699,0.454671,0.477609,0.469970,0.510143,0.498067
1600,0.422893,0.431943,0.417663,0.422794,0.457078,0.433601,0.495383,0.488529,0.493028,0.449192,0.446022,0.437406,0.516183,0.476788,0.507360,0.498233,0.508850,0.469269,0.479880,0.436417,0.454071,0.424935,0.504762,0.492667,0.498206,0.441352,0.441070,0.432309,0.464860,0.446903,0.505283,0.494336,0.496837,0.466975,0.438415,0.432753,0.445760,0.435353,0.509697,0.494064,0.480783,0.445717,0.446317,0.442644,0.466250,0.454928,0.513090,0.495264
1800,0.407104,0.416828,0.403305,0.408858,0.471910,0.433916,0.495706,0.486441,0.502317,0.441429,0.442984,0.427614,0.529731,0.478527,0.508551,0.496892,0.517914,0.465666,0.500989,0.436829,0.468182,0.417203,0.506164,0.490469,0.513755,0.432915,0.436148,0.419961,0.464695,0.436218,0.506285,0.492019,0.502964,0.461018,0.431825,0.422054,0.436086,0.418400,0.511824,0.491427,0.482983,0.436420,0.436288,0.432198,0.455810,0.439638,0.516622,0.492275
2000,0.393717,0.403752,0.391334,0.396234,0.490364,0.438399,0.496546,0.484548,0.513119,0.435512,0.446664,0.420810,0.546165,0.482492,0.509901,0.495697,0.527573,0.461875,0.524146,0.441948,0.490637,0.416976,0.508080,0.488537,0.530298,0.426840,0.436388,0.411931,0.468579,0.427313,0.507488,0.489722,0.509190,0.456521,0.429509,0.413630,0.434179,0.404924,0.514128,0.488745,0.489978,0.429863,0.428584,0.423102,0.447015,0.424052,0.520122,0.489119
