step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,lm_g_L0,lm_g_L1,lm_g_L2,lm_g_L3,lm_g_L4,lm_g_L5,lm_beta_L0,lm_beta_L1,lm_beta_L2,lm_beta_L3,lm_beta_L4,lm_beta_L5,lm_gamma_L0,lm_gamma_L1,lm_gamma_L2,lm_gamma_L3,lm_gamma_L4,lm_gamma_L5,lut_tv,lut_tv_L0,lut_tv_L1,lut_tv_L2,lut_tv_L3,lut_tv_L4,lut_tv_L5
5500,4.242778,1.295322,19.076384,19.456327,19.764656,19.901613,20.067863,20.141596,0.973448,0.992815,1.008504,1.015489,1.023952,1.027750,17.480118,19.410694,18.829472,18.989937,19.508291,21.521727,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.83301604,1.90543675,2.01610708,2.09609723,2.15170789,2.17343187,1.06933975,1.07101369,1.02438235,1.00584698,0.94743806,0.86535120,5.26268575e-03,3.67294136e-03,2.73173768e-03,4.51677805e-03,5.95158804e-03,7.48959230e-03,7.21347705e-03
6000,4.169007,1.275828,18.936668,19.406092,19.724054,19.847404,20.015858,20.118145,0.966309,0.990234,1.006409,1.012702,1.021278,1.026538,17.047501,19.341358,18.626726,18.841747,19.444592,21.704735,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.79389620,1.88533127,1.99952650,2.07383227,2.12573051,2.16436243,1.08208215,1.08643687,1.03742290,1.01965296,0.95436835,0.85710406,5.71904044e-03,3.74141661e-03,3.11770663e-03,5.10948943e-03,6.50919555e-03,8.06407817e-03,7.77235627e-03
6500,4.113566,1.259951,18.812233,19.355942,19.684185,19.799450,19.970839,20.096579,0.959949,0.987656,1.004354,1.010232,1.018967,1.025419,16.636368,19.267912,18.437155,18.710955,19.385513,21.869436,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.75704122,1.86408508,1.98294866,2.05425262,2.10401368,2.15511703,1.09470630,1.10168004,1.04912758,1.03048074,0.95833510,0.84901273,6.07016042e-03,3.77485133e-03,3.45677556e-03,5.60033182e-03,6.92883134e-03,8.47804174e-03,8.18213075e-03
7000,4.068511,1.247028,18.699419,19.311697,19.649487,19.749861,19.926426,20.074835,0.954180,0.985378,1.002553,1.007685,1.016676,1.024290,16.243776,19.193361,18.259430,18.589073,19.333864,22.020956,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.72489774,1.84731495,1.96734869,2.03266668,2.08033776,2.14432216,1.10559618,1.11589599,1.06076825,1.04145336,0.96247774,0.84035635,6.35424598e-03,3.82793043e-03,3.75822652e-03,6.02011802e-03,7.25022284e-03,8.78463499e-03,8.48434307e-03
7500,4.033474,1.235674,18.593023,19.270018,19.609377,19.704927,19.879807,20.060438,0.948742,0.983226,1.000486,1.005371,1.014279,1.023535,15.872519,19.121649,18.095982,18.479477,19.283438,22.157726,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.69293153,1.83308434,1.95042193,2.01269627,2.05630159,2.13504744,1.11694479,1.12807488,1.07238960,1.05036116,0.96612352,0.83218819,6.57969938e-03,3.87367373e-03,4.02029091e-03,6.35675760e-03,7.49514066e-03,9.00133513e-03,8.73099826e-03
8000,4.021795,1.228146,18.486986,19.229633,19.576540,19.662746,19.841776,20.041664,0.943314,0.981141,0.998782,1.003194,1.012320,1.022556,15.528265,19.049448,17.946213,18.388990,19.242430,22.283663,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.66412199,1.81872714,1.93474138,1.99449646,2.03461766,2.12393570,1.12823296,1.14020407,1.08352959,1.05915654,0.96944231,0.82421404,6.75636173e-03,3.91846523e-03,4.25242260e-03,6.62221760e-03,7.68189225e-03,9.15729627e-03,8.90587643e-03
8500,3.974629,1.219687,18.400068,19.196079,19.544981,19.619890,19.803720,20.026493,0.938862,0.979405,0.997146,1.000989,1.010355,1.021763,15.201402,18.976145,17.803204,18.312969,19.204292,22.405399,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.63952124,1.80574274,1.92064798,1.97632837,2.01395941,2.11401081,1.13788414,1.15157330,1.09337556,1.06670082,0.97247112,0.81729895,6.90656481e-03,3.96372052e-03,4.45918273e-03,6.86598895e-03,7.82907195e-03,9.27732512e-03,9.04409960e-03
9000,3.951098,1.212612,18.315525,19.161749,19.520117,19.584055,19.770155,20.010925,0.934533,0.977628,0.995855,0.999140,1.008618,1.020945,14.890168,18.906294,17.680380,18.255013,19.164190,22.513060,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.61622810,1.79326570,1.90997028,1.96111190,1.99524438,2.10420179,1.14838874,1.16444373,1.10259986,1.07338428,0.97542775,0.81091928,7.02507072e-03,4.01276676e-03,4.63285483e-03,7.05461856e-03,7.93083198e-03,9.36681218e-03,9.15254001e-03
9500,3.923200,1.207415,18.240633,19.128126,19.493002,19.553757,19.741776,19.998075,0.930698,0.975883,0.994444,0.997570,1.007157,1.020265,14.598122,18.836641,17.567371,18.215128,19.131819,22.628649,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.59537649,1.78032172,1.89762723,1.94716144,1.97862625,2.09421611,1.15734053,1.17765796,1.11326110,1.07830715,0.97673291,0.80434430,7.13137972e-03,4.05757828e-03,4.78617940e-03,7.21461093e-03,8.03636946e-03,9.44987219e-03,9.24366806e-03
10000,3.894593,1.202019,18.170065,19.099583,19.472042,19.523092,19.712652,19.984108,0.927084,0.974398,0.993346,0.995986,1.005649,1.019526,14.312696,18.766960,17.458267,18.185762,19.106764,22.740108,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57482064,1.77033138,1.88734031,1.93331778,1.96192789,2.08544517,1.16720629,1.18811464,1.12116265,1.08383036,0.97848046,0.79856950,7.22825636e-03,4.12032101e-03,4.92668804e-03,7.36906286e-03,8.11330508e-03,9.51605942e-03,9.32410173e-03
10500,3.880128,1.197360,18.102266,19.071861,19.452126,19.496113,19.684172,19.973932,0.923607,0.972953,0.992305,0.994584,1.004180,1.018980,14.044254,18.705288,17.355013,18.165613,19.082975,22.844320,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.55570757,1.76018476,1.87712586,1.92117035,1.94497561,2.07598305,1.17702341,1.19811988,1.13004100,1.08874273,0.98041928,0.79219675,7.30661248e-03,4.15927311e-03,5.05719101e-03,7.49009242e-03,8.18324275e-03,9.56909731e-03,9.38077830e-03
11000,3.855684,1.191849,18.042454,19.050875,19.432205,19.471710,19.662436,19.963093,0.920533,0.971858,0.991257,0.993326,1.003041,1.018396,13.793637,18.643724,17.258085,18.151171,19.062593,22.947676,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.54014826,1.75312030,1.86698771,1.91018116,1.93099117,2.06710744,1.18436933,1.20718074,1.13840902,1.09307206,0.98229355,0.78702784,7.37676793e-03,4.21996508e-03,5.16603328e-03,7.59611884e-03,8.23600963e-03,9.61193070e-03,9.43055004e-03
11500,3.853664,1.188962,17.993887,19.029421,19.414516,19.447832,19.640940,19.955027,0.918036,0.970729,0.990327,0.992085,1.001922,1.017959,13.556256,18.582346,17.173002,18.143003,19.041014,23.044014,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.52653503,1.74355614,1.85722744,1.89909923,1.91545832,2.05841351,1.19140720,1.21808767,1.14623189,1.09652305,0.98408461,0.78187782,7.43872471e-03,4.27776482e-03,5.27724251e-03,7.68910907e-03,8.28455016e-03,9.63311922e-03,9.47056245e-03
12000,3.840020,1.184799,17.942448,19.006714,19.400707,19.424955,19.621851,19.944221,0.915393,0.969546,0.989593,0.990899,1.000928,1.017376,13.336139,18.525076,17.095049,18.137312,19.027275,23.141493,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.51262164,1.73564827,1.84935939,1.88773191,1.90014541,2.05019546,1.19976616,1.22715497,1.15322292,1.10132658,0.98626208,0.77734691,7.48455750e-03,4.32689488e-03,5.36794728e-03,7.76374806e-03,8.30969680e-03,9.64716915e-03,9.49188881e-03
12500,3.816764,1.181947,17.901094,18.984756,19.386684,19.408024,19.604244,19.937943,0.913271,0.968398,0.988850,0.990014,1.000010,1.017025,13.129655,18.469135,17.019491,18.133535,19.010693,23.229620,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.50132883,1.72725844,1.84170699,1.87856877,1.88751137,2.04270959,1.20708537,1.23654354,1.16037071,1.10508347,0.98701948,0.77291608,7.52586576e-03,4.38033324e-03,5.44812251e-03,7.82353058e-03,8.33880622e-03,9.65200737e-03,9.51239467e-03
13000,3.809979,1.179079,17.860487,18.970318,19.376631,19.391489,19.591572,19.930922,0.911176,0.967640,0.988309,0.989150,0.999350,1.016638,12.937685,18.418831,16.954266,18.131363,18.995947,23.321726,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.48969162,1.72039413,1.83408248,1.86944103,1.87573552,2.03402567,1.21371090,1.24429715,1.16690481,1.10895324,0.98864722,0.76893073,7.55101993e-03,4.41909768e-03,5.51513815e-03,7.87677802e-03,8.34247470e-03,9.64261591e-03,9.51001514e-03
13500,3.791215,1.176937,17.821499,18.949818,19.361595,19.374146,19.575525,19.926311,0.909173,0.966561,0.987517,0.988251,0.998513,1.016371,12.749282,18.366901,16.892336,18.126839,18.988316,23.411627,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.47913849,1.71341753,1.82478213,1.85986388,1.86327124,2.02748346,1.22024727,1.25395572,1.17563939,1.11260843,0.98933178,0.76473647,7.58261327e-03,4.46601864e-03,5.58314566e-03,7.91910477e-03,8.35318025e-03,9.65059921e-03,9.52363107e-03
14000,3.793153,1.174456,17.790098,18.939581,19.358534,19.355957,19.562542,19.917402,0.907555,0.966020,0.987331,0.987302,0.997833,1.015880,12.581444,18.320112,16.833216,18.127895,18.978298,23.500456,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.47033000,1.70739424,1.82047951,1.84940541,1.85090852,2.01984549,1.22497427,1.26117527,1.18102968,1.11578298,0.98964792,0.76194602,7.60751738e-03,4.51273611e-03,5.64451050e-03,7.96408858e-03,8.36280547e-03,9.64106433e-03,9.51989926e-03
14500,3.779957,1.171653,17.759010,18.926424,19.350309,19.347326,19.548820,19.912628,0.905956,0.965317,0.986884,0.986837,0.997121,1.015602,12.416916,18.272421,16.780685,18.129604,18.972649,23.584616,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.46222651,1.70279908,1.81479335,1.84312344,1.83973873,2.01314497,1.22986054,1.26850510,1.18698800,1.11859536,0.99106890,0.75821114,7.62535407e-03,4.55210824e-03,5.70105715e-03,7.99482130e-03,8.36440921e-03,9.63015016e-03,9.50957835e-03
15000,3.765048,1.169275,17.733995,18.919449,19.345352,19.333183,19.541992,19.908546,0.904664,0.964938,0.986597,0.986094,0.996754,1.015366,12.271608,18.232038,16.727413,18.122547,18.962006,23.666716,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.45613706,1.69981349,1.80923104,1.83393741,1.83046806,2.00628781,1.23302305,1.27508116,1.19283426,1.12138355,0.99183190,0.75546414,7.63986842e-03,4.59661195e-03,5.74658811e-03,8.02214071e-03,8.36077519e-03,9.61824041e-03,9.49485414e-03
15500,3.756288,1.167316,17.711891,18.909208,19.346657,19.324221,19.534607,19.904881,0.903511,0.964387,0.986644,0.985628,0.996352,1.015157,12.135089,18.191170,16.679024,18.128544,18.957741,23.749205,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.45061481,1.69531679,1.80693579,1.82783091,1.82105982,1.99913955,1.23397017,1.28209078,1.19666934,1.12348056,0.99213445,0.75327778,7.65280689e-03,4.64744586e-03,5.79948537e-03,8.04800913e-03,8.34880862e-03,9.59849637e-03,9.47459601e-03
16000,3.740656,1.165738,17.689684,18.897648,19.340910,19.316013,19.528419,19.902515,0.902364,0.963771,0.986319,0.985197,0.996017,1.015012,12.006710,18.153561,16.640245,18.128822,18.954350,23.826517,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.44465697,1.69010174,1.80219972,1.82220197,1.81174457,1.99421847,1.23735547,1.28860676,1.20173156,1.12451541,0.99274391,0.75018334,7.65705466e-03,4.67878114e-03,5.83701115e-03,8.06094706e-03,8.33794381e-03,9.57308058e-03,9.45456419e-03
16500,3.744866,1.163769,17.671484,18.888557,19.338646,19.306641,19.519730,19.901161,0.901426,0.963279,0.986187,0.984697,0.995561,1.014906,11.882560,18.119019,16.599749,18.137096,18.954683,23.897896,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.43988323,1.68673396,1.79960203,1.81707370,1.80218732,1.98962200,1.23875988,1.29338920,1.20628405,1.12638032,0.99365181,0.74787802,7.65440078e-03,4.71408525e-03,5.86745515e-03,8.06685723e-03,8.32104776e-03,9.53800417e-03,9.41895507e-03
17000,3.721378,1.161996,17.655024,18.881638,19.335371,19.303326,19.520575,19.901684,0.900572,0.962902,0.985989,0.984509,0.995594,1.014906,11.771145,18.086601,16.568005,18.136347,18.952183,23.977262,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.43491137,1.68396711,1.79648256,1.81174052,1.79563904,1.98400939,1.24069643,1.29860771,1.20845628,1.12879634,0.99326068,0.74577373,7.65236684e-03,4.74842684e-03,5.89702604e-03,8.07444565e-03,8.30493495e-03,9.50457342e-03,9.38479416e-03
17500,3.715290,1.160667,17.641207,18.881264,19.331560,19.295155,19.517426,19.901426,0.899855,0.962853,0.985773,0.984077,0.995413,1.014861,11.664498,18.058155,16.537804,18.144300,18.955114,24.051517,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.43114412,1.68441498,1.79197979,1.80525863,1.78837645,1.97995150,1.24154210,1.30208731,1.21422017,1.13150942,0.99427640,0.74351805,7.64609446e-03,4.77646803e-03,5.92161436e-03,8.06930102e-03,8.28277040e-03,9.47264954e-03,9.35376342e-03
18000,3.706402,1.159327,17.626371,18.877295,19.334145,19.294416,19.514299,19.903833,0.899081,0.962631,0.985882,0.984021,0.995235,1.014953,11.566183,18.027004,16.508879,18.151188,18.958187,24.127115,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.42744410,1.68265402,1.79013300,1.80321860,1.78217280,1.97536922,1.24316752,1.30657482,1.21734154,1.13282490,0.99450487,0.74182409,7.63864179e-03,4.80492553e-03,5.94011275e-03,8.07377975e-03,8.26353673e-03,9.43414122e-03,9.31535475e-03
18500,3.710408,1.157335,17.615347,18.870399,19.336720,19.290831,19.516544,19.903728,0.898500,0.962254,0.985984,0.983824,0.995337,1.014926,11.477487,18.001194,16.477863,18.166540,18.961012,24.197514,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.42529047,1.68063200,1.78856075,1.79909992,1.77740574,1.97061205,1.24448311,1.31171620,1.22091186,1.13424897,0.99506330,0.73999602,7.62904971e-03,4.83254902e-03,5.96353831e-03,8.06873199e-03,8.23905785e-03,9.39593464e-03,9.27448645e-03
19000,3.701468,1.155572,17.609503,18.871759,19.344769,19.289705,19.520782,19.907808,0.898188,0.962295,0.986373,0.983743,0.995541,1.015106,11.394638,17.977085,16.456278,18.166986,18.965117,24.265091,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.42384207,1.68217123,1.79013073,1.79572272,1.77247059,1.96773875,1.24288476,1.31415617,1.22349370,1.13528049,0.99554634,0.73807389,7.61644581e-03,4.86347871e-03,5.98192681e-03,8.06156825e-03,8.20785575e-03,9.35200602e-03,9.23183933e-03
19500,3.705736,1.154076,17.599628,18.865931,19.347225,19.287113,19.518358,19.912100,0.897676,0.961981,0.986478,0.983602,0.995402,1.015301,11.316636,17.952766,16.436024,18.178925,18.970242,24.337797,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.42148256,1.68110883,1.79009831,1.79275954,1.76626897,1.96437883,1.24395835,1.31840420,1.22531331,1.13596606,0.99626684,0.73676705,7.60080627e-03,4.89641167e-03,5.99442748e-03,8.04781727e-03,8.17315094e-03,9.30659194e-03,9.18643828e-03
20000,3.677739,1.152367,17.599787,18.865587,19.350348,19.290365,19.523506,19.914114,0.897673,0.961938,0.986609,0.983751,0.995652,1.015379,11.246710,17.931721,16.418467,18.188177,18.977816,24.403063,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.42301893,1.68251777,1.78870010,1.79214847,1.76241028,1.96143317,1.24173748,1.32258248,1.23023903,1.13575852,0.99642593,0.73508644,7.58246239e-03,4.91788611e-03,6.00174069e-03,8.03409517e-03,8.14325176e-03,9.26065259e-03,9.13714804e-03
20500,3.675800,1.151781,17.592388,18.867983,19.356430,19.289751,19.526470,19.917818,0.897292,0.962038,0.986897,0.983697,0.995793,1.015538,11.181646,17.913464,16.402267,18.201052,18.982347,24.461769,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.42173231,1.68372798,1.78983474,1.78968728,1.75819123,1.95884073,1.24143815,1.32403541,1.23315597,1.13761437,0.99666339,0.73356223,7.55736760e-03,4.93699685e-03,6.00908976e-03,8.00924562e-03,8.10424052e-03,9.20598488e-03,9.07864794e-03
21000,3.666945,1.150367,17.586470,18.866278,19.361134,19.295408,19.535440,19.924747,0.896977,0.961937,0.987119,0.983980,0.996242,1.015877,11.123806,17.894403,16.395134,18.208422,18.991793,24.527685,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.42067873,1.68308568,1.79002941,1.78869545,1.75607634,1.95633495,1.24088013,1.32749832,1.23508453,1.13905311,0.99631733,0.73228204,7.53130096e-03,4.95160418e-03,6.01147069e-03,7.98726268e-03,8.06575362e-03,9.15193558e-03,9.01977904e-03
21500,3.652768,1.148349,17.587278,18.872000,19.368315,19.295351,19.539886,19.934593,0.897008,0.962212,0.987465,0.983970,0.996449,1.016354,11.070321,17.878147,16.382236,18.229132,19.004208,24.589937,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.42147231,1.68579900,1.79046130,1.78663409,1.75257540,1.95565903,1.23896909,1.33010888,1.23840678,1.14043677,0.99749833,0.73072350,7.50691118e-03,4.96706832e-03,6.01431448e-03,7.96045642e-03,8.02861154e-03,9.10006743e-03,8.97094887e-03
22000,3.646893,1.148029,17.585449,18.874208,19.376791,19.301794,19.548901,19.942694,0.896904,0.962302,0.987874,0.984279,0.996896,1.016742,11.019042,17.861120,16.374876,18.242056,19.013565,24.652655,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.42213809,1.68780124,1.79217076,1.78679359,1.75123870,1.95394731,1.23763275,1.33187819,1.24047399,1.14172089,0.99732715,0.72946423,7.48121894e-03,4.98657115e-03,6.01526257e-03,7.93751329e-03,7.99109135e-03,9.04482324e-03,8.91205203e-03
22500,3.638758,1.146409,17.583334,18.876049,19.387102,19.311562,19.557425,19.950212,0.896779,0.962373,0.988376,0.984761,0.997322,1.017105,10.973242,17.847198,16.360397,18.259037,19.020937,24.714239,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.42194545,1.68954802,1.79531634,1.78740537,1.74945784,1.95279169,1.23542285,1.33292842,1.24291337,1.14211154,0.99808741,0.72836268,7.45312225e-03,5.00069000e-03,6.01485325e-03,7.91179575e-03,7.95390736e-03,8.98777321e-03,8.84971395e-03
23000,3.636508,1.144631,17.587934,18.880527,19.395498,19.314522,19.569275,19.958807,0.897005,0.962584,0.988786,0.984897,0.997917,1.017524,10.929551,17.833694,16.356350,18.272650,19.033419,24.775383,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.42431676,1.69282532,1.79817879,1.78635395,1.74880910,1.95203817,1.23255503,1.33419776,1.24454522,1.14323401,0.99819231,0.72712803,7.42216936e-03,5.01885358e-03,6.01150095e-03,7.87953194e-03,7.90768303e-03,8.92471056e-03,8.79073609e-03
23500,3.648670,1.143417,17.584494,18.882936,19.400938,19.321308,19.575926,19.968649,0.896822,0.962690,0.989050,0.985237,0.998239,1.018005,10.895929,17.822004,16.352413,18.289284,19.045012,24.832937,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.42416334,1.69553316,1.80054212,1.78754890,1.74692774,1.95189846,1.23224950,1.33560622,1.24539685,1.14348340,0.99894452,0.72586495,7.38950081e-03,5.02966391e-03,6.00552000e-03,7.84684159e-03,7.85952248e-03,8.86629522e-03,8.72916169e-03
24000,3.628852,1.142184,17.590834,18.890091,19.411646,19.330740,19.587738,19.976048,0.897137,0.963040,0.989584,0.985704,0.998834,1.018365,10.861458,17.808846,16.348549,18.304178,19.059750,24.887400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.42788565,1.70032501,1.80461645,1.78924370,1.74709332,1.95144546,1.22854686,1.33787274,1.24695790,1.14358139,0.99872440,0.72498578,7.35549799e-03,5.04439650e-03,5.99739607e-03,7.81141734e-03,7.81592727e-03,8.80400743e-03,8.65984336e-03
