step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,lm_g_L0,lm_g_L1,lm_g_L2,lm_g_L3,lm_g_L4,lm_g_L5,lm_beta_L0,lm_beta_L1,lm_beta_L2,lm_beta_L3,lm_beta_L4,lm_beta_L5,lm_gamma_L0,lm_gamma_L1,lm_gamma_L2,lm_gamma_L3,lm_gamma_L4,lm_gamma_L5,lut_tv,lut_tv_L0,lut_tv_L1,lut_tv_L2,lut_tv_L3,lut_tv_L4,lut_tv_L5
500,8.168976,2.336184,19.674145,19.651855,19.650690,19.663073,19.648640,19.640995,1.003992,1.002854,1.002795,1.003426,1.002690,1.002300,19.672506,19.615084,19.623514,19.631453,19.622629,19.618933,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.00872040,2.01134157,2.00937796,2.01153040,2.00973678,2.00878143,0.99614024,0.99445158,0.99532276,0.99430907,0.99513733,0.99546504,3.54750779e-05,1.56059803e-04,1.53622332e-05,1.32324421e-05,1.34589573e-05,9.01630301e-06,5.72072895e-06
1000,6.589102,1.958412,19.711256,19.675404,19.684031,19.708622,19.706442,19.713749,1.005886,1.004055,1.004495,1.005749,1.005638,1.006011,19.671474,19.648119,19.664440,19.692955,19.726643,19.710732,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.01299524,2.01559138,2.01574850,2.02736497,2.02407384,2.02857256,0.99490470,0.99252194,0.99228561,0.98620367,0.98801529,0.98499954,1.03310518e-04,2.81968649e-04,5.84364680e-05,6.68682478e-05,7.79114634e-05,7.08944717e-05,6.37838093e-05
1500,5.999353,1.809632,19.756332,19.698929,19.737268,19.763786,19.778135,19.799194,1.008185,1.005254,1.007210,1.008563,1.009294,1.010367,19.628597,19.664747,19.684832,19.726997,19.792875,19.789911,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.01954508,2.01912498,2.02980042,2.04873705,2.04811907,2.05088139,0.99322265,0.99127901,0.98608786,0.97700405,0.97639138,0.97368765,2.49591324e-04,5.07751480e-04,1.28095708e-04,1.82035903e-04,2.28099001e-04,2.27066092e-04,2.24499759e-04
2000,5.629567,1.702236,19.783194,19.724548,19.809132,19.842073,19.895294,19.923826,1.009555,1.006558,1.010872,1.012554,1.015268,1.016718,19.545408,19.663786,19.681301,19.739426,19.829533,19.861691,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.02321982,2.02255058,2.05009842,2.07864118,2.09011245,2.08019614,0.99320781,0.99051613,0.97868675,0.96660012,0.95774019,0.95999205,4.95595588e-04,8.31242942e-04,2.33700019e-04,3.75537056e-04,4.78349626e-04,5.27485798e-04,5.27258089e-04
2500,5.329913,1.614503,19.773064,19.733130,19.887997,19.928343,20.032658,20.045980,1.009035,1.006992,1.014888,1.016948,1.022269,1.022939,19.402979,19.643566,19.650547,19.727730,19.847044,19.946579,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.01973319,2.02100658,2.07612038,2.11376858,2.14772844,2.10822320,0.99671185,0.99281132,0.96999949,0.95736027,0.93466878,0.94662094,8.77015841e-04,1.23160169e-03,3.87767708e-04,6.99934899e-04,8.66824295e-04,1.04038126e-03,1.03558518e-03
3000,5.086737,1.543153,19.709316,19.720125,19.958652,20.003927,20.134991,20.144249,1.005779,1.006324,1.018481,1.020793,1.027479,1.027942,19.195349,19.608929,19.591248,19.686527,19.844269,20.065334,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.00393820,2.01179075,2.10213232,2.14730024,2.19784117,2.13818049,1.00506926,1.00023091,0.96467400,0.95116270,0.91772789,0.93125647,1.41230206e-03,1.67900720e-03,6.15175813e-04,1.20794866e-03,1.44020841e-03,1.77233259e-03,1.75913970e-03
3500,4.883551,1.485037,19.599257,19.683388,20.003752,20.046902,20.179173,20.212364,1.000160,1.004442,1.020766,1.022971,1.029719,1.031405,18.915976,19.564009,19.500498,19.612152,19.825266,20.259106,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.97713459,1.99151611,2.12088728,2.17032933,2.22507477,2.16019773,1.01718307,1.01314259,0.96484923,0.95130426,0.91049063,0.91755861,2.09578621e-03,2.15116655e-03,9.25676897e-04,1.90283020e-03,2.21088505e-03,2.70797103e-03,2.67618755e-03
4000,4.718950,1.431910,19.442572,19.622585,20.007748,20.042379,20.150625,20.254173,0.992159,1.001330,1.020949,1.022725,1.028245,1.033525,18.554882,19.508947,19.383160,19.502735,19.777361,20.625246,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.93555892,1.96342921,2.12285399,2.17029643,2.21471381,2.17700887,1.03443241,1.02910805,0.97432637,0.96072960,0.91575474,0.90302700,2.92296450e-03,2.65977718e-03,1.33505079e-03,2.77631008e-03,3.16371163e-03,3.81201063e-03,3.79092665e-03
4500,4.557433,1.385815,19.238049,19.529169,19.980928,20.004480,20.092768,20.271034,0.981715,0.996551,1.019557,1.020769,1.025273,1.034370,18.103781,19.446167,19.232704,19.368626,19.715487,20.998299,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.88421249,1.92431986,2.10952616,2.15309882,2.18910360,2.18724537,1.05399239,1.05094409,0.98844999,0.97494310,0.92410362,0.88708150,3.84382015e-03,3.11409868e-03,1.79962651e-03,3.80680012e-03,4.24917461e-03,5.01074735e-03,5.08247362e-03
5000,4.446831,1.352436,18.995363,19.404629,19.924707,19.955305,20.017641,20.259193,0.969321,0.990182,1.016655,1.018234,1.021418,1.033750,17.583984,19.375702,19.059551,19.218761,19.653601,21.307375,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.82646418,1.87338495,2.07974720,2.12777185,2.15472198,2.18690681,1.07523656,1.07753921,1.00962305,0.99136782,0.93461287,0.87380499,4.75405160e-03,3.40293045e-03,2.24471185e-03,4.88816760e-03,5.37392125e-03,6.21251995e-03,6.40205853e-03
5500,4.363526,1.324894,18.773682,19.283831,19.865261,19.902086,19.945215,20.241217,0.957996,0.984000,1.013585,1.015488,1.017700,1.032815,17.070553,19.302584,18.892126,19.074730,19.599331,21.546520,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.77015948,1.82929099,2.05250692,2.10141850,2.12372708,2.18234372,1.09604657,1.09994245,1.02700007,1.00525606,0.94259763,0.86095142,5.43808475e-03,3.47361248e-03,2.53868871e-03,5.74661791e-03,6.28383784e-03,7.14401994e-03,7.44173164e-03
6000,4.273273,1.303004,18.585682,19.171394,19.810966,19.852230,19.880701,20.221937,0.948394,0.978246,1.010773,1.012910,1.014382,1.031810,16.579172,19.229177,18.728943,18.937609,19.555927,21.747900,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.72571778,1.78852654,2.02698565,2.07671046,2.09215450,2.17392993,1.11167264,1.12201750,1.04161954,1.01633251,0.94910419,0.84878016,5.98270085e-03,3.47476499e-03,2.76843295e-03,6.46968791e-03,7.03776209e-03,7.88358692e-03,8.26197024e-03
6500,4.221139,1.286991,18.401289,19.067062,19.764545,19.809191,19.819691,20.202494,0.938966,0.972903,1.008364,1.010679,1.011244,1.030797,16.108297,19.154804,18.577667,18.807384,19.519171,21.929605,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.68152225,1.74980783,2.00338006,2.05510473,2.06472540,2.16467929,1.12895250,1.14220381,1.05447114,1.02584052,0.95387542,0.83739638,6.42358741e-03,3.46246781e-03,2.94217397e-03,7.08407070e-03,7.65736960e-03,8.47727899e-03,8.91816337e-03
7000,4.164105,1.272434,18.240253,18.973495,19.717707,19.767145,19.765305,20.183359,0.930729,0.968107,1.005933,1.008500,1.008448,1.029798,15.669331,19.084320,18.433100,18.681623,19.492119,22.091839,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.64393520,1.71844053,1.98002899,2.03296757,2.03892493,2.15422797,1.14432323,1.15771854,1.06711626,1.03415358,0.95721573,0.82820058,6.79786736e-03,3.46808601e-03,3.09586711e-03,7.60967843e-03,8.20522290e-03,8.95247795e-03,9.45587177e-03
7500,4.127814,1.261614,18.091427,18.882362,19.674021,19.726839,19.709551,20.161373,0.923118,0.963437,1.003655,1.006412,1.005581,1.028653,15.255496,19.013641,18.296091,18.567492,19.469933,22.237965,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.60753012,1.68789506,1.95693290,2.00971341,2.01284456,2.14119506,1.15949547,1.17173743,1.07815480,1.04197776,0.95957541,0.81823188,7.12411668e-03,3.48103675e-03,3.24727269e-03,8.06379225e-03,8.68013036e-03,9.36327688e-03,9.90919117e-03
8000,4.086823,1.252244,17.951269,18.799938,19.638660,19.690845,19.657139,20.139803,0.915939,0.959207,1.001801,1.004539,1.002885,1.027530,14.861850,18.946007,18.167624,18.450594,19.452841,22.372211,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57268476,1.66012847,1.93675399,1.98651147,1.98796535,2.12802339,1.17511475,1.18661237,1.08737290,1.05035233,0.96239126,0.80883068,7.41106450e-03,3.51510104e-03,3.38651659e-03,8.47014692e-03,9.09092836e-03,9.71141085e-03,1.02922833e-02
8500,4.053934,1.243761,17.830517,18.718603,19.600159,19.653240,19.607788,20.119551,0.909753,0.955033,0.999794,1.002583,1.000341,1.026468,14.493525,18.880125,18.041210,18.344559,19.439484,22.496340,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.54251957,1.63379633,1.91768599,1.96305132,1.96393800,2.11553717,1.18805802,1.19930327,1.09644508,1.05822420,0.96440208,0.80060625,7.66225221e-03,3.57949734e-03,3.49840894e-03,8.82375799e-03,9.45131667e-03,9.99664515e-03,1.06238872e-02
9000,4.043582,1.237220,17.709526,18.643988,19.572643,19.621422,19.563704,20.095341,0.903553,0.951198,0.998333,1.000929,0.998072,1.025203,14.153071,18.819124,17.928389,18.240990,19.425692,22.611172,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.51488209,1.60903716,1.90138018,1.94409406,1.94205952,2.10176229,1.19998205,1.21124053,1.10481000,1.06181824,0.96563768,0.79247922,7.88404835e-03,3.64463334e-03,3.61207547e-03,9.13211983e-03,9.75967012e-03,1.02428533e-02,1.09129380e-02
