#{"t_start": 1785186932.7995453, "env_id": "Walker2d-v5"}
r,l,t
5185.509964,1000,6159.1282
5185.644346,1000,6163.844233
5023.631241,1000,6168.722357
5071.219974,1000,6173.257198
5322.371803,1000,6178.124872
5147.625232,1000,6183.048202
5288.782682,1000,6187.878808
5289.865057,1000,6192.929138
5189.223265,1000,6197.885917
5057.045285,1000,6202.839271
5061.248219,1000,6207.567667
5202.961257,1000,6215.733293
5248.461774,1000,6220.16222
5299.79083,1000,6224.6391
5171.049069,1000,6229.184989
5104.97845,1000,6234.269791
4976.849332,1000,6239.856035
5063.458838,1000,6245.435489
256.787433,105,6246.011351
5189.005246,1000,6251.14825
5287.647523,1000,6256.581423
5213.311339,1000,6261.640517
5052.32592,1000,6266.702565
5211.267986,1000,6272.127495
5346.718927,1000,6277.718547
5352.387149,1000,6283.293267
5285.06417,1000,6288.872999
5229.356712,1000,6294.466427
5073.35964,1000,6300.061592
5149.154,1000,6305.250345
201.376794,92,6305.717155
5287.919907,1000,6310.958704
5244.694898,1000,6316.228793
5115.418693,1000,6321.505826
5255.114049,1000,6326.775078
5188.717048,1000,6332.055705
5159.128253,1000,6337.361477
