step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497783,0.497846,0.496605,0.496619,0.496360,0.496301,0.497732,0.497450,0.496971,0.496992,0.497619,0.497634,0.497871,0.497769,0.497616,0.497618,0.498864,0.498880,0.498097,0.497931,0.497660,0.497684,0.499074,0.499091,0.497297,0.497242,0.497940,0.497925,0.499570,0.499570,0.497533,0.497485,0.498112,0.498157,0.499537,0.499538
400,0.494492,0.495707,0.491448,0.491556,0.487099,0.487141,0.505500,0.501801,0.492903,0.493363,0.494195,0.494020,0.503780,0.499941,0.496055,0.496215,0.499163,0.498598,0.505137,0.501188,0.495610,0.495923,0.497947,0.497538,0.500883,0.498221,0.497168,0.497253,0.499424,0.499269,0.500390,0.497956,0.497271,0.497414,0.499259,0.499179
600,0.487976,0.491497,0.485531,0.486022,0.473216,0.473948,0.522312,0.514564,0.487841,0.488628,0.487348,0.486600,0.519375,0.509964,0.491774,0.492096,0.497387,0.495162,0.522248,0.514015,0.490179,0.490693,0.493296,0.492474,0.511433,0.503784,0.495624,0.495714,0.499537,0.499074,0.506682,0.500547,0.496596,0.496692,0.499155,0.499011
800,0.479946,0.485707,0.478059,0.479418,0.456793,0.458263,0.546204,0.530903,0.480594,0.480968,0.477098,0.474831,0.543633,0.527525,0.484584,0.484382,0.490549,0.485088,0.547944,0.534880,0.481388,0.481047,0.483658,0.482599,0.530091,0.515058,0.492726,0.492109,0.499827,0.498705,0.520142,0.506676,0.496153,0.495803,0.499121,0.498838
1000,0.474118,0.480242,0.470706,0.473179,0.442462,0.443859,0.574022,0.549829,0.474410,0.473085,0.468863,0.462755,0.570973,0.544630,0.478045,0.475717,0.483264,0.471872,0.578077,0.558082,0.474686,0.470524,0.472845,0.470317,0.555338,0.531584,0.489911,0.486145,0.500634,0.497928,0.538663,0.516120,0.496574,0.495052,0.499251,0.498679
1200,0.472194,0.477635,0.462963,0.466752,0.432312,0.432746,0.600440,0.564626,0.472229,0.466672,0.465787,0.453439,0.599141,0.560716,0.474335,0.468388,0.479212,0.460248,0.609039,0.578534,0.473326,0.461992,0.466705,0.459699,0.581912,0.547917,0.489510,0.480132,0.501498,0.495989,0.559300,0.526693,0.498179,0.494585,0.499264,0.498342
1400,0.471233,0.475574,0.456526,0.461586,0.424921,0.422687,0.625825,0.577909,0.474159,0.462873,0.468557,0.446753,0.627104,0.574751,0.474550,0.462390,0.480478,0.451674,0.640556,0.596552,0.479513,0.456695,0.464678,0.451058,0.608682,0.562643,0.493522,0.475065,0.501833,0.492957,0.582570,0.538852,0.501368,0.494687,0.499297,0.497878
1600,0.472206,0.474433,0.450347,0.456536,0.421468,0.414477,0.648803,0.587659,0.480864,0.461455,0.477547,0.444230,0.653956,0.585310,0.478865,0.459009,0.484925,0.444258,0.672059,0.611502,0.492211,0.454323,0.468697,0.444990,0.637547,0.578387,0.500827,0.470245,0.501461,0.487853,0.608324,0.552178,0.507012,0.495365,0.499384,0.497285
1800,0.474403,0.474051,0.445081,0.452269,0.422249,0.407892,0.672016,0.596864,0.491172,0.462181,0.491869,0.445333,0.679270,0.593153,0.486018,0.456495,0.492752,0.438291,0.704559,0.625088,0.508521,0.453666,0.475622,0.440966,0.666570,0.591769,0.512319,0.466649,0.501211,0.482570,0.634141,0.564849,0.514277,0.496455,0.499176,0.496396
2000,0.477794,0.474641,0.440679,0.448515,0.425274,0.402124,0.694645,0.604219,0.503751,0.464553,0.508856,0.447899,0.704864,0.600998,0.496564,0.455728,0.503532,0.434932,0.735755,0.634625,0.527433,0.455524,0.485543,0.438182,0.694486,0.602146,0.525870,0.464331,0.501232,0.476309,0.659709,0.576568,0.523445,0.498079,0.499148,0.495467
2200,0.481273,0.474879,0.436650,0.445096,0.430624,0.397571,0.714543,0.609709,0.517584,0.467501,0.525213,0.450400,0.729591,0.606149,0.508670,0.455736,0.516886,0.433051,0.766089,0.642487,0.548875,0.461301,0.499227,0.439318,0.724272,0.612586,0.541781,0.463631,0.502517,0.470259,0.684585,0.587048,0.534362,0.500331,0.499192,0.494546
2400,0.482787,0.473570,0.433366,0.441991,0.438258,0.394154,0.734725,0.613639,0.532263,0.471208,0.543525,0.454189,0.752092,0.608990,0.522703,0.456676,0.530769,0.432010,0.795237,0.647430,0.570124,0.466297,0.512730,0.440001,0.754033,0.620443,0.561213,0.464270,0.505777,0.464407,0.710267,0.596801,0.546613,0.502946,0.499222,0.493493
2600,0.485947,0.473964,0.430114,0.438942,0.445774,0.390697,0.752066,0.616826,0.549167,0.476385,0.563744,0.460537,0.774314,0.611698,0.537576,0.457621,0.543283,0.429102,0.825721,0.650109,0.591863,0.471016,0.526899,0.441433,0.781993,0.625449,0.581351,0.465602,0.509116,0.459066,0.735645,0.605711,0.559047,0.505515,0.499418,0.492570
2800,0.487981,0.473619,0.426801,0.435744,0.455333,0.388769,0.768037,0.619574,0.565849,0.481312,0.584017,0.465721,0.795690,0.613765,0.552545,0.459188,0.558896,0.429029,0.854208,0.650495,0.614177,0.476762,0.543136,0.443306,0.809411,0.630078,0.602242,0.467628,0.514858,0.454168,0.761578,0.614258,0.573863,0.508779,0.499487,0.491322
3000,0.490382,0.472910,0.424583,0.433477,0.464867,0.386277,0.781160,0.619509,0.582330,0.485870,0.603097,0.469531,0.815919,0.614442,0.568017,0.461111,0.573739,0.428193,0.880218,0.650891,0.635350,0.481448,0.559391,0.445641,0.835911,0.631444,0.622973,0.470333,0.520812,0.449949,0.786164,0.621458,0.588111,0.511995,0.499974,0.490400
3200,0.492277,0.472639,0.422506,0.431051,0.475018,0.384435,0.795217,0.620357,0.599212,0.490559,0.621577,0.473028,0.835887,0.613865,0.583667,0.463467,0.590552,0.428181,0.903699,0.648015,0.656810,0.486553,0.575773,0.448529,0.863712,0.633791,0.644436,0.473040,0.528187,0.445364,0.811449,0.628084,0.605111,0.516162,0.500503,0.489138
3400,0.495315,0.472807,0.420973,0.429192,0.484220,0.382518,0.809083,0.620904,0.614992,0.494376,0.638776,0.474590,0.853663,0.614397,0.600919,0.466348,0.606580,0.428055,0.925734,0.645205,0.678249,0.491844,0.591049,0.451111,0.891955,0.634477,0.664992,0.475968,0.535126,0.441913,0.833816,0.632296,0.621237,0.519673,0.501072,0.487998
3600,0.497393,0.472217,0.418886,0.426971,0.493443,0.379942,0.820089,0.619634,0.629903,0.497648,0.656805,0.477126,0.872206,0.613652,0.617583,0.468393,0.621343,0.427292,0.947971,0.643331,0.699460,0.496806,0.607056,0.453956,0.918605,0.634383,0.685796,0.478531,0.544264,0.438649,0.856280,0.637024,0.637204,0.523045,0.501711,0.486921
3800,0.499189,0.471908,0.416960,0.424844,0.501559,0.377826,0.829682,0.618362,0.644711,0.501075,0.674369,0.479635,0.887280,0.611173,0.634373,0.470896,0.635041,0.426210,0.967187,0.640443,0.719858,0.501060,0.622254,0.456368,0.944072,0.634339,0.705168,0.481385,0.552030,0.435409,0.878010,0.639270,0.653373,0.526678,0.502353,0.485829
4000,0.501318,0.471689,0.415602,0.423139,0.509978,0.376159,0.841118,0.618562,0.657443,0.503412,0.690142,0.480679,0.901533,0.609397,0.649060,0.472173,0.650673,0.425937,0.984730,0.636166,0.739975,0.505139,0.636247,0.458528,0.966504,0.630958,0.723851,0.483621,0.560747,0.432697,0.898819,0.641903,0.669057,0.529666,0.502987,0.484714
4200,0.502936,0.471545,0.414125,0.421587,0.517529,0.374172,0.849050,0.616022,0.670296,0.505648,0.705002,0.481666,0.915543,0.608147,0.664273,0.474659,0.664764,0.425162,1.001735,0.631473,0.757773,0.506976,0.648824,0.459446,0.989066,0.627879,0.742023,0.485842,0.567723,0.429457,0.917267,0.642450,0.684620,0.533021,0.503892,0.483775
4400,0.504182,0.471003,0.412845,0.420165,0.524569,0.372176,0.856120,0.614441,0.682452,0.507220,0.716883,0.481109,0.926785,0.605082,0.677154,0.475648,0.677192,0.423895,1.018777,0.628155,0.774473,0.509486,0.660378,0.460651,1.010962,0.624940,0.759724,0.488459,0.576275,0.426854,0.935464,0.643237,0.699810,0.535785,0.504618,0.482684
4600,0.505251,0.470628,0.411071,0.418259,0.530349,0.369620,0.863113,0.613130,0.692933,0.508062,0.729058,0.480486,0.937495,0.602979,0.690886,0.477615,0.690584,0.423326,1.034890,0.624762,0.790876,0.512374,0.671473,0.462531,1.032588,0.623282,0.777536,0.491266,0.584338,0.424565,0.953255,0.644156,0.714717,0.538379,0.505376,0.481602
4800,0.505694,0.469867,0.409931,0.417076,0.537014,0.368106,0.868832,0.611497,0.703569,0.509374,0.740878,0.480016,0.947778,0.600663,0.702460,0.478388,0.701276,0.421998,1.046689,0.620371,0.806173,0.514922,0.681849,0.463865,1.050887,0.620456,0.792860,0.492869,0.590993,0.422043,0.968446,0.643488,0.728883,0.541016,0.506220,0.480622
5000,0.507157,0.469742,0.408534,0.415697,0.542049,0.365997,0.872357,0.608888,0.711569,0.508939,0.750386,0.478383,0.956294,0.597994,0.714183,0.479576,0.711865,0.420583,1.058716,0.616761,0.820643,0.516628,0.691310,0.464842,1.067530,0.617512,0.808170,0.494553,0.597623,0.419760,0.982791,0.642686,0.743210,0.543405,0.507090,0.479652
5200,0.507589,0.469011,0.407139,0.414374,0.544857,0.363638,0.876551,0.607322,0.719942,0.509630,0.760050,0.477569,0.965028,0.595949,0.724753,0.480507,0.720561,0.418785,1.068585,0.613431,0.834148,0.518371,0.700850,0.465866,1.082207,0.613565,0.821411,0.496271,0.604032,0.418552,0.995840,0.641833,0.755414,0.545360,0.507944,0.478895
5400,0.507506,0.468311,0.405886,0.413270,0.548501,0.362012,0.880283,0.605533,0.727205,0.509853,0.768448,0.476602,0.971948,0.593749,0.734489,0.480857,0.728705,0.416865,1.077601,0.609949,0.845662,0.519685,0.708852,0.466520,1.096871,0.610928,0.833388,0.497368,0.609129,0.416542,1.007613,0.641337,0.766687,0.546917,0.508705,0.478179
5600,0.508200,0.468282,0.404652,0.412171,0.551127,0.360341,0.882522,0.603183,0.733552,0.509653,0.774307,0.474418,0.978164,0.591543,0.743498,0.481444,0.736562,0.415439,1.086470,0.607364,0.856696,0.520650,0.716436,0.467172,1.110121,0.607669,0.844217,0.498323,0.613896,0.414993,1.018219,0.639995,0.776929,0.548216,0.509399,0.477541
5800,0.508483,0.467819,0.403293,0.411037,0.552876,0.358515,0.886056,0.602123,0.739507,0.509964,0.780917,0.473472,0.984122,0.590023,0.751367,0.481898,0.742897,0.413566,1.094024,0.603997,0.866784,0.522073,0.723527,0.468131,1.123286,0.605513,0.854985,0.499383,0.617830,0.413414,1.028125,0.639373,0.786510,0.549531,0.510056,0.476923
