step,train_loss,val_bpb
200,9.558213,2.587405
400,7.595745,2.170126
600,6.985034,2.084361
800,6.748638,2.039310
1000,6.615692,2.008119
1200,6.539310,1.984623
1400,6.476640,1.970559
1600,6.407870,1.956686
1800,6.383843,1.949456
2000,6.349526,1.938540
2200,6.314561,1.932843
2400,6.292693,1.922770
2600,6.278753,1.916021
2800,6.246320,1.907627
3000,6.222697,1.901180
3200,6.202887,1.892777
3400,6.162351,1.887548
3600,6.158771,1.881787
3800,6.129322,1.874131
4000,6.092431,1.865794
4200,6.087068,1.859779
4400,6.073450,1.853170
4600,6.052143,1.850248
4800,6.051520,1.844643
5000,6.024124,1.839047
5200,5.990964,1.835443
5400,5.971881,1.829585
5600,5.980484,1.826044
5800,5.960469,1.824026
6000,5.951693,1.820302
6200,5.936459,1.818096
6400,5.925266,1.815931
6600,5.927357,1.812527
6800,5.917312,1.810302
7000,5.917065,1.808929
7200,5.907717,1.807111
7400,5.908807,1.806109
7600,5.890436,1.804979
7800,5.892845,1.803376
8000,5.884025,1.802996
