step,train_loss,val_bpb
200,8.541487,2.262060
400,6.969222,1.998682
600,6.360169,1.895735
800,6.067370,1.836928
1000,5.897665,1.791232
1200,5.754012,1.756616
1400,5.650680,1.729003
1600,5.562936,1.707633
1800,5.495538,1.691124
2000,5.418000,1.673928
2200,5.392588,1.658685
2400,5.351749,1.645678
2600,5.291005,1.633883
2800,5.262864,1.622778
3000,5.230763,1.612134
3200,5.189127,1.602426
3400,5.155296,1.593417
3600,5.133204,1.587133
3800,5.101259,1.576141
4000,5.081304,1.570763
4200,5.052544,1.562741
4400,5.040023,1.557009
4600,5.012955,1.551318
4800,5.018696,1.545425
5000,4.971239,1.538574
5200,4.958311,1.534882
5400,4.939664,1.531209
5600,4.910802,1.526105
5800,4.907141,1.521928
6000,4.893791,1.517616
6200,4.877370,1.514068
6400,4.873868,1.512742
6600,4.853580,1.508352
6800,4.851952,1.505949
7000,4.855391,1.503826
7200,4.842324,1.502809
7400,4.819709,1.500510
7600,4.809774,1.499216
7800,4.810615,1.497495
8000,4.816683,1.496853
