step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L6.qk_lut.T_soft,L6.qk_lut.T_sel,L6.v_lut.T_soft,L6.v_lut.T_sel,L6.out_proj.T_soft,L6.out_proj.T_sel,L7.qk_lut.T_soft,L7.qk_lut.T_sel,L7.v_lut.T_soft,L7.v_lut.T_sel,L7.out_proj.T_soft,L7.out_proj.T_sel,L8.qk_lut.T_soft,L8.qk_lut.T_sel,L8.v_lut.T_soft,L8.v_lut.T_sel,L8.out_proj.T_soft,L8.out_proj.T_sel,L9.qk_lut.T_soft,L9.qk_lut.T_sel,L9.v_lut.T_soft,L9.v_lut.T_sel,L9.out_proj.T_soft,L9.out_proj.T_sel,L10.qk_lut.T_soft,L10.qk_lut.T_sel,L10.v_lut.T_soft,L10.v_lut.T_sel,L10.out_proj.T_soft,L10.out_proj.T_sel,L11.qk_lut.T_soft,L11.qk_lut.T_sel,L11.v_lut.T_soft,L11.v_lut.T_sel,L11.out_proj.T_soft,L11.out_proj.T_sel
6000,0.509679,0.352084,0.522472,0.340470,0.688225,0.203588,1.027421,0.388944,1.190289,0.318528,0.818108,0.264937,1.106435,0.413399,1.338477,0.343556,0.842786,0.282796,1.207426,0.396450,1.260892,0.325540,0.749275,0.298425,1.352803,0.390679,1.302198,0.331681,0.767251,0.274075,1.389074,0.408619,1.133123,0.342407,0.578438,0.341382,1.306174,0.429460,1.279031,0.335627,0.553874,0.313399,1.231276,0.453209,1.494951,0.361779,0.810822,0.309473,1.310206,0.425953,1.415968,0.345511,0.683877,0.290913,1.832631,0.385360,1.353737,0.357888,0.606036,0.236092,1.119011,0.474436,1.140702,0.405313,0.555672,0.331511,0.982927,0.490360,0.880090,0.450507,0.590088,0.404218
6200,0.514975,0.350282,0.534423,0.337517,0.716215,0.200663,1.042974,0.385498,1.231913,0.312269,0.847527,0.261917,1.125110,0.409462,1.385154,0.335729,0.871854,0.279120,1.230980,0.391444,1.303589,0.320079,0.770091,0.295674,1.381914,0.385189,1.348092,0.324905,0.791312,0.271555,1.431332,0.402955,1.170789,0.337405,0.589720,0.338447,1.340443,0.424151,1.326353,0.330451,0.565063,0.309511,1.253794,0.448306,1.551816,0.354199,0.836839,0.306934,1.339913,0.420486,1.469844,0.338137,0.705026,0.287694,1.916155,0.376232,1.410986,0.350005,0.625462,0.232719,1.143463,0.470253,1.179342,0.401723,0.569970,0.327104,0.999359,0.486600,0.898952,0.447101,0.597808,0.398379
6400,0.520959,0.349444,0.545644,0.334917,0.745156,0.197804,1.058564,0.382082,1.271620,0.305931,0.875783,0.258437,1.141155,0.405539,1.432825,0.328148,0.901482,0.275722,1.256939,0.386710,1.341555,0.313756,0.790723,0.291899,1.412607,0.381222,1.394872,0.318344,0.816318,0.268329,1.470016,0.396189,1.207126,0.332432,0.600135,0.335333,1.371294,0.418563,1.375721,0.325959,0.577242,0.305871,1.273062,0.442342,1.612285,0.346693,0.865784,0.304189,1.368731,0.414830,1.522344,0.331923,0.726213,0.284988,2.001035,0.368028,1.470500,0.343483,0.644727,0.229886,1.164605,0.464736,1.216755,0.397472,0.584495,0.322869,1.015698,0.483588,0.918341,0.444065,0.606353,0.393089
6600,0.524277,0.347002,0.554642,0.332448,0.773564,0.195620,1.070908,0.378153,1.312654,0.300236,0.902400,0.254785,1.156206,0.401560,1.479460,0.322152,0.932721,0.272848,1.282222,0.382281,1.383003,0.308095,0.811350,0.288404,1.439735,0.375372,1.441941,0.311714,0.840393,0.265035,1.512588,0.390714,1.245668,0.326920,0.610755,0.331306,1.406654,0.414167,1.424099,0.320384,0.590212,0.301894,1.297152,0.438455,1.670570,0.338843,0.892854,0.300784,1.394628,0.409662,1.572956,0.325085,0.746472,0.281435,2.083257,0.360643,1.528600,0.337385,0.663757,0.227726,1.190086,0.460668,1.254972,0.392499,0.599625,0.319016,1.031187,0.479351,0.936417,0.440424,0.614800,0.387243
6800,0.528737,0.345076,0.564632,0.329136,0.802176,0.192475,1.084940,0.375445,1.353486,0.294044,0.929868,0.251397,1.170443,0.397457,1.527361,0.315803,0.965120,0.269612,1.306461,0.378075,1.424712,0.301809,0.831563,0.285136,1.473308,0.370838,1.485908,0.305683,0.865075,0.261874,1.553794,0.385692,1.282245,0.321852,0.622004,0.328855,1.434824,0.409077,1.472337,0.315031,0.603299,0.298642,1.319436,0.433117,1.729746,0.332124,0.920921,0.297981,1.422877,0.405663,1.620910,0.318638,0.767792,0.278497,2.167714,0.352607,1.587500,0.330536,0.682553,0.225288,1.212548,0.456344,1.293109,0.387179,0.614391,0.314274,1.044271,0.474737,0.955968,0.437552,0.624301,0.382531
7000,0.533456,0.343676,0.574427,0.326482,0.829861,0.190574,1.099385,0.372830,1.393742,0.289159,0.958526,0.248068,1.185440,0.393698,1.574316,0.309130,0.994633,0.266071,1.329090,0.372655,1.463358,0.296360,0.850114,0.281157,1.498340,0.366111,1.532679,0.300012,0.887972,0.258787,1.590350,0.380411,1.317711,0.316649,0.632541,0.325068,1.467073,0.405705,1.518993,0.309772,0.615610,0.295379,1.337791,0.427893,1.786119,0.324593,0.946257,0.293355,1.448136,0.401409,1.670473,0.313008,0.788029,0.275207,2.252892,0.344536,1.646558,0.323653,0.701293,0.222731,1.237078,0.452252,1.329067,0.382767,0.630219,0.310927,1.059181,0.471526,0.974853,0.434358,0.633527,0.377340
7200,0.537248,0.341638,0.583249,0.323584,0.858382,0.187854,1.114105,0.369485,1.435306,0.284398,0.985370,0.245152,1.199598,0.389822,1.622046,0.303319,1.022609,0.262746,1.353071,0.368872,1.505624,0.291906,0.869330,0.278555,1.530395,0.362162,1.578077,0.294537,0.912286,0.256012,1.627079,0.375223,1.353060,0.311553,0.641616,0.321224,1.495989,0.400996,1.562718,0.304425,0.626857,0.291232,1.359158,0.423679,1.844540,0.317733,0.973381,0.290150,1.473959,0.396905,1.717485,0.307151,0.807490,0.271503,2.339396,0.337133,1.706299,0.317378,0.720814,0.220736,1.258975,0.446914,1.367214,0.377390,0.645925,0.306439,1.073171,0.467392,0.994506,0.430343,0.642011,0.371318
7400,0.541582,0.340132,0.591864,0.320789,0.885445,0.185564,1.126931,0.365961,1.473573,0.279183,1.011258,0.242080,1.211382,0.385481,1.666615,0.297474,1.050458,0.259911,1.375408,0.364337,1.544896,0.286637,0.889336,0.275061,1.560419,0.357892,1.620715,0.289244,0.934340,0.252513,1.664083,0.370322,1.388974,0.308154,0.651484,0.318640,1.526267,0.396684,1.608814,0.299481,0.637758,0.287795,1.378988,0.419673,1.901253,0.311739,0.999613,0.287283,1.495469,0.392202,1.767026,0.301783,0.826703,0.268685,2.424407,0.329617,1.765323,0.310780,0.739173,0.218255,1.279537,0.442318,1.402436,0.372971,0.660976,0.302602,1.087916,0.463625,1.012842,0.427350,0.651667,0.366334
7600,0.544954,0.338175,0.600163,0.318035,0.913158,0.183363,1.138880,0.362966,1.511684,0.274663,1.038545,0.238789,1.222678,0.381713,1.713820,0.292081,1.079507,0.257041,1.400339,0.361614,1.586197,0.282120,0.908508,0.272214,1.586198,0.353548,1.666008,0.284880,0.957539,0.249751,1.702806,0.366174,1.423490,0.303667,0.660581,0.315385,1.553123,0.391771,1.650609,0.294871,0.648367,0.284411,1.397571,0.415565,1.955013,0.306320,1.024458,0.284259,1.521662,0.388561,1.816745,0.297044,0.846290,0.265984,2.510905,0.322495,1.824201,0.304435,0.757288,0.215788,1.300962,0.438518,1.436541,0.368055,0.675972,0.298577,1.101919,0.459591,1.031528,0.424030,0.660949,0.361623
7800,0.548252,0.336574,0.608986,0.315108,0.938101,0.181264,1.150908,0.360530,1.548744,0.270026,1.064256,0.235814,1.236671,0.378602,1.756159,0.287381,1.107516,0.254354,1.422390,0.358551,1.623466,0.277347,0.926858,0.269139,1.613255,0.349552,1.709325,0.280544,0.980292,0.247314,1.738785,0.361216,1.459429,0.299530,0.668764,0.312098,1.584076,0.388287,1.696928,0.290435,0.659188,0.280969,1.414843,0.411526,2.007006,0.300205,1.048387,0.280646,1.547159,0.384929,1.864617,0.292407,0.865504,0.263328,2.593839,0.316229,1.883259,0.299049,0.774693,0.214173,1.323382,0.434236,1.469523,0.363736,0.691525,0.295359,1.115128,0.456016,1.048423,0.420771,0.670200,0.356766
8000,0.550947,0.334868,0.617923,0.312572,0.965114,0.179661,1.163251,0.358049,1.586447,0.265912,1.089191,0.233159,1.248375,0.375033,1.794647,0.282672,1.134253,0.251538,1.440439,0.354657,1.664012,0.272978,0.944977,0.265839,1.639964,0.345564,1.750823,0.275597,1.002266,0.244299,1.774927,0.357135,1.494463,0.295539,0.677494,0.308716,1.610816,0.384450,1.740596,0.286557,0.669893,0.278330,1.433461,0.407970,2.061910,0.295189,1.074218,0.277924,1.566845,0.380069,1.913350,0.287301,0.883898,0.260503,2.677278,0.310075,1.939439,0.293282,0.791514,0.212009,1.344658,0.429827,1.501575,0.358595,0.706740,0.291442,1.126275,0.451966,1.065420,0.417350,0.679268,0.351789
8200,0.554288,0.333451,0.625640,0.309849,0.989095,0.177659,1.174465,0.355800,1.622109,0.262098,1.115382,0.230886,1.261244,0.371898,1.834402,0.278218,1.161265,0.248897,1.460077,0.351266,1.700625,0.268999,0.964527,0.263256,1.663622,0.342305,1.792327,0.270981,1.024352,0.241314,1.809799,0.352236,1.524010,0.291726,0.685524,0.305644,1.636193,0.380733,1.781831,0.282341,0.679380,0.274980,1.451196,0.404130,2.117513,0.289929,1.098164,0.274930,1.588980,0.376458,1.957554,0.282358,0.903807,0.257453,2.758834,0.304065,1.994189,0.287892,0.807822,0.209857,1.364237,0.425903,1.532784,0.353786,0.720484,0.287870,1.139006,0.448556,1.082430,0.413598,0.688210,0.346932
8400,0.556628,0.331584,0.633477,0.306847,1.014021,0.175777,1.186965,0.353873,1.654140,0.257912,1.137984,0.227918,1.274019,0.368761,1.871324,0.273898,1.186740,0.245948,1.480581,0.348254,1.739122,0.265106,0.981414,0.260325,1.688506,0.338510,1.832034,0.266410,1.047129,0.238713,1.843268,0.348143,1.556040,0.288025,0.693200,0.302593,1.661799,0.377093,1.824739,0.278234,0.689647,0.271649,1.466274,0.400030,2.171719,0.284999,1.123512,0.271961,1.609294,0.373086,2.001978,0.278119,0.921544,0.254557,2.836997,0.298159,2.049684,0.283181,0.824526,0.208428,1.381260,0.422049,1.565258,0.349299,0.734948,0.284861,1.150302,0.444905,1.098745,0.410420,0.697098,0.342658
8600,0.558755,0.329779,0.641598,0.304281,1.040771,0.173591,1.195040,0.350903,1.687944,0.253739,1.161849,0.225390,1.285244,0.365521,1.912048,0.269602,1.214148,0.242948,1.501605,0.345745,1.773629,0.261626,0.997932,0.257559,1.714087,0.334769,1.870318,0.262378,1.067436,0.235729,1.877200,0.343630,1.589446,0.283929,0.700850,0.299145,1.683990,0.373386,1.864682,0.273876,0.699320,0.268657,1.481466,0.396356,2.219964,0.280095,1.145458,0.269064,1.630362,0.369182,2.042866,0.273546,0.938550,0.251756,2.915452,0.292564,2.104331,0.278125,0.840742,0.206405,1.401683,0.417473,1.597885,0.344446,0.750276,0.281570,1.162105,0.440748,1.115590,0.406732,0.706341,0.337365
8800,0.562230,0.328921,0.648259,0.301591,1.064209,0.171656,1.205748,0.348883,1.719038,0.250229,1.184951,0.222710,1.294852,0.361950,1.949568,0.265417,1.237743,0.240285,1.518706,0.342238,1.807588,0.257758,1.014961,0.255173,1.738146,0.331525,1.909073,0.258689,1.088384,0.233483,1.908302,0.339732,1.620148,0.280417,0.707530,0.296114,1.708057,0.369689,1.903988,0.269925,0.707935,0.265456,1.499767,0.393034,2.270633,0.275699,1.169113,0.266023,1.653478,0.365878,2.083197,0.269598,0.955856,0.249320,2.993343,0.287324,2.160068,0.273493,0.856250,0.204787,1.418467,0.413676,1.627262,0.340410,0.764078,0.278502,1.173948,0.437705,1.129930,0.403482,0.715031,0.332762
9000,0.562737,0.326867,0.654573,0.299078,1.088792,0.169800,1.214811,0.346631,1.749165,0.246850,1.206403,0.219995,1.304932,0.359472,1.984490,0.261947,1.264112,0.237928,1.534258,0.338942,1.835951,0.253919,1.028003,0.251978,1.765265,0.329477,1.946864,0.255412,1.108296,0.231646,1.939512,0.336369,1.652498,0.277063,0.715071,0.293504,1.734448,0.366736,1.943268,0.266284,0.717440,0.262795,1.512385,0.389133,2.315662,0.270866,1.190091,0.262851,1.673730,0.362267,2.123578,0.266019,0.972144,0.246718,3.067745,0.282424,2.214297,0.268783,0.871241,0.202920,1.435541,0.410487,1.656974,0.336249,0.779036,0.275259,1.185013,0.434401,1.145562,0.400309,0.723997,0.328444
9200,0.564034,0.325047,0.660759,0.296718,1.111072,0.168212,1.221825,0.344211,1.780429,0.243556,1.228999,0.217287,1.313590,0.356738,2.017703,0.258603,1.287310,0.235495,1.553988,0.336137,1.866920,0.250620,1.043031,0.249229,1.782837,0.325742,1.982862,0.251733,1.126204,0.229287,1.974281,0.332854,1.683903,0.273559,0.721894,0.290533,1.759077,0.363574,1.978155,0.262199,0.725192,0.259309,1.529459,0.386235,2.363243,0.267557,1.213368,0.261248,1.693062,0.359349,2.164169,0.262802,0.987577,0.244357,3.139087,0.277835,2.263594,0.264727,0.885677,0.201234,1.453042,0.407433,1.685131,0.332186,0.791956,0.272217,1.195966,0.431215,1.160526,0.397168,0.732854,0.324013
9400,0.566105,0.323957,0.667353,0.294301,1.133362,0.166512,1.228004,0.341750,1.809758,0.240727,1.249039,0.215108,1.324109,0.354598,2.050174,0.255214,1.308881,0.233271,1.569391,0.333168,1.897429,0.247789,1.056823,0.246825,1.803809,0.323150,2.016210,0.248420,1.143737,0.227270,2.002778,0.329892,1.713393,0.270662,0.729031,0.288024,1.784239,0.361267,2.019321,0.259856,0.733708,0.257275,1.544832,0.383520,2.406090,0.264042,1.234089,0.258756,1.709760,0.356181,2.203418,0.259943,1.002870,0.242030,3.207889,0.273456,2.312060,0.260773,0.898490,0.199431,1.471843,0.404446,1.711291,0.328797,0.805175,0.269944,1.205608,0.428599,1.173151,0.394530,0.739750,0.320308
9600,0.567547,0.322116,0.673695,0.291609,1.153333,0.164504,1.237957,0.340326,1.837806,0.237748,1.268772,0.212935,1.332807,0.351891,2.083913,0.252292,1.331802,0.230915,1.585210,0.330370,1.925014,0.245146,1.070678,0.244743,1.824661,0.320723,2.051186,0.245624,1.159476,0.225358,2.032923,0.326737,1.742151,0.268011,0.734919,0.285582,1.803528,0.358036,2.049353,0.256519,0.739984,0.254385,1.558164,0.380432,2.450254,0.260367,1.252591,0.256464,1.725463,0.353565,2.236830,0.256807,1.017937,0.239524,3.274992,0.269018,2.359537,0.257215,0.912830,0.198011,1.486482,0.400506,1.737982,0.325051,0.818404,0.267435,1.214967,0.425218,1.187763,0.391684,0.748089,0.316422
9800,0.568681,0.320602,0.678507,0.289084,1.172326,0.163088,1.245901,0.338578,1.864475,0.235043,1.288352,0.210601,1.340643,0.349359,2.114674,0.249058,1.355156,0.228873,1.600391,0.328290,1.950980,0.242326,1.083029,0.242215,1.842955,0.318027,2.083048,0.242668,1.175979,0.223131,2.062135,0.324344,1.767685,0.265452,0.742044,0.283264,1.823872,0.355127,2.085996,0.254002,0.749059,0.252202,1.569712,0.377786,2.491157,0.256665,1.272238,0.253822,1.741000,0.351277,2.270862,0.253889,1.034033,0.237815,3.341025,0.265467,2.406343,0.253860,0.926814,0.196632,1.505226,0.398245,1.764240,0.321196,0.830801,0.264825,1.225484,0.422415,1.201289,0.388642,0.755460,0.312512
10000,0.569615,0.319102,0.683525,0.286840,1.193169,0.162065,1.251867,0.336544,1.889568,0.232605,1.306815,0.208443,1.349245,0.346733,2.143620,0.246039,1.375175,0.226739,1.616257,0.326157,1.978540,0.239975,1.095598,0.239871,1.861851,0.315480,2.114536,0.239727,1.191267,0.220924,2.086259,0.321101,1.790532,0.262262,0.746269,0.280369,1.842884,0.352817,2.116436,0.251137,0.754877,0.249685,1.579991,0.374973,2.528992,0.253314,1.290509,0.251255,1.756081,0.348498,2.304096,0.251282,1.048235,0.235826,3.404933,0.261736,2.450871,0.250329,0.939619,0.195178,1.519256,0.395298,1.788026,0.317687,0.842828,0.262102,1.235818,0.419982,1.213736,0.386023,0.762123,0.309046
10200,0.570556,0.317651,0.689042,0.284688,1.211635,0.160734,1.256804,0.334294,1.915464,0.229957,1.323447,0.206508,1.358729,0.344902,2.171130,0.243135,1.392859,0.224205,1.629566,0.323820,2.004095,0.237532,1.108580,0.237877,1.876680,0.313146,2.143989,0.237006,1.205413,0.219147,2.112097,0.318181,1.815797,0.259804,0.752333,0.277728,1.860421,0.349856,2.150862,0.248616,0.761207,0.247424,1.593274,0.372870,2.566518,0.249940,1.306136,0.248942,1.772457,0.346254,2.334611,0.248617,1.061184,0.234009,3.464710,0.258289,2.491210,0.247100,0.950904,0.193853,1.533610,0.392497,1.813657,0.314301,0.855282,0.259594,1.245559,0.417226,1.227453,0.383281,0.770111,0.305420
10400,0.571363,0.316013,0.692943,0.282423,1.228512,0.159539,1.262090,0.332379,1.940019,0.227755,1.341588,0.204929,1.365885,0.342591,2.198843,0.240593,1.411044,0.222584,1.644211,0.322013,2.029042,0.235289,1.121143,0.235969,1.893382,0.311260,2.173462,0.234644,1.219557,0.217568,2.138633,0.315580,1.839932,0.257636,0.757734,0.275225,1.879448,0.347742,2.183266,0.246207,0.767588,0.245197,1.605648,0.370512,2.603431,0.247124,1.322703,0.246841,1.786395,0.343898,2.366476,0.246121,1.073588,0.232146,3.517348,0.255000,2.533705,0.244601,0.962099,0.192706,1.546824,0.389501,1.835402,0.311435,0.866259,0.257185,1.253148,0.414243,1.238632,0.380204,0.775548,0.301703
10600,0.571971,0.314690,0.697728,0.280460,1.246995,0.158548,1.270205,0.330925,1.963123,0.225519,1.358337,0.203121,1.371412,0.340231,2.223180,0.238210,1.428761,0.220930,1.655397,0.319790,2.052555,0.233041,1.131406,0.234177,1.908003,0.308971,2.200178,0.232539,1.233125,0.216154,2.159421,0.312982,1.862740,0.255202,0.762487,0.272777,1.894692,0.345231,2.212140,0.244101,0.773849,0.243126,1.615534,0.368028,2.635399,0.244278,1.339320,0.244749,1.799882,0.341573,2.394856,0.243734,1.085283,0.230332,3.569173,0.252344,2.571158,0.241744,0.972094,0.191529,1.559212,0.386746,1.858199,0.308425,0.877244,0.254849,1.262378,0.412231,1.250145,0.377629,0.781768,0.298454
10800,0.572761,0.313444,0.701241,0.278473,1.263195,0.157236,1.275487,0.329203,1.985983,0.223359,1.373029,0.201110,1.377349,0.338401,2.247239,0.235764,1.445842,0.219203,1.665636,0.317817,2.074437,0.230673,1.140763,0.232267,1.924013,0.307090,2.225901,0.230333,1.246117,0.214537,2.181212,0.310790,1.888399,0.253265,0.768413,0.270587,1.910437,0.343038,2.240297,0.241914,0.779303,0.241129,1.626263,0.365800,2.671046,0.242012,1.355890,0.243228,1.813434,0.339631,2.425747,0.241629,1.098162,0.228840,3.619529,0.249684,2.608020,0.239219,0.981436,0.190164,1.573489,0.384530,1.880107,0.305606,0.888505,0.252762,1.270464,0.410020,1.261707,0.375440,0.788212,0.295696
11000,0.572622,0.311775,0.704127,0.276230,1.277582,0.155893,1.283353,0.328137,2.003994,0.221019,1.387527,0.199397,1.382744,0.336548,2.268546,0.233428,1.460498,0.217183,1.674845,0.315681,2.095877,0.228650,1.150214,0.230558,1.934879,0.304970,2.253307,0.228218,1.259447,0.212978,2.204582,0.308640,1.909089,0.250875,0.772020,0.268041,1.927751,0.340950,2.265651,0.239735,0.784370,0.238820,1.635733,0.364039,2.699486,0.239645,1.369094,0.241455,1.827933,0.338077,2.452837,0.239505,1.108427,0.227179,3.671060,0.246799,2.643727,0.236852,0.992405,0.189202,1.584089,0.381906,1.900416,0.302806,0.899072,0.250929,1.277385,0.407876,1.272108,0.373208,0.794426,0.293093
11200,0.572392,0.310183,0.707221,0.274475,1.291961,0.154665,1.286891,0.326624,2.024769,0.219112,1.401290,0.198118,1.388879,0.334765,2.290301,0.231274,1.476109,0.215674,1.685429,0.313694,2.115802,0.226500,1.158819,0.228856,1.949917,0.303255,2.275260,0.226085,1.269431,0.211457,2.225102,0.306732,1.933535,0.249441,0.777190,0.266301,1.941083,0.338914,2.291302,0.237599,0.789212,0.236897,1.644206,0.361716,2.730827,0.237662,1.382992,0.239998,1.837651,0.335933,2.476295,0.237464,1.117917,0.225598,3.715698,0.244539,2.676584,0.234718,1.001763,0.188360,1.596076,0.379936,1.919036,0.300405,0.907922,0.249002,1.283191,0.405755,1.281819,0.371224,0.799425,0.290347
11400,0.572446,0.308773,0.709855,0.272487,1.304774,0.153516,1.291256,0.325009,2.044006,0.217324,1.412810,0.196558,1.394874,0.333220,2.313359,0.229411,1.490011,0.214227,1.696453,0.312066,2.139942,0.225096,1.167127,0.227315,1.960595,0.301389,2.297289,0.224414,1.279926,0.210180,2.244115,0.304725,1.952108,0.247450,0.781083,0.264367,1.954047,0.336824,2.317265,0.235953,0.794815,0.235434,1.652468,0.360032,2.760039,0.235307,1.394605,0.238033,1.848381,0.334067,2.500408,0.235512,1.127332,0.224206,3.759876,0.242243,2.709353,0.232455,1.010463,0.187187,1.607956,0.378145,1.939286,0.298235,0.918214,0.247500,1.290071,0.403822,1.291649,0.369179,0.805319,0.287905
11600,0.572376,0.307509,0.712455,0.270611,1.315767,0.152358,1.295825,0.323672,2.060377,0.215730,1.425554,0.195280,1.399829,0.331652,2.331447,0.227540,1.503834,0.212687,1.706240,0.310469,2.158903,0.223359,1.174369,0.225794,1.974906,0.300282,2.319093,0.222621,1.289310,0.208849,2.261628,0.302593,1.971452,0.246033,0.785340,0.262998,1.968663,0.334913,2.342458,0.234021,0.799640,0.233634,1.658345,0.357647,2.783321,0.233303,1.407515,0.236596,1.858591,0.332336,2.523060,0.233772,1.136264,0.222838,3.800082,0.240179,2.739616,0.230569,1.017900,0.186299,1.618398,0.376243,1.956212,0.295990,0.926625,0.245984,1.296009,0.401916,1.300928,0.367183,0.810244,0.285679
11800,0.573210,0.306522,0.714733,0.268883,1.327446,0.151454,1.299221,0.322260,2.073927,0.214078,1.434445,0.193713,1.405418,0.330565,2.350290,0.225752,1.516467,0.211386,1.715022,0.308951,2.174485,0.221772,1.181488,0.224312,1.985656,0.298493,2.339592,0.221015,1.299142,0.207700,2.278529,0.301025,1.987344,0.244224,0.788009,0.260943,1.981628,0.333142,2.366863,0.232646,0.804590,0.232305,1.665930,0.355870,2.808403,0.231582,1.419673,0.235132,1.867856,0.330605,2.543807,0.231823,1.144722,0.221446,3.838082,0.238349,2.768849,0.228780,1.025458,0.185456,1.627301,0.373955,1.971848,0.293963,0.934476,0.244601,1.302607,0.400128,1.309064,0.365346,0.814406,0.283406
12000,0.573278,0.305283,0.716601,0.267244,1.337588,0.150292,1.303920,0.321424,2.089901,0.212557,1.444842,0.192353,1.408957,0.329076,2.368149,0.224018,1.528935,0.209958,1.721637,0.307295,2.191592,0.220338,1.189074,0.222874,1.996957,0.297221,2.356735,0.219611,1.308576,0.206583,2.294412,0.299424,2.004630,0.242648,0.791727,0.259657,1.992026,0.331435,2.387530,0.230980,0.809716,0.230853,1.672698,0.354299,2.829824,0.229930,1.430710,0.233841,1.877082,0.329108,2.562631,0.230346,1.152718,0.220180,3.873427,0.236393,2.796132,0.227011,1.032840,0.184618,1.637733,0.372718,1.987551,0.291985,0.943044,0.243058,1.308398,0.398424,1.318125,0.363438,0.819631,0.281257
12200,0.573642,0.304220,0.718411,0.265736,1.349419,0.149656,1.306781,0.320236,2.103326,0.211076,1.454227,0.191042,1.414008,0.327832,2.382491,0.222176,1.539796,0.208570,1.730050,0.305960,2.208572,0.218824,1.195381,0.221541,2.005280,0.295815,2.375326,0.218314,1.317112,0.205434,2.310412,0.297848,2.020742,0.241036,0.794737,0.258085,2.002633,0.329913,2.406788,0.229447,0.813709,0.229560,1.679381,0.352585,2.849738,0.228075,1.439492,0.232252,1.888228,0.327852,2.582481,0.228725,1.160151,0.218934,3.907348,0.234471,2.821126,0.225200,1.039340,0.183729,1.646301,0.370953,2.002968,0.290280,0.950952,0.241825,1.313587,0.396821,1.326103,0.361711,0.824369,0.279283
12400,0.573120,0.302955,0.719813,0.264236,1.358808,0.148886,1.310898,0.319198,2.116040,0.209565,1.463452,0.189820,1.419259,0.326733,2.398241,0.220852,1.550230,0.207391,1.736702,0.304654,2.224212,0.217434,1.201749,0.220326,2.014536,0.294557,2.391540,0.216849,1.323675,0.204170,2.323915,0.296266,2.033347,0.239534,0.796547,0.256539,2.011860,0.328572,2.425900,0.227979,0.816900,0.228243,1.685146,0.351143,2.869283,0.226464,1.448457,0.230644,1.896708,0.326395,2.600127,0.227302,1.166458,0.217722,3.940101,0.232820,2.844644,0.223583,1.045447,0.182895,1.654597,0.369452,2.015806,0.288465,0.957863,0.240483,1.318170,0.395181,1.333468,0.359879,0.828366,0.277302
12600,0.573455,0.302100,0.721254,0.262768,1.367164,0.148115,1.313253,0.318056,2.129482,0.208347,1.472871,0.188717,1.423217,0.325510,2.412040,0.219400,1.559366,0.206126,1.742729,0.303260,2.238024,0.216037,1.207092,0.219054,2.024497,0.293581,2.405006,0.215518,1.330564,0.203152,2.337307,0.294960,2.047227,0.238337,0.797963,0.254990,2.022710,0.327358,2.441947,0.226815,0.819907,0.226973,1.692213,0.349892,2.888366,0.224855,1.457691,0.229544,1.906093,0.325282,2.617658,0.225916,1.173018,0.216676,3.971511,0.231218,2.866386,0.222148,1.051152,0.182198,1.661637,0.367907,2.029611,0.286663,0.965249,0.239267,1.322711,0.393785,1.340482,0.358299,0.832348,0.275445
12800,0.572316,0.300538,0.722130,0.261238,1.375567,0.147393,1.316610,0.317264,2.140853,0.207125,1.480635,0.187581,1.425089,0.324078,2.426127,0.218204,1.567991,0.204937,1.750579,0.302457,2.252150,0.214918,1.212208,0.217838,2.030076,0.292175,2.419964,0.214302,1.337787,0.202145,2.350546,0.293694,2.060941,0.237207,0.800593,0.253885,2.030178,0.325826,2.458170,0.225511,0.823055,0.225799,1.698149,0.348591,2.905720,0.223509,1.465252,0.228205,1.912214,0.323984,2.633868,0.224727,1.178905,0.215693,4.000813,0.229684,2.888345,0.220695,1.056868,0.181364,1.668188,0.366471,2.041813,0.285029,0.971199,0.238024,1.325710,0.392315,1.346942,0.356831,0.835972,0.273782
