step,train_loss,val_loss
0,6.434030,6.382931
1000,2.335580,2.272560
2000,2.058264,2.023100
3000,1.932060,1.924874
4000,1.859618,1.861482
5000,1.821912,1.824336
6000,1.784335,1.782191
7000,1.758413,1.752196
8000,1.734126,1.731740
9000,1.714531,1.713189
10000,1.696329,1.700404
11000,1.684531,1.687847
12000,1.676119,1.675357
13000,1.655369,1.665563
14000,1.654958,1.655143
15000,1.639401,1.649436
16000,1.637125,1.642485
17000,1.628374,1.628219
18000,1.621105,1.624668
19000,1.611061,1.615297
20000,1.606126,1.611950
21000,1.603222,1.601056
22000,1.596628,1.601558
23000,1.599647,1.593375
24000,1.590051,1.589569
25000,1.579421,1.583487
26000,1.580428,1.582462
27000,1.577108,1.573378
28000,1.568353,1.572520
29000,1.562780,1.567434
30000,1.563105,1.563546
31000,1.558158,1.558897
32000,1.564926,1.556772
33000,1.555154,1.552278
34000,1.547945,1.547714
35000,1.544410,1.545092
36000,1.537372,1.542899
37000,1.540150,1.539931
38000,1.535264,1.538231
39000,1.527657,1.534850
40000,1.528431,1.532283
41000,1.527644,1.528906
42000,1.526774,1.526820
43000,1.525273,1.525676
44000,1.523019,1.522847
45000,1.514709,1.522443
46000,1.519031,1.519545
47000,1.519392,1.519106
48000,1.512033,1.518793
49000,1.519200,1.517249
