step,train_loss,qreg_loss,lambda,val_loss,val_loss_snapped
0,5.622155,0.362995,0.000000,5.621569,
1000,2.179279,0.467427,0.000000,2.171261,
2000,2.018076,0.496434,0.000000,2.022675,
3000,1.954840,0.499320,0.000000,1.936796,
4000,1.911914,0.500131,0.000000,1.911521,
5000,1.867893,0.499953,0.000000,1.867811,
6000,1.845623,0.499990,0.000000,1.832252,
7000,1.817137,0.500108,0.000000,1.830178,
8000,1.792280,0.500091,0.000000,1.787401,
9000,1.782234,0.500166,0.000000,1.767504,
10000,1.753672,0.500075,0.000000,1.759092,
11000,1.736974,0.499980,0.000000,1.742222,
12000,1.732244,0.500132,0.000000,1.731875,
13000,1.713709,0.500170,0.000000,1.730111,
14000,1.703830,0.500009,0.000000,1.714877,
15000,1.714163,0.500063,0.000000,1.701901,
16000,1.686207,0.500016,0.000000,1.689813,
17000,1.676876,0.500114,0.000000,1.674746,
18000,1.669280,0.499966,0.000000,1.668662,
19000,1.671181,0.499949,0.000000,1.667331,
20000,1.663254,0.499979,0.000000,1.658379,
21000,1.662253,0.500015,0.000000,1.655979,
22000,1.646861,0.499996,0.000000,1.650484,
23000,1.653028,0.500024,0.000000,1.643742,
24000,1.641321,0.500083,0.000000,1.636450,
25000,1.637556,0.500001,0.000000,1.632921,
26000,1.633036,0.500106,0.000000,1.631115,
27000,1.633449,0.500078,0.000000,1.624993,
28000,1.623862,0.500052,0.000000,1.625611,
29000,1.620409,0.500063,0.000000,1.618213,
30000,1.614861,0.499756,0.000000,1.614531,
31000,1.611938,0.500173,0.000000,1.609694,
32000,1.603933,0.499939,0.000000,1.606743,
33000,1.600112,0.500233,0.000000,1.604042,
34000,1.593730,0.499780,0.000000,1.603573,
35000,1.590140,0.500031,0.000000,1.598995,
36000,1.604976,0.499795,0.000000,1.594639,
37000,1.592709,0.499916,0.000000,1.592702,
38000,1.594223,0.500048,0.000000,1.590425,
39000,1.585309,0.499784,0.000000,1.586241,
40000,1.587313,0.500069,0.000000,1.584779,
41000,1.582312,0.499789,0.000000,1.583618,
42000,1.579978,0.500171,0.000000,1.580162,
43000,1.575584,0.499845,0.000000,1.580617,
44000,1.576017,0.499674,0.000000,1.578492,
45000,1.575543,0.499435,0.000000,1.576558,
46000,1.563135,0.499936,0.000000,1.574823,
47000,1.571464,0.499724,0.000000,1.574186,
48000,1.570057,0.500189,0.000000,1.573800,
49000,1.575090,0.500030,0.000000,1.572974,
