step,train_loss,val_loss
0,5.541199,5.531489
1000,2.122539,2.029277
2000,1.763956,1.747507
3000,1.645785,1.635119
4000,1.572502,1.572146
5000,1.538668,1.537587
6000,1.510112,1.512383
7000,1.505357,1.493941
8000,1.479312,1.481343
9000,1.474448,1.465879
10000,1.459003,1.453055
11000,1.448374,1.440497
12000,1.436323,1.431376
13000,1.417941,1.418932
14000,1.409366,1.411191
15000,1.400962,1.403984
16000,1.393863,1.397147
17000,1.394985,1.389605
18000,1.384199,1.382478
19000,1.380282,1.378280
20000,1.372222,1.373312
21000,1.368075,1.369735
22000,1.368799,1.366739
23000,1.353749,1.362923
24000,1.359583,1.360412
