step,train_loss,val_loss
0,5.642300,5.647951
1000,1.905414,1.866758
2000,1.751099,1.748466
3000,1.695478,1.693248
4000,1.669182,1.660306
5000,1.646088,1.643680
6000,1.619903,1.618387
7000,1.611971,1.606775
8000,1.597144,1.595701
9000,1.587327,1.589564
10000,1.579563,1.575544
11000,1.561835,1.562842
12000,1.552328,1.547999
13000,1.544255,1.544160
14000,1.538030,1.534182
15000,1.525419,1.531895
16000,1.523135,1.520168
17000,1.517559,1.517415
18000,1.512109,1.511301
19000,1.508808,1.506457
20000,1.504521,1.502189
