step,train_loss,val_loss
0,5.532219,5.524509
1000,2.216915,2.129816
2000,1.790619,1.760791
3000,1.647473,1.640392
4000,1.593991,1.597634
5000,1.572012,1.572973
6000,1.551747,1.559966
7000,1.552547,1.543601
