step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,tau_L0,tau_L1,tau_L2,tau_L3,tau_L4,tau_L5
500,8.024715,2.280115,19.742563,19.710495,19.683353,19.674969,19.673311,19.656147,1.007483,1.005847,1.004462,1.004033,1.003949,1.003073,19.627251,19.626221,19.624113,19.642479,19.633917,19.618940,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
1000,6.415311,1.906491,20.077656,19.860197,19.772406,19.791256,19.796530,19.752676,1.024583,1.013485,1.009004,1.009966,1.010235,1.007997,19.608402,19.627386,19.672405,19.712730,19.708342,19.680490,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
1500,5.820654,1.752870,20.466753,20.052650,19.910799,19.953487,19.958984,19.903561,1.044436,1.023300,1.016061,1.018239,1.018520,1.015693,19.522017,19.604330,19.695318,19.744650,19.762257,19.743065,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
2000,5.434642,1.642614,20.780003,20.252796,20.052155,20.115242,20.133598,20.047213,1.060415,1.033503,1.023266,1.026485,1.027422,1.023018,19.340553,19.560354,19.697493,19.758554,19.817320,19.824390,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
2500,5.155811,1.563527,20.843260,20.363171,20.151926,20.244738,20.281878,20.135477,1.063640,1.039124,1.028346,1.033081,1.034976,1.027516,19.087156,19.490887,19.680679,19.758150,19.895990,19.934986,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
3000,4.954324,1.505684,20.718946,20.375586,20.195822,20.322092,20.393850,20.182047,1.057294,1.039746,1.030573,1.037015,1.040677,1.029886,18.786760,19.395348,19.642035,19.739983,20.035309,20.070692,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
3500,4.784685,1.456754,20.481636,20.292421,20.171198,20.316593,20.464956,20.195288,1.045182,1.035495,1.029303,1.036721,1.044291,1.030554,18.442135,19.257788,19.583946,19.695734,20.313101,20.214493,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
4000,4.645146,1.410797,20.161879,20.139074,20.090611,20.202650,20.492052,20.185200,1.028861,1.027660,1.025177,1.030893,1.045655,1.030030,18.046839,19.076788,19.500702,19.615170,20.727198,20.354052,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
4500,4.515954,1.375662,19.811159,19.936884,19.962950,20.060074,20.492065,20.159367,1.010957,1.017333,1.018641,1.023599,1.045634,1.028698,17.581175,18.843821,19.400698,19.496241,21.069569,20.492537,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
5000,4.431218,1.348636,19.427935,19.697054,19.813158,19.893536,20.456730,20.113409,0.991392,1.005088,1.010978,1.015076,1.043806,1.026333,17.059423,18.578474,19.280972,19.355259,21.332516,20.629076,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
