step,train_loss,val_bpb
200,8.542624,2.264175
400,6.960371,1.991998
600,6.341049,1.888852
800,6.046624,1.831745
1000,5.881475,1.786524
1200,5.740187,1.754405
1400,5.640057,1.725354
1600,5.552467,1.703353
1800,5.487323,1.687555
2000,5.409846,1.668699
2200,5.383645,1.656334
2400,5.341892,1.642280
2600,5.281421,1.628767
2800,5.253301,1.619460
3000,5.220049,1.608568
3200,5.179385,1.597999
3400,5.144765,1.589527
