step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498705,0.498885,0.497136,0.497161,0.497231,0.497101,0.498119,0.497653,0.501695,0.499783,0.497562,0.497532,0.499040,0.498736,0.499610,0.498400,0.501912,0.499740,0.498006,0.497993,0.499183,0.498837,0.500566,0.499154,0.501421,0.499743,0.498039,0.498025,0.500251,0.499987,0.501761,0.500386,0.500074,0.498901,0.499102,0.499115,0.501359,0.501284,0.502437,0.501591,0.500286,0.499104,0.498756,0.498767,0.500261,0.500155,0.502722,0.502212
400,0.495063,0.496623,0.488009,0.488401,0.487172,0.486958,0.492487,0.490824,0.510555,0.503934,0.488719,0.488479,0.494567,0.493007,0.495045,0.491511,0.510958,0.500287,0.490001,0.489948,0.494548,0.492796,0.498133,0.492872,0.507243,0.499345,0.490763,0.490568,0.501171,0.499554,0.503395,0.496509,0.504044,0.497904,0.494514,0.494701,0.505865,0.504426,0.508801,0.502755,0.505084,0.498843,0.494541,0.494615,0.502471,0.501383,0.510130,0.506049
600,0.487068,0.491150,0.472623,0.473719,0.471449,0.470777,0.485332,0.481030,0.524400,0.506740,0.473717,0.473166,0.484739,0.480871,0.488828,0.480871,0.526172,0.498901,0.476566,0.476055,0.484873,0.481374,0.494944,0.482162,0.517806,0.495595,0.477955,0.477369,0.500769,0.495934,0.506452,0.489118,0.512271,0.494931,0.484614,0.484895,0.513327,0.509095,0.518692,0.501824,0.514190,0.497916,0.487665,0.487726,0.506434,0.503729,0.521963,0.510291
800,0.473785,0.480424,0.452111,0.453949,0.452624,0.450314,0.476607,0.467212,0.543575,0.506864,0.455040,0.453244,0.473466,0.463361,0.485633,0.468523,0.549108,0.495152,0.457185,0.455656,0.470395,0.463563,0.495659,0.468661,0.534538,0.489554,0.460577,0.459249,0.497302,0.486798,0.514237,0.479816,0.524110,0.490136,0.470978,0.471327,0.525373,0.516825,0.532916,0.498853,0.529598,0.498865,0.479758,0.479775,0.511640,0.506240,0.537505,0.512691
1000,0.458372,0.465781,0.430802,0.433007,0.441410,0.431296,0.469217,0.452297,0.564029,0.503341,0.439446,0.434437,0.474395,0.447538,0.487536,0.456927,0.574900,0.489933,0.439865,0.435206,0.459076,0.444837,0.503394,0.456232,0.556145,0.483538,0.443303,0.440567,0.490934,0.473295,0.526235,0.470110,0.539370,0.485930,0.454176,0.454415,0.539643,0.525152,0.548504,0.494226,0.544580,0.497602,0.470747,0.470260,0.517622,0.507922,0.554999,0.513059
1200,0.445305,0.452107,0.411586,0.413553,0.447349,0.416846,0.462558,0.436696,0.585810,0.498414,0.429580,0.418775,0.489588,0.437980,0.493772,0.446612,0.601361,0.482644,0.429764,0.417989,0.459436,0.430025,0.516794,0.445480,0.579445,0.476794,0.429856,0.424659,0.485106,0.458856,0.541704,0.462966,0.557907,0.480143,0.438666,0.438321,0.552203,0.529931,0.564342,0.489106,0.562297,0.497835,0.462151,0.460966,0.520895,0.506554,0.572344,0.511099
1400,0.432978,0.438084,0.395389,0.396229,0.463824,0.407663,0.457726,0.421338,0.605982,0.489723,0.424566,0.404423,0.510529,0.431796,0.503425,0.437096,0.627799,0.474965,0.426184,0.401986,0.469280,0.416359,0.534341,0.435460,0.605006,0.469751,0.417671,0.408323,0.479440,0.443932,0.559999,0.455849,0.577850,0.475299,0.423744,0.422481,0.562079,0.531626,0.582612,0.483326,0.582031,0.496906,0.453064,0.451202,0.522464,0.502766,0.589867,0.507406
1600,0.423957,0.426508,0.381230,0.379881,0.486337,0.404608,0.454821,0.406576,0.627046,0.481921,0.426013,0.391806,0.536413,0.430908,0.515079,0.428735,0.653894,0.466163,0.432740,0.387454,0.485131,0.405951,0.555180,0.425768,0.631558,0.462902,0.410013,0.393819,0.478124,0.430296,0.580247,0.449429,0.598149,0.470790,0.409414,0.406530,0.570404,0.529553,0.601182,0.477342,0.600423,0.494498,0.443024,0.440320,0.522034,0.497631,0.609150,0.501627
1800,0.415792,0.415311,0.369005,0.363969,0.511231,0.403935,0.455607,0.394218,0.647068,0.475060,0.433980,0.383978,0.564403,0.433821,0.528240,0.422139,0.680015,0.457619,0.444693,0.377267,0.505890,0.398722,0.576429,0.418995,0.657510,0.456215,0.408510,0.382235,0.480278,0.418031,0.601847,0.443160,0.618294,0.465450,0.397962,0.392885,0.576532,0.524777,0.620101,0.469943,0.617657,0.491660,0.434141,0.430264,0.519129,0.489915,0.625847,0.493021
