step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.499784,0.499862,0.497066,0.497070,0.497085,0.497106,0.496952,0.496902,0.498618,0.497254,0.497689,0.497796,0.498572,0.498573,0.500400,0.499599,0.499969,0.499654,0.499564,0.499615,0.500130,0.500126,0.503376,0.503375,0.499486,0.499471,0.499331,0.499345,0.499204,0.499208,0.502912,0.502592,0.499621,0.499570,0.499231,0.499230,0.499398,0.499389,0.503141,0.502998,0.499298,0.499287,0.499159,0.499144,0.498872,0.498873,0.503017,0.502785
400,0.501822,0.502209,0.489733,0.489864,0.486469,0.486595,0.488143,0.487732,0.501577,0.488767,0.487973,0.487736,0.489209,0.489300,0.496995,0.493646,0.501426,0.496676,0.494117,0.494080,0.492427,0.492377,0.511918,0.510646,0.496192,0.495282,0.495120,0.495071,0.494496,0.494506,0.512695,0.509825,0.494852,0.494300,0.494262,0.493599,0.493818,0.493780,0.513095,0.512296,0.495601,0.492794,0.494918,0.492850,0.491770,0.491771,0.513091,0.512421
600,0.503920,0.504558,0.479733,0.480420,0.468308,0.468419,0.476674,0.475238,0.513284,0.477782,0.472427,0.471362,0.471242,0.471337,0.492604,0.485118,0.508706,0.493949,0.485530,0.485055,0.478123,0.478462,0.519028,0.512632,0.493955,0.490690,0.491391,0.490251,0.485885,0.486971,0.526318,0.515779,0.484716,0.483636,0.483634,0.482159,0.482908,0.482950,0.528169,0.523247,0.483339,0.479737,0.483215,0.479881,0.478982,0.478904,0.530334,0.524694
800,0.499899,0.500731,0.463818,0.465074,0.444345,0.444319,0.463346,0.460096,0.532463,0.467634,0.453566,0.450490,0.447519,0.447251,0.486899,0.474024,0.521769,0.491824,0.474332,0.472908,0.456085,0.456602,0.524663,0.511685,0.493151,0.487538,0.489629,0.487686,0.472104,0.474639,0.537455,0.521553,0.475386,0.470749,0.473305,0.468827,0.469857,0.470223,0.549634,0.537905,0.485598,0.468176,0.484807,0.466472,0.464293,0.464297,0.554257,0.537829
1000,0.489630,0.490193,0.443441,0.444931,0.419198,0.418856,0.449501,0.443675,0.556901,0.460759,0.438469,0.429781,0.423580,0.422255,0.480496,0.460849,0.537113,0.489486,0.462153,0.458602,0.431502,0.431271,0.527882,0.507677,0.492440,0.484889,0.488790,0.486218,0.459445,0.455997,0.554309,0.527710,0.477467,0.459516,0.478456,0.453607,0.455322,0.453105,0.576845,0.555924,0.491195,0.453678,0.489652,0.452659,0.450094,0.450399,0.581569,0.554989
1200,0.475759,0.475936,0.423390,0.424949,0.396288,0.395265,0.435935,0.426971,0.581531,0.454050,0.433513,0.413464,0.403983,0.399942,0.473532,0.446504,0.551381,0.486954,0.451363,0.445081,0.409789,0.407893,0.530223,0.501796,0.491848,0.481535,0.485218,0.482213,0.450957,0.443029,0.569993,0.533610,0.480453,0.451665,0.488076,0.443782,0.449801,0.437341,0.605401,0.580240,0.499160,0.439898,0.498462,0.438632,0.434970,0.435262,0.609922,0.573407
1400,0.461053,0.460891,0.404018,0.405610,0.376872,0.373729,0.424990,0.412212,0.606534,0.449285,0.438727,0.400903,0.390685,0.379843,0.468876,0.433651,0.567686,0.484683,0.443466,0.433185,0.393324,0.387545,0.531518,0.495664,0.491159,0.478126,0.480956,0.477523,0.439614,0.429381,0.577854,0.537827,0.484193,0.446435,0.500265,0.439635,0.451632,0.423785,0.631900,0.598352,0.508707,0.427918,0.508651,0.425454,0.420195,0.420062,0.639075,0.597664
1600,0.446931,0.446357,0.385427,0.387021,0.364980,0.354116,0.415646,0.398160,0.631857,0.444450,0.449908,0.392017,0.388175,0.361772,0.466522,0.421634,0.583179,0.481738,0.438955,0.423072,0.381770,0.369502,0.532237,0.487980,0.490561,0.474895,0.478019,0.474252,0.431556,0.416575,0.582311,0.540842,0.490200,0.444705,0.511892,0.440337,0.456869,0.414558,0.658887,0.609372,0.516883,0.418833,0.516874,0.415153,0.409890,0.405567,0.669133,0.618574
1800,0.431774,0.430754,0.367311,0.368842,0.369052,0.337174,0.408830,0.385212,0.656237,0.440008,0.463940,0.386502,0.396523,0.346921,0.466669,0.410760,0.598567,0.478656,0.436883,0.414556,0.375931,0.353726,0.533127,0.480114,0.491315,0.472935,0.474858,0.470960,0.425626,0.405637,0.584547,0.541386,0.494793,0.443548,0.523807,0.442871,0.462502,0.411702,0.683852,0.618290,0.524462,0.411132,0.525244,0.407564,0.404332,0.391943,0.691027,0.628031
2000,0.417314,0.415984,0.349933,0.351417,0.382367,0.323562,0.403553,0.372994,0.679940,0.434670,0.478793,0.382571,0.410611,0.334398,0.469111,0.400321,0.613294,0.474623,0.437506,0.407383,0.376308,0.340065,0.533672,0.471482,0.492084,0.470778,0.472851,0.468649,0.421864,0.395321,0.586232,0.540397,0.503141,0.446009,0.536515,0.447055,0.467669,0.408900,0.707256,0.626334,0.532285,0.405494,0.534347,0.399592,0.404164,0.379862,0.705656,0.632512
2200,0.402635,0.401016,0.333892,0.335338,0.399757,0.313298,0.401107,0.361701,0.702032,0.429444,0.494990,0.379315,0.427654,0.324554,0.474527,0.391088,0.629182,0.471614,0.439545,0.401211,0.381537,0.330082,0.534693,0.463684,0.493257,0.468932,0.471446,0.466875,0.422352,0.386218,0.587850,0.538707,0.507804,0.445440,0.548015,0.448371,0.473884,0.409486,0.729819,0.633918,0.537781,0.399710,0.540953,0.392907,0.407381,0.373086,0.717916,0.636231
2400,0.389239,0.387349,0.318839,0.320219,0.417447,0.306435,0.400158,0.351326,0.723521,0.424351,0.510807,0.377220,0.445832,0.317417,0.480199,0.382738,0.642516,0.466856,0.442615,0.395847,0.388986,0.321969,0.535261,0.455804,0.494569,0.467184,0.469838,0.464785,0.425064,0.380162,0.588676,0.535147,0.510613,0.445112,0.557345,0.450433,0.479165,0.407880,0.743991,0.637903,0.544672,0.394092,0.549087,0.388185,0.411743,0.366239,0.727272,0.639059
2600,0.376393,0.374122,0.304209,0.305522,0.436931,0.301308,0.401591,0.342540,0.743063,0.418221,0.526625,0.373822,0.464961,0.311825,0.487200,0.375240,0.655131,0.461347,0.447090,0.390926,0.397983,0.314861,0.535994,0.448123,0.496197,0.465407,0.469082,0.463519,0.428667,0.375611,0.590058,0.532546,0.515046,0.445575,0.567395,0.451740,0.484181,0.406016,0.754395,0.640671,0.551237,0.389186,0.556922,0.382479,0.417251,0.360412,0.735556,0.641697
2800,0.363848,0.361354,0.290720,0.291961,0.456969,0.298059,0.403934,0.333737,0.761907,0.412929,0.542272,0.370161,0.484594,0.307072,0.495725,0.368561,0.667536,0.456808,0.451319,0.387146,0.407718,0.309948,0.536619,0.441350,0.497625,0.463864,0.467644,0.461888,0.433885,0.372801,0.590432,0.528954,0.518736,0.445414,0.577155,0.453931,0.490868,0.405443,0.763191,0.643183,0.558744,0.384138,0.563823,0.375898,0.422139,0.355004,0.743178,0.644173
3000,0.351893,0.349215,0.278322,0.279503,0.476654,0.293649,0.408353,0.325803,0.778261,0.406495,0.558599,0.366603,0.504229,0.303110,0.505415,0.362520,0.678797,0.450638,0.456283,0.383292,0.417904,0.305039,0.537656,0.434691,0.498797,0.461887,0.466455,0.460278,0.439726,0.369767,0.590230,0.524076,0.525055,0.448385,0.585878,0.455853,0.497620,0.404828,0.770220,0.645131,0.564601,0.380735,0.570763,0.371933,0.427934,0.351243,0.749577,0.646280
