step,train_loss,val_loss
0,5.787406,5.800942
1000,1.803611,1.771075
2000,1.669049,1.662255
3000,1.622723,1.620690
4000,1.600697,1.593092
5000,1.577389,1.570282
6000,1.550579,1.546455
7000,1.533108,1.530020
8000,1.516976,1.517282
9000,1.510093,1.506422
10000,1.498009,1.495468
11000,1.489775,1.490483
12000,1.482712,1.480167
13000,1.472884,1.475361
14000,1.471200,1.469237
15000,1.463568,1.464094
16000,1.458929,1.455801
17000,1.452963,1.453526
18000,1.447344,1.447073
19000,1.443897,1.445165
20000,1.439637,1.439954
21000,1.433956,1.436316
22000,1.431499,1.434113
23000,1.428871,1.430384
24000,1.424039,1.426676
25000,1.423597,1.422722
26000,1.418533,1.420341
27000,1.414389,1.418552
28000,1.416438,1.416559
29000,1.412355,1.413170
30000,1.409355,1.409707
31000,1.406649,1.408098
32000,1.401665,1.405640
33000,1.401986,1.403611
34000,1.399686,1.401595
35000,1.395083,1.400195
36000,1.395696,1.396871
37000,1.391631,1.396342
38000,1.391527,1.393433
39000,1.392678,1.392357
40000,1.386156,1.391031
41000,1.382540,1.389024
42000,1.385450,1.388250
43000,1.380541,1.385712
44000,1.383205,1.385224
45000,1.380999,1.383951
46000,1.381720,1.382729
47000,1.377640,1.382434
48000,1.377693,1.380627
49000,1.375406,1.380896
