step,train_loss,val_bpb
200,8.409563,2.215461
400,6.684655,1.919287
600,6.013734,1.804488
800,5.679231,1.728838
1000,5.446970,1.667734
1200,5.271886,1.627036
1400,5.141668,1.589506
1600,5.048375,1.561930
1800,4.948657,1.538496
2000,4.868192,1.518350
2200,4.802973,1.497334
2400,4.743683,1.480099
2600,4.678127,1.462810
2800,4.631017,1.450465
3000,4.594626,1.438757
3200,4.571474,1.430428
3400,4.537390,1.423199
3600,4.509402,1.416719
3800,4.509827,1.412032
4000,4.492610,1.408542
4096,4.481756,1.406993
