step,train_loss,val_bpb
200,8.217375,2.131084
400,6.517592,1.875199
600,5.900805,1.769734
800,5.597756,1.700122
1000,5.385734,1.648472
1200,5.228549,1.607878
1400,5.109808,1.575192
1600,5.024493,1.548028
1800,4.927675,1.524789
2000,4.849208,1.503324
2200,4.786994,1.484953
2400,4.735633,1.469227
2600,4.681947,1.457389
2800,4.646052,1.446195
3000,4.620312,1.439122
3200,4.608266,1.433054
3400,4.584078,1.428863
3500,4.569717,1.427395
