step,layer,group,nominal_lr,adam_factor_rms,eff_step_rms,n_params
2000,3,residual_lut,9.397114e-04,2.195102e-01,2.062763e-04,3145728
2000,3,temps,2.819134e-04,3.650178e-01,1.029034e-04,8
2000,3,v_lut,9.397114e-04,2.043148e-01,1.919969e-04,1572864
2000,4,norms,2.819134e-04,1.857852e-01,5.237535e-05,512
2000,4,out_proj,9.397114e-04,2.174270e-01,2.043186e-04,4194304
2000,4,qkv_lut,9.397114e-04,2.208772e-01,2.075608e-04,3538944
2000,4,residual_lut,9.397114e-04,2.195894e-01,2.063507e-04,3145728
2000,4,temps,2.819134e-04,2.812146e-01,7.927817e-05,8
2000,4,v_lut,9.397114e-04,2.059397e-01,1.935239e-04,1572864
2000,5,norms,2.819134e-04,2.017650e-01,5.688026e-05,512
2000,5,out_proj,9.397114e-04,2.190592e-01,2.058525e-04,4194304
2000,5,qkv_lut,9.397114e-04,2.196010e-01,2.063615e-04,3538944
2000,5,residual_lut,9.397114e-04,2.199370e-01,2.066773e-04,3145728
2000,5,temps,2.819134e-04,2.513939e-01,7.087131e-05,8
2000,5,v_lut,9.397114e-04,2.078406e-01,1.953102e-04,1572864
2200,-1,norms,2.755855e-04,4.506393e-01,1.241897e-04,768
2200,-1,tok_emb,2.755855e-04,1.528596e-01,4.212590e-05,2097152
2200,-1,unembedder,2.755855e-04,2.266553e-01,6.246291e-05,12582912
2200,0,norms,2.755855e-04,2.087181e-01,5.751968e-05,512
2200,0,out_proj,9.186184e-04,2.180121e-01,2.002699e-04,4194304
2200,0,qkv_lut,9.186184e-04,2.182840e-01,2.005197e-04,3538944
2200,0,residual_lut,9.186184e-04,2.175448e-01,1.998406e-04,3145728
2200,0,temps,2.755855e-04,5.106138e-01,1.407178e-04,8
2200,0,v_lut,9.186184e-04,2.159627e-01,1.983874e-04,1572864
2200,1,norms,2.755855e-04,2.081145e-01,5.735334e-05,512
2200,1,out_proj,9.186184e-04,2.181173e-01,2.003665e-04,4194304
2200,1,qkv_lut,9.186184e-04,2.204112e-01,2.024738e-04,3538944
2200,1,residual_lut,9.186184e-04,2.182651e-01,2.005024e-04,3145728
2200,1,temps,2.755855e-04,3.806558e-01,1.049032e-04,8
2200,1,v_lut,9.186184e-04,2.134922e-01,1.961178e-04,1572864
2200,2,norms,2.755855e-04,2.246438e-01,6.190858e-05,512
2200,2,out_proj,9.186184e-04,2.177119e-01,1.999942e-04,4194304
2200,2,qkv_lut,9.186184e-04,2.213229e-01,2.033113e-04,3538944
2200,2,residual_lut,9.186184e-04,2.186151e-01,2.008239e-04,3145728
2200,2,temps,2.755855e-04,4.590168e-01,1.264984e-04,8
2200,2,v_lut,9.186184e-04,2.143309e-01,1.968883e-04,1572864
2200,3,norms,2.755855e-04,1.832224e-01,5.049345e-05,512
2200,3,out_proj,9.186184e-04,2.183178e-01,2.005508e-04,4194304
2200,3,qkv_lut,9.186184e-04,2.217395e-01,2.036940e-04,3538944
2200,3,residual_lut,9.186184e-04,2.193012e-01,2.014541e-04,3145728
2200,3,temps,2.755855e-04,3.970739e-01,1.094278e-04,8
2200,3,v_lut,9.186184e-04,2.106421e-01,1.934997e-04,1572864
2200,4,norms,2.755855e-04,2.050364e-01,5.650507e-05,512
2200,4,out_proj,9.186184e-04,2.211581e-01,2.031599e-04,4194304
2200,4,qkv_lut,9.186184e-04,2.191092e-01,2.012777e-04,3538944
2200,4,residual_lut,9.186184e-04,2.198451e-01,2.019538e-04,3145728
2200,4,temps,2.755855e-04,2.804937e-01,7.730000e-05,8
2200,4,v_lut,9.186184e-04,2.168652e-01,1.992164e-04,1572864
2200,5,norms,2.755855e-04,2.211932e-01,6.095765e-05,512
2200,5,out_proj,9.186184e-04,2.172521e-01,1.995718e-04,4194304
2200,5,qkv_lut,9.186184e-04,2.219795e-01,2.039145e-04,3538944
2200,5,residual_lut,9.186184e-04,2.201520e-01,2.022357e-04,3145728
2200,5,temps,2.755855e-04,2.861588e-01,7.886123e-05,8
2200,5,v_lut,9.186184e-04,2.210657e-01,2.030751e-04,1572864
2400,-1,norms,2.684160e-04,4.135750e-01,1.110101e-04,768
2400,-1,tok_emb,2.684160e-04,1.535540e-01,4.121634e-05,2097152
2400,-1,unembedder,2.684160e-04,2.171681e-01,5.829139e-05,12582912
2400,0,norms,2.684160e-04,2.042421e-01,5.482184e-05,512
2400,0,out_proj,8.947200e-04,2.194344e-01,1.963323e-04,4194304
2400,0,qkv_lut,8.947200e-04,2.207613e-01,1.975195e-04,3538944
2400,0,residual_lut,8.947200e-04,2.192709e-01,1.961861e-04,3145728
2400,0,temps,2.684160e-04,4.056246e-01,1.088761e-04,8
2400,0,v_lut,8.947200e-04,2.106405e-01,1.884642e-04,1572864
2400,1,norms,2.684160e-04,2.002252e-01,5.374364e-05,512
2400,1,out_proj,8.947200e-04,2.183904e-01,1.953983e-04,4194304
2400,1,qkv_lut,8.947200e-04,2.251659e-01,2.014604e-04,3538944
2400,1,residual_lut,8.947200e-04,2.192674e-01,1.961830e-04,3145728
2400,1,temps,2.684160e-04,4.531301e-01,1.216274e-04,8
2400,1,v_lut,8.947200e-04,2.119267e-01,1.896151e-04,1572864
2400,2,norms,2.684160e-04,2.185101e-01,5.865160e-05,512
2400,2,out_proj,8.947200e-04,2.185417e-01,1.955336e-04,4194304
2400,2,qkv_lut,8.947200e-04,2.255551e-01,2.018087e-04,3538944
2400,2,residual_lut,8.947200e-04,2.196248e-01,1.965027e-04,3145728
2400,2,temps,2.684160e-04,4.652781e-01,1.248881e-04,8
2400,2,v_lut,8.947200e-04,2.178274e-01,1.948945e-04,1572864
2400,3,norms,2.684160e-04,1.846668e-01,4.956752e-05,512
2400,3,out_proj,8.947200e-04,2.203607e-01,1.971611e-04,4194304
2400,3,qkv_lut,8.947200e-04,2.250665e-01,2.013715e-04,3538944
2400,3,residual_lut,8.947200e-04,2.198922e-01,1.967419e-04,3145728
2400,3,temps,2.684160e-04,3.767081e-01,1.011145e-04,8
2400,3,v_lut,8.947200e-04,2.107671e-01,1.885775e-04,1572864
2400,4,norms,2.684160e-04,2.100097e-01,5.636995e-05,512
2400,4,out_proj,8.947200e-04,2.198629e-01,1.967157e-04,4194304
2400,4,qkv_lut,8.947200e-04,2.274320e-01,2.034879e-04,3538944
2400,4,residual_lut,8.947200e-04,2.193841e-01,1.962873e-04,3145728
2400,4,temps,2.684160e-04,3.608154e-01,9.684861e-05,8
2400,4,v_lut,8.947200e-04,2.125395e-01,1.901634e-04,1572864
2400,5,norms,2.684160e-04,2.075521e-01,5.571031e-05,512
2400,5,out_proj,8.947200e-04,2.232788e-01,1.997720e-04,4194304
2400,5,qkv_lut,8.947200e-04,2.253253e-01,2.016030e-04,3538944
2400,5,residual_lut,8.947200e-04,2.191570e-01,1.960842e-04,3145728
2400,5,temps,2.684160e-04,2.587332e-01,6.944812e-05,8
2400,5,v_lut,8.947200e-04,2.133864e-01,1.909211e-04,1572864
2600,-1,norms,2.604594e-04,4.487158e-01,1.168723e-04,768
2600,-1,tok_emb,2.604594e-04,1.533241e-01,3.993470e-05,2097152
2600,-1,unembedder,2.604594e-04,2.204997e-01,5.743122e-05,12582912
2600,0,norms,2.604594e-04,2.050341e-01,5.340305e-05,512
2600,0,out_proj,8.681981e-04,2.128302e-01,1.847787e-04,4194304
2600,0,qkv_lut,8.681981e-04,2.211022e-01,1.919605e-04,3538944
2600,0,residual_lut,8.681981e-04,2.161786e-01,1.876859e-04,3145728
2600,0,temps,2.604594e-04,3.874205e-01,1.009073e-04,8
2600,0,v_lut,8.681981e-04,2.080323e-01,1.806132e-04,1572864
2600,1,norms,2.604594e-04,2.054421e-01,5.350933e-05,512
2600,1,out_proj,8.681981e-04,2.112453e-01,1.834028e-04,4194304
2600,1,qkv_lut,8.681981e-04,2.189543e-01,1.900957e-04,3538944
2600,1,residual_lut,8.681981e-04,2.156562e-01,1.872323e-04,3145728
2600,1,temps,2.604594e-04,3.816142e-01,9.939502e-05,8
2600,1,v_lut,8.681981e-04,2.029624e-01,1.762115e-04,1572864
2600,2,norms,2.604594e-04,1.981953e-01,5.162183e-05,512
2600,2,out_proj,8.681981e-04,2.107602e-01,1.829816e-04,4194304
2600,2,qkv_lut,8.681981e-04,2.205785e-01,1.915059e-04,3538944
2600,2,residual_lut,8.681981e-04,2.166733e-01,1.881153e-04,3145728
2600,2,temps,2.604594e-04,4.068831e-01,1.059765e-04,8
2600,2,v_lut,8.681981e-04,2.091973e-01,1.816247e-04,1572864
2600,3,norms,2.604594e-04,1.717060e-01,4.472244e-05,512
2600,3,out_proj,8.681981e-04,2.120692e-01,1.841181e-04,4194304
2600,3,qkv_lut,8.681981e-04,2.189830e-01,1.901206e-04,3538944
2600,3,residual_lut,8.681981e-04,2.168008e-01,1.882260e-04,3145728
2600,3,temps,2.604594e-04,3.794638e-01,9.883493e-05,8
2600,3,v_lut,8.681981e-04,1.973573e-01,1.713452e-04,1572864
2600,4,norms,2.604594e-04,1.983810e-01,5.167020e-05,512
2600,4,out_proj,8.681981e-04,2.148145e-01,1.865015e-04,4194304
2600,4,qkv_lut,8.681981e-04,2.144880e-01,1.862181e-04,3538944
2600,4,residual_lut,8.681981e-04,2.164372e-01,1.879103e-04,3145728
2600,4,temps,2.604594e-04,3.144698e-01,8.190661e-05,8
2600,4,v_lut,8.681981e-04,1.998422e-01,1.735026e-04,1572864
2600,5,norms,2.604594e-04,2.057502e-01,5.358958e-05,512
2600,5,out_proj,8.681981e-04,2.185659e-01,1.897585e-04,4194304
2600,5,qkv_lut,8.681981e-04,2.176724e-01,1.889827e-04,3538944
2600,5,residual_lut,8.681981e-04,2.162401e-01,1.877392e-04,3145728
2600,5,temps,2.604594e-04,2.980711e-01,7.763543e-05,8
2600,5,v_lut,8.681981e-04,2.027265e-01,1.760068e-04,1572864
2800,-1,norms,2.517763e-04,4.759942e-01,1.198441e-04,768
2800,-1,tok_emb,2.517763e-04,1.529922e-01,3.851982e-05,2097152
2800,-1,unembedder,2.517763e-04,2.193243e-01,5.522066e-05,12582912
2800,0,norms,2.517763e-04,2.156183e-01,5.428757e-05,512
2800,0,out_proj,8.392544e-04,2.185655e-01,1.834321e-04,4194304
2800,0,qkv_lut,8.392544e-04,2.183592e-01,1.832589e-04,3538944
2800,0,residual_lut,8.392544e-04,2.249823e-01,1.888174e-04,3145728
2800,0,temps,2.517763e-04,4.326004e-01,1.089186e-04,8
2800,0,v_lut,8.392544e-04,2.137841e-01,1.794192e-04,1572864
2800,1,norms,2.517763e-04,2.112514e-01,5.318810e-05,512
2800,1,out_proj,8.392544e-04,2.187393e-01,1.835779e-04,4194304
2800,1,qkv_lut,8.392544e-04,2.199108e-01,1.845611e-04,3538944
2800,1,residual_lut,8.392544e-04,2.244692e-01,1.883868e-04,3145728
2800,1,temps,2.517763e-04,5.381192e-01,1.354857e-04,8
2800,1,v_lut,8.392544e-04,2.120804e-01,1.779894e-04,1572864
2800,2,norms,2.517763e-04,2.082617e-01,5.243537e-05,512
2800,2,out_proj,8.392544e-04,2.179862e-01,1.829459e-04,4194304
2800,2,qkv_lut,8.392544e-04,2.218075e-01,1.861529e-04,3538944
2800,2,residual_lut,8.392544e-04,2.252760e-01,1.890639e-04,3145728
2800,2,temps,2.517763e-04,4.792671e-01,1.206681e-04,8
2800,2,v_lut,8.392544e-04,2.178848e-01,1.828608e-04,1572864
2800,3,norms,2.517763e-04,2.195218e-01,5.527039e-05,512
2800,3,out_proj,8.392544e-04,2.187108e-01,1.835540e-04,4194304
2800,3,qkv_lut,8.392544e-04,2.212470e-01,1.856825e-04,3538944
2800,3,residual_lut,8.392544e-04,2.243062e-01,1.882500e-04,3145728
2800,3,temps,2.517763e-04,3.844649e-01,9.679916e-05,8
2800,3,v_lut,8.392544e-04,2.088498e-01,1.752781e-04,1572864
2800,4,norms,2.517763e-04,2.231186e-01,5.617598e-05,512
2800,4,out_proj,8.392544e-04,2.165914e-01,1.817753e-04,4194304
2800,4,qkv_lut,8.392544e-04,2.178049e-01,1.827938e-04,3538944
2800,4,residual_lut,8.392544e-04,2.242725e-01,1.882217e-04,3145728
2800,4,temps,2.517763e-04,3.884610e-01,9.780528e-05,8
2800,4,v_lut,8.392544e-04,2.060582e-01,1.729352e-04,1572864
2800,5,norms,2.517763e-04,2.018291e-01,5.081579e-05,512
2800,5,out_proj,8.392544e-04,2.122691e-01,1.781478e-04,4194304
2800,5,qkv_lut,8.392544e-04,2.177197e-01,1.827222e-04,3538944
2800,5,residual_lut,8.392544e-04,2.242498e-01,1.882026e-04,3145728
2800,5,temps,2.517763e-04,2.855537e-01,7.189566e-05,8
2800,5,v_lut,8.392544e-04,2.096865e-01,1.759803e-04,1572864
3000,-1,norms,2.424328e-04,4.489713e-01,1.088454e-04,768
3000,-1,tok_emb,2.424328e-04,1.513791e-01,3.669927e-05,2097152
3000,-1,unembedder,2.424328e-04,2.098580e-01,5.087647e-05,12582912
3000,0,norms,2.424328e-04,2.279003e-01,5.525051e-05,512
3000,0,out_proj,8.081094e-04,2.247686e-01,1.816376e-04,4194304
3000,0,qkv_lut,8.081094e-04,2.268115e-01,1.832885e-04,3538944
3000,0,residual_lut,8.081094e-04,2.241434e-01,1.811324e-04,3145728
3000,0,temps,2.424328e-04,3.767067e-01,9.132607e-05,8
3000,0,v_lut,8.081094e-04,2.197933e-01,1.776170e-04,1572864
3000,1,norms,2.424328e-04,1.991175e-01,4.827262e-05,512
3000,1,out_proj,8.081094e-04,2.220592e-01,1.794481e-04,4194304
3000,1,qkv_lut,8.081094e-04,2.257585e-01,1.824376e-04,3538944
3000,1,residual_lut,8.081094e-04,2.228737e-01,1.801064e-04,3145728
3000,1,temps,2.424328e-04,4.866433e-01,1.179783e-04,8
3000,1,v_lut,8.081094e-04,2.237701e-01,1.808308e-04,1572864
3000,2,norms,2.424328e-04,2.204814e-01,5.345193e-05,512
3000,2,out_proj,8.081094e-04,2.207368e-01,1.783795e-04,4194304
3000,2,qkv_lut,8.081094e-04,2.248186e-01,1.816780e-04,3538944
3000,2,residual_lut,8.081094e-04,2.228516e-01,1.800885e-04,3145728
3000,2,temps,2.424328e-04,4.657040e-01,1.129019e-04,8
3000,2,v_lut,8.081094e-04,2.224547e-01,1.797678e-04,1572864
3000,3,norms,2.424328e-04,2.007873e-01,4.867742e-05,512
3000,3,out_proj,8.081094e-04,2.218756e-01,1.792998e-04,4194304
3000,3,qkv_lut,8.081094e-04,2.234644e-01,1.805837e-04,3538944
3000,3,residual_lut,8.081094e-04,2.234964e-01,1.806095e-04,3145728
3000,3,temps,2.424328e-04,3.858518e-01,9.354313e-05,8
3000,3,v_lut,8.081094e-04,2.108788e-01,1.704131e-04,1572864
3000,4,norms,2.424328e-04,2.123636e-01,5.148390e-05,512
3000,4,out_proj,8.081094e-04,2.218766e-01,1.793005e-04,4194304
3000,4,qkv_lut,8.081094e-04,2.260601e-01,1.826813e-04,3538944
3000,4,residual_lut,8.081094e-04,2.228132e-01,1.800574e-04,3145728
3000,4,temps,2.424328e-04,3.179721e-01,7.708687e-05,8
3000,4,v_lut,8.081094e-04,2.139286e-01,1.728777e-04,1572864
3000,5,norms,2.424328e-04,1.900275e-01,4.606889e-05,512
3000,5,out_proj,8.081094e-04,2.201348e-01,1.778930e-04,4194304
3000,5,qkv_lut,8.081094e-04,2.209896e-01,1.785838e-04,3538944
3000,5,residual_lut,8.081094e-04,2.235981e-01,1.806917e-04,3145728
3000,5,temps,2.424328e-04,2.491198e-01,6.039483e-05,8
3000,5,v_lut,8.081094e-04,2.044688e-01,1.652331e-04,1572864
3200,-1,norms,2.325000e-04,4.630936e-01,1.076693e-04,768
3200,-1,tok_emb,2.325000e-04,1.534483e-01,3.567673e-05,2097152
3200,-1,unembedder,2.325000e-04,2.132776e-01,4.958704e-05,12582912
3200,0,norms,2.325000e-04,2.256522e-01,5.246413e-05,512
3200,0,out_proj,7.750000e-04,2.218412e-01,1.719269e-04,4194304
3200,0,qkv_lut,7.750000e-04,2.256022e-01,1.748417e-04,3538944
3200,0,residual_lut,7.750000e-04,2.204028e-01,1.708122e-04,3145728
3200,0,temps,2.325000e-04,5.901524e-01,1.372104e-04,8
3200,0,v_lut,7.750000e-04,2.198951e-01,1.704187e-04,1572864
3200,1,norms,2.325000e-04,1.913337e-01,4.448508e-05,512
3200,1,out_proj,7.750000e-04,2.207300e-01,1.710657e-04,4194304
3200,1,qkv_lut,7.750000e-04,2.226468e-01,1.725513e-04,3538944
3200,1,residual_lut,7.750000e-04,2.202345e-01,1.706817e-04,3145728
3200,1,temps,2.325000e-04,3.901536e-01,9.071072e-05,8
3200,1,v_lut,7.750000e-04,2.162413e-01,1.675870e-04,1572864
3200,2,norms,2.325000e-04,2.157590e-01,5.016398e-05,512
3200,2,out_proj,7.750000e-04,2.188707e-01,1.696248e-04,4194304
3200,2,qkv_lut,7.750000e-04,2.244140e-01,1.739209e-04,3538944
3200,2,residual_lut,7.750000e-04,2.201762e-01,1.706366e-04,3145728
3200,2,temps,2.325000e-04,4.437226e-01,1.031655e-04,8
3200,2,v_lut,7.750000e-04,2.196861e-01,1.702567e-04,1572864
3200,3,norms,2.325000e-04,2.016311e-01,4.687923e-05,512
3200,3,out_proj,7.750000e-04,2.203481e-01,1.707698e-04,4194304
3200,3,qkv_lut,7.750000e-04,2.235044e-01,1.732159e-04,3538944
3200,3,residual_lut,7.750000e-04,2.202440e-01,1.706891e-04,3145728
3200,3,temps,2.325000e-04,4.376356e-01,1.017503e-04,8
3200,3,v_lut,7.750000e-04,2.106865e-01,1.632820e-04,1572864
3200,4,norms,2.325000e-04,1.797649e-01,4.179534e-05,512
3200,4,out_proj,7.750000e-04,2.200973e-01,1.705754e-04,4194304
3200,4,qkv_lut,7.750000e-04,2.207772e-01,1.711023e-04,3538944
3200,4,residual_lut,7.750000e-04,2.209131e-01,1.712076e-04,3145728
3200,4,temps,2.325000e-04,2.951231e-01,6.861611e-05,8
3200,4,v_lut,7.750000e-04,2.074106e-01,1.607432e-04,1572864
3200,5,norms,2.325000e-04,1.885687e-01,4.384222e-05,512
3200,5,out_proj,7.750000e-04,2.183532e-01,1.692237e-04,4194304
3200,5,qkv_lut,7.750000e-04,2.220889e-01,1.721189e-04,3538944
3200,5,residual_lut,7.750000e-04,2.194344e-01,1.700616e-04,3145728
3200,5,temps,2.325000e-04,2.497822e-01,5.807437e-05,8
3200,5,v_lut,7.750000e-04,2.022549e-01,1.567476e-04,1572864
3400,-1,norms,2.220535e-04,4.834471e-01,1.073511e-04,768
3400,-1,tok_emb,2.220535e-04,1.524272e-01,3.384699e-05,2097152
3400,-1,unembedder,2.220535e-04,2.112723e-01,4.691375e-05,12582912
3400,0,norms,2.220535e-04,2.332251e-01,5.178844e-05,512
3400,0,out_proj,7.401782e-04,2.197399e-01,1.626467e-04,4194304
3400,0,qkv_lut,7.401782e-04,2.216812e-01,1.640836e-04,3538944
3400,0,residual_lut,7.401782e-04,2.230067e-01,1.650647e-04,3145728
3400,0,temps,2.220535e-04,4.264189e-01,9.468780e-05,8
3400,0,v_lut,7.401782e-04,2.157513e-01,1.596944e-04,1572864
3400,1,norms,2.220535e-04,2.100718e-01,4.664716e-05,512
3400,1,out_proj,7.401782e-04,2.175984e-01,1.610616e-04,4194304
3400,1,qkv_lut,7.401782e-04,2.231760e-01,1.651900e-04,3538944
3400,1,residual_lut,7.401782e-04,2.228213e-01,1.649275e-04,3145728
3400,1,temps,2.220535e-04,4.136103e-01,9.184360e-05,8
3400,1,v_lut,7.401782e-04,2.091390e-01,1.548001e-04,1572864
3400,2,norms,2.220535e-04,1.976460e-01,4.388798e-05,512
3400,2,out_proj,7.401782e-04,2.175129e-01,1.609983e-04,4194304
3400,2,qkv_lut,7.401782e-04,2.248541e-01,1.664321e-04,3538944
3400,2,residual_lut,7.401782e-04,2.218383e-01,1.641999e-04,3145728
3400,2,temps,2.220535e-04,5.172084e-01,1.148479e-04,8
3400,2,v_lut,7.401782e-04,2.179082e-01,1.612909e-04,1572864
3400,3,norms,2.220535e-04,1.926122e-01,4.277022e-05,512
3400,3,out_proj,7.401782e-04,2.190968e-01,1.621707e-04,4194304
3400,3,qkv_lut,7.401782e-04,2.241385e-01,1.659024e-04,3538944
3400,3,residual_lut,7.401782e-04,2.219117e-01,1.642542e-04,3145728
3400,3,temps,2.220535e-04,4.446676e-01,9.873997e-05,8
3400,3,v_lut,7.401782e-04,2.036099e-01,1.507076e-04,1572864
3400,4,norms,2.220535e-04,1.932764e-01,4.291770e-05,512
3400,4,out_proj,7.401782e-04,2.194901e-01,1.624618e-04,4194304
3400,4,qkv_lut,7.401782e-04,2.194128e-01,1.624046e-04,3538944
3400,4,residual_lut,7.401782e-04,2.225851e-01,1.647526e-04,3145728
3400,4,temps,2.220535e-04,3.510102e-01,7.794302e-05,8
3400,4,v_lut,7.401782e-04,2.032584e-01,1.504475e-04,1572864
3400,5,norms,2.220535e-04,1.957261e-01,4.346167e-05,512
3400,5,out_proj,7.401782e-04,2.185085e-01,1.617352e-04,4194304
3400,5,qkv_lut,7.401782e-04,2.224567e-01,1.646576e-04,3538944
3400,5,residual_lut,7.401782e-04,2.227507e-01,1.648753e-04,3145728
3400,5,temps,2.220535e-04,3.042963e-01,6.757005e-05,8
3400,5,v_lut,7.401782e-04,2.029808e-01,1.502419e-04,1572864
3600,-1,norms,2.111727e-04,4.645396e-01,9.809808e-05,768
3600,-1,tok_emb,2.111727e-04,1.543123e-01,3.258655e-05,2097152
3600,-1,unembedder,2.111727e-04,2.210567e-01,4.668114e-05,12582912
3600,0,norms,2.111727e-04,2.381113e-01,5.028261e-05,512
3600,0,out_proj,7.039091e-04,2.181448e-01,1.535541e-04,4194304
3600,0,qkv_lut,7.039091e-04,2.235927e-01,1.573889e-04,3538944
3600,0,residual_lut,7.039091e-04,2.193506e-01,1.544029e-04,3145728
3600,0,temps,2.111727e-04,4.564646e-01,9.639286e-05,8
3600,0,v_lut,7.039091e-04,2.179479e-01,1.534155e-04,1572864
3600,1,norms,2.111727e-04,2.056432e-01,4.342624e-05,512
3600,1,out_proj,7.039091e-04,2.181779e-01,1.535774e-04,4194304
3600,1,qkv_lut,7.039091e-04,2.222961e-01,1.564762e-04,3538944
3600,1,residual_lut,7.039091e-04,2.200990e-01,1.549297e-04,3145728
3600,1,temps,2.111727e-04,4.467520e-01,9.434184e-05,8
3600,1,v_lut,7.039091e-04,2.094998e-01,1.474688e-04,1572864
3600,2,norms,2.111727e-04,2.025049e-01,4.276351e-05,512
3600,2,out_proj,7.039091e-04,2.179897e-01,1.534449e-04,4194304
3600,2,qkv_lut,7.039091e-04,2.224138e-01,1.565591e-04,3538944
3600,2,residual_lut,7.039091e-04,2.207106e-01,1.553602e-04,3145728
3600,2,temps,2.111727e-04,4.363900e-01,9.215367e-05,8
3600,2,v_lut,7.039091e-04,2.146900e-01,1.511223e-04,1572864
3600,3,norms,2.111727e-04,1.780139e-01,3.759168e-05,512
3600,3,out_proj,7.039091e-04,2.188411e-01,1.540442e-04,4194304
3600,3,qkv_lut,7.039091e-04,2.204799e-01,1.551978e-04,3538944
3600,3,residual_lut,7.039091e-04,2.204085e-01,1.551475e-04,3145728
3600,3,temps,2.111727e-04,4.140118e-01,8.742800e-05,8
3600,3,v_lut,7.039091e-04,2.052074e-01,1.444474e-04,1572864
3600,4,norms,2.111727e-04,1.947698e-01,4.113006e-05,512
3600,4,out_proj,7.039091e-04,2.192426e-01,1.543269e-04,4194304
3600,4,qkv_lut,7.039091e-04,2.229905e-01,1.569650e-04,3538944
3600,4,residual_lut,7.039091e-04,2.201457e-01,1.549626e-04,3145728
3600,4,temps,2.111727e-04,3.072739e-01,6.488785e-05,8
3600,4,v_lut,7.039091e-04,2.081657e-01,1.465297e-04,1572864
3600,5,norms,2.111727e-04,2.002687e-01,4.229129e-05,512
3600,5,out_proj,7.039091e-04,2.165031e-01,1.523985e-04,4194304
3600,5,qkv_lut,7.039091e-04,2.210597e-01,1.556059e-04,3538944
3600,5,residual_lut,7.039091e-04,2.198926e-01,1.547844e-04,3145728
3600,5,temps,2.111727e-04,3.522529e-01,7.438621e-05,8
3600,5,v_lut,7.039091e-04,2.071380e-01,1.458063e-04,1572864
3800,-1,norms,1.999406e-04,4.555072e-01,9.107438e-05,768
3800,-1,tok_emb,1.999406e-04,1.540464e-01,3.080012e-05,2097152
3800,-1,unembedder,1.999406e-04,2.106286e-01,4.211320e-05,12582912
3800,0,norms,1.999406e-04,2.151709e-01,4.302139e-05,512
3800,0,out_proj,6.664686e-04,2.202563e-01,1.467939e-04,4194304
3800,0,qkv_lut,6.664686e-04,2.204463e-01,1.469205e-04,3538944
3800,0,residual_lut,6.664686e-04,2.230249e-01,1.486391e-04,3145728
3800,0,temps,1.999406e-04,3.467448e-01,6.932835e-05,8
3800,0,v_lut,6.664686e-04,2.202449e-01,1.467863e-04,1572864
3800,1,norms,1.999406e-04,2.331394e-01,4.661402e-05,512
3800,1,out_proj,6.664686e-04,2.207063e-01,1.470938e-04,4194304
3800,1,qkv_lut,6.664686e-04,2.221572e-01,1.480608e-04,3538944
3800,1,residual_lut,6.664686e-04,2.220888e-01,1.480152e-04,3145728
3800,1,temps,1.999406e-04,5.022007e-01,1.004103e-04,8
3800,1,v_lut,6.664686e-04,2.145713e-01,1.430050e-04,1572864
3800,2,norms,1.999406e-04,2.303691e-01,4.606012e-05,512
3800,2,out_proj,6.664686e-04,2.196539e-01,1.463924e-04,4194304
3800,2,qkv_lut,6.664686e-04,2.222205e-01,1.481030e-04,3538944
3800,2,residual_lut,6.664686e-04,2.214976e-01,1.476212e-04,3145728
3800,2,temps,1.999406e-04,4.740184e-01,9.477552e-05,8
3800,2,v_lut,6.664686e-04,2.197619e-01,1.464644e-04,1572864
3800,3,norms,1.999406e-04,2.089828e-01,4.178414e-05,512
3800,3,out_proj,6.664686e-04,2.211094e-01,1.473625e-04,4194304
3800,3,qkv_lut,6.664686e-04,2.228007e-01,1.484897e-04,3538944
3800,3,residual_lut,6.664686e-04,2.219403e-01,1.479163e-04,3145728
3800,3,temps,1.999406e-04,4.443238e-01,8.883835e-05,8
3800,3,v_lut,6.664686e-04,2.134423e-01,1.422526e-04,1572864
3800,4,norms,1.999406e-04,1.957827e-01,3.914490e-05,512
3800,4,out_proj,6.664686e-04,2.201980e-01,1.467550e-04,4194304
3800,4,qkv_lut,6.664686e-04,2.166038e-01,1.443596e-04,3538944
3800,4,residual_lut,6.664686e-04,2.216610e-01,1.477301e-04,3145728
3800,4,temps,1.999406e-04,3.844611e-01,7.686938e-05,8
3800,4,v_lut,6.664686e-04,2.077958e-01,1.384894e-04,1572864
3800,5,norms,1.999406e-04,1.989726e-01,3.978269e-05,512
3800,5,out_proj,6.664686e-04,2.174758e-01,1.449408e-04,4194304
3800,5,qkv_lut,6.664686e-04,2.173788e-01,1.448761e-04,3538944
3800,5,residual_lut,6.664686e-04,2.223113e-01,1.481635e-04,3145728
3800,5,temps,1.999406e-04,2.524797e-01,5.048094e-05,8
3800,5,v_lut,6.664686e-04,2.115535e-01,1.409937e-04,1572864
4000,-1,norms,1.884425e-04,4.679011e-01,8.817246e-05,768
4000,-1,tok_emb,1.884425e-04,1.523117e-01,2.870199e-05,2097152
4000,-1,unembedder,1.884425e-04,2.139990e-01,4.032650e-05,12582912
4000,0,norms,1.884425e-04,2.182544e-01,4.112840e-05,512
4000,0,out_proj,6.281417e-04,2.207546e-01,1.386652e-04,4194304
4000,0,qkv_lut,6.281417e-04,2.211410e-01,1.389079e-04,3538944
4000,0,residual_lut,6.281417e-04,2.232239e-01,1.402163e-04,3145728
4000,0,temps,1.884425e-04,3.585116e-01,6.755883e-05,8
4000,0,v_lut,6.281417e-04,2.170501e-01,1.363382e-04,1572864
