step,layer,group,nominal_lr,adam_factor_rms,eff_step_rms,n_params
4000,1,norms,1.884425e-04,2.221613e-01,4.186462e-05,512
4000,1,out_proj,6.281417e-04,2.208004e-01,1.386939e-04,4194304
4000,1,qkv_lut,6.281417e-04,2.249986e-01,1.413310e-04,3538944
4000,1,residual_lut,6.281417e-04,2.226313e-01,1.398440e-04,3145728
4000,1,temps,1.884425e-04,4.814367e-01,9.072314e-05,8
4000,1,v_lut,6.281417e-04,2.143879e-01,1.346660e-04,1572864
4000,2,norms,1.884425e-04,2.122892e-01,4.000431e-05,512
4000,2,out_proj,6.281417e-04,2.199747e-01,1.381753e-04,4194304
4000,2,qkv_lut,6.281417e-04,2.264131e-01,1.422195e-04,3538944
4000,2,residual_lut,6.281417e-04,2.224442e-01,1.397265e-04,3145728
4000,2,temps,1.884425e-04,4.870112e-01,9.177360e-05,8
4000,2,v_lut,6.281417e-04,2.196257e-01,1.379560e-04,1572864
4000,3,norms,1.884425e-04,1.923340e-01,3.624389e-05,512
4000,3,out_proj,6.281417e-04,2.202296e-01,1.383354e-04,4194304
4000,3,qkv_lut,6.281417e-04,2.229490e-01,1.400436e-04,3538944
4000,3,residual_lut,6.281417e-04,2.224413e-01,1.397246e-04,3145728
4000,3,temps,1.884425e-04,5.096543e-01,9.604053e-05,8
4000,3,v_lut,6.281417e-04,2.106834e-01,1.323390e-04,1572864
4000,4,norms,1.884425e-04,1.998372e-01,3.765781e-05,512
4000,4,out_proj,6.281417e-04,2.184560e-01,1.372213e-04,4194304
4000,4,qkv_lut,6.281417e-04,2.221844e-01,1.395633e-04,3538944
4000,4,residual_lut,6.281417e-04,2.215815e-01,1.391846e-04,3145728
4000,4,temps,1.884425e-04,3.544968e-01,6.680226e-05,8
4000,4,v_lut,6.281417e-04,2.065035e-01,1.297134e-04,1572864
4000,5,norms,1.884425e-04,2.015045e-01,3.797201e-05,512
4000,5,out_proj,6.281417e-04,2.196155e-01,1.379497e-04,4194304
4000,5,qkv_lut,6.281417e-04,2.209201e-01,1.387691e-04,3538944
4000,5,residual_lut,6.281417e-04,2.230414e-01,1.401016e-04,3145728
4000,5,temps,1.884425e-04,3.674484e-01,6.924289e-05,8
4000,5,v_lut,6.281417e-04,2.117067e-01,1.329818e-04,1572864
4200,-1,norms,1.767660e-04,4.937389e-01,8.727626e-05,768
4200,-1,tok_emb,1.767660e-04,1.528114e-01,2.701186e-05,2097152
4200,-1,unembedder,1.767660e-04,2.116331e-01,3.740954e-05,12582912
4200,0,norms,1.767660e-04,2.189446e-01,3.870196e-05,512
4200,0,out_proj,5.892201e-04,2.181453e-01,1.285356e-04,4194304
4200,0,qkv_lut,5.892201e-04,2.214265e-01,1.304689e-04,3538944
4200,0,residual_lut,5.892201e-04,2.213582e-01,1.304287e-04,3145728
4200,0,temps,1.767660e-04,3.901268e-01,6.896117e-05,8
4200,0,v_lut,5.892201e-04,2.163747e-01,1.274923e-04,1572864
4200,1,norms,1.767660e-04,2.114393e-01,3.737528e-05,512
4200,1,out_proj,5.892201e-04,2.177006e-01,1.282736e-04,4194304
4200,1,qkv_lut,5.892201e-04,2.220367e-01,1.308285e-04,3538944
4200,1,residual_lut,5.892201e-04,2.214581e-01,1.304876e-04,3145728
4200,1,temps,1.767660e-04,4.472855e-01,7.906488e-05,8
4200,1,v_lut,5.892201e-04,2.117565e-01,1.247712e-04,1572864
4200,2,norms,1.767660e-04,1.880298e-01,3.323727e-05,512
4200,2,out_proj,5.892201e-04,2.172513e-01,1.280088e-04,4194304
4200,2,qkv_lut,5.892201e-04,2.208862e-01,1.301506e-04,3538944
4200,2,residual_lut,5.892201e-04,2.214545e-01,1.304854e-04,3145728
4200,2,temps,1.767660e-04,5.193911e-01,9.181070e-05,8
4200,2,v_lut,5.892201e-04,2.128381e-01,1.254085e-04,1572864
4200,3,norms,1.767660e-04,2.024957e-01,3.579436e-05,512
4200,3,out_proj,5.892201e-04,2.176143e-01,1.282227e-04,4194304
4200,3,qkv_lut,5.892201e-04,2.202083e-01,1.297512e-04,3538944
4200,3,residual_lut,5.892201e-04,2.218320e-01,1.307079e-04,3145728
4200,3,temps,1.767660e-04,5.122540e-01,9.054911e-05,8
4200,3,v_lut,5.892201e-04,2.047260e-01,1.206287e-04,1572864
4200,4,norms,1.767660e-04,2.038864e-01,3.604019e-05,512
4200,4,out_proj,5.892201e-04,2.190236e-01,1.290531e-04,4194304
4200,4,qkv_lut,5.892201e-04,2.183542e-01,1.286587e-04,3538944
4200,4,residual_lut,5.892201e-04,2.215092e-01,1.305177e-04,3145728
4200,4,temps,1.767660e-04,3.350942e-01,5.923327e-05,8
4200,4,v_lut,5.892201e-04,2.093520e-01,1.233544e-04,1572864
4200,5,norms,1.767660e-04,2.125987e-01,3.758022e-05,512
4200,5,out_proj,5.892201e-04,2.193120e-01,1.292230e-04,4194304
4200,5,qkv_lut,5.892201e-04,2.185322e-01,1.287635e-04,3538944
4200,5,residual_lut,5.892201e-04,2.221162e-01,1.308753e-04,3145728
4200,5,temps,1.767660e-04,4.242637e-01,7.499541e-05,8
4200,5,v_lut,5.892201e-04,2.059194e-01,1.213318e-04,1572864
4400,-1,norms,1.650000e-04,4.711903e-01,7.774640e-05,768
4400,-1,tok_emb,1.650000e-04,1.543836e-01,2.547329e-05,2097152
4400,-1,unembedder,1.650000e-04,2.196428e-01,3.624106e-05,12582912
4400,0,norms,1.650000e-04,2.443827e-01,4.032314e-05,512
4400,0,out_proj,5.500000e-04,2.215055e-01,1.218280e-04,4194304
4400,0,qkv_lut,5.500000e-04,2.220854e-01,1.221470e-04,3538944
4400,0,residual_lut,5.500000e-04,2.259906e-01,1.242948e-04,3145728
4400,0,temps,1.650000e-04,3.931042e-01,6.486219e-05,8
4400,0,v_lut,5.500000e-04,2.202080e-01,1.211144e-04,1572864
4400,1,norms,1.650000e-04,2.022966e-01,3.337894e-05,512
4400,1,out_proj,5.500000e-04,2.198892e-01,1.209391e-04,4194304
4400,1,qkv_lut,5.500000e-04,2.228342e-01,1.225588e-04,3538944
4400,1,residual_lut,5.500000e-04,2.247386e-01,1.236062e-04,3145728
4400,1,temps,1.650000e-04,4.371699e-01,7.213304e-05,8
4400,1,v_lut,5.500000e-04,2.144209e-01,1.179315e-04,1572864
4400,2,norms,1.650000e-04,2.084485e-01,3.439401e-05,512
4400,2,out_proj,5.500000e-04,2.197645e-01,1.208705e-04,4194304
4400,2,qkv_lut,5.500000e-04,2.222233e-01,1.222228e-04,3538944
4400,2,residual_lut,5.500000e-04,2.240183e-01,1.232100e-04,3145728
4400,2,temps,1.650000e-04,4.750153e-01,7.837753e-05,8
4400,2,v_lut,5.500000e-04,2.174442e-01,1.195943e-04,1572864
4400,3,norms,1.650000e-04,2.009014e-01,3.314874e-05,512
4400,3,out_proj,5.500000e-04,2.212192e-01,1.216706e-04,4194304
4400,3,qkv_lut,5.500000e-04,2.219130e-01,1.220522e-04,3538944
4400,3,residual_lut,5.500000e-04,2.223483e-01,1.222916e-04,3145728
4400,3,temps,1.650000e-04,5.016180e-01,8.276698e-05,8
4400,3,v_lut,5.500000e-04,2.111519e-01,1.161335e-04,1572864
4400,4,norms,1.650000e-04,2.073265e-01,3.420887e-05,512
4400,4,out_proj,5.500000e-04,2.211568e-01,1.216363e-04,4194304
4400,4,qkv_lut,5.500000e-04,2.196445e-01,1.208045e-04,3538944
4400,4,residual_lut,5.500000e-04,2.216990e-01,1.219345e-04,3145728
4400,4,temps,1.650000e-04,3.123788e-01,5.154250e-05,8
4400,4,v_lut,5.500000e-04,2.086146e-01,1.147380e-04,1572864
4400,5,norms,1.650000e-04,2.006162e-01,3.310167e-05,512
4400,5,out_proj,5.500000e-04,2.186535e-01,1.202594e-04,4194304
4400,5,qkv_lut,5.500000e-04,2.171455e-01,1.194300e-04,3538944
4400,5,residual_lut,5.500000e-04,2.215533e-01,1.218543e-04,3145728
4400,5,temps,1.650000e-04,3.193229e-01,5.268828e-05,8
4400,5,v_lut,5.500000e-04,2.041756e-01,1.122966e-04,1572864
4600,-1,norms,1.532340e-04,4.939232e-01,7.568581e-05,768
4600,-1,tok_emb,1.532340e-04,1.535229e-01,2.352493e-05,2097152
4600,-1,unembedder,1.532340e-04,2.073529e-01,3.177352e-05,12582912
4600,0,norms,1.532340e-04,2.404957e-01,3.685211e-05,512
4600,0,out_proj,5.107799e-04,2.222862e-01,1.135393e-04,4194304
4600,0,qkv_lut,5.107799e-04,2.239182e-01,1.143729e-04,3538944
4600,0,residual_lut,5.107799e-04,2.229861e-01,1.138968e-04,3145728
4600,0,temps,1.532340e-04,3.720179e-01,5.700577e-05,8
4600,0,v_lut,5.107799e-04,2.212965e-01,1.130338e-04,1572864
4600,1,norms,1.532340e-04,2.023774e-01,3.101109e-05,512
4600,1,out_proj,5.107799e-04,2.221277e-01,1.134583e-04,4194304
4600,1,qkv_lut,5.107799e-04,2.243313e-01,1.145839e-04,3538944
4600,1,residual_lut,5.107799e-04,2.229998e-01,1.139038e-04,3145728
4600,1,temps,1.532340e-04,3.462290e-01,5.305405e-05,8
4600,1,v_lut,5.107799e-04,2.154741e-01,1.100599e-04,1572864
4600,2,norms,1.532340e-04,2.103460e-01,3.223215e-05,512
4600,2,out_proj,5.107799e-04,2.200432e-01,1.123937e-04,4194304
4600,2,qkv_lut,5.107799e-04,2.231370e-01,1.139739e-04,3538944
4600,2,residual_lut,5.107799e-04,2.227273e-01,1.137646e-04,3145728
4600,2,temps,1.532340e-04,4.461558e-01,6.836623e-05,8
4600,2,v_lut,5.107799e-04,2.193169e-01,1.120227e-04,1572864
4600,3,norms,1.532340e-04,2.055171e-01,3.149220e-05,512
4600,3,out_proj,5.107799e-04,2.201447e-01,1.124455e-04,4194304
4600,3,qkv_lut,5.107799e-04,2.231085e-01,1.139593e-04,3538944
4600,3,residual_lut,5.107799e-04,2.220856e-01,1.134368e-04,3145728
4600,3,temps,1.532340e-04,4.644726e-01,7.117298e-05,8
4600,3,v_lut,5.107799e-04,2.137544e-01,1.091814e-04,1572864
4600,4,norms,1.532340e-04,2.181843e-01,3.343324e-05,512
4600,4,out_proj,5.107799e-04,2.182517e-01,1.114786e-04,4194304
4600,4,qkv_lut,5.107799e-04,2.188121e-01,1.117648e-04,3538944
4600,4,residual_lut,5.107799e-04,2.220827e-01,1.134354e-04,3145728
4600,4,temps,1.532340e-04,3.709948e-01,5.684901e-05,8
4600,4,v_lut,5.107799e-04,2.086159e-01,1.065568e-04,1572864
4600,5,norms,1.532340e-04,1.884190e-01,2.887219e-05,512
4600,5,out_proj,5.107799e-04,2.168257e-01,1.107502e-04,4194304
4600,5,qkv_lut,5.107799e-04,2.134926e-01,1.090477e-04,3538944
4600,5,residual_lut,5.107799e-04,2.207134e-01,1.127360e-04,3145728
4600,5,temps,1.532340e-04,2.813266e-01,4.310880e-05,8
4600,5,v_lut,5.107799e-04,2.018969e-01,1.031249e-04,1572864
4800,-1,norms,1.415575e-04,4.888317e-01,6.919779e-05,768
4800,-1,tok_emb,1.415575e-04,1.535787e-01,2.174021e-05,2097152
4800,-1,unembedder,1.415575e-04,2.128391e-01,3.012898e-05,12582912
4800,0,norms,1.415575e-04,2.335232e-01,3.305695e-05,512
4800,0,out_proj,4.718583e-04,2.216536e-01,1.045891e-04,4194304
4800,0,qkv_lut,4.718583e-04,2.202285e-01,1.039166e-04,3538944
4800,0,residual_lut,4.718583e-04,2.216284e-01,1.045772e-04,3145728
4800,0,temps,1.415575e-04,3.511393e-01,4.970640e-05,8
4800,0,v_lut,4.718583e-04,2.200619e-01,1.038380e-04,1572864
4800,1,norms,1.415575e-04,2.122341e-01,3.004333e-05,512
4800,1,out_proj,4.718583e-04,2.215673e-01,1.045484e-04,4194304
4800,1,qkv_lut,4.718583e-04,2.211975e-01,1.043739e-04,3538944
4800,1,residual_lut,4.718583e-04,2.215351e-01,1.045332e-04,3145728
4800,1,temps,1.415575e-04,4.984551e-01,7.056005e-05,8
4800,1,v_lut,4.718583e-04,2.163124e-01,1.020688e-04,1572864
4800,2,norms,1.415575e-04,2.210671e-01,3.129371e-05,512
4800,2,out_proj,4.718583e-04,2.200698e-01,1.038418e-04,4194304
4800,2,qkv_lut,4.718583e-04,2.230321e-01,1.052396e-04,3538944
4800,2,residual_lut,4.718583e-04,2.215211e-01,1.045266e-04,3145728
4800,2,temps,1.415575e-04,4.571369e-01,6.471115e-05,8
4800,2,v_lut,4.718583e-04,2.211924e-01,1.043715e-04,1572864
4800,3,norms,1.415575e-04,2.154438e-01,3.049768e-05,512
4800,3,out_proj,4.718583e-04,2.217857e-01,1.046514e-04,4194304
4800,3,qkv_lut,4.718583e-04,2.216408e-01,1.045831e-04,3538944
4800,3,residual_lut,4.718583e-04,2.219415e-01,1.047249e-04,3145728
4800,3,temps,1.415575e-04,4.563952e-01,6.460616e-05,8
4800,3,v_lut,4.718583e-04,2.141327e-01,1.010403e-04,1572864
4800,4,norms,1.415575e-04,2.128942e-01,3.013677e-05,512
4800,4,out_proj,4.718583e-04,2.199971e-01,1.038075e-04,4194304
4800,4,qkv_lut,4.718583e-04,2.198072e-01,1.037179e-04,3538944
4800,4,residual_lut,4.718583e-04,2.218335e-01,1.046740e-04,3145728
4800,4,temps,1.415575e-04,3.271045e-01,4.630409e-05,8
4800,4,v_lut,4.718583e-04,2.148766e-01,1.013913e-04,1572864
4800,5,norms,1.415575e-04,1.990138e-01,2.817189e-05,512
4800,5,out_proj,4.718583e-04,2.173197e-01,1.025441e-04,4194304
4800,5,qkv_lut,4.718583e-04,2.195996e-01,1.036199e-04,3538944
4800,5,residual_lut,4.718583e-04,2.204743e-01,1.040326e-04,3145728
4800,5,temps,1.415575e-04,3.005561e-01,4.254597e-05,8
4800,5,v_lut,4.718583e-04,2.153472e-01,1.016134e-04,1572864
5000,-1,norms,1.300594e-04,4.945329e-01,6.431867e-05,768
5000,-1,tok_emb,1.300594e-04,1.529717e-01,1.989542e-05,2097152
5000,-1,unembedder,1.300594e-04,2.039789e-01,2.652938e-05,12582912
5000,0,norms,1.300594e-04,2.259835e-01,2.939128e-05,512
5000,0,out_proj,4.335314e-04,2.237175e-01,9.698858e-05,4194304
5000,0,qkv_lut,4.335314e-04,2.231629e-01,9.674812e-05,3538944
5000,0,residual_lut,4.335314e-04,2.238953e-01,9.706567e-05,3145728
5000,0,temps,1.300594e-04,3.219594e-01,4.187385e-05,8
5000,0,v_lut,4.335314e-04,2.176487e-01,9.435756e-05,1572864
5000,1,norms,1.300594e-04,2.015983e-01,2.621976e-05,512
5000,1,out_proj,4.335314e-04,2.238004e-01,9.702451e-05,4194304
5000,1,qkv_lut,4.335314e-04,2.263176e-01,9.811580e-05,3538944
5000,1,residual_lut,4.335314e-04,2.242797e-01,9.723231e-05,3145728
5000,1,temps,1.300594e-04,4.458624e-01,5.798862e-05,8
5000,1,v_lut,4.335314e-04,2.195873e-01,9.519801e-05,1572864
5000,2,norms,1.300594e-04,2.402540e-01,3.124730e-05,512
5000,2,out_proj,4.335314e-04,2.238782e-01,9.705823e-05,4194304
5000,2,qkv_lut,4.335314e-04,2.280198e-01,9.885374e-05,3538944
5000,2,residual_lut,4.335314e-04,2.249375e-01,9.751746e-05,3145728
5000,2,temps,1.300594e-04,4.933694e-01,6.416735e-05,8
5000,2,v_lut,4.335314e-04,2.236128e-01,9.694319e-05,1572864
5000,3,norms,1.300594e-04,1.966868e-01,2.558097e-05,512
5000,3,out_proj,4.335314e-04,2.248970e-01,9.749993e-05,4194304
5000,3,qkv_lut,4.335314e-04,2.272078e-01,9.850171e-05,3538944
5000,3,residual_lut,4.335314e-04,2.240904e-01,9.715024e-05,3145728
5000,3,temps,1.300594e-04,5.137334e-01,6.681587e-05,8
5000,3,v_lut,4.335314e-04,2.193589e-01,9.509897e-05,1572864
5000,4,norms,1.300594e-04,1.944984e-01,2.529635e-05,512
5000,4,out_proj,4.335314e-04,2.247024e-01,9.741555e-05,4194304
5000,4,qkv_lut,4.335314e-04,2.244229e-01,9.729440e-05,3538944
5000,4,residual_lut,4.335314e-04,2.242632e-01,9.722514e-05,3145728
5000,4,temps,1.300594e-04,3.666696e-01,4.768884e-05,8
5000,4,v_lut,4.335314e-04,2.179319e-01,9.448035e-05,1572864
5000,5,norms,1.300594e-04,2.106783e-01,2.740070e-05,512
5000,5,out_proj,4.335314e-04,2.237238e-01,9.699131e-05,4194304
5000,5,qkv_lut,4.335314e-04,2.254830e-01,9.775396e-05,3538944
5000,5,residual_lut,4.335314e-04,2.253928e-01,9.771487e-05,3145728
5000,5,temps,1.300594e-04,4.445732e-01,5.782093e-05,8
5000,5,v_lut,4.335314e-04,2.171729e-01,9.415128e-05,1572864
5200,-1,norms,1.188273e-04,5.141674e-01,6.109711e-05,768
5200,-1,tok_emb,1.188273e-04,1.541339e-01,1.831531e-05,2097152
5200,-1,unembedder,1.188273e-04,2.085287e-01,2.477890e-05,12582912
5200,0,norms,1.188273e-04,2.331036e-01,2.769907e-05,512
5200,0,out_proj,3.960909e-04,2.229532e-01,8.830973e-05,4194304
5200,0,qkv_lut,3.960909e-04,2.215305e-01,8.774623e-05,3538944
5200,0,residual_lut,3.960909e-04,2.232402e-01,8.842340e-05,3145728
5200,0,temps,1.188273e-04,3.852866e-01,4.578255e-05,8
5200,0,v_lut,3.960909e-04,2.201736e-01,8.720877e-05,1572864
5200,1,norms,1.188273e-04,2.189044e-01,2.601182e-05,512
5200,1,out_proj,3.960909e-04,2.211622e-01,8.760033e-05,4194304
5200,1,qkv_lut,3.960909e-04,2.229912e-01,8.832481e-05,3538944
5200,1,residual_lut,3.960909e-04,2.238221e-01,8.865392e-05,3145728
5200,1,temps,1.188273e-04,4.078850e-01,4.846786e-05,8
5200,1,v_lut,3.960909e-04,2.161917e-01,8.563159e-05,1572864
5200,2,norms,1.188273e-04,2.099886e-01,2.495238e-05,512
5200,2,out_proj,3.960909e-04,2.207996e-01,8.745670e-05,4194304
5200,2,qkv_lut,3.960909e-04,2.255425e-01,8.933534e-05,3538944
5200,2,residual_lut,3.960909e-04,2.244622e-01,8.890743e-05,3145728
5200,2,temps,1.188273e-04,5.226973e-01,6.211070e-05,8
5200,2,v_lut,3.960909e-04,2.226182e-01,8.817705e-05,1572864
5200,3,norms,1.188273e-04,2.328625e-01,2.767041e-05,512
5200,3,out_proj,3.960909e-04,2.223645e-01,8.807656e-05,4194304
5200,3,qkv_lut,3.960909e-04,2.251619e-01,8.918459e-05,3538944
5200,3,residual_lut,3.960909e-04,2.234261e-01,8.849706e-05,3145728
5200,3,temps,1.188273e-04,5.080146e-01,6.036599e-05,8
5200,3,v_lut,3.960909e-04,2.143581e-01,8.490530e-05,1572864
5200,4,norms,1.188273e-04,2.156146e-01,2.562090e-05,512
5200,4,out_proj,3.960909e-04,2.224865e-01,8.812490e-05,4194304
5200,4,qkv_lut,3.960909e-04,2.237282e-01,8.861672e-05,3538944
5200,4,residual_lut,3.960909e-04,2.239953e-01,8.872251e-05,3145728
5200,4,temps,1.188273e-04,3.792840e-01,4.506929e-05,8
5200,4,v_lut,3.960909e-04,2.100544e-01,8.320066e-05,1572864
5200,5,norms,1.188273e-04,2.120388e-01,2.519600e-05,512
5200,5,out_proj,3.960909e-04,2.206033e-01,8.737895e-05,4194304
5200,5,qkv_lut,3.960909e-04,2.215166e-01,8.774071e-05,3538944
5200,5,residual_lut,3.960909e-04,2.225676e-01,8.815700e-05,3145728
5200,5,temps,1.188273e-04,2.799370e-01,3.326415e-05,8
5200,5,v_lut,3.960909e-04,2.109612e-01,8.355980e-05,1572864
5400,-1,norms,1.079465e-04,4.888836e-01,5.277329e-05,768
5400,-1,tok_emb,1.079465e-04,1.532637e-01,1.654428e-05,2097152
5400,-1,unembedder,1.079465e-04,2.083436e-01,2.248997e-05,12582912
5400,0,norms,1.079465e-04,2.055681e-01,2.219036e-05,512
5400,0,out_proj,3.598218e-04,2.217131e-01,7.977719e-05,4194304
5400,0,qkv_lut,3.598218e-04,2.180959e-01,7.847566e-05,3538944
5400,0,residual_lut,3.598218e-04,2.224830e-01,8.005424e-05,3145728
5400,0,temps,1.079465e-04,3.628977e-01,3.917354e-05,8
5400,0,v_lut,3.598218e-04,2.176637e-01,7.832014e-05,1572864
5400,1,norms,1.079465e-04,2.173236e-01,2.345933e-05,512
5400,1,out_proj,3.598218e-04,2.214561e-01,7.968474e-05,4194304
5400,1,qkv_lut,3.598218e-04,2.229001e-01,8.020433e-05,3538944
5400,1,residual_lut,3.598218e-04,2.224337e-01,8.003648e-05,3145728
5400,1,temps,1.079465e-04,4.310468e-01,4.653001e-05,8
5400,1,v_lut,3.598218e-04,2.191271e-01,7.884671e-05,1572864
5400,2,norms,1.079465e-04,2.073859e-01,2.238659e-05,512
5400,2,out_proj,3.598218e-04,2.212712e-01,7.961818e-05,4194304
5400,2,qkv_lut,3.598218e-04,2.221846e-01,7.994685e-05,3538944
5400,2,residual_lut,3.598218e-04,2.228913e-01,8.020113e-05,3145728
5400,2,temps,1.079465e-04,4.590003e-01,4.954750e-05,8
5400,2,v_lut,3.598218e-04,2.175042e-01,7.826274e-05,1572864
5400,3,norms,1.079465e-04,2.141997e-01,2.312211e-05,512
5400,3,out_proj,3.598218e-04,2.210316e-01,7.953199e-05,4194304
5400,3,qkv_lut,3.598218e-04,2.222548e-01,7.997213e-05,3538944
5400,3,residual_lut,3.598218e-04,2.227831e-01,8.016222e-05,3145728
5400,3,temps,1.079465e-04,4.571625e-01,4.934911e-05,8
5400,3,v_lut,3.598218e-04,2.161614e-01,7.777958e-05,1572864
5400,4,norms,1.079465e-04,1.980944e-01,2.138360e-05,512
5400,4,out_proj,3.598218e-04,2.212583e-01,7.961357e-05,4194304
5400,4,qkv_lut,3.598218e-04,2.198171e-01,7.909500e-05,3538944
5400,4,residual_lut,3.598218e-04,2.219179e-01,7.985091e-05,3145728
5400,4,temps,1.079465e-04,3.536815e-01,3.817869e-05,8
5400,4,v_lut,3.598218e-04,2.184045e-01,7.858669e-05,1572864
5400,5,norms,1.079465e-04,2.056524e-01,2.219947e-05,512
5400,5,out_proj,3.598218e-04,2.178432e-01,7.838471e-05,4194304
5400,5,qkv_lut,3.598218e-04,2.177732e-01,7.835955e-05,3538944
5400,5,residual_lut,3.598218e-04,2.220472e-01,7.989741e-05,3145728
5400,5,temps,1.079465e-04,3.300087e-01,3.562330e-05,8
5400,5,v_lut,3.598218e-04,2.134533e-01,7.680516e-05,1572864
5600,-1,norms,9.750000e-05,5.102711e-01,4.975144e-05,768
5600,-1,tok_emb,9.750000e-05,1.534560e-01,1.496196e-05,2097152
5600,-1,unembedder,9.750000e-05,2.082337e-01,2.030279e-05,12582912
5600,0,norms,9.750000e-05,2.209077e-01,2.153850e-05,512
5600,0,out_proj,3.250000e-04,2.197463e-01,7.141754e-05,4194304
5600,0,qkv_lut,3.250000e-04,2.206691e-01,7.171747e-05,3538944
5600,0,residual_lut,3.250000e-04,2.244398e-01,7.294292e-05,3145728
5600,0,temps,9.750000e-05,3.582621e-01,3.493055e-05,8
5600,0,v_lut,3.250000e-04,2.146772e-01,6.977008e-05,1572864
5600,1,norms,9.750000e-05,2.061253e-01,2.009722e-05,512
5600,1,out_proj,3.250000e-04,2.206991e-01,7.172720e-05,4194304
5600,1,qkv_lut,3.250000e-04,2.222844e-01,7.224242e-05,3538944
5600,1,residual_lut,3.250000e-04,2.252934e-01,7.322036e-05,3145728
5600,1,temps,9.750000e-05,4.037394e-01,3.936460e-05,8
5600,1,v_lut,3.250000e-04,2.148623e-01,6.983026e-05,1572864
5600,2,norms,9.750000e-05,2.264247e-01,2.207640e-05,512
5600,2,out_proj,3.250000e-04,2.203890e-01,7.162643e-05,4194304
5600,2,qkv_lut,3.250000e-04,2.232351e-01,7.255140e-05,3538944
5600,2,residual_lut,3.250000e-04,2.246959e-01,7.302615e-05,3145728
5600,2,temps,9.750000e-05,4.678863e-01,4.561892e-05,8
5600,2,v_lut,3.250000e-04,2.166710e-01,7.041807e-05,1572864
5600,3,norms,9.750000e-05,2.224430e-01,2.168819e-05,512
5600,3,out_proj,3.250000e-04,2.214259e-01,7.196343e-05,4194304
5600,3,qkv_lut,3.250000e-04,2.218341e-01,7.209610e-05,3538944
5600,3,residual_lut,3.250000e-04,2.240818e-01,7.282659e-05,3145728
5600,3,temps,9.750000e-05,4.651178e-01,4.534899e-05,8
5600,3,v_lut,3.250000e-04,2.134547e-01,6.937278e-05,1572864
5600,4,norms,9.750000e-05,2.210466e-01,2.155204e-05,512
5600,4,out_proj,3.250000e-04,2.211255e-01,7.186579e-05,4194304
5600,4,qkv_lut,3.250000e-04,2.216565e-01,7.203835e-05,3538944
5600,4,residual_lut,3.250000e-04,2.229110e-01,7.244606e-05,3145728
5600,4,temps,9.750000e-05,3.505524e-01,3.417885e-05,8
5600,4,v_lut,3.250000e-04,2.122546e-01,6.898273e-05,1572864
5600,5,norms,9.750000e-05,2.117855e-01,2.064909e-05,512
5600,5,out_proj,3.250000e-04,2.203510e-01,7.161409e-05,4194304
5600,5,qkv_lut,3.250000e-04,2.228887e-01,7.243884e-05,3538944
5600,5,residual_lut,3.250000e-04,2.215105e-01,7.199090e-05,3145728
5600,5,temps,9.750000e-05,4.268753e-01,4.162034e-05,8
5600,5,v_lut,3.250000e-04,2.144139e-01,6.968451e-05,1572864
5800,-1,norms,8.756718e-05,5.134899e-01,4.496487e-05,768
5800,-1,tok_emb,8.756718e-05,1.549405e-01,1.356770e-05,2097152
5800,-1,unembedder,8.756718e-05,2.084737e-01,1.825545e-05,12582912
5800,0,norms,8.756718e-05,2.376221e-01,2.080790e-05,512
5800,0,out_proj,2.918906e-04,2.209368e-01,6.448938e-05,4194304
5800,0,qkv_lut,2.918906e-04,2.203257e-01,6.431100e-05,3538944
5800,0,residual_lut,2.918906e-04,2.229217e-01,6.506875e-05,3145728
5800,0,temps,8.756718e-05,3.457332e-01,3.027489e-05,8
5800,0,v_lut,2.918906e-04,2.185805e-01,6.380159e-05,1572864
5800,1,norms,8.756718e-05,2.331891e-01,2.041971e-05,512
5800,1,out_proj,2.918906e-04,2.218653e-01,6.476039e-05,4194304
5800,1,qkv_lut,2.918906e-04,2.229714e-01,6.508326e-05,3538944
5800,1,residual_lut,2.918906e-04,2.230581e-01,6.510855e-05,3145728
5800,1,temps,8.756718e-05,4.756704e-01,4.165312e-05,8
5800,1,v_lut,2.918906e-04,2.168912e-01,6.330852e-05,1572864
5800,2,norms,8.756718e-05,2.027070e-01,1.775048e-05,512
5800,2,out_proj,2.918906e-04,2.211801e-01,6.456039e-05,4194304
5800,2,qkv_lut,2.918906e-04,2.231052e-01,6.512230e-05,3538944
5800,2,residual_lut,2.918906e-04,2.232460e-01,6.516341e-05,3145728
5800,2,temps,8.756718e-05,4.371609e-01,3.828095e-05,8
5800,2,v_lut,2.918906e-04,2.208987e-01,6.447826e-05,1572864
5800,3,norms,8.756718e-05,2.030124e-01,1.777722e-05,512
5800,3,out_proj,2.918906e-04,2.225488e-01,6.495990e-05,4194304
5800,3,qkv_lut,2.918906e-04,2.219377e-01,6.478153e-05,3538944
5800,3,residual_lut,2.918906e-04,2.231065e-01,6.512269e-05,3145728
5800,3,temps,8.756718e-05,5.677519e-01,4.971644e-05,8
5800,3,v_lut,2.918906e-04,2.145850e-01,6.263534e-05,1572864
5800,4,norms,8.756718e-05,2.065390e-01,1.808604e-05,512
5800,4,out_proj,2.918906e-04,2.215594e-01,6.467111e-05,4194304
5800,4,qkv_lut,2.918906e-04,2.193556e-01,6.402785e-05,3538944
5800,4,residual_lut,2.918906e-04,2.228778e-01,6.505593e-05,3145728
5800,4,temps,8.756718e-05,3.819190e-01,3.344357e-05,8
5800,4,v_lut,2.918906e-04,2.100686e-01,6.131706e-05,1572864
