seed,update,env_steps,ep_ret_mean,ep_ret_max,ep_len_mean,lr,logstd,kl,tau_actor,tau_critic
0,1,262144,-1.742869066785582,22.359987258911133,16.333487768717568,0.0002999988705149873,-0.006938419304788113,0.019624825567007065,0.05006837472319603,0.04963191971182823
0,10,2621440,11.881017170013797,401.463623046875,51.25647708109766,0.0002998870670902326,-0.07246025651693344,0.006258838344365358,0.049007974565029144,0.04671119526028633
0,20,5242880,234.32562245844332,615.6289672851562,186.4289077548691,0.0002995484573067394,-0.1106741726398468,0.004350454546511173,0.04874273017048836,0.04332027956843376
0,30,7864320,271.9715608080573,816.2843017578125,161.11311637655004,0.0002989847371708259,-0.12489046156406403,0.004862884990870953,0.05015520006418228,0.04129819571971893
0,40,10485760,271.77499571746705,978.8255004882812,149.84925483926227,0.0002981968498314587,-0.1496923863887787,0.005039501003921032,0.05157225951552391,0.04025673121213913
0,50,13107200,286.39875,617.720703125,153.03151162790698,0.00029718611348730165,-0.19452093541622162,0.005202034022659063,0.052986133843660355,0.04091046378016472
0,60,15728640,286.9040258595357,780.1565551757812,152.17361151924771,0.0002959542191812635,-0.24417191743850708,0.004443400539457798,0.05465744435787201,0.041503459215164185
0,70,18350080,330.0639391179914,929.4030151367188,163.4117340965266,0.0002945032279712482,-0.28964096307754517,0.004425329156219959,0.055490121245384216,0.04115230217576027
0,80,20971520,426.2848981812529,1146.154296875,191.83040572050365,0.0002928355674818394,-0.3340405225753784,0.004404604900628328,0.0559840090572834,0.041380420327186584
0,90,23592960,533.0088842788851,1275.031982421875,224.04482727518715,0.0002909540278426898,-0.374683678150177,0.003935319371521473,0.05626798793673515,0.0429815836250782
0,100,26214400,621.4490386603267,1635.1378173828125,252.27475708083523,0.00028886175702041143,-0.4142613112926483,0.00388364028185606,0.056889697909355164,0.04520853981375694
0,110,28835840,726.4137663885579,1905.736083984375,288.8134684147795,0.0002865622555517741,-0.4534936845302582,0.00404374860227108,0.05725279822945595,0.047756586223840714
0,120,31457280,820.8764509673115,2250.178955078125,320.0145430286858,0.00028405937068702803,-0.4912375211715698,0.004415006376802921,0.05766443535685539,0.050436582416296005
0,130,34078720,909.0820078797607,2875.737060546875,351.3820224719101,0.0002813572899531447,-0.5288683176040649,0.004614409990608692,0.05811677873134613,0.05313620716333389
0,140,36700160,962.2381404174573,2926.055908203125,370.5286819442417,0.0002784605341477492,-0.5547740459442139,0.004364014603197575,0.058263327926397324,0.055775538086891174
0,150,39321600,967.3460832745236,3063.79443359375,374.00818630910373,0.000275373949775464,-0.5903670787811279,0.0038823881186544895,0.05854199826717377,0.05805940553545952
0,160,41943040,938.2949834162521,2993.995361328125,367.13792150359313,0.00027210270093931693,-0.6229833960533142,0.004335302859544754,0.058833494782447815,0.06004801392555237
0,170,44564480,921.5330200823893,3143.7138671875,353.1161174047374,0.0002686522607007845,-0.6597018241882324,0.004029448609799147,0.059036530554294586,0.0620030015707016
