step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498811,0.498547,0.498593,0.498541,0.500409,0.500230,0.497638,0.497491,0.499844,0.499382,0.498880,0.498809,0.500844,0.500737,0.498403,0.498183,0.499611,0.499201,0.498400,0.498367,0.500162,0.500003,0.498917,0.498648,0.499330,0.499017,0.499238,0.499226,0.500491,0.500446,0.499620,0.499280,0.498780,0.498553,0.499209,0.499164,0.500282,0.500253,0.499985,0.499663,0.499059,0.498937,0.499457,0.499421,0.500169,0.500153,0.500603,0.500333
400,0.503105,0.500141,0.495451,0.492638,0.497981,0.496366,0.491202,0.490572,0.502478,0.499661,0.493308,0.492554,0.502568,0.501022,0.494248,0.493030,0.501118,0.498576,0.493038,0.492281,0.500796,0.499614,0.496774,0.495046,0.498711,0.497535,0.495861,0.495577,0.503645,0.502840,0.500852,0.498371,0.498804,0.497195,0.496381,0.496179,0.501707,0.501175,0.503533,0.501141,0.499035,0.498483,0.498797,0.498755,0.502084,0.501962,0.506886,0.505117
600,0.513320,0.504665,0.504807,0.490005,0.496719,0.491730,0.483274,0.481101,0.507654,0.499315,0.484728,0.481442,0.506978,0.501669,0.489193,0.485476,0.505772,0.497998,0.483196,0.480446,0.499168,0.495561,0.494501,0.489229,0.497793,0.494906,0.490723,0.489434,0.510761,0.507958,0.504972,0.497157,0.500886,0.496672,0.489372,0.488490,0.504341,0.501905,0.510954,0.503423,0.498438,0.496673,0.495209,0.494981,0.507376,0.506632,0.516203,0.510633
800,0.528507,0.511909,0.525339,0.492454,0.500535,0.487076,0.476243,0.470014,0.515285,0.498932,0.473361,0.465750,0.515157,0.501783,0.486426,0.476702,0.515507,0.498788,0.470240,0.462499,0.497971,0.488648,0.494481,0.482199,0.498766,0.490589,0.481411,0.478323,0.524733,0.518031,0.513173,0.496221,0.502058,0.494077,0.478576,0.476520,0.509795,0.503836,0.523763,0.507800,0.500665,0.496478,0.487604,0.486694,0.515511,0.512922,0.530096,0.517398
1000,0.546742,0.519694,0.551887,0.501352,0.513963,0.487052,0.474390,0.460691,0.525031,0.499138,0.464646,0.450090,0.526584,0.502159,0.489618,0.469946,0.523981,0.496814,0.462252,0.444706,0.500785,0.482958,0.500330,0.476461,0.503009,0.486650,0.471064,0.464738,0.542894,0.530171,0.525722,0.496637,0.508252,0.492868,0.466845,0.463174,0.517235,0.505790,0.539014,0.512014,0.503827,0.495653,0.479203,0.477186,0.528511,0.522495,0.545979,0.523700
1200,0.561758,0.525436,0.579538,0.512397,0.532803,0.490510,0.475981,0.452794,0.533406,0.498095,0.463769,0.437012,0.542738,0.503559,0.496998,0.465812,0.536381,0.497005,0.463459,0.430908,0.507857,0.478918,0.509831,0.472154,0.510449,0.484182,0.463473,0.453028,0.560898,0.540474,0.542962,0.499328,0.515221,0.491441,0.457131,0.451118,0.524898,0.507569,0.555882,0.515771,0.507403,0.494756,0.471897,0.467886,0.537743,0.528476,0.563048,0.528715
1400,0.576402,0.531102,0.608113,0.523287,0.555464,0.496450,0.481102,0.446200,0.543141,0.497314,0.469822,0.427169,0.562655,0.508857,0.509576,0.464202,0.549092,0.496546,0.472907,0.419797,0.517331,0.475171,0.523782,0.470628,0.518393,0.481146,0.457701,0.441715,0.575948,0.546728,0.560564,0.501640,0.524049,0.491134,0.449268,0.439326,0.532181,0.507551,0.575071,0.519665,0.509381,0.492083,0.466432,0.460153,0.545983,0.531719,0.578770,0.531675
1600,0.589544,0.534107,0.637384,0.534412,0.580348,0.504097,0.489149,0.439777,0.552899,0.496261,0.479606,0.420069,0.582661,0.512553,0.524488,0.463826,0.563651,0.497364,0.485652,0.411215,0.528947,0.471226,0.539907,0.469574,0.530227,0.480243,0.455081,0.431685,0.592232,0.552028,0.578389,0.503527,0.530197,0.489226,0.443036,0.428759,0.539531,0.507186,0.593589,0.522909,0.511903,0.488825,0.460979,0.451773,0.553744,0.534706,0.594683,0.533655
1800,0.603466,0.538341,0.668176,0.545024,0.607113,0.513335,0.498825,0.434152,0.562010,0.494728,0.492464,0.414605,0.603597,0.516160,0.539616,0.463582,0.577134,0.496472,0.502464,0.406188,0.541894,0.468892,0.556636,0.469197,0.541527,0.479350,0.454910,0.422858,0.606012,0.553697,0.595962,0.505745,0.539137,0.488580,0.438541,0.419324,0.546325,0.504920,0.611655,0.523973,0.517731,0.489062,0.457306,0.445094,0.563487,0.538157,0.610685,0.534490
