step,train_loss,val_bpb
200,8.229261,2.305110
400,7.154662,2.080294
600,6.701695,2.007521
800,6.505309,1.969832
1000,6.363503,1.923820
1200,6.211390,1.873519
1400,6.078110,1.842819
1600,5.952493,1.812553
1800,5.889371,1.790924
2000,5.819654,1.774543
2200,5.747615,1.763700
2400,5.723055,1.747000
2600,5.682353,1.732451
2800,5.635272,1.722361
3000,5.595778,1.713694
3200,5.569492,1.702161
3400,5.518828,1.697548
3600,5.517631,1.692849
3800,5.481368,1.683790
4000,5.436620,1.673825
4200,5.441198,1.670291
4400,5.433024,1.664809
4600,5.404256,1.658187
4800,5.401110,1.653524
5000,5.370115,1.645028
5200,5.342665,1.641886
5400,5.312829,1.635556
5600,5.335895,1.631648
5800,5.309077,1.629220
6000,5.302652,1.625514
6200,5.287621,1.622659
6400,5.272550,1.620318
6600,5.268022,1.617062
6800,5.255206,1.615610
7000,5.257675,1.613310
7200,5.252089,1.610595
7400,5.249513,1.610250
7600,5.231627,1.607331
7800,5.240700,1.605579
8000,5.227583,1.605962
