step,train_loss,qreg_loss,lambda,val_loss,val_loss_snapped
0,5.656825,0.362815,0.000000,5.664209,
1000,2.112480,0.446431,0.000000,2.088760,
2000,1.963372,0.480327,0.000000,1.950829,
3000,1.905441,0.490069,0.000000,1.901873,
4000,1.872998,0.494444,0.000000,1.864461,
5000,1.835367,0.497018,0.000000,1.837594,
6000,1.810810,0.498094,0.000000,1.802811,
7000,1.788133,0.498825,0.000000,1.781404,
8000,1.767339,0.499254,0.000000,1.760638,
9000,1.746150,0.499498,0.000000,1.742032,
10000,1.732369,0.499751,0.000000,1.728706,
11000,1.710730,0.499665,0.000000,1.721076,
12000,1.703612,0.499822,0.000000,1.705426,
13000,1.684201,0.499806,0.000000,1.691448,
14000,1.677908,0.499883,0.000000,1.686946,
15000,1.675697,0.499916,0.000000,1.675808,
16000,1.659573,0.499912,0.000000,1.670036,
17000,1.652969,0.499895,0.000000,1.661271,
18000,1.655529,0.499942,0.000000,1.654673,
19000,1.643608,0.499891,0.000000,1.647043,
20000,1.638134,0.499862,0.000000,1.641226,
21000,1.622431,0.499901,0.000000,1.637453,
22000,1.634451,0.499886,0.000000,1.631016,
23000,1.626188,0.499962,0.000000,1.625534,
24000,1.620483,0.499961,0.000000,1.616890,
25000,1.610382,0.499926,0.000000,1.614433,
26000,1.605732,0.499927,0.000000,1.611126,
27000,1.607794,0.500019,0.000000,1.608083,
28000,1.607858,0.499907,0.000000,1.602601,
29000,1.602183,0.499980,0.000000,1.598845,
30000,1.590095,0.499962,0.000000,1.595829,
31000,1.592187,0.500025,0.000000,1.589774,
32000,1.585553,0.499894,0.000000,1.587699,
33000,1.584522,0.499960,0.000000,1.585071,
34000,1.571730,0.499961,0.000000,1.583139,
35000,1.577714,0.500002,0.000000,1.576242,
36000,1.567324,0.499944,0.000000,1.575880,
37000,1.565287,0.500026,0.000000,1.570935,
38000,1.557084,0.500018,0.000000,1.568150,
39000,1.569907,0.499944,0.000000,1.567588,
40000,1.559422,0.499924,0.000000,1.562866,
41000,1.564627,0.500130,0.000000,1.562224,
42000,1.552652,0.500023,0.000000,1.557441,
43000,1.546951,0.499835,0.000000,1.557058,
44000,1.550549,0.499950,0.000000,1.555257,
45000,1.558637,0.500068,0.000000,1.554709,
46000,1.552773,0.500045,0.000000,1.552004,
47000,1.554960,0.499881,0.000000,1.550550,
48000,1.548639,0.500050,0.000000,1.550417,
49000,1.551528,0.500182,0.000000,1.551131,
