step,train_loss,qreg_loss,lambda,val_loss,val_loss_snapped
0,6.633175,0.362916,0.000000,6.670768,6.829286
1000,2.293544,0.461197,0.000000,2.270153,2.312076
2000,2.095431,0.487593,0.000000,2.086342,2.092415
3000,2.007946,0.493966,0.000000,1.999324,2.000455
4000,1.947043,0.496715,0.000000,1.942644,1.943943
5000,1.901372,0.498337,0.000000,1.911682,1.913039
6000,1.874010,0.499021,0.000000,1.856643,1.857060
7000,1.819871,0.499407,0.000000,1.824300,1.823804
8000,1.805769,0.499730,0.000000,1.812190,1.812474
9000,1.791263,0.499786,0.000000,1.790616,1.790253
10000,1.759420,0.499918,0.000000,1.767428,1.767153
11000,1.757772,0.498569,0.000250,1.751840,1.752020
12000,1.737064,0.497352,0.000500,1.744754,1.744981
13000,1.736301,0.496584,0.000750,1.725393,1.724972
14000,1.718245,0.495779,0.001000,1.721529,1.722414
15000,1.710118,0.494949,0.001250,1.711174,1.711593
16000,1.716776,0.494086,0.001500,1.703459,1.703759
17000,1.695931,0.493292,0.001750,1.695367,1.695555
18000,1.696334,0.492220,0.002000,1.687390,1.689043
19000,1.679969,0.491375,0.002250,1.681786,1.681223
20000,1.676001,0.490477,0.002500,1.672387,1.672527
21000,1.675560,0.489386,0.002750,1.668759,1.668853
22000,1.665037,0.488086,0.003000,1.661185,1.661201
23000,1.666097,0.486285,0.003250,1.654609,1.655236
24000,1.659252,0.485047,0.003500,1.650435,1.650704
25000,1.652588,0.483427,0.003750,1.647883,1.647462
26000,1.644391,0.481512,0.004000,1.640217,1.639615
27000,1.637836,0.479608,0.004250,1.635623,1.635755
28000,1.632582,0.477914,0.004500,1.633134,1.632446
29000,1.631607,0.475921,0.004750,1.625620,1.625663
30000,1.627006,0.472422,0.005000,1.621546,1.621395
31000,1.620983,0.470807,0.005250,1.618225,1.618019
32000,1.614918,0.466088,0.005500,1.614419,1.613845
33000,1.605986,0.462492,0.005750,1.609968,1.609138
34000,1.604669,0.458932,0.006000,1.605994,1.606699
35000,1.605577,0.454099,0.006250,1.604349,1.603767
36000,1.602246,0.449649,0.006500,1.600758,1.599970
37000,1.586086,0.443527,0.006750,1.596601,1.596991
38000,1.594202,0.437515,0.007000,1.593698,1.592627
39000,1.590637,0.431126,0.007250,1.592430,1.592160
40000,1.601385,0.423489,0.007500,1.590490,1.589392
41000,1.581830,0.414451,0.007750,1.586576,1.586982
42000,1.580311,0.404982,0.008000,1.584484,1.584118
43000,1.579149,0.394156,0.008250,1.581802,1.581908
44000,1.579938,0.383247,0.008500,1.581001,1.580386
45000,1.587783,0.372834,0.008750,1.579160,1.578725
46000,1.579807,0.363857,0.009000,1.578605,1.577830
47000,1.577237,0.352254,0.009250,1.575910,1.576672
48000,1.565746,0.344626,0.009500,1.576824,1.575877
49000,1.576234,0.337863,0.009750,1.575326,1.574743
