step,train_loss,val_loss
0,5.557720,5.561435
1000,1.882437,1.843997
2000,1.756511,1.755149
3000,1.702335,1.695081
4000,1.665684,1.653063
5000,1.632603,1.634629
6000,1.616081,1.614482
7000,1.609177,1.601414
8000,1.585791,1.586699
9000,1.574911,1.573464
10000,1.566759,1.563759
11000,1.553801,1.551896
12000,1.544219,1.546430
13000,1.536965,1.539220
14000,1.528380,1.527634
15000,1.524401,1.520422
16000,1.514061,1.514268
17000,1.505069,1.507983
18000,1.503117,1.502813
19000,1.495217,1.496797
20000,1.490140,1.491127
21000,1.487246,1.486516
22000,1.479255,1.483273
23000,1.478861,1.480637
24000,1.477438,1.478579
